DATAFLOW,LAST UPDATE,freq,leg_stat,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Latvia,2018,486,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Latvia,2019,440,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Latvia,2020,453,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Latvia,2021,376,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Latvia,2022,349,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2008,679,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2009,542,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2010,478,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2011,346,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2012,408,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2013,388,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2014,236,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2015,244,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2016,403,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2017,410,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2018,462,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2019,493,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2020,410,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2021,462,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Montenegro,2022,411,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,North Macedonia,2017,578,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,North Macedonia,2019,525,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,North Macedonia,2020,610,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,North Macedonia,2021,589,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,North Macedonia,2022,473,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2008,36577,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2009,31742,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2010,28126,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2011,25907,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2012,23095,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2013,19255,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2014,16964,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2015,15783,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2016,15841,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2017,13514,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2018,12057,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2019,15452,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2020,13836,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2021,13435,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Netherlands,2022,12988,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2008,3970,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2009,3398,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2010,3003,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2011,2587,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2012,2184,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2013,1932,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2014,1826,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2015,1450,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2016,1424,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2017,1323,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2018,1472,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2019,1434,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2020,1484,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2021,1540,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Norway,2022,1397,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Poland,2010,55972,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Poland,2012,43487,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Poland,2013,25089,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2008,14840,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2009,12918,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2010,12081,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2011,11316,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2012,10724,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2013,9149,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2014,6314,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2015,8392,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2016,8141,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2017,6977,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2018,5911,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2019,5588,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2020,4011,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2021,4814,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Portugal,2022,5122,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2008,4140,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2009,3926,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2010,3955,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2011,4148,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2012,4035,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2013,4431,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2014,2966,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2015,3548,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2016,3883,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2017,3882,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2018,3704,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2019,3850,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2020,3451,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2021,3285,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Romania,2022,3527,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2009,7291,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2010,5346,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2011,4780,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2012,4463,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2013,4796,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2014,3811,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2015,8330,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2016,7544,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2017,7833,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2018,7562,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2019,8049,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2020,6353,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2021,5727,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Serbia,2022,6057,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2008,15172,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2009,15248,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2010,14037,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2011,12048,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2012,10072,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2013,9008,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2014,8768,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2015,9061,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2016,9087,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2017,9664,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2018,9172,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2019,9325,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2020,10253,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2021,9297,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Sweden,2022,9596,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2008,814,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2009,629,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2010,629,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2011,529,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2012,627,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2013,576,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2014,500,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2015,447,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2016,402,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2017,329,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2018,246,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2019,333,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2020,364,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2021,377,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovenia,2022,294,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2010,4072,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2011,3934,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2012,3682,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2013,3516,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2014,2089,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2015,1779,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2016,1540,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2017,1980,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2018,1989,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2019,1687,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2020,1587,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2021,1539,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Slovakia,2022,1330,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2009,206383,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2010,245175,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2011,256656,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2012,286641,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2013,149882,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2014,150368,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2015,143913,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2016,122202,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2017,124729,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2018,142689,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2019,174703,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2020,134879,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2021,139347,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Türkiye,2022,177257,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2008,110963,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2009,103553,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2010,96477,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2011,83104,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2012,62821,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2013,49735,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2014,43977,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2015,39731,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,England and Wales,2016,35927,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2008,5344,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2009,4280,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2010,3505,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2011,2960,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2012,2243,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2013,1732,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2014,1524,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Scotland (NUTS 2021),2017,1776,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2010,2261,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2011,1891,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2012,1565,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2013,2256,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2014,1537,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2015,1344,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2016,1030,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2017,1180,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Northern Ireland (UK) (NUTS 2021),2018,963,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2008,2982,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2009,2467,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2010,2579,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2011,2613,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2012,2058,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2013,2131,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2014,2233,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2015,2531,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2016,2906,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2017,4026,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2018,4234,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Number,Kosovo*,2019,3225,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Juvenile,Per hundred thousand inhabitants,Albania,2014,143.13,,
