DATAFLOW,LAST UPDATE,freq,leg_stat,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Croatia,2018,1346.15,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Croatia,2019,1321.88,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Croatia,2020,1216.09,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Croatia,2021,1210.80,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Croatia,2022,1219.48,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2008,922.87,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2009,923.54,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2010,999.39,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2011,881.58,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2012,772.91,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2013,797.59,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2014,808.26,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2015,764.10,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2016,751.90,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2017,696.91,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2019,1110.06,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2020,1143.12,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2021,1224.56,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Hungary,2022,1203.86,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Ireland,2009,1994.84,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Ireland,2010,1849.44,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Ireland,2011,1681.97,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Ireland,2012,1421.89,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2008,1022.00,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2011,614.54,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2012,817.02,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2013,881.45,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2014,764.27,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2015,727.74,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2016,701.59,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2017,675.63,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2018,694.22,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2019,779.85,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2020,725.83,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2021,586.78,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Iceland,2022,534.75,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2008,961.50,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2009,2674.46,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2010,2638.17,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2011,2599.28,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2012,2638.68,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2013,2644.10,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2014,2712.06,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2015,2648.43,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2016,2549.41,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2017,2350.90,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Italy,2018,3077.84,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2008,5908.47,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2009,8336.85,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2010,7979.05,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2011,2948.91,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2012,2977.38,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2014,2903.39,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2015,2697.64,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2016,2562.33,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2017,2874.90,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2018,2757.52,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2020,3313.80,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2021,3111.00,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Liechtenstein,2022,3543.81,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2008,517.65,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2009,553.10,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2010,581.64,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2011,603.95,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2012,675.28,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2013,772.06,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2014,772.62,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2015,673.03,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2016,609.72,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2017,874.29,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2018,752.18,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2019,680.66,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2020,645.04,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2021,582.26,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Lithuania,2022,575.30,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2016,2816.84,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2017,2399.32,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2018,1734.70,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2019,1782.39,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2020,1512.20,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2021,1541.76,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Luxembourg,2022,1582.90,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2008,578.75,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2009,569.99,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2010,515.77,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2011,621.32,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2012,663.29,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2013,612.55,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2014,457.86,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2015,506.52,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2016,539.02,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2017,501.77,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2018,484.65,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2019,490.01,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2020,483.99,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2021,465.40,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Latvia,2022,455.71,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2008,1409.65,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2009,1154.65,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2010,902.74,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2011,917.00,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2012,895.36,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2013,1247.40,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2014,1189.50,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2015,1117.67,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2016,1178.69,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2017,1259.18,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2018,1388.59,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2019,1391.55,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2020,1629.59,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2021,1617.27,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Montenegro,2022,1483.12,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2008,1291.28,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2009,1484.12,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2010,1461.67,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2011,1520.65,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2012,1546.76,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2013,1669.79,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2014,1799.04,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2017,1034.86,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2019,615.27,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2020,689.41,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2021,619.78,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,North Macedonia,2022,702.30,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2009,448.74,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2011,380.01,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2012,376.25,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2013,688.95,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2014,665.54,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2015,613.39,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2016,381.87,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Malta,2017,502.07,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2008,1537.28,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2009,1373.97,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2010,1257.44,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2011,1368.61,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2012,1332.02,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2013,1229.64,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2014,1237.65,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2015,1112.08,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2016,1097.74,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2017,999.85,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2018,968.25,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2019,1067.09,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2020,968.87,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2021,919.24,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Netherlands,2022,1019.76,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2008,1476.79,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2009,1394.38,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2010,1403.50,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2011,1355.59,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2012,1316.80,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2013,1320.38,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2014,1272.07,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2015,1244.05,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2016,1237.83,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2017,1098.85,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2018,1046.41,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2019,998.14,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2020,930.55,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2021,866.89,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Norway,2022,830.43,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2008,1456.33,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2009,1460.88,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2010,1446.01,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2011,1473.75,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2012,1401.35,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2013,1329.20,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2014,951.72,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2015,851.48,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2016,1025.13,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2017,709.75,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2018,708.33,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Prosecuted person,Total,Per hundred thousand inhabitants,Poland,2019,754.80,,
