DATAFLOW,LAST UPDATE,freq,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Austria,2021,47.91,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Austria,2022,48.44,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2013,58.51,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2015,54.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2017,51.48,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2018,50.06,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2019,52.58,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2020,50.02,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2021,52.47,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Belgium,2022,54.40,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2013,117.80,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2014,105.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2015,99.50,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2016,99.67,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2017,95.78,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2018,92.06,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2019,90.16,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2020,87.71,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2021,82.61,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Bulgaria,2022,79.59,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2013,22.33,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2014,22.68,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2015,24.08,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2016,22.91,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2017,23.15,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2018,22.67,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2019,24.46,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2020,21.42,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2021,21.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Switzerland,2022,21.24,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2013,28.53,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2014,34.15,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2015,39.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2016,41.14,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2017,51.59,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2018,39.69,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2019,44.18,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2020,38.40,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2021,42.19,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Cyprus,2022,47.20,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2013,143.80,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2014,162.75,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2015,182.16,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2016,195.89,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2017,192.32,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2018,186.70,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2019,180.79,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2020,166.00,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2021,162.14,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Czechia,2022,167.29,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2013,53.42,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2014,45.87,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2015,41.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2016,43.00,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2017,42.62,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2018,44.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2019,47.93,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2020,51.44,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2021,53.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Denmark,2022,52.15,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2013,146.27,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2014,137.40,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2015,131.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2016,137.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2017,131.27,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2018,126.45,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2019,124.55,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2020,117.91,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2021,110.07,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Estonia,2022,104.15,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2013,46.08,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2014,44.99,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2015,39.80,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2016,40.48,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2017,43.83,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2018,44.99,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2019,42.68,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2020,42.73,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2021,42.43,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Greece,2022,43.06,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2013,97.69,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2014,97.44,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2015,94.18,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2016,91.43,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2017,90.84,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2018,90.76,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2019,89.58,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2020,82.95,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2021,81.91,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Spain,2022,82.21,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2013,52.28,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2014,48.89,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2015,48.36,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2016,47.84,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2017,45.92,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2018,44.49,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2019,44.27,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2020,41.21,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2021,43.19,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Finland,2022,43.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2013,81.15,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2014,79.55,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2015,79.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2016,80.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2017,80.17,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2018,80.56,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2019,80.87,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2020,70.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2021,76.86,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,France,2022,79.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2014,83.17,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2015,74.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2016,68.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2017,70.10,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2018,70.73,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2019,74.87,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2020,77.62,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2021,85.18,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Croatia,2022,94.97,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2013,173.46,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2014,174.03,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2015,167.85,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2016,170.69,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2017,168.23,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2018,159.02,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2019,158.90,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2020,161.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2021,172.07,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Hungary,2022,169.82,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2013,66.52,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2014,61.51,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2015,73.73,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2018,71.26,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2019,69.37,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2020,64.82,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2021,64.54,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Ireland,2022,73.48,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2013,37.91,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2014,40.53,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2015,33.42,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2016,27.07,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2017,31.33,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2018,30.13,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2019,35.30,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2020,29.38,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2021,29.83,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Iceland,2022,26.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2013,69.54,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2014,60.69,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2015,58.57,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2016,60.71,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2017,63.92,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2018,66.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2019,70.01,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2020,61.81,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2021,64.01,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Italy,2022,66.60,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2013,46.15,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2014,32.32,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2015,29.44,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2016,26.58,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2017,31.74,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2018,23.61,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2019,18.24,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2020,49.04,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Liechtenstein,2022,12.72,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2013,306.60,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2014,287.99,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2015,247.39,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2016,232.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2017,227.71,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2018,226.42,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2019,215.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2020,186.75,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2021,175.95,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Lithuania,2022,171.31,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2013,37.61,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2014,29.29,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2015,31.09,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2016,31.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2017,32.34,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2018,27.41,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2019,25.25,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2020,23.96,,
ESTAT:CRIM_PRIS_CTZ$DEFAULTVIEW(1.0),,Annual,Reporting country,Per hundred thousand inhabitants,Luxembourg,2021,26.78,,
