DATAFLOW,LAST UPDATE,freq,citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Cyprus,2022,50.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Cyprus,2023,50.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Cyprus,2024,50.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Czechia,2022,51.0,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Czechia,2023,51.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Czechia,2024,51.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Germany,2022,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Germany,2023,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Germany,2024,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Denmark,2022,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Denmark,2023,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Denmark,2024,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Estonia,2022,53.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Estonia,2023,53.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Estonia,2024,53.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Greece,2022,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Greece,2023,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Greece,2024,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Spain,2022,51.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Spain,2023,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Spain,2024,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2022,51.3,bep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2023,51.3,bep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2024,51.3,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Finland,2022,50.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Finland,2023,50.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Finland,2024,50.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,France,2021,51.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,France,2022,51.7,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,France,2023,51.7,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,France,2024,51.6,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Croatia,2022,51.9,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Croatia,2023,51.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Croatia,2024,51.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Hungary,2022,52.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Hungary,2023,52.0,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Hungary,2024,52.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Ireland,2022,50.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Ireland,2023,50.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Ireland,2024,50.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Iceland,2022,49.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Iceland,2023,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Iceland,2024,49.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Italy,2022,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Italy,2023,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Italy,2024,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Liechtenstein,2022,50.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Liechtenstein,2023,50.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Liechtenstein,2024,50.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Lithuania,2022,53.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Lithuania,2023,53.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Lithuania,2024,53.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Luxembourg,2022,50.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Luxembourg,2023,50.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Luxembourg,2024,50.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Latvia,2022,53.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Latvia,2023,53.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Latvia,2024,53.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Malta,2022,50.3,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Malta,2023,50.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Malta,2024,50.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Netherlands,2022,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Netherlands,2023,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Netherlands,2024,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Norway,2022,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Norway,2023,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Norway,2024,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Poland,2022,51.7,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Poland,2023,51.7,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Poland,2024,51.7,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Portugal,2022,52.7,bp,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Portugal,2023,52.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Portugal,2024,52.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Romania,2022,51.5,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Romania,2023,51.5,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Romania,2024,51.6,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Sweden,2022,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Sweden,2023,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Sweden,2024,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Slovenia,2022,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Slovenia,2023,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Slovenia,2024,51.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Slovakia,2022,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Slovakia,2023,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Females,Slovakia,2024,51.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Austria,2022,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Austria,2023,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Austria,2024,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Belgium,2022,49.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Belgium,2023,49.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Belgium,2024,49.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Bulgaria,2022,48.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Bulgaria,2023,48.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Bulgaria,2024,48.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Switzerland,2022,48.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Switzerland,2023,48.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Switzerland,2024,48.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Cyprus,2022,49.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Cyprus,2023,49.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Cyprus,2024,49.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Czechia,2022,49.0,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Czechia,2023,49.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Czechia,2024,49.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Germany,2022,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Germany,2023,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Germany,2024,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Denmark,2022,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Denmark,2023,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Denmark,2024,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Estonia,2022,46.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Estonia,2023,46.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Estonia,2024,46.6,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Greece,2022,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Greece,2023,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Greece,2024,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Spain,2022,49.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Spain,2023,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Spain,2024,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2022,48.7,bep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2023,48.7,bep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2024,48.7,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Finland,2022,49.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Finland,2023,49.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Finland,2024,49.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,France,2021,48.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,France,2022,48.3,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,France,2023,48.3,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,France,2024,48.4,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Croatia,2022,48.1,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Croatia,2023,48.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Croatia,2024,48.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Hungary,2022,47.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Hungary,2023,48.0,b,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Hungary,2024,48.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Ireland,2022,49.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Ireland,2023,49.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Ireland,2024,49.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Iceland,2022,50.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Iceland,2023,50.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Iceland,2024,50.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Italy,2022,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Italy,2023,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Italy,2024,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Liechtenstein,2022,49.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Liechtenstein,2023,49.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Liechtenstein,2024,49.5,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Lithuania,2022,46.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Lithuania,2023,46.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Lithuania,2024,46.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Luxembourg,2022,49.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Luxembourg,2023,49.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Luxembourg,2024,49.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Latvia,2022,46.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Latvia,2023,46.1,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Latvia,2024,46.2,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Malta,2022,49.7,p,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Malta,2023,49.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Malta,2024,49.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Netherlands,2022,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Netherlands,2023,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Netherlands,2024,49.7,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Norway,2022,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Norway,2023,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Norway,2024,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Poland,2022,48.3,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Poland,2023,48.3,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Poland,2024,48.3,ep,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Portugal,2022,47.3,bp,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Portugal,2023,47.4,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Portugal,2024,47.3,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Romania,2022,48.5,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Romania,2023,48.5,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Romania,2024,48.4,e,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Sweden,2022,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Sweden,2023,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Sweden,2024,50.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Slovenia,2022,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Slovenia,2023,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Slovenia,2024,48.9,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Slovakia,2022,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Slovakia,2023,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Males,Slovakia,2024,48.8,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Austria,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Austria,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Austria,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Belgium,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Belgium,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Belgium,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Bulgaria,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Bulgaria,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Bulgaria,2024,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Switzerland,2022,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Switzerland,2023,100.0,,
ESTAT:DEMO_POPPCCTZ(1.0),13/03/25 23:00:00,Annual,Reporting country,Total,Percentage,Total,Switzerland,2024,100.0,,
