DATAFLOW,LAST UPDATE,freq,sex,age,citizen,lev_perc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2017,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2018,0.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2019,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2020,1.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2021,1.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2022,1.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2023,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Spain,2024,1.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,1.0,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,1.2,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,1.4,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (2007-2013),2015,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (2007-2013),2016,1.0,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (2007-2013),2017,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (2007-2013),2018,1.2,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (2007-2013),2019,1.4,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2015,1.4,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2016,1.1,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2017,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2018,1.2,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2019,1.4,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2020,1.6,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2021,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2022,1.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 27 countries (from 2020),2023,1.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 28 countries (2013-2020),2015,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 28 countries (2013-2020),2016,1.0,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 28 countries (2013-2020),2017,1.3,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 28 countries (2013-2020),2018,1.2,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,European Union - 28 countries (2013-2020),2019,1.4,e,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2015,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2016,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2017,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2018,1.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2019,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2020,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2021,2.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2022,1.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2023,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Finland,2024,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2015,2.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2016,2.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2017,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2018,1.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2019,2.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2020,0.8,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2021,1.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2022,2.6,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,France,2023,2.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2015,1.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2016,3.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2017,3.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2018,7.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2019,9.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2020,2.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2021,2.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2022,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Croatia,2023,0.0,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2015,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2016,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2017,5.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2018,1.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2019,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2020,4.6,u,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2021,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2022,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2023,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Hungary,2024,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2015,0.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2016,0.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2017,0.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2018,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2019,0.3,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2020,0.4,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2021,0.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2022,0.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Ireland,2023,2.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Iceland,2015,2.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Iceland,2016,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Iceland,2017,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Iceland,2018,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Iceland,2019,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Iceland,2020,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2015,1.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2016,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2017,0.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2018,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2019,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2021,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2022,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2023,0.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Italy,2024,0.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2015,0.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2016,10.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2017,6.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2018,3.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2019,2.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2020,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2021,2.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2022,0.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Lithuania,2023,1.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2015,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2016,2.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2017,1.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2018,2.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2019,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2020,1.9,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2021,1.0,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2022,0.9,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2023,1.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Luxembourg,2024,0.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2015,4.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2016,4.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2017,4.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2018,4.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2019,4.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2020,3.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2021,3.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2022,4.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2023,5.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Latvia,2024,7.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2015,2.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2016,2.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2017,3.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2018,1.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2019,2.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2020,2.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2021,3.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Montenegro,2022,2.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,North Macedonia,2015,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,North Macedonia,2016,3.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,North Macedonia,2017,13.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,North Macedonia,2018,16.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,North Macedonia,2019,6.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,North Macedonia,2020,2.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2015,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2016,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2017,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2018,0.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2019,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2020,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2021,0.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2022,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Malta,2023,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2015,3.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2016,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2017,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2018,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2019,1.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2020,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2021,0.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2022,3.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2023,0.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Netherlands,2024,2.6,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2015,1.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2016,0.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2017,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2018,0.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2019,0.8,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2020,0.2,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2021,0.7,b,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2022,1.3,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2023,0.7,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Norway,2024,0.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2015,3.1,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2016,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2017,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2018,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2019,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2020,0.0,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2021,0.5,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2022,1.4,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Poland,2023,2.9,,
ESTAT:HLTH_SILC_24(1.0),21/03/25 23:00:00,Annual,Total,16 years or over,Foreign country,Very bad,Percentage,Portugal,2015,3.5,,
