DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Hungary,2019,32.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Hungary,2020,46.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Hungary,2021,43.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Hungary,2022,41.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Hungary,2023,44.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Hungary,2024,38.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2015,37.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2016,40.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2017,42.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2018,34.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2019,34.8,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2020,29.3,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2021,28.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2022,40.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Ireland,2023,38.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Iceland,2015,37.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Iceland,2016,33.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Iceland,2017,41.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Iceland,2018,34.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Iceland,2019,30.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Iceland,2020,27.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2015,47.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2016,52.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2017,48.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2018,44.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2019,45.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2020,40.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2021,39.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2022,42.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2023,39.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Italy,2024,34.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2015,74.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2016,76.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2017,79.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2018,73.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2019,67.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2020,66.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2021,60.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2022,59.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Lithuania,2023,59.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2015,17.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2016,12.7,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2017,18.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2018,13.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2019,8.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2020,10.9,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2021,4.8,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2022,8.1,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2023,12.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Luxembourg,2024,14.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2015,81.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2016,82.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2017,79.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2018,76.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2019,74.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2020,68.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2021,62.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2022,66.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2023,67.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Latvia,2024,66.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2015,82.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2016,81.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2017,83.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2018,83.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2019,73.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2020,73.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2021,72.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Montenegro,2022,75.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,North Macedonia,2015,79.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,North Macedonia,2016,76.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,North Macedonia,2017,80.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,North Macedonia,2018,77.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,North Macedonia,2019,77.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,North Macedonia,2020,77.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2015,20.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2016,22.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2017,19.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2018,20.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2019,16.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2020,20.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2021,19.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2022,25.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Malta,2023,22.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2015,22.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2016,26.0,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2017,23.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2018,28.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2019,27.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2020,24.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2021,21.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2022,21.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2023,19.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Netherlands,2024,17.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2015,12.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2016,16.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2017,13.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2018,13.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2019,22.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2020,18.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2021,17.0,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2022,16.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2023,16.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Norway,2024,14.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2015,62.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2016,60.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2017,58.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2018,59.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2019,56.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2020,52.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2021,52.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2022,51.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Poland,2023,49.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2015,49.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2016,48.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2017,46.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2018,46.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2019,45.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2020,44.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2021,42.5,b,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2022,39.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Portugal,2023,39.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2015,72.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2016,73.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2017,70.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2018,66.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2019,67.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2020,68.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2021,72.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2022,71.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2023,74.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Romania,2024,66.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2015,69.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2016,66.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2017,68.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2018,66.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2019,59.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2020,57.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2021,58.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2022,62.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Serbia,2023,64.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2015,24.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2016,21.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2017,21.3,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2018,21.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2019,18.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2020,20.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2021,15.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2022,17.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2023,14.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Sweden,2024,16.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2015,58.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2016,58.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2017,55.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2018,55.9,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2019,51.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2020,49.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2021,44.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2022,43.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2023,42.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovenia,2024,44.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2015,49.4,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2016,51.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2017,50.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2018,50.1,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2019,52.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2020,49.6,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2021,47.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2022,48.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Slovakia,2023,51.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2015,56.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2016,46.8,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2017,43.7,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2018,39.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2019,39.5,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2020,35.2,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2021,37.0,,
ESTAT:ILC_MDES04$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,One adult 65 years or over,Total,Percentage,Türkiye,2022,37.5,,
