STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),citizen,Country of citizenship,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2017,,41.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2018,,43.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2019,,43.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2020,,43.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2021,,44.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2022,,41.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2023,,43.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,EL,Greece,2024,,43.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2014,,30.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2015,,31.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2016,,31.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2017,,31.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2018,,31.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2019,,30.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2020,,31.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2021,,30.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2022,,28.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2023,,27.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,ES,Spain,2024,,28.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2014,,36.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2015,,37.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2016,,41.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2017,,41.7,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2018,,41.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2019,,36.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2020,,37.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2021,,39.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2022,,41.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2023,,40.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FI,Finland,2024,,38.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2014,,28.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2015,,27.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2016,,28.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2017,,28.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2018,,28.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2019,,29.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2020,,29.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2021,,28.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2022,,30.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2023,,28.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,FR,France,2024,,28.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2014,,60.2,,bu,"break in time series, low reliability",,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2015,,38.9,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2016,,47.6,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2017,,37.3,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2018,,40.8,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2019,,36.7,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2020,,63.3,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2021,,58.0,,bu,"break in time series, low reliability",,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2022,,71.9,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2023,,55.5,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HR,Croatia,2024,,51.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2014,,50.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2015,,45.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2016,,54.1,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2017,,56.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2018,,55.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2019,,50.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2020,,40.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2021,,47.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2022,,43.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2023,,42.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,HU,Hungary,2024,,41.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2014,,41.3,,bu,"break in time series, low reliability",,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2015,,39.6,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2016,,37.9,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2017,,37.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2018,,36.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2019,,37.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2020,,36.4,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2021,,34.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2022,,32.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2023,,30.9,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IE,Ireland,2024,,30.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2014,,46.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2015,,43.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2016,,51.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2017,,40.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2018,,38.8,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2019,,35.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2020,,36.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2021,,37.3,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2022,,37.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2023,,38.6,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IS,Iceland,2024,,33.5,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IT,Italy,2014,,40.2,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IT,Italy,2015,,39.3,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IT,Italy,2016,,37.0,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IT,Italy,2017,,35.2,,,,,
dataflow,ESTAT:EDAT_LFS_9911(1.0),"Population by educational attainment level, sex, age and citizenship (%)",A,Annual,PC,Percentage,T,Total,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FOR,Foreign country,Y15-64,From 15 to 64 years,IT,Italy,2018,,34.7,,b,break in time series,,
