DATAFLOW,LAST UPDATE,freq,leg_stat,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,2018.10,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,1839.51,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,1793.57,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,1805.29,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,2959.74,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,4180.99,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,3630.68,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,3573.31,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,4098.31,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,2914.51,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,2694.81,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,2515.97,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Males,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,2531.36,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2008,11882,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2009,11389,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2010,10857,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2011,10882,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2012,11484,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2013,12043,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2014,19322,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2015,19721,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2016,17446,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2017,16356,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2018,16249,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2019,14723,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2020,13409,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2021,16196,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Albania,2022,16246,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2008,303762,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2009,285550,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2010,278848,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2011,283954,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2012,286507,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2013,286949,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2014,303654,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2015,303037,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2016,310090,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2017,313381,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2018,300664,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2019,332622,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2020,305834,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2021,301567,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Austria,2022,336157,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2008,20950,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2009,19273,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2010,20010,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2011,22448,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2012,22677,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2013,20363,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2014,21064,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2015,20026,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2016,17223,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2017,15922,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2018,15038,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2019,13890,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2020,11452,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2021,13365,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bosnia and Herzegovina,2022,12532,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2008,613091,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2009,635294,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2010,638423,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2011,637694,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2012,591321,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2013,581896,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2014,582356,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2015,543239,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2017,537912,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2018,546725,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2019,584716,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2020,676791,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2021,632750,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Belgium,2022,559561,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2008,52149,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2009,52883,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2010,55210,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2011,57063,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2012,49484,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2013,47243,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2014,43077,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2015,38861,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2016,38469,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2017,37087,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2018,33318,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2019,31993,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2020,30861,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2021,31764,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Bulgaria,2022,30915,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2008,103829,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2009,102179,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2010,117854,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2011,138744,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2012,129126,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2013,104344,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2014,125843,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2015,96039,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2016,82891,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2017,70960,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2018,60282,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2019,71190,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2020,53630,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Cyprus,2021,58704,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2008,110410,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2009,113215,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2010,101133,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2011,102767,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2012,103179,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2013,105678,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2014,103408,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2015,91472,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2016,84846,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2017,77220,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2018,76723,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2019,77321,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2020,67870,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2021,64381,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Czechia,2022,68429,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2008,1087842,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2009,1056809,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2010,1018006,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2011,1003458,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2012,960225,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2013,935788,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2014,923384,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2015,910681,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Germany,2016,900615,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2008,58514,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2009,61948,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2010,61247,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2011,73097,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2012,96034,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2013,82145,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2014,78027,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2015,96312,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2016,89569,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2017,86656,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2018,99350,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2019,99262,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2020,97679,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2021,88113,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Denmark,2022,96256,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2008,13804,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2009,11920,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2010,11010,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2011,11213,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2012,10467,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2013,9542,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2014,8629,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2015,8047,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2016,8524,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2017,7241,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2018,6226,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2019,6053,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2020,5380,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2021,4989,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Estonia,2022,4127,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Greece,2021,8566,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Greece,2022,7196,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2008,241948,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2009,210456,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2010,210036,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2011,207064,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2012,195272,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2013,186695,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2014,176748,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2015,185292,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2016,159319,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2017,85679,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2018,86331,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2019,86284,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2020,83632,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2021,84363,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Finland,2022,81094,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2011,689029,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2012,675702,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2013,669663,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2014,667382,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2015,661865,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2016,676408,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2017,674848,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2018,698863,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2019,695807,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2020,604650,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2021,652055,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,France,2022,638236,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2008,74640,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2011,70250,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2012,66068,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2013,58477,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2014,53088,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2015,59427,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2016,61726,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2017,59756,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2018,55266,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2019,53883,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2020,49351,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2021,48872,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Croatia,2022,47100,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2008,92706,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2009,92640,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2010,100082,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2011,88032,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2012,76765,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2013,79032,,
ESTAT:CRIM_JUST_SEX(1.0),23/04/24 23:00:00,Annual,Prosecuted person,Total,Number,Hungary,2014,79835,,
