DATAFLOW,LAST UPDATE,freq,unit,indic_il,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2020,36816,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2015,16750,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2016,17380,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2017,17567,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2018,17867,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2019,18098,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2020,18858,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2021,18763,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2022,19478,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2023,21105,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2024,21652,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2015,5242,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2016,5732,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2017,6225,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2018,6942,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2019,7745,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2020,8637,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2021,9617,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2022,10118,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2023,11158,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2015,40483,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2016,38554,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2017,41614,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2018,40809,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2019,41486,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2020,42004,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2021,47604,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2022,47678,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2023,54263,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2024,57130,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2015,5915,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2016,6494,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2017,6751,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2018,7481,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2019,8317,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2020,8906,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2021,9642,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2022,10501,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2023,11436,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2024,12994,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2015,3327,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2016,3400,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2017,3648,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2018,3932,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2019,4030,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2020,4122,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2021,4062,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2022,4500,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2015,2204,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2016,2339,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2017,2571,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2018,2720,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2019,2845,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2020,3142,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2015,13867,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2016,13825,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2017,14675,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2018,14970,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2019,15569,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2020,16515,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2021,17173,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2022,18305,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2023,19860,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2015,21571,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2016,23025,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2017,23729,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2018,24104,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2019,24747,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2020,26133,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2021,28418,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2022,29270,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2023,29418,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2024,32334,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2015,42535,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2016,40584,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2017,39466,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2018,40635,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2019,40511,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2020,41357,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2021,37114,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2022,40312,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2023,43116,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2024,41524,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2015,5637,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2016,5935,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2017,5951,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2018,6557,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2019,7102,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2020,7918,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2021,8283,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2022,9033,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2023,10109,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2015,8541,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2016,8895,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2017,9167,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2018,9413,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2019,10156,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2020,10910,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2021,11138,b,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2022,11200,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2023,11999,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2015,2410,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2016,2533,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2017,2845,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2018,3404,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2019,3965,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2020,4394,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2021,4924,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2022,5638,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2023,6662,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2024,7972,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2015,2436,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2016,2475,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2017,2564,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2018,2777,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2019,3289,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2020,3712,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2021,4033,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2022,4426,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2023,4988,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2015,26066,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2016,26039,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2017,26543,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2018,26798,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2019,25962,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2020,25925,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2021,26758,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2022,27928,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2023,28272,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2024,28163,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2015,12475,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2016,12465,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2017,12891,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2018,13378,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2019,14243,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2020,15067,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2021,15520,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2022,16755,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2023,18211,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2024,19856,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2015,7120,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2016,7167,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2017,7355,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2018,7799,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2019,8381,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2020,8952,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2021,8744,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2022,9095,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2023,9522,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2015,3693,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2016,4085,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2017,4207,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2018,3813,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2019,3285,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2020,3418,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2021,3021,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2022,3059,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2023,3193,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2015,21999,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2016,21854,,
ESTAT:ILC_DI15$DEFAULTVIEW(1.0),21/03/25 23:00:00,Annual,Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2017,21421,b,
