Sex,Employment status,geo,year,In thousands
Males,Employed persons,Slovenia,2020,41.3
Males,Employed persons,Slovenia,2021,34.8
Males,Employed persons,Slovenia,2022,40.7
Males,Employed persons,Slovenia,2023,57.5
Males,Employed persons,Slovenia,2024,66.8
Males,Employed persons,Slovakia,2014,4.2
Males,Employed persons,Slovakia,2015,3.8
Males,Employed persons,Slovakia,2016,4.4
Males,Employed persons,Slovakia,2017,4.6
Males,Employed persons,Slovakia,2018,4.3
Males,Employed persons,Slovakia,2019,4.6
Males,Employed persons,Slovakia,2020,3.7
Males,Employed persons,Slovakia,2021,7.8
Males,Employed persons,Slovakia,2022,8.8
Males,Employed persons,Slovakia,2023,7.7
Males,Employed persons,Slovakia,2024,6.6
Males,Employed persons,United Kingdom,2014,1559.8
Males,Employed persons,United Kingdom,2015,1695.7
Males,Employed persons,United Kingdom,2016,1846.9
Males,Employed persons,United Kingdom,2017,1879.3
Males,Employed persons,United Kingdom,2018,1871.4
Males,Employed persons,United Kingdom,2019,1905.5
Males,Persons outside the labour force,Austria,2014,80.6
Males,Persons outside the labour force,Austria,2015,85.7
Males,Persons outside the labour force,Austria,2016,97.0
Males,Persons outside the labour force,Austria,2017,97.8
Males,Persons outside the labour force,Austria,2018,85.3
Males,Persons outside the labour force,Austria,2019,98.3
Males,Persons outside the labour force,Austria,2020,101.9
Males,Persons outside the labour force,Austria,2021,89.3
Males,Persons outside the labour force,Austria,2022,96.5
Males,Persons outside the labour force,Austria,2023,107.8
Males,Persons outside the labour force,Austria,2024,114.5
Males,Persons outside the labour force,Belgium,2014,101.4
Males,Persons outside the labour force,Belgium,2015,104.7
Males,Persons outside the labour force,Belgium,2016,110.3
Males,Persons outside the labour force,Belgium,2017,108.1
Males,Persons outside the labour force,Belgium,2018,104.5
Males,Persons outside the labour force,Belgium,2019,113.3
Males,Persons outside the labour force,Belgium,2020,122.0
Males,Persons outside the labour force,Belgium,2021,106.2
Males,Persons outside the labour force,Belgium,2022,108.0
Males,Persons outside the labour force,Belgium,2023,113.3
Males,Persons outside the labour force,Belgium,2024,113.8
Males,Persons outside the labour force,Switzerland,2014,84.5
Males,Persons outside the labour force,Switzerland,2015,87.1
Males,Persons outside the labour force,Switzerland,2016,87.5
Males,Persons outside the labour force,Switzerland,2017,82.6
Males,Persons outside the labour force,Switzerland,2018,85.8
Males,Persons outside the labour force,Switzerland,2019,87.9
Males,Persons outside the labour force,Switzerland,2020,88.4
Males,Persons outside the labour force,Switzerland,2021,103.5
Males,Persons outside the labour force,Switzerland,2022,114.5
Males,Persons outside the labour force,Switzerland,2023,116.1
Males,Persons outside the labour force,Switzerland,2024,120.3
Males,Persons outside the labour force,Cyprus,2014,6.6
Males,Persons outside the labour force,Cyprus,2015,6.8
Males,Persons outside the labour force,Cyprus,2016,9.0
Males,Persons outside the labour force,Cyprus,2017,9.4
Males,Persons outside the labour force,Cyprus,2018,9.9
Males,Persons outside the labour force,Cyprus,2019,8.7
Males,Persons outside the labour force,Cyprus,2020,9.3
Males,Persons outside the labour force,Cyprus,2021,8.2
Males,Persons outside the labour force,Cyprus,2022,8.7
Males,Persons outside the labour force,Cyprus,2023,8.5
Males,Persons outside the labour force,Cyprus,2024,10.7
Males,Persons outside the labour force,Czechia,2014,6.2
Males,Persons outside the labour force,Czechia,2015,7.4
Males,Persons outside the labour force,Czechia,2016,5.5
Males,Persons outside the labour force,Czechia,2017,6.9
Males,Persons outside the labour force,Czechia,2018,6.4
Males,Persons outside the labour force,Czechia,2019,7.4
Males,Persons outside the labour force,Czechia,2020,8.3
Males,Persons outside the labour force,Czechia,2021,7.6
Males,Persons outside the labour force,Czechia,2022,8.2
Males,Persons outside the labour force,Czechia,2023,10.0
Males,Persons outside the labour force,Czechia,2024,13.6
Males,Persons outside the labour force,Germany,2014,564.6
Males,Persons outside the labour force,Germany,2015,631.3
Males,Persons outside the labour force,Germany,2016,851.7
Males,Persons outside the labour force,Germany,2017,896.9
Males,Persons outside the labour force,Germany,2018,848.5
Males,Persons outside the labour force,Germany,2019,782.4
Males,Persons outside the labour force,Germany,2020,818.5
Males,Persons outside the labour force,Germany,2021,867.6
Males,Persons outside the labour force,Germany,2022,858.4
Males,Persons outside the labour force,Germany,2023,957.8
Males,Persons outside the labour force,Germany,2024,969.0
Males,Persons outside the labour force,Denmark,2014,30.2
Males,Persons outside the labour force,Denmark,2015,31.8
Males,Persons outside the labour force,Denmark,2016,27.5
Males,Persons outside the labour force,Denmark,2017,33.1
Males,Persons outside the labour force,Denmark,2018,31.5
Males,Persons outside the labour force,Denmark,2019,28.5
Males,Persons outside the labour force,Denmark,2020,28.7
Males,Persons outside the labour force,Denmark,2021,25.6
Males,Persons outside the labour force,Denmark,2022,22.5
Males,Persons outside the labour force,Denmark,2023,23.7
Males,Persons outside the labour force,Denmark,2024,16.3
Males,Persons outside the labour force,Estonia,2014,11.5
Males,Persons outside the labour force,Estonia,2015,11.9
Males,Persons outside the labour force,Estonia,2016,9.8
Males,Persons outside the labour force,Estonia,2017,9.6
Males,Persons outside the labour force,Estonia,2018,12.1
Males,Persons outside the labour force,Estonia,2019,11.0
Males,Persons outside the labour force,Estonia,2020,11.0
Males,Persons outside the labour force,Estonia,2021,10.0
Males,Persons outside the labour force,Estonia,2022,10.8
Males,Persons outside the labour force,Estonia,2023,9.3
Males,Persons outside the labour force,Estonia,2024,9.1
Males,Persons outside the labour force,Greece,2014,32.4
Males,Persons outside the labour force,Greece,2015,31.7
Males,Persons outside the labour force,Greece,2016,28.7
Males,Persons outside the labour force,Greece,2017,29.0
Males,Persons outside the labour force,Greece,2018,26.6
Males,Persons outside the labour force,Greece,2019,27.6
Males,Persons outside the labour force,Greece,2020,26.5
Males,Persons outside the labour force,Greece,2021,21.3
Males,Persons outside the labour force,Greece,2022,15.9
Males,Persons outside the labour force,Greece,2023,15.7
Males,Persons outside the labour force,Greece,2024,12.8
Males,Persons outside the labour force,Spain,2014,265.8
Males,Persons outside the labour force,Spain,2015,251.2
Males,Persons outside the labour force,Spain,2016,252.5
Males,Persons outside the labour force,Spain,2017,255.2
Males,Persons outside the labour force,Spain,2018,273.1
Males,Persons outside the labour force,Spain,2019,290.6
Males,Persons outside the labour force,Spain,2020,388.9
Males,Persons outside the labour force,Spain,2021,361.8
Males,Persons outside the labour force,Spain,2022,379.3
Males,Persons outside the labour force,Spain,2023,399.1
Males,Persons outside the labour force,Spain,2024,423.4
Males,Persons outside the labour force,Finland,2014,14.7
Males,Persons outside the labour force,Finland,2015,15.0
Males,Persons outside the labour force,Finland,2016,15.7
Males,Persons outside the labour force,Finland,2017,13.8
Males,Persons outside the labour force,Finland,2018,15.6
Males,Persons outside the labour force,Finland,2019,18.6
Males,Persons outside the labour force,Finland,2020,16.8
Males,Persons outside the labour force,Finland,2021,19.7
Males,Persons outside the labour force,Finland,2022,19.4
Males,Persons outside the labour force,Finland,2023,23.3
Males,Persons outside the labour force,Finland,2024,24.3
Males,Persons outside the labour force,France,2014,276.9
Males,Persons outside the labour force,France,2015,311.1
Males,Persons outside the labour force,France,2016,316.1
Males,Persons outside the labour force,France,2017,335.9
Males,Persons outside the labour force,France,2018,295.9
Males,Persons outside the labour force,France,2019,303.4
Males,Persons outside the labour force,France,2020,315.9
Males,Persons outside the labour force,France,2021,333.8
Males,Persons outside the labour force,France,2022,350.8
Males,Persons outside the labour force,France,2023,359.4
Males,Persons outside the labour force,France,2024,371.3
Males,Persons outside the labour force,Croatia,2014,1.4
Males,Persons outside the labour force,Croatia,2015,1.1
Males,Persons outside the labour force,Croatia,2016,2.3
Males,Persons outside the labour force,Croatia,2017,2.3
Males,Persons outside the labour force,Croatia,2018,1.2
Males,Persons outside the labour force,Croatia,2020,1.4
Males,Persons outside the labour force,Hungary,2015,4.0
Males,Persons outside the labour force,Hungary,2016,6.2
Males,Persons outside the labour force,Hungary,2017,7.4
Males,Persons outside the labour force,Hungary,2018,6.6
Males,Persons outside the labour force,Hungary,2019,6.8
Males,Persons outside the labour force,Hungary,2020,5.0
Males,Persons outside the labour force,Hungary,2021,5.0
Males,Persons outside the labour force,Hungary,2022,6.6
Males,Persons outside the labour force,Hungary,2023,6.2
Males,Persons outside the labour force,Hungary,2024,9.8
Males,Persons outside the labour force,Ireland,2014,37.1
Males,Persons outside the labour force,Ireland,2015,36.7
Males,Persons outside the labour force,Ireland,2016,35.2
Males,Persons outside the labour force,Ireland,2017,36.9
Males,Persons outside the labour force,Ireland,2018,35.4
Males,Persons outside the labour force,Ireland,2019,39.4
Males,Persons outside the labour force,Ireland,2020,44.4
Males,Persons outside the labour force,Ireland,2021,43.2
Males,Persons outside the labour force,Ireland,2022,31.4
Males,Persons outside the labour force,Ireland,2023,35.1
Males,Persons outside the labour force,Ireland,2024,41.4
Males,Persons outside the labour force,Iceland,2020,0.9
Males,Persons outside the labour force,Iceland,2021,1.1
Males,Persons outside the labour force,Iceland,2022,0.7
Males,Persons outside the labour force,Iceland,2023,1.0
Males,Persons outside the labour force,Iceland,2024,0.8
Males,Persons outside the labour force,Italy,2014,338.6
Males,Persons outside the labour force,Italy,2015,337.6
Males,Persons outside the labour force,Italy,2016,328.9
Males,Persons outside the labour force,Italy,2017,314.0
Males,Persons outside the labour force,Italy,2018,282.0
Males,Persons outside the labour force,Italy,2019,285.9
Males,Persons outside the labour force,Italy,2020,331.9
Males,Persons outside the labour force,Italy,2021,332.4
Males,Persons outside the labour force,Italy,2022,316.1
Males,Persons outside the labour force,Italy,2023,296.7
Males,Persons outside the labour force,Italy,2024,319.5
Males,Persons outside the labour force,Lithuania,2017,1.4
Males,Persons outside the labour force,Lithuania,2018,1.2
Males,Persons outside the labour force,Lithuania,2019,1.1
Males,Persons outside the labour force,Lithuania,2020,1.1
Males,Persons outside the labour force,Lithuania,2021,1.4
Males,Persons outside the labour force,Lithuania,2022,1.5
Males,Persons outside the labour force,Lithuania,2023,1.8
Males,Persons outside the labour force,Lithuania,2024,2.8
Males,Persons outside the labour force,Luxembourg,2014,16.3
Males,Persons outside the labour force,Luxembourg,2015,18.4
Males,Persons outside the labour force,Luxembourg,2016,21.2
Males,Persons outside the labour force,Luxembourg,2017,22.6
Males,Persons outside the labour force,Luxembourg,2018,22.5
Males,Persons outside the labour force,Luxembourg,2019,19.6
Males,Persons outside the labour force,Luxembourg,2020,21.2
Males,Persons outside the labour force,Luxembourg,2021,21.5
Males,Persons outside the labour force,Luxembourg,2022,22.3
Males,Persons outside the labour force,Luxembourg,2023,20.1
Males,Persons outside the labour force,Luxembourg,2024,21.1
Males,Persons outside the labour force,Latvia,2014,19.7
Males,Persons outside the labour force,Latvia,2015,18.5
Males,Persons outside the labour force,Latvia,2016,17.7
Males,Persons outside the labour force,Latvia,2017,14.6
Males,Persons outside the labour force,Latvia,2018,13.4
Males,Persons outside the labour force,Latvia,2019,13.9
Males,Persons outside the labour force,Latvia,2020,11.9
Males,Persons outside the labour force,Latvia,2021,14.7
Males,Persons outside the labour force,Latvia,2022,10.8
Males,Persons outside the labour force,Latvia,2023,10.2
Males,Persons outside the labour force,Latvia,2024,10.4
Males,Persons outside the labour force,Montenegro,2014,1.5
Males,Persons outside the labour force,Montenegro,2015,1.2
Males,Persons outside the labour force,Montenegro,2016,1.7
Males,Persons outside the labour force,Montenegro,2017,1.5
Males,Persons outside the labour force,Montenegro,2018,1.7
Males,Persons outside the labour force,Montenegro,2019,1.3
Males,Persons outside the labour force,Montenegro,2020,1.6
Males,Persons outside the labour force,Malta,2014,0.6
Males,Persons outside the labour force,Malta,2015,1.3
Males,Persons outside the labour force,Malta,2016,1.7
Males,Persons outside the labour force,Malta,2017,2.6
Males,Persons outside the labour force,Malta,2018,3.9
Males,Persons outside the labour force,Malta,2019,5.6
Males,Persons outside the labour force,Malta,2020,5.6
Males,Persons outside the labour force,Malta,2021,5.5
Males,Persons outside the labour force,Malta,2022,6.8
Males,Persons outside the labour force,Malta,2023,5.6
Males,Persons outside the labour force,Malta,2024,5.5
Males,Persons outside the labour force,Netherlands,2014,51.6
Males,Persons outside the labour force,Netherlands,2015,52.5
Males,Persons outside the labour force,Netherlands,2016,57.5
Males,Persons outside the labour force,Netherlands,2017,63.9
Males,Persons outside the labour force,Netherlands,2018,68.7
Males,Persons outside the labour force,Netherlands,2019,66.6
Males,Persons outside the labour force,Netherlands,2020,75.8
Males,Persons outside the labour force,Netherlands,2021,66.1
Males,Persons outside the labour force,Netherlands,2022,52.3
Males,Persons outside the labour force,Netherlands,2023,61.4
Males,Persons outside the labour force,Netherlands,2024,69.1
Males,Persons outside the labour force,Norway,2014,25.0
Males,Persons outside the labour force,Norway,2015,26.0
Males,Persons outside the labour force,Norway,2016,24.0
Males,Persons outside the labour force,Norway,2017,26.7
Males,Persons outside the labour force,Norway,2018,39.4
Males,Persons outside the labour force,Norway,2019,41.3
Males,Persons outside the labour force,Norway,2020,44.0
Males,Persons outside the labour force,Norway,2021,32.6
Males,Persons outside the labour force,Norway,2022,32.1
Males,Persons outside the labour force,Norway,2023,37.6
Males,Persons outside the labour force,Norway,2024,38.7
Males,Persons outside the labour force,Poland,2014,5.1
Males,Persons outside the labour force,Poland,2015,7.5
Males,Persons outside the labour force,Poland,2016,9.2
Males,Persons outside the labour force,Poland,2017,8.7
Males,Persons outside the labour force,Poland,2018,12.0
Males,Persons outside the labour force,Poland,2019,11.2
Males,Persons outside the labour force,Poland,2023,15.3
Males,Persons outside the labour force,Poland,2024,21.5
Males,Persons outside the labour force,Portugal,2014,15.5
Males,Persons outside the labour force,Portugal,2015,12.0
Males,Persons outside the labour force,Portugal,2016,10.5
Males,Persons outside the labour force,Portugal,2017,10.6
Males,Persons outside the labour force,Portugal,2018,13.4
Males,Persons outside the labour force,Portugal,2019,14.3
Males,Persons outside the labour force,Portugal,2020,13.8
Males,Persons outside the labour force,Portugal,2021,3.5
Males,Persons outside the labour force,Portugal,2022,8.0
Males,Persons outside the labour force,Portugal,2023,18.9
Males,Persons outside the labour force,Portugal,2024,26.6
Males,Persons outside the labour force,Serbia,2014,2.3
Males,Persons outside the labour force,Serbia,2015,2.6
Males,Persons outside the labour force,Serbia,2016,1.9
Males,Persons outside the labour force,Serbia,2018,1.6
Males,Persons outside the labour force,Serbia,2019,1.1
Males,Persons outside the labour force,Serbia,2020,2.3
Males,Persons outside the labour force,Serbia,2021,1.8
Males,Persons outside the labour force,Serbia,2022,1.9
Males,Persons outside the labour force,Serbia,2024,1.2
Males,Persons outside the labour force,Sweden,2014,40.4
Males,Persons outside the labour force,Sweden,2015,44.1
Males,Persons outside the labour force,Sweden,2016,46.4
Males,Persons outside the labour force,Sweden,2017,43.9
Males,Persons outside the labour force,Sweden,2018,59.2
Males,Persons outside the labour force,Sweden,2019,60.9
Males,Persons outside the labour force,Sweden,2020,57.6
Males,Persons outside the labour force,Sweden,2021,48.5
Males,Persons outside the labour force,Sweden,2022,39.4
Males,Persons outside the labour force,Sweden,2023,32.1
Males,Persons outside the labour force,Sweden,2024,31.1
Males,Persons outside the labour force,Slovenia,2014,4.0
Males,Persons outside the labour force,Slovenia,2015,2.6
Males,Persons outside the labour force,Slovenia,2016,3.7
Males,Persons outside the labour force,Slovenia,2017,4.7
Males,Persons outside the labour force,Slovenia,2018,5.2
Males,Persons outside the labour force,Slovenia,2019,4.4
Males,Persons outside the labour force,Slovenia,2020,4.6
Males,Persons outside the labour force,Slovenia,2021,5.6
Males,Persons outside the labour force,Slovenia,2022,5.6
Males,Persons outside the labour force,Slovenia,2023,6.7
Males,Persons outside the labour force,Slovenia,2024,8.9
Males,Persons outside the labour force,United Kingdom,2014,315.1
Males,Persons outside the labour force,United Kingdom,2015,343.2
Males,Persons outside the labour force,United Kingdom,2016,342.0
Males,Persons outside the labour force,United Kingdom,2017,339.8
Males,Persons outside the labour force,United Kingdom,2018,301.7
Males,Persons outside the labour force,United Kingdom,2019,316.9
Males,Unemployed persons,Austria,2014,36.6
Males,Unemployed persons,Austria,2015,39.9
Males,Unemployed persons,Austria,2016,46.9
Males,Unemployed persons,Austria,2017,44.0
Males,Unemployed persons,Austria,2018,40.7
Males,Unemployed persons,Austria,2019,37.2
Males,Unemployed persons,Austria,2020,50.9
Males,Unemployed persons,Austria,2021,54.2
Males,Unemployed persons,Austria,2022,43.6
Males,Unemployed persons,Austria,2023,53.8
Males,Unemployed persons,Austria,2024,56.7
Males,Unemployed persons,Belgium,2014,53.3
Males,Unemployed persons,Belgium,2015,51.9
Males,Unemployed persons,Belgium,2016,46.5
Males,Unemployed persons,Belgium,2017,45.1
Males,Unemployed persons,Belgium,2018,42.7
Males,Unemployed persons,Belgium,2019,31.8
Males,Unemployed persons,Belgium,2020,33.2
Males,Unemployed persons,Belgium,2021,34.7
Males,Unemployed persons,Belgium,2022,33.5
Males,Unemployed persons,Belgium,2023,39.1
Males,Unemployed persons,Belgium,2024,40.7
Males,Unemployed persons,Switzerland,2014,55.3
Males,Unemployed persons,Switzerland,2015,57.9
Males,Unemployed persons,Switzerland,2016,62.2
Males,Unemployed persons,Switzerland,2017,54.0
Males,Unemployed persons,Switzerland,2018,52.9
Males,Unemployed persons,Switzerland,2019,50.6
Males,Unemployed persons,Switzerland,2020,53.3
Males,Unemployed persons,Switzerland,2021,58.6
Males,Unemployed persons,Switzerland,2022,46.5
Males,Unemployed persons,Switzerland,2023,46.4
Males,Unemployed persons,Switzerland,2024,55.4
Males,Unemployed persons,Cyprus,2014,6.4
Males,Unemployed persons,Cyprus,2015,5.4
Males,Unemployed persons,Cyprus,2016,5.4
Males,Unemployed persons,Cyprus,2017,4.8
Males,Unemployed persons,Cyprus,2018,3.6
Males,Unemployed persons,Cyprus,2019,3.2
Males,Unemployed persons,Cyprus,2020,5.6
Males,Unemployed persons,Cyprus,2021,5.6
Males,Unemployed persons,Cyprus,2022,5.1
Males,Unemployed persons,Cyprus,2023,5.6
Males,Unemployed persons,Cyprus,2024,4.5
Males,Unemployed persons,Czechia,2014,3.0
Males,Unemployed persons,Czechia,2015,2.3
Males,Unemployed persons,Czechia,2016,2.1
Males,Unemployed persons,Czechia,2017,1.2
Males,Unemployed persons,Czechia,2018,1.1
Males,Unemployed persons,Czechia,2019,0.7
Males,Unemployed persons,Czechia,2020,2.1
Males,Unemployed persons,Czechia,2021,1.9
Males,Unemployed persons,Czechia,2022,2.3
Males,Unemployed persons,Czechia,2023,2.9
Males,Unemployed persons,Czechia,2024,4.5
Males,Unemployed persons,Germany,2014,227.2
Males,Unemployed persons,Germany,2015,234.7
Males,Unemployed persons,Germany,2016,255.1
Males,Unemployed persons,Germany,2017,266.1
Males,Unemployed persons,Germany,2018,261.7
Males,Unemployed persons,Germany,2019,246.3
Males,Unemployed persons,Germany,2020,322.5
Males,Unemployed persons,Germany,2021,274.1
Males,Unemployed persons,Germany,2022,240.5
Males,Unemployed persons,Germany,2023,244.1
Males,Unemployed persons,Germany,2024,303.6
Males,Unemployed persons,Denmark,2014,14.1
Males,Unemployed persons,Denmark,2015,13.3
Males,Unemployed persons,Denmark,2016,11.5
Males,Unemployed persons,Denmark,2017,13.0
Males,Unemployed persons,Denmark,2018,12.3
Males,Unemployed persons,Denmark,2019,9.6
Males,Unemployed persons,Denmark,2020,10.3
Males,Unemployed persons,Denmark,2021,10.1
Males,Unemployed persons,Denmark,2022,10.4
Males,Unemployed persons,Denmark,2023,11.6
Males,Unemployed persons,Denmark,2024,14.5
Males,Unemployed persons,Estonia,2014,7.1
Males,Unemployed persons,Estonia,2015,4.8
Males,Unemployed persons,Estonia,2016,7.0
Males,Unemployed persons,Estonia,2017,6.3
Males,Unemployed persons,Estonia,2018,5.2
Males,Unemployed persons,Estonia,2019,3.4
Males,Unemployed persons,Estonia,2020,5.8
Males,Unemployed persons,Estonia,2021,5.9
Males,Unemployed persons,Estonia,2022,5.3
Males,Unemployed persons,Estonia,2023,4.5
Males,Unemployed persons,Estonia,2024,6.9
Males,Unemployed persons,Greece,2014,74.4
Males,Unemployed persons,Greece,2015,58.6
Males,Unemployed persons,Greece,2016,48.3
Males,Unemployed persons,Greece,2017,39.6
Males,Unemployed persons,Greece,2018,31.4
Males,Unemployed persons,Greece,2019,35.7
Males,Unemployed persons,Greece,2020,30.8
Males,Unemployed persons,Greece,2021,15.0
Males,Unemployed persons,Greece,2022,11.5
Males,Unemployed persons,Greece,2023,8.5
Males,Unemployed persons,Greece,2024,9.4
Males,Unemployed persons,Spain,2014,518.6
Males,Unemployed persons,Spain,2015,433.8
Males,Unemployed persons,Spain,2016,355.4
Males,Unemployed persons,Spain,2017,317.4
Males,Unemployed persons,Spain,2018,298.4
Males,Unemployed persons,Spain,2019,283.7
Males,Unemployed persons,Spain,2020,338.1
Males,Unemployed persons,Spain,2021,317.8
Males,Unemployed persons,Spain,2022,288.6
Males,Unemployed persons,Spain,2023,289.7
Males,Unemployed persons,Spain,2024,306.9
Males,Unemployed persons,Finland,2014,8.7
Males,Unemployed persons,Finland,2015,7.9
Males,Unemployed persons,Finland,2016,7.1
Males,Unemployed persons,Finland,2017,7.0
Males,Unemployed persons,Finland,2018,7.0
Males,Unemployed persons,Finland,2019,6.9
Males,Unemployed persons,Finland,2020,8.3
Males,Unemployed persons,Finland,2021,11.9
Males,Unemployed persons,Finland,2022,12.3
Males,Unemployed persons,Finland,2023,15.7
Males,Unemployed persons,Finland,2024,18.9
Males,Unemployed persons,France,2014,190.0
Males,Unemployed persons,France,2015,212.3
Males,Unemployed persons,France,2016,194.9
Males,Unemployed persons,France,2017,186.9
Males,Unemployed persons,France,2018,173.5
Males,Unemployed persons,France,2019,155.9
Males,Unemployed persons,France,2020,154.7
Males,Unemployed persons,France,2021,146.7
Males,Unemployed persons,France,2022,137.3
Males,Unemployed persons,France,2023,142.6
Males,Unemployed persons,France,2024,155.7
Males,Unemployed persons,Ireland,2014,24.3
Males,Unemployed persons,Ireland,2015,20.9
Males,Unemployed persons,Ireland,2016,16.2
Males,Unemployed persons,Ireland,2017,14.6
Males,Unemployed persons,Ireland,2018,12.1
Males,Unemployed persons,Ireland,2019,11.6
Males,Unemployed persons,Ireland,2020,15.0
Males,Unemployed persons,Ireland,2021,16.4
Males,Unemployed persons,Ireland,2022,11.2
Males,Unemployed persons,Ireland,2023,13.0
Males,Unemployed persons,Ireland,2024,15.5
Males,Unemployed persons,Iceland,2020,1.1
Males,Unemployed persons,Iceland,2021,1.1
Males,Unemployed persons,Iceland,2022,1.0
Males,Unemployed persons,Iceland,2023,1.2
Males,Unemployed persons,Iceland,2024,1.4
Males,Unemployed persons,Italy,2014,237.9
Males,Unemployed persons,Italy,2015,228.0
Males,Unemployed persons,Italy,2016,211.5
Males,Unemployed persons,Italy,2017,192.8
Males,Unemployed persons,Italy,2018,175.3
Males,Unemployed persons,Italy,2019,177.1
Males,Unemployed persons,Italy,2020,166.5
Males,Unemployed persons,Italy,2021,178.8
Males,Unemployed persons,Italy,2022,145.0
Males,Unemployed persons,Italy,2023,141.8
Males,Unemployed persons,Italy,2024,139.4
Males,Unemployed persons,Lithuania,2022,1.1
Males,Unemployed persons,Luxembourg,2014,5.6
Males,Unemployed persons,Luxembourg,2015,6.3
Males,Unemployed persons,Luxembourg,2016,6.1
Males,Unemployed persons,Luxembourg,2017,5.7
Males,Unemployed persons,Luxembourg,2018,5.3
Males,Unemployed persons,Luxembourg,2019,6.0
Males,Unemployed persons,Luxembourg,2020,6.8
Males,Unemployed persons,Luxembourg,2021,5.0
Males,Unemployed persons,Luxembourg,2022,4.0
Males,Unemployed persons,Luxembourg,2023,5.4
Males,Unemployed persons,Luxembourg,2024,6.9
Males,Unemployed persons,Latvia,2014,12.2
Males,Unemployed persons,Latvia,2015,9.3
Males,Unemployed persons,Latvia,2016,7.9
Males,Unemployed persons,Latvia,2017,8.9
Males,Unemployed persons,Latvia,2018,7.8
Males,Unemployed persons,Latvia,2019,5.0
Males,Unemployed persons,Latvia,2020,6.4
Males,Unemployed persons,Latvia,2021,6.5
Males,Unemployed persons,Latvia,2022,5.2
Males,Unemployed persons,Latvia,2023,5.0
Males,Unemployed persons,Latvia,2024,6.0
Males,Unemployed persons,Malta,2017,1.6
Males,Unemployed persons,Malta,2018,2.5
Males,Unemployed persons,Malta,2019,2.3
Males,Unemployed persons,Malta,2020,3.0
Males,Unemployed persons,Malta,2021,2.1
Males,Unemployed persons,Malta,2022,3.5
Males,Unemployed persons,Malta,2023,3.6
Males,Unemployed persons,Malta,2024,3.2
Males,Unemployed persons,Netherlands,2014,22.0
Males,Unemployed persons,Netherlands,2015,24.7
Males,Unemployed persons,Netherlands,2016,19.8
Males,Unemployed persons,Netherlands,2017,17.1
Males,Unemployed persons,Netherlands,2018,14.0
Males,Unemployed persons,Netherlands,2019,14.5
Males,Unemployed persons,Netherlands,2020,15.9
Males,Unemployed persons,Netherlands,2021,19.5
Males,Unemployed persons,Netherlands,2022,12.7
Males,Unemployed persons,Netherlands,2023,18.9
Males,Unemployed persons,Netherlands,2024,21.6
Males,Unemployed persons,Norway,2014,11.1
Males,Unemployed persons,Norway,2015,15.0
Males,Unemployed persons,Norway,2016,14.5
Males,Unemployed persons,Norway,2017,12.2
Males,Unemployed persons,Norway,2018,13.5
Males,Unemployed persons,Norway,2019,15.7
Males,Unemployed persons,Norway,2020,17.9
Males,Unemployed persons,Norway,2021,16.9
Males,Unemployed persons,Norway,2022,9.6
Males,Unemployed persons,Norway,2023,13.4
Males,Unemployed persons,Norway,2024,13.2
Males,Unemployed persons,Portugal,2014,15.8
Males,Unemployed persons,Portugal,2015,10.6
Males,Unemployed persons,Portugal,2016,10.9
Males,Unemployed persons,Portugal,2017,7.2
Males,Unemployed persons,Portugal,2018,4.7
Males,Unemployed persons,Portugal,2019,7.0
Males,Unemployed persons,Portugal,2020,9.3
Males,Unemployed persons,Portugal,2022,7.0
Males,Unemployed persons,Portugal,2023,11.2
Males,Unemployed persons,Portugal,2024,16.5
Males,Unemployed persons,Sweden,2014,37.1
Males,Unemployed persons,Sweden,2015,38.4
Males,Unemployed persons,Sweden,2016,46.6
Males,Unemployed persons,Sweden,2017,45.9
Males,Unemployed persons,Sweden,2018,51.1
Males,Unemployed persons,Sweden,2019,51.2
Males,Unemployed persons,Sweden,2020,66.0
Males,Unemployed persons,Sweden,2021,52.5
Males,Unemployed persons,Sweden,2022,40.7
Males,Unemployed persons,Sweden,2023,42.0
Males,Unemployed persons,Sweden,2024,43.8
Males,Unemployed persons,Slovenia,2014,2.5
Males,Unemployed persons,Slovenia,2015,2.4
Males,Unemployed persons,Slovenia,2016,2.2
Males,Unemployed persons,Slovenia,2017,1.4
Males,Unemployed persons,Slovenia,2018,1.3
Males,Unemployed persons,Slovenia,2019,1.4
Males,Unemployed persons,Slovenia,2020,1.4
Males,Unemployed persons,Slovenia,2021,1.2
Males,Unemployed persons,Slovenia,2022,1.6
Males,Unemployed persons,Slovenia,2023,1.3
Males,Unemployed persons,Slovenia,2024,2.1
Males,Unemployed persons,United Kingdom,2014,98.8
Males,Unemployed persons,United Kingdom,2015,105.2
Males,Unemployed persons,United Kingdom,2016,93.9
Males,Unemployed persons,United Kingdom,2017,75.1
Males,Unemployed persons,United Kingdom,2018,71.1
Males,Unemployed persons,United Kingdom,2019,75.5
Total,Employed persons,Austria,2014,517.0
Total,Employed persons,Austria,2015,550.8
Total,Employed persons,Austria,2016,603.9
Total,Employed persons,Austria,2017,644.0
Total,Employed persons,Austria,2018,676.8
Total,Employed persons,Austria,2019,695.5
Total,Employed persons,Austria,2020,710.5
Total,Employed persons,Austria,2021,743.9
Total,Employed persons,Austria,2022,835.7
Total,Employed persons,Austria,2023,882.3
Total,Employed persons,Austria,2024,914.2
Total,Employed persons,Bosnia and Herzegovina,2021,3.2
Total,Employed persons,Bosnia and Herzegovina,2022,1.5
