sex,citizen,geo,year,Number per 1000 people
Males,Reporting country,Sweden,2016,151.8
Males,Reporting country,Sweden,2017,146.4
Males,Reporting country,Sweden,2018,129.4
Males,Reporting country,Sweden,2019,138.4
Males,Reporting country,Sweden,2020,171.1
Males,Reporting country,Sweden,2021,196.6
Males,Reporting country,Sweden,2022,167.1
Males,Reporting country,Sweden,2023,181.6
Males,Reporting country,Slovenia,2014,46.3
Males,Reporting country,Slovenia,2015,41.4
Males,Reporting country,Slovenia,2016,37.5
Males,Reporting country,Slovenia,2017,30.2
Males,Reporting country,Slovenia,2018,24.3
Males,Reporting country,Slovenia,2019,20.8
Males,Reporting country,Slovenia,2020,23.1
Males,Reporting country,Slovenia,2021,22.2
Males,Reporting country,Slovenia,2022,19.3
Males,Reporting country,Slovenia,2023,18.8
Males,Reporting country,Slovakia,2014,193.6
Males,Reporting country,Slovakia,2015,155.2
Males,Reporting country,Slovakia,2016,132.4
Males,Reporting country,Slovakia,2017,118.6
Males,Reporting country,Slovakia,2018,92.0
Males,Reporting country,Slovakia,2019,83.9
Males,Reporting country,Slovakia,2020,93.8
Males,Reporting country,Slovakia,2021,97.1
Males,Reporting country,Slovakia,2022,86.4
Males,Reporting country,Slovakia,2023,83.9
Males,Reporting country,United Kingdom,2014,1008.3
Males,Reporting country,United Kingdom,2015,852.7
Males,Reporting country,United Kingdom,2016,778.6
Males,Reporting country,United Kingdom,2017,709.2
Males,Reporting country,United Kingdom,2018,650.2
Males,Reporting country,United Kingdom,2019,626.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,22.4
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,24.2
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,30.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,30.7
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,28.3
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,24.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,30.7
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,31.9
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,25.1
Males,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,33.1
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,29.4
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,28.8
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,25.7
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,24.2
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,23.3
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,17.4
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,18.1
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,18.0
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,16.1
Males,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,20.7
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,25.8
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,27.3
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,26.6
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,25.4
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,23.0
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,23.7
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,23.7
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,26.9
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,20.4
Males,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,20.4
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,2.2
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,1.3
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,1.7
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,2.2
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,1.6
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,1.4
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,3.1
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,3.7
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,3.9
Males,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,4.1
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,1.1
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,1.1
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,1.2
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,0.8
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,0.8
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,0.5
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,1.3
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,1.0
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,1.2
Males,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,1.2
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,156.7
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,162.1
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,179.4
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,199.5
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,196.9
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,184.9
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,243.3
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,202.6
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2022,177.0
Males,Non-EU27 countries (from 2020) nor reporting country,Germany,2023,185.0
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2014,10.1
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2015,9.3
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2016,7.9
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2017,9.4
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2018,8.2
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2019,6.2
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2020,8.0
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2021,6.2
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2022,6.8
Males,Non-EU27 countries (from 2020) nor reporting country,Denmark,2023,6.7
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2014,7.1
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2015,4.8
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2016,7.2
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2017,6.3
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2018,5.5
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2019,3.4
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2020,5.9
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2021,5.7
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2022,5.2
Males,Non-EU27 countries (from 2020) nor reporting country,Estonia,2023,4.6
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2014,65.2
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2015,54.0
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2016,44.6
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2017,35.5
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2018,27.6
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2019,32.7
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2020,28.6
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2021,13.7
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2022,11.2
Males,Non-EU27 countries (from 2020) nor reporting country,Greece,2023,8.6
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2014,366.2
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2015,323.1
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2016,254.6
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2017,227.5
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2018,222.4
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2019,214.8
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2020,250.3
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2021,248.1
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2022,231.6
Males,Non-EU27 countries (from 2020) nor reporting country,Spain,2023,228.0
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2014,6.0
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2015,5.3
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2016,5.3
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2017,4.5
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2018,5.0
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2019,5.5
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2020,6.0
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2021,8.8
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2022,9.3
Males,Non-EU27 countries (from 2020) nor reporting country,Finland,2023,11.2
Males,Non-EU27 countries (from 2020) nor reporting country,France,2014,155.4
Males,Non-EU27 countries (from 2020) nor reporting country,France,2015,173.2
Males,Non-EU27 countries (from 2020) nor reporting country,France,2016,159.3
Males,Non-EU27 countries (from 2020) nor reporting country,France,2017,156.6
Males,Non-EU27 countries (from 2020) nor reporting country,France,2018,145.6
Males,Non-EU27 countries (from 2020) nor reporting country,France,2019,125.3
Males,Non-EU27 countries (from 2020) nor reporting country,France,2020,135.0
Males,Non-EU27 countries (from 2020) nor reporting country,France,2021,124.2
Males,Non-EU27 countries (from 2020) nor reporting country,France,2022,116.1
Males,Non-EU27 countries (from 2020) nor reporting country,France,2023,118.8
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2014,10.4
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2015,9.2
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2016,7.8
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2017,7.2
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2018,6.5
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2019,6.2
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2020,7.5
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2021,8.0
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2022,6.1
Males,Non-EU27 countries (from 2020) nor reporting country,Ireland,2023,7.2
Males,Non-EU27 countries (from 2020) nor reporting country,Iceland,2023,0.7
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2014,176.4
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2015,168.9
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2016,155.2
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2017,143.0
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2018,130.9
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2019,128.1
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2020,122.6
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2021,139.5
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2022,116.4
Males,Non-EU27 countries (from 2020) nor reporting country,Italy,2023,113.6
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2014,1.4
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2015,1.4
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2016,1.9
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2017,1.5
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2018,1.5
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2019,1.0
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2020,1.6
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2021,1.1
Males,Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2022,1.5
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2014,12.3
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2015,9.3
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2016,8.0
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2017,9.1
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2018,8.0
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2019,4.7
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2020,6.4
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2021,6.3
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2022,5.4
Males,Non-EU27 countries (from 2020) nor reporting country,Latvia,2023,4.8
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2017,1.3
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2018,2.0
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2019,1.9
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2020,2.6
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2021,1.4
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2022,2.9
Males,Non-EU27 countries (from 2020) nor reporting country,Malta,2023,3.2
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2014,17.3
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2015,17.4
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2016,13.9
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2017,13.3
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2018,10.9
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2019,11.2
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2020,13.0
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2021,10.9
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2022,9.5
Males,Non-EU27 countries (from 2020) nor reporting country,Netherlands,2023,11.7
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2014,4.3
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2015,6.9
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2016,8.4
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2017,7.1
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2018,7.6
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2019,7.9
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2020,8.6
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2021,8.1
Males,Non-EU27 countries (from 2020) nor reporting country,Norway,2023,6.1
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2014,12.1
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2015,9.2
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2016,9.2
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2017,5.6
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2019,5.9
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2020,8.8
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2022,6.7
Males,Non-EU27 countries (from 2020) nor reporting country,Portugal,2023,10.1
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2014,29.8
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,33.6
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,41.2
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,39.9
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,47.7
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,46.0
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,59.1
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,47.3
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,35.8
Males,Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,35.2
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2014,2.2
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,2.0
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,1.9
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,1.3
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,1.3
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,1.2
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,1.2
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,1.5
Males,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,1.2
Males,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2014,54.1
Males,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,56.5
Males,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,49.7
Males,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,42.1
Males,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,40.4
Males,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2019,42.8
Males,No response,France,2014,3.4
Males,No response,France,2015,5.6
Males,No response,France,2016,5.0
Males,No response,France,2017,4.9
Males,No response,France,2018,5.2
Males,No response,Netherlands,2014,5.3
Males,No response,Netherlands,2015,4.7
Males,No response,Netherlands,2016,4.5
Males,No response,Netherlands,2017,3.5
Males,No response,Netherlands,2018,2.9
Males,No response,Netherlands,2019,3.2
Males,No response,Netherlands,2020,3.6
Males,No response,Sweden,2014,2.1
Males,No response,Sweden,2015,2.6
Males,No response,Sweden,2016,4.7
Males,No response,Sweden,2017,4.6
Males,No response,Sweden,2018,4.3
Males,No response,Sweden,2019,4.4
Males,No response,Sweden,2020,5.0
Males,No response,Türkiye,2014,1810.6
Males,No response,Türkiye,2015,1877.1
Males,No response,Türkiye,2016,1995.6
Males,No response,Türkiye,2017,2011.8
Males,No response,Türkiye,2018,2071.9
Males,No response,Türkiye,2019,2694.4
Males,No response,Türkiye,2020,2596.9
Males,No response,Türkiye,2021,2365.3
Males,No response,Türkiye,2022,2049.1
Males,No response,Türkiye,2023,1771.0
Males,Stateless,Belgium,2014,2.6
Males,Stateless,Belgium,2016,3.3
Males,Stateless,Malta,2015,0.4
Males,Stateless,Malta,2016,0.4
Males,Total,Austria,2014,134.7
Males,Total,Austria,2015,142.2
Males,Total,Austria,2016,153.5
Males,Total,Austria,2017,141.6
Males,Total,Austria,2018,121.3
Males,Total,Austria,2019,111.7
Males,Total,Austria,2020,132.1
Males,Total,Austria,2021,152.3
Males,Total,Austria,2022,121.7
Males,Total,Austria,2023,133.2
Males,Total,Bosnia and Herzegovina,2021,121.8
Males,Total,Bosnia and Herzegovina,2022,105.5
Males,Total,Bosnia and Herzegovina,2023,91.5
Males,Total,Belgium,2014,241.5
Males,Total,Belgium,2015,243.4
Males,Total,Belgium,2016,216.1
Males,Total,Belgium,2017,191.1
Males,Total,Belgium,2018,169.7
Males,Total,Belgium,2019,156.0
Males,Total,Belgium,2020,155.3
Males,Total,Belgium,2021,182.5
Males,Total,Belgium,2022,163.3
Males,Total,Belgium,2023,168.0
Males,Total,Bulgaria,2014,221.4
Males,Total,Bulgaria,2015,174.2
Males,Total,Bulgaria,2016,141.7
Males,Total,Bulgaria,2017,114.2
Males,Total,Bulgaria,2018,101.7
Males,Total,Bulgaria,2019,75.7
Males,Total,Bulgaria,2020,88.6
Males,Total,Bulgaria,2021,87.3
Males,Total,Bulgaria,2022,70.8
Males,Total,Bulgaria,2023,71.7
Males,Total,Switzerland,2014,117.9
Males,Total,Switzerland,2015,120.0
Males,Total,Switzerland,2016,125.2
Males,Total,Switzerland,2017,119.1
Males,Total,Switzerland,2018,114.3
Males,Total,Switzerland,2019,107.6
Males,Total,Switzerland,2020,122.3
Males,Total,Switzerland,2021,126.7
Males,Total,Switzerland,2022,102.7
Males,Total,Switzerland,2023,103.0
Males,Total,Cyprus,2014,38.0
Males,Total,Cyprus,2015,32.5
Males,Total,Cyprus,2016,27.2
Males,Total,Cyprus,2017,24.1
Males,Total,Cyprus,2018,18.3
Males,Total,Cyprus,2019,16.0
Males,Total,Cyprus,2020,19.0
Males,Total,Cyprus,2021,17.7
Males,Total,Cyprus,2022,14.9
Males,Total,Cyprus,2023,15.1
Males,Total,Czechia,2014,151.3
Males,Total,Czechia,2015,125.4
Males,Total,Czechia,2016,100.6
Males,Total,Czechia,2017,69.8
Males,Total,Czechia,2018,53.8
Males,Total,Czechia,2019,51.7
Males,Total,Czechia,2020,66.8
Males,Total,Czechia,2021,69.0
Males,Total,Czechia,2022,52.5
Males,Total,Czechia,2023,64.1
Males,Total,Germany,2014,1188.2
Males,Total,Germany,2015,1123.0
Males,Total,Germany,2016,1027.8
Males,Total,Germany,2017,957.1
Males,Total,Germany,2018,882.7
Males,Total,Germany,2019,818.5
Males,Total,Germany,2020,972.8
Males,Total,Germany,2021,915.6
Males,Total,Germany,2022,792.3
Males,Total,Germany,2023,773.6
Males,Total,Denmark,2014,101.7
Males,Total,Denmark,2015,93.0
Males,Total,Denmark,2016,87.4
Males,Total,Denmark,2017,88.1
Males,Total,Denmark,2018,78.1
Males,Total,Denmark,2019,77.0
Males,Total,Denmark,2020,85.4
Males,Total,Denmark,2021,81.3
Males,Total,Denmark,2022,72.1
Males,Total,Denmark,2023,82.4
Males,Total,Estonia,2014,27.3
Males,Total,Estonia,2015,22.4
Males,Total,Estonia,2016,26.6
Males,Total,Estonia,2017,22.4
Males,Total,Estonia,2018,19.8
Males,Total,Estonia,2019,14.6
Males,Total,Estonia,2020,25.4
Males,Total,Estonia,2021,24.1
Males,Total,Estonia,2022,22.2
Males,Total,Estonia,2023,22.9
Males,Total,Greece,2014,635.0
Males,Total,Greece,2015,578.8
Males,Total,Greece,2016,527.5
Males,Total,Greece,2017,472.8
Males,Total,Greece,2018,406.5
Males,Total,Greece,2019,368.4
Males,Total,Greece,2020,349.9
Males,Total,Greece,2021,290.8
Males,Total,Greece,2022,244.8
Males,Total,Greece,2023,221.7
Males,Total,Spain,2014,2916.5
Males,Total,Spain,2015,2559.3
Males,Total,Spain,2016,2213.0
Males,Total,Spain,2017,1905.8
Males,Total,Spain,2018,1674.6
Males,Total,Spain,2019,1527.8
Males,Total,Spain,2020,1679.3
Males,Total,Spain,2021,1634.6
Males,Total,Spain,2022,1429.3
Males,Total,Spain,2023,1358.1
Males,Total,Finland,2014,129.0
Males,Total,Finland,2015,136.8
Males,Total,Finland,2016,125.8
Males,Total,Finland,2017,124.8
Males,Total,Finland,2018,105.5
Males,Total,Finland,2019,102.6
Males,Total,Finland,2020,114.4
Males,Total,Finland,2021,118.3
Males,Total,Finland,2022,103.2
Males,Total,Finland,2023,115.1
Males,Total,France,2014,1608.7
Males,Total,France,2015,1648.1
Males,Total,France,2016,1565.3
Males,Total,France,2017,1447.7
Males,Total,France,2018,1378.6
Males,Total,France,2019,1293.5
Males,Total,France,2020,1218.0
Males,Total,France,2021,1224.8
Males,Total,France,2022,1168.5
Males,Total,France,2023,1174.5
Males,Total,Croatia,2014,161.4
Males,Total,Croatia,2015,151.8
Males,Total,Croatia,2016,117.3
Males,Total,Croatia,2017,97.9
Males,Total,Croatia,2018,67.9
Males,Total,Croatia,2019,55.4
Males,Total,Croatia,2020,66.4
Males,Total,Croatia,2021,64.8
Males,Total,Croatia,2022,53.6
Males,Total,Croatia,2023,51.5
Males,Total,Hungary,2014,181.7
Males,Total,Hungary,2015,161.9
Males,Total,Hungary,2016,127.5
Males,Total,Hungary,2017,95.7
Males,Total,Hungary,2018,87.6
Males,Total,Hungary,2019,85.6
Males,Total,Hungary,2020,104.8
Males,Total,Hungary,2021,99.5
Males,Total,Hungary,2022,95.4
Males,Total,Hungary,2023,106.0
Males,Total,Ireland,2014,156.3
Males,Total,Ireland,2015,134.2
Males,Total,Ireland,2016,114.4
Males,Total,Ireland,2017,90.2
Males,Total,Ireland,2018,75.0
Males,Total,Ireland,2019,68.4
Males,Total,Ireland,2020,73.7
Males,Total,Ireland,2021,86.4
Males,Total,Ireland,2022,62.8
Males,Total,Ireland,2023,64.7
Males,Total,Iceland,2014,4.9
Males,Total,Iceland,2015,3.9
Males,Total,Iceland,2016,3.0
Males,Total,Iceland,2017,2.9
Males,Total,Iceland,2018,3.1
Males,Total,Iceland,2019,4.3
Males,Total,Iceland,2020,6.3
Males,Total,Iceland,2021,6.5
Males,Total,Iceland,2022,4.9
Males,Total,Iceland,2023,4.8
Males,Total,Italy,2014,1742.0
Males,Total,Italy,2015,1669.4
Males,Total,Italy,2016,1617.1
Males,Total,Italy,2017,1539.3
Males,Total,Italy,2018,1423.9
Males,Total,Italy,2019,1325.4
Males,Total,Italy,2020,1206.5
Males,Total,Italy,2021,1236.2
Males,Total,Italy,2022,1022.0
Males,Total,Italy,2023,988.0
Males,Total,Lithuania,2014,89.8
Males,Total,Lithuania,2015,73.5
Males,Total,Lithuania,2016,66.4
Males,Total,Lithuania,2017,61.3
Males,Total,Lithuania,2018,50.3
Males,Total,Lithuania,2019,51.4
Males,Total,Lithuania,2020,69.5
Males,Total,Lithuania,2021,56.6
Males,Total,Lithuania,2022,47.8
Males,Total,Lithuania,2023,56.7
Males,Total,Luxembourg,2014,8.6
Males,Total,Luxembourg,2015,9.2
Males,Total,Luxembourg,2016,9.1
Males,Total,Luxembourg,2017,8.6
Males,Total,Luxembourg,2018,8.5
Males,Total,Luxembourg,2019,9.4
Males,Total,Luxembourg,2020,11.0
Males,Total,Luxembourg,2021,8.5
Males,Total,Luxembourg,2022,7.8
Males,Total,Luxembourg,2023,9.0
Males,Total,Latvia,2014,58.9
Males,Total,Latvia,2015,55.4
Males,Total,Latvia,2016,53.6
Males,Total,Latvia,2017,47.7
Males,Total,Latvia,2018,41.2
Males,Total,Latvia,2019,34.9
Males,Total,Latvia,2020,44.4
Males,Total,Latvia,2021,40.2
Males,Total,Latvia,2022,38.8
Males,Total,Latvia,2023,36.1
Males,Total,Montenegro,2014,25.9
Males,Total,Montenegro,2015,26.0
Males,Total,Montenegro,2016,27.5
Males,Total,Montenegro,2017,23.3
Males,Total,Montenegro,2018,23.9
Males,Total,Montenegro,2019,23.5
Males,Total,Montenegro,2020,26.0
Males,Total,North Macedonia,2014,160.3
Males,Total,North Macedonia,2015,154.6
Males,Total,North Macedonia,2016,141.6
Males,Total,North Macedonia,2017,132.5
Males,Total,North Macedonia,2018,124.1
Males,Total,North Macedonia,2019,94.2
Males,Total,North Macedonia,2020,94.6
Males,Total,Malta,2014,7.6
Males,Total,Malta,2015,6.9
Males,Total,Malta,2016,5.8
Males,Total,Malta,2017,5.3
Males,Total,Malta,2018,6.0
Males,Total,Malta,2019,5.8
Males,Total,Malta,2020,7.5
Males,Total,Malta,2021,6.4
Males,Total,Malta,2022,6.4
Males,Total,Malta,2023,6.8
Males,Total,Netherlands,2014,342.6
Males,Total,Netherlands,2015,312.9
Males,Total,Netherlands,2016,267.7
Males,Total,Netherlands,2017,216.4
Males,Total,Netherlands,2018,181.8
Males,Total,Netherlands,2019,168.4
Males,Total,Netherlands,2020,183.6
Males,Total,Netherlands,2021,201.9
Males,Total,Netherlands,2022,171.4
Males,Total,Netherlands,2023,179.6
Males,Total,Norway,2014,53.3
Males,Total,Norway,2015,66.6
Males,Total,Norway,2016,78.6
