citizenship,geo,employment_rate,year,Sex
Foreign country,Italy,65.8,2005,Total
Foreign country,Italy,67.2,2006,Total
Foreign country,Italy,67.1,2007,Total
Foreign country,Italy,67.0,2008,Total
Foreign country,Italy,64.3,2009,Total
Foreign country,Italy,63.1,2010,Total
Foreign country,Italy,62.3,2011,Total
Foreign country,Italy,60.6,2012,Total
Foreign country,Italy,58.3,2013,Total
Foreign country,Italy,58.5,2014,Total
Foreign country,Italy,58.9,2015,Total
Foreign country,Italy,59.5,2016,Total
Foreign country,Italy,60.6,2017,Total
Foreign country,Italy,61.2,2018,Total
Foreign country,Italy,61.1,2019,Total
Foreign country,Italy,57.3,2020,Total
Foreign country,Italy,57.8,2021,Total
Foreign country,Italy,60.6,2022,Total
Foreign country,Italy,61.6,2023,Total
Foreign country,Italy,62.3,2024,Total
Reporting country,Italy,45.1,2005,Females
Reporting country,Italy,46.1,2006,Females
Reporting country,Italy,46.3,2007,Females
Reporting country,Italy,46.8,2008,Females
Reporting country,Italy,45.9,2009,Females
Reporting country,Italy,45.7,2010,Females
Reporting country,Italy,46.1,2011,Females
Reporting country,Italy,46.6,2012,Females
Reporting country,Italy,46.1,2013,Females
Reporting country,Italy,46.4,2014,Females
Reporting country,Italy,46.9,2015,Females
Reporting country,Italy,47.9,2016,Females
Reporting country,Italy,48.8,2017,Females
Reporting country,Italy,49.5,2018,Females
Reporting country,Italy,50.3,2019,Females
Reporting country,Italy,49.5,2020,Females
Reporting country,Italy,49.9,2021,Females
Reporting country,Italy,51.5,2022,Females
Reporting country,Italy,53.0,2023,Females
Reporting country,Italy,53.7,2024,Females
Reporting country,Italy,69.3,2005,Males
Reporting country,Italy,69.7,2006,Males
Reporting country,Italy,69.8,2007,Males
Reporting country,Italy,69.4,2008,Males
Reporting country,Italy,67.8,2009,Males
Reporting country,Italy,66.8,2010,Males
Reporting country,Italy,66.6,2011,Males
Reporting country,Italy,65.9,2012,Males
Reporting country,Italy,64.3,2013,Males
Reporting country,Italy,64.3,2014,Males
Reporting country,Italy,65.1,2015,Males
Reporting country,Italy,66.0,2016,Males
Reporting country,Italy,66.5,2017,Males
Reporting country,Italy,67.0,2018,Males
Reporting country,Italy,67.4,2019,Males
Reporting country,Italy,66.7,2020,Males
Reporting country,Italy,66.6,2021,Males
Reporting country,Italy,68.6,2022,Males
Reporting country,Italy,69.9,2023,Males
Reporting country,Italy,70.5,2024,Males
Reporting country,Italy,57.2,2005,Total
Reporting country,Italy,57.9,2006,Total
Reporting country,Italy,58.1,2007,Total
Reporting country,Italy,58.1,2008,Total
Reporting country,Italy,56.8,2009,Total
Reporting country,Italy,56.2,2010,Total
Reporting country,Italy,56.3,2011,Total
Reporting country,Italy,56.3,2012,Total
Reporting country,Italy,55.2,2013,Total
Reporting country,Italy,55.4,2014,Total
Reporting country,Italy,56.0,2015,Total
Reporting country,Italy,57.0,2016,Total
Reporting country,Italy,57.7,2017,Total
Reporting country,Italy,58.3,2018,Total
Reporting country,Italy,58.9,2019,Total
Reporting country,Italy,58.1,2020,Total
Reporting country,Italy,58.3,2021,Total
Reporting country,Italy,60.1,2022,Total
Reporting country,Italy,61.5,2023,Total
Reporting country,Italy,62.2,2024,Total
Total,Italy,35.5,1995,Females
Total,Italy,36.1,1996,Females
Total,Italy,36.5,1997,Females
Total,Italy,37.1,1998,Females
Total,Italy,38.1,1999,Females
Total,Italy,39.3,2000,Females
Total,Italy,40.9,2001,Females
Total,Italy,41.9,2002,Females
Total,Italy,42.8,2003,Females
Total,Italy,45.4,2004,Females
Total,Italy,45.4,2005,Females
Total,Italy,46.3,2006,Females
Total,Italy,46.6,2007,Females
Total,Italy,47.2,2008,Females
Total,Italy,46.4,2009,Females
Total,Italy,46.1,2010,Females
Total,Italy,46.5,2011,Females
Total,Italy,47.1,2012,Females
Total,Italy,46.5,2013,Females
Total,Italy,46.8,2014,Females
Total,Italy,47.2,2015,Females
Total,Italy,48.1,2016,Females
Total,Italy,48.9,2017,Females
Total,Italy,49.6,2018,Females
Total,Italy,50.2,2019,Females
Total,Italy,49.0,2020,Females
Total,Italy,49.4,2021,Females
Total,Italy,51.1,2022,Females
Total,Italy,52.5,2023,Females
Total,Italy,53.3,2024,Females
Total,Italy,66.4,1995,Males
Total,Italy,66.4,1996,Males
Total,Italy,66.3,1997,Males
Total,Italy,66.7,1998,Males
Total,Italy,67.1,1999,Males
Total,Italy,67.6,2000,Males
Total,Italy,68.1,2001,Males
Total,Italy,68.9,2002,Males
Total,Italy,69.5,2003,Males
Total,Italy,70.4,2004,Males
Total,Italy,69.9,2005,Males
Total,Italy,70.4,2006,Males
Total,Italy,70.6,2007,Males
Total,Italy,70.1,2008,Males
Total,Italy,68.5,2009,Males
Total,Italy,67.5,2010,Males
Total,Italy,67.3,2011,Males
Total,Italy,66.3,2012,Males
Total,Italy,64.7,2013,Males
Total,Italy,64.7,2014,Males
Total,Italy,65.5,2015,Males
Total,Italy,66.5,2016,Males
Total,Italy,67.1,2017,Males
Total,Italy,67.7,2018,Males
Total,Italy,68.1,2019,Males
Total,Italy,67.2,2020,Males
Total,Italy,67.1,2021,Males
Total,Italy,69.2,2022,Males
Total,Italy,70.4,2023,Males
Total,Italy,71.1,2024,Males
Total,Italy,50.8,1995,Total
Total,Italy,51.1,1996,Total
Total,Italy,51.3,1997,Total
Total,Italy,51.8,1998,Total
Total,Italy,52.5,1999,Total
Total,Italy,53.4,2000,Total
Total,Italy,54.5,2001,Total
Total,Italy,55.4,2002,Total
Total,Italy,56.1,2003,Total
Total,Italy,57.8,2004,Total
Total,Italy,57.6,2005,Total
Total,Italy,58.3,2006,Total
Total,Italy,58.6,2007,Total
Total,Italy,58.6,2008,Total
Total,Italy,57.4,2009,Total
Total,Italy,56.8,2010,Total
Total,Italy,56.8,2011,Total
Total,Italy,56.6,2012,Total
Total,Italy,55.5,2013,Total
Total,Italy,55.7,2014,Total
Total,Italy,56.3,2015,Total
Total,Italy,57.2,2016,Total
Total,Italy,58.0,2017,Total
Total,Italy,58.6,2018,Total
Total,Italy,59.1,2019,Total
Total,Italy,58.1,2020,Total
Total,Italy,58.2,2021,Total
Total,Italy,60.1,2022,Total
Total,Italy,61.5,2023,Total
Total,Italy,62.2,2024,Total
Foreign country,Latvia,31.7,2004,Females
Foreign country,Latvia,31.7,2005,Females
Foreign country,Latvia,59.3,2006,Females
Foreign country,Latvia,61.2,2007,Females
Foreign country,Latvia,64.8,2008,Females
Foreign country,Latvia,54.8,2009,Females
Foreign country,Latvia,52.3,2010,Females
Foreign country,Latvia,52.6,2011,Females
Foreign country,Latvia,53.2,2012,Females
Foreign country,Latvia,54.7,2013,Females
Foreign country,Latvia,59.4,2014,Females
Foreign country,Latvia,59.7,2015,Females
Foreign country,Latvia,58.7,2016,Females
Foreign country,Latvia,59.1,2017,Females
Foreign country,Latvia,59.3,2018,Females
Foreign country,Latvia,63.0,2019,Females
Foreign country,Latvia,63.5,2020,Females
Foreign country,Latvia,57.9,2021,Females
Foreign country,Latvia,60.1,2022,Females
Foreign country,Latvia,65.4,2023,Females
Foreign country,Latvia,64.8,2024,Females
Foreign country,Latvia,76.5,2004,Males
Foreign country,Latvia,76.5,2005,Males
Foreign country,Latvia,88.3,2006,Males
Foreign country,Latvia,72.0,2007,Males
Foreign country,Latvia,72.7,2008,Males
Foreign country,Latvia,58.5,2009,Males
Foreign country,Latvia,54.6,2010,Males
Foreign country,Latvia,62.2,2011,Males
Foreign country,Latvia,62.0,2012,Males
Foreign country,Latvia,63.9,2013,Males
Foreign country,Latvia,64.3,2014,Males
Foreign country,Latvia,67.4,2015,Males
Foreign country,Latvia,68.5,2016,Males
Foreign country,Latvia,69.8,2017,Males
Foreign country,Latvia,72.2,2018,Males
Foreign country,Latvia,73.6,2019,Males
Foreign country,Latvia,75.6,2020,Males
Foreign country,Latvia,72.5,2021,Males
Foreign country,Latvia,76.5,2022,Males
Foreign country,Latvia,76.1,2023,Males
Foreign country,Latvia,73.6,2024,Males
Foreign country,Latvia,62.4,2004,Total
Foreign country,Latvia,53.2,2005,Total
Foreign country,Latvia,75.8,2006,Total
Foreign country,Latvia,67.3,2007,Total
Foreign country,Latvia,68.9,2008,Total
Foreign country,Latvia,56.7,2009,Total
Foreign country,Latvia,53.5,2010,Total
Foreign country,Latvia,57.6,2011,Total
Foreign country,Latvia,57.8,2012,Total
Foreign country,Latvia,59.4,2013,Total
Foreign country,Latvia,61.9,2014,Total
Foreign country,Latvia,63.6,2015,Total
Foreign country,Latvia,63.5,2016,Total
Foreign country,Latvia,64.5,2017,Total
Foreign country,Latvia,65.9,2018,Total
Foreign country,Latvia,68.3,2019,Total
Foreign country,Latvia,69.8,2020,Total
Foreign country,Latvia,65.9,2021,Total
Foreign country,Latvia,68.9,2022,Total
Foreign country,Latvia,71.0,2023,Total
Foreign country,Latvia,69.5,2024,Total
Reporting country,Latvia,56.1,2004,Females
Reporting country,Latvia,58.5,2005,Females
Reporting country,Latvia,61.8,2006,Females
Reporting country,Latvia,64.0,2007,Females
Reporting country,Latvia,65.3,2008,Females
Reporting country,Latvia,61.4,2009,Females
Reporting country,Latvia,60.2,2010,Females
Reporting country,Latvia,61.5,2011,Females
Reporting country,Latvia,63.1,2012,Females
Reporting country,Latvia,64.7,2013,Females
Reporting country,Latvia,65.1,2014,Females
Reporting country,Latvia,67.4,2015,Females
Reporting country,Latvia,68.9,2016,Females
Reporting country,Latvia,69.7,2017,Females
Reporting country,Latvia,71.6,2018,Females
Reporting country,Latvia,71.7,2019,Females
Reporting country,Latvia,71.1,2020,Females
Reporting country,Latvia,69.2,2021,Females
Reporting country,Latvia,71.3,2022,Females
Reporting country,Latvia,70.8,2023,Females
Reporting country,Latvia,70.8,2024,Females
Reporting country,Latvia,65.4,2004,Males
Reporting country,Latvia,66.3,2005,Males
Reporting country,Latvia,70.2,2006,Males
Reporting country,Latvia,72.7,2007,Males
Reporting country,Latvia,71.2,2008,Males
Reporting country,Latvia,60.6,2009,Males
Reporting country,Latvia,58.6,2010,Males
Reporting country,Latvia,61.3,2011,Males
Reporting country,Latvia,64.9,2012,Males
Reporting country,Latvia,67.3,2013,Males
Reporting country,Latvia,69.1,2014,Males
Reporting country,Latvia,70.3,2015,Males
Reporting country,Latvia,70.2,2016,Males
Reporting country,Latvia,72.2,2017,Males
Reporting country,Latvia,73.8,2018,Males
Reporting country,Latvia,74.0,2019,Males
Reporting country,Latvia,72.7,2020,Males
Reporting country,Latvia,71.7,2021,Males
Reporting country,Latvia,72.0,2022,Males
Reporting country,Latvia,72.3,2023,Males
Reporting country,Latvia,72.1,2024,Males
Reporting country,Latvia,60.5,2004,Total
Reporting country,Latvia,62.2,2005,Total
Reporting country,Latvia,65.8,2006,Total
Reporting country,Latvia,68.1,2007,Total
Reporting country,Latvia,68.1,2008,Total
Reporting country,Latvia,61.0,2009,Total
Reporting country,Latvia,59.5,2010,Total
Reporting country,Latvia,61.4,2011,Total
Reporting country,Latvia,64.0,2012,Total
Reporting country,Latvia,66.0,2013,Total
Reporting country,Latvia,67.0,2014,Total
Reporting country,Latvia,68.8,2015,Total
Reporting country,Latvia,69.6,2016,Total
Reporting country,Latvia,70.9,2017,Total
Reporting country,Latvia,72.7,2018,Total
Reporting country,Latvia,72.8,2019,Total
Reporting country,Latvia,71.9,2020,Total
Reporting country,Latvia,70.4,2021,Total
Reporting country,Latvia,71.6,2022,Total
Reporting country,Latvia,71.6,2023,Total
Reporting country,Latvia,71.4,2024,Total
Total,Latvia,55.6,1998,Females
Total,Latvia,53.7,1999,Females
Total,Latvia,53.3,2000,Females
Total,Latvia,55.1,2001,Females
Total,Latvia,56.5,2002,Females
Total,Latvia,56.8,2003,Females
Total,Latvia,56.0,2004,Females
Total,Latvia,58.2,2005,Females
Total,Latvia,61.8,2006,Females
Total,Latvia,63.9,2007,Females
Total,Latvia,65.2,2008,Females
Total,Latvia,60.4,2009,Females
Total,Latvia,59.0,2010,Females
Total,Latvia,60.2,2011,Females
Total,Latvia,61.7,2012,Females
Total,Latvia,63.4,2013,Females
Total,Latvia,64.3,2014,Females
Total,Latvia,66.4,2015,Females
Total,Latvia,67.6,2016,Females
Total,Latvia,68.4,2017,Females
Total,Latvia,70.1,2018,Females
Total,Latvia,70.7,2019,Females
Total,Latvia,70.2,2020,Females
Total,Latvia,68.0,2021,Females
Total,Latvia,70.2,2022,Females
Total,Latvia,70.2,2023,Females
Total,Latvia,70.0,2024,Females
Total,Latvia,64.4,1998,Males
Total,Latvia,64.4,1999,Males
Total,Latvia,61.9,2000,Males
Total,Latvia,61.4,2001,Males
Total,Latvia,63.0,2002,Males
Total,Latvia,64.2,2003,Males
Total,Latvia,65.5,2004,Males
Total,Latvia,66.4,2005,Males
Total,Latvia,70.4,2006,Males
Total,Latvia,72.7,2007,Males
Total,Latvia,71.5,2008,Males
Total,Latvia,60.3,2009,Males
Total,Latvia,57.9,2010,Males
Total,Latvia,61.5,2011,Males
Total,Latvia,64.4,2012,Males
Total,Latvia,66.8,2013,Males
Total,Latvia,68.4,2014,Males
Total,Latvia,69.9,2015,Males
Total,Latvia,70.0,2016,Males
Total,Latvia,71.9,2017,Males
Total,Latvia,73.6,2018,Males
Total,Latvia,73.9,2019,Males
Total,Latvia,73.1,2020,Males
Total,Latvia,71.9,2021,Males
Total,Latvia,72.5,2022,Males
Total,Latvia,72.7,2023,Males
Total,Latvia,72.3,2024,Males
Total,Latvia,59.8,1998,Total
Total,Latvia,58.8,1999,Total
Total,Latvia,57.4,2000,Total
Total,Latvia,58.1,2001,Total
Total,Latvia,59.6,2002,Total
Total,Latvia,60.3,2003,Total
Total,Latvia,60.5,2004,Total
Total,Latvia,62.1,2005,Total
Total,Latvia,65.9,2006,Total
Total,Latvia,68.1,2007,Total
Total,Latvia,68.2,2008,Total
Total,Latvia,60.3,2009,Total
Total,Latvia,58.5,2010,Total
Total,Latvia,60.8,2011,Total
Total,Latvia,63.0,2012,Total
Total,Latvia,65.0,2013,Total
Total,Latvia,66.3,2014,Total
Total,Latvia,68.1,2015,Total
Total,Latvia,68.7,2016,Total
Total,Latvia,70.1,2017,Total
Total,Latvia,71.8,2018,Total
Total,Latvia,72.3,2019,Total
Total,Latvia,71.6,2020,Total
Total,Latvia,69.9,2021,Total
Total,Latvia,71.3,2022,Total
Total,Latvia,71.4,2023,Total
Total,Latvia,71.2,2024,Total
Foreign country,Lithuania,58.5,1998,Females
Foreign country,Lithuania,58.5,1999,Females
Foreign country,Lithuania,59.67857142857143,2000,Females
Foreign country,Lithuania,60.857142857142854,2001,Females
Foreign country,Lithuania,62.035714285714285,2002,Females
Foreign country,Lithuania,63.214285714285715,2003,Females
Foreign country,Lithuania,64.39285714285714,2004,Females
Foreign country,Lithuania,65.57142857142857,2005,Females
Foreign country,Lithuania,66.75,2006,Females
Foreign country,Lithuania,67.92857142857143,2007,Females
Foreign country,Lithuania,69.10714285714286,2008,Females
Foreign country,Lithuania,70.28571428571429,2009,Females
Foreign country,Lithuania,71.46428571428572,2010,Females
Foreign country,Lithuania,72.64285714285714,2011,Females
Foreign country,Lithuania,73.82142857142857,2012,Females
Foreign country,Lithuania,75.0,2013,Females
Foreign country,Lithuania,71.0,2014,Females
Foreign country,Lithuania,59.9,2015,Females
Foreign country,Lithuania,54.1,2016,Females
Foreign country,Lithuania,67.4,2017,Females
Foreign country,Lithuania,64.6,2018,Females
Foreign country,Lithuania,69.4,2019,Females
Foreign country,Lithuania,66.4,2020,Females
Foreign country,Lithuania,62.4,2021,Females
Foreign country,Lithuania,71.3,2022,Females
Foreign country,Lithuania,70.1,2023,Females
Foreign country,Lithuania,63.4,2024,Females
Foreign country,Lithuania,61.1,1998,Males
Foreign country,Lithuania,61.1,1999,Males
Foreign country,Lithuania,61.1,2000,Males
Foreign country,Lithuania,65.75,2001,Males
Foreign country,Lithuania,70.4,2002,Males
Foreign country,Lithuania,71.92,2003,Males
Foreign country,Lithuania,73.44,2004,Males
Foreign country,Lithuania,74.96000000000001,2005,Males
Foreign country,Lithuania,76.48,2006,Males
Foreign country,Lithuania,78.0,2007,Males
Foreign country,Lithuania,76.26666666666667,2008,Males
Foreign country,Lithuania,74.53333333333333,2009,Males
Foreign country,Lithuania,72.8,2010,Males
Foreign country,Lithuania,71.06666666666666,2011,Males
Foreign country,Lithuania,69.33333333333333,2012,Males
Foreign country,Lithuania,67.6,2013,Males
Foreign country,Lithuania,72.3,2014,Males
Foreign country,Lithuania,75.1,2015,Males
Foreign country,Lithuania,74.4,2016,Males
Foreign country,Lithuania,74.3,2017,Males
Foreign country,Lithuania,80.6,2018,Males
Foreign country,Lithuania,84.6,2019,Males
Foreign country,Lithuania,86.0,2020,Males
Foreign country,Lithuania,78.8,2021,Males
Foreign country,Lithuania,77.7,2022,Males
Foreign country,Lithuania,82.0,2023,Males
Foreign country,Lithuania,82.7,2024,Males
Foreign country,Lithuania,61.0,1998,Total
Foreign country,Lithuania,61.0,1999,Total
Foreign country,Lithuania,56.2,2000,Total
Foreign country,Lithuania,56.0,2001,Total
Foreign country,Lithuania,55.8,2002,Total
Foreign country,Lithuania,54.9,2003,Total
Foreign country,Lithuania,66.5,2004,Total
Foreign country,Lithuania,68.5,2005,Total
Foreign country,Lithuania,69.4,2006,Total
Foreign country,Lithuania,63.4,2007,Total
Foreign country,Lithuania,72.0,2008,Total
Foreign country,Lithuania,53.6,2009,Total
Foreign country,Lithuania,53.6,2010,Total
Foreign country,Lithuania,49.1,2011,Total
Foreign country,Lithuania,64.0,2012,Total
Foreign country,Lithuania,70.9,2013,Total
Foreign country,Lithuania,71.7,2014,Total
Foreign country,Lithuania,67.4,2015,Total
Foreign country,Lithuania,65.0,2016,Total
Foreign country,Lithuania,71.4,2017,Total
Foreign country,Lithuania,73.3,2018,Total
Foreign country,Lithuania,77.4,2019,Total
Foreign country,Lithuania,77.6,2020,Total
Foreign country,Lithuania,71.2,2021,Total
Foreign country,Lithuania,74.3,2022,Total
Foreign country,Lithuania,75.5,2023,Total
Foreign country,Lithuania,73.1,2024,Total
Reporting country,Lithuania,58.3,1998,Females
Reporting country,Lithuania,59.9,1999,Females
Reporting country,Lithuania,58.4,2000,Females
Reporting country,Lithuania,57.0,2001,Females
Reporting country,Lithuania,57.3,2002,Females
Reporting country,Lithuania,60.0,2003,Females
Reporting country,Lithuania,58.3,2004,Females
Reporting country,Lithuania,59.6,2005,Females
Reporting country,Lithuania,61.0,2006,Females
Reporting country,Lithuania,62.1,2007,Females
Reporting country,Lithuania,61.8,2008,Females
Reporting country,Lithuania,60.5,2009,Females
Reporting country,Lithuania,58.6,2010,Females
Reporting country,Lithuania,60.3,2011,Females
Reporting country,Lithuania,61.8,2012,Females
Reporting country,Lithuania,62.8,2013,Females
Reporting country,Lithuania,64.8,2014,Females
Reporting country,Lithuania,66.5,2015,Females
Reporting country,Lithuania,68.9,2016,Females
Reporting country,Lithuania,70.2,2017,Females
Reporting country,Lithuania,71.6,2018,Females
Reporting country,Lithuania,72.6,2019,Females
Reporting country,Lithuania,71.1,2020,Females
Reporting country,Lithuania,72.0,2021,Females
Reporting country,Lithuania,73.6,2022,Females
Reporting country,Lithuania,72.7,2023,Females
Reporting country,Lithuania,73.2,2024,Females
Reporting country,Lithuania,66.6,1998,Males
Reporting country,Lithuania,65.6,1999,Males
Reporting country,Lithuania,61.1,2000,Males
Reporting country,Lithuania,59.6,2001,Males
Reporting country,Lithuania,64.3,2002,Males
Reporting country,Lithuania,65.8,2003,Males
Reporting country,Lithuania,65.7,2004,Males
Reporting country,Lithuania,66.3,2005,Males
Reporting country,Lithuania,66.3,2006,Males
Reporting country,Lithuania,68.1,2007,Males
Reporting country,Lithuania,67.2,2008,Males
Reporting country,Lithuania,59.3,2009,Males
Reporting country,Lithuania,56.5,2010,Males
Reporting country,Lithuania,60.2,2011,Males
Reporting country,Lithuania,62.2,2012,Males
Reporting country,Lithuania,64.7,2013,Males
Reporting country,Lithuania,66.5,2014,Males
Reporting country,Lithuania,68.0,2015,Males
Reporting country,Lithuania,69.9,2016,Males
Reporting country,Lithuania,70.6,2017,Males
Reporting country,Lithuania,73.2,2018,Males
Reporting country,Lithuania,73.4,2019,Males
Reporting country,Lithuania,72.1,2020,Males
Reporting country,Lithuania,72.9,2021,Males
Reporting country,Lithuania,73.9,2022,Males
Reporting country,Lithuania,73.6,2023,Males
Reporting country,Lithuania,74.0,2024,Males
Reporting country,Lithuania,62.3,1998,Total
Reporting country,Lithuania,62.7,1999,Total
Reporting country,Lithuania,59.7,2000,Total
Reporting country,Lithuania,58.2,2001,Total
Reporting country,Lithuania,60.6,2002,Total
Reporting country,Lithuania,62.8,2003,Total
Reporting country,Lithuania,61.8,2004,Total
Reporting country,Lithuania,62.8,2005,Total
Reporting country,Lithuania,63.6,2006,Total
Reporting country,Lithuania,65.0,2007,Total
Reporting country,Lithuania,64.4,2008,Total
Reporting country,Lithuania,59.9,2009,Total
Reporting country,Lithuania,57.6,2010,Total
Reporting country,Lithuania,60.3,2011,Total
Reporting country,Lithuania,62.0,2012,Total
Reporting country,Lithuania,63.7,2013,Total
Reporting country,Lithuania,65.6,2014,Total
Reporting country,Lithuania,67.2,2015,Total
Reporting country,Lithuania,69.4,2016,Total
Reporting country,Lithuania,70.4,2017,Total
Reporting country,Lithuania,72.4,2018,Total
Reporting country,Lithuania,73.0,2019,Total
Reporting country,Lithuania,71.6,2020,Total
Reporting country,Lithuania,72.4,2021,Total
Reporting country,Lithuania,73.7,2022,Total
Reporting country,Lithuania,73.1,2023,Total
Reporting country,Lithuania,73.6,2024,Total
Total,Lithuania,58.1,1998,Females
Total,Lithuania,59.9,1999,Females
Total,Lithuania,58.2,2000,Females
Total,Lithuania,56.9,2001,Females
Total,Lithuania,57.2,2002,Females
Total,Lithuania,60.0,2003,Females
Total,Lithuania,58.3,2004,Females
Total,Lithuania,59.6,2005,Females
Total,Lithuania,61.0,2006,Females
Total,Lithuania,62.0,2007,Females
Total,Lithuania,61.8,2008,Females
Total,Lithuania,60.4,2009,Females
Total,Lithuania,58.5,2010,Females
Total,Lithuania,60.2,2011,Females
Total,Lithuania,61.8,2012,Females
Total,Lithuania,62.8,2013,Females
Total,Lithuania,64.9,2014,Females
Total,Lithuania,66.5,2015,Females
Total,Lithuania,68.8,2016,Females
Total,Lithuania,70.2,2017,Females
Total,Lithuania,71.6,2018,Females
Total,Lithuania,72.5,2019,Females
Total,Lithuania,71.0,2020,Females
Total,Lithuania,71.9,2021,Females
Total,Lithuania,73.6,2022,Females
Total,Lithuania,72.6,2023,Females
Total,Lithuania,73.0,2024,Females
Total,Lithuania,66.4,1998,Males
Total,Lithuania,65.5,1999,Males
Total,Lithuania,61.1,2000,Males
Total,Lithuania,59.5,2001,Males
Total,Lithuania,64.3,2002,Males
Total,Lithuania,65.8,2003,Males
Total,Lithuania,65.7,2004,Males
Total,Lithuania,66.4,2005,Males
Total,Lithuania,66.4,2006,Males
Total,Lithuania,68.2,2007,Males
Total,Lithuania,67.2,2008,Males
Total,Lithuania,59.3,2009,Males
Total,Lithuania,56.5,2010,Males
Total,Lithuania,60.1,2011,Males
Total,Lithuania,62.2,2012,Males
Total,Lithuania,64.7,2013,Males
Total,Lithuania,66.5,2014,Males
Total,Lithuania,68.0,2015,Males
Total,Lithuania,70.0,2016,Males
Total,Lithuania,70.6,2017,Males
Total,Lithuania,73.3,2018,Males
Total,Lithuania,73.5,2019,Males
Total,Lithuania,72.2,2020,Males
Total,Lithuania,72.9,2021,Males
Total,Lithuania,73.9,2022,Males
Total,Lithuania,73.7,2023,Males
Total,Lithuania,74.2,2024,Males
Total,Lithuania,62.1,1998,Total
Total,Lithuania,62.6,1999,Total
Total,Lithuania,59.6,2000,Total
Total,Lithuania,58.1,2001,Total
Total,Lithuania,60.6,2002,Total
Total,Lithuania,62.8,2003,Total
Total,Lithuania,61.8,2004,Total
Total,Lithuania,62.9,2005,Total
Total,Lithuania,63.6,2006,Total
Total,Lithuania,65.0,2007,Total
Total,Lithuania,64.4,2008,Total
Total,Lithuania,59.9,2009,Total
Total,Lithuania,57.6,2010,Total
Total,Lithuania,60.2,2011,Total
Total,Lithuania,62.0,2012,Total
Total,Lithuania,63.7,2013,Total
Total,Lithuania,65.7,2014,Total
Total,Lithuania,67.2,2015,Total
Total,Lithuania,69.4,2016,Total
Total,Lithuania,70.4,2017,Total
Total,Lithuania,72.4,2018,Total
Total,Lithuania,73.0,2019,Total
Total,Lithuania,71.6,2020,Total
Total,Lithuania,72.4,2021,Total
Total,Lithuania,73.8,2022,Total
Total,Lithuania,73.2,2023,Total
Total,Lithuania,73.6,2024,Total
Foreign country,Luxembourg,48.6,1995,Females
Foreign country,Luxembourg,49.2,1996,Females
Foreign country,Luxembourg,52.3,1997,Females
Foreign country,Luxembourg,50.3,1998,Females
Foreign country,Luxembourg,53.5,1999,Females
Foreign country,Luxembourg,54.6,2000,Females
Foreign country,Luxembourg,56.5,2001,Females
Foreign country,Luxembourg,56.9,2002,Females
Foreign country,Luxembourg,55.8,2003,Females
Foreign country,Luxembourg,55.4,2004,Females
Foreign country,Luxembourg,57.2,2005,Females
Foreign country,Luxembourg,57.8,2006,Females
Foreign country,Luxembourg,60.4,2007,Females
Foreign country,Luxembourg,59.2,2008,Females
Foreign country,Luxembourg,59.5,2009,Females
Foreign country,Luxembourg,60.3,2010,Females
Foreign country,Luxembourg,59.3,2011,Females
Foreign country,Luxembourg,62.0,2012,Females
Foreign country,Luxembourg,61.3,2013,Females
Foreign country,Luxembourg,63.3,2014,Females
Foreign country,Luxembourg,61.7,2015,Females
Foreign country,Luxembourg,61.7,2016,Females
Foreign country,Luxembourg,64.7,2017,Females
Foreign country,Luxembourg,66.7,2018,Females
Foreign country,Luxembourg,65.8,2019,Females
Foreign country,Luxembourg,64.8,2020,Females
Foreign country,Luxembourg,67.9,2021,Females
Foreign country,Luxembourg,70.4,2022,Females
Foreign country,Luxembourg,70.4,2023,Females
Foreign country,Luxembourg,70.0,2024,Females
Foreign country,Luxembourg,78.0,1995,Males
Foreign country,Luxembourg,78.6,1996,Males
Foreign country,Luxembourg,77.1,1997,Males
Foreign country,Luxembourg,76.3,1998,Males
Foreign country,Luxembourg,76.2,1999,Males
Foreign country,Luxembourg,75.1,2000,Males
Foreign country,Luxembourg,80.0,2001,Males
Foreign country,Luxembourg,79.6,2002,Males
Foreign country,Luxembourg,77.4,2003,Males
Foreign country,Luxembourg,76.2,2004,Males
Foreign country,Luxembourg,77.2,2005,Males
Foreign country,Luxembourg,76.6,2006,Males
Foreign country,Luxembourg,76.9,2007,Males
Foreign country,Luxembourg,74.0,2008,Males
Foreign country,Luxembourg,76.0,2009,Males
Foreign country,Luxembourg,76.5,2010,Males
Foreign country,Luxembourg,76.7,2011,Males
Foreign country,Luxembourg,76.5,2012,Males
Foreign country,Luxembourg,76.2,2013,Males
Foreign country,Luxembourg,75.8,2014,Males
Foreign country,Luxembourg,74.8,2015,Males
Foreign country,Luxembourg,73.4,2016,Males
Foreign country,Luxembourg,73.6,2017,Males
Foreign country,Luxembourg,74.7,2018,Males
Foreign country,Luxembourg,77.0,2019,Males
Foreign country,Luxembourg,75.2,2020,Males
Foreign country,Luxembourg,76.9,2021,Males
Foreign country,Luxembourg,77.3,2022,Males
Foreign country,Luxembourg,78.7,2023,Males
Foreign country,Luxembourg,76.9,2024,Males
Foreign country,Luxembourg,63.6,1995,Total
Foreign country,Luxembourg,63.9,1996,Total
Foreign country,Luxembourg,64.7,1997,Total
Foreign country,Luxembourg,63.2,1998,Total
Foreign country,Luxembourg,64.8,1999,Total
Foreign country,Luxembourg,64.4,2000,Total
Foreign country,Luxembourg,68.6,2001,Total
Foreign country,Luxembourg,68.1,2002,Total
