citizenship,geo,unemployment_rate,year,Sex
Total,Latvia,9.4,2020,Males
Total,Latvia,8.8,2021,Males
Total,Latvia,8.4,2022,Males
Total,Latvia,7.9,2023,Males
Total,Latvia,8.4,2024,Males
Total,Latvia,14.7,1998,Total
Total,Latvia,14.0,1999,Total
Total,Latvia,14.5,2000,Total
Total,Latvia,14.1,2001,Total
Total,Latvia,14.0,2002,Total
Total,Latvia,12.2,2003,Total
Total,Latvia,11.9,2004,Total
Total,Latvia,10.2,2005,Total
Total,Latvia,7.2,2006,Total
Total,Latvia,6.2,2007,Total
Total,Latvia,8.0,2008,Total
Total,Latvia,18.0,2009,Total
Total,Latvia,19.8,2010,Total
Total,Latvia,16.5,2011,Total
Total,Latvia,15.3,2012,Total
Total,Latvia,12.1,2013,Total
Total,Latvia,11.1,2014,Total
Total,Latvia,10.1,2015,Total
Total,Latvia,9.9,2016,Total
Total,Latvia,8.9,2017,Total
Total,Latvia,7.6,2018,Total
Total,Latvia,6.5,2019,Total
Total,Latvia,8.4,2020,Total
Total,Latvia,7.9,2021,Total
Total,Latvia,7.1,2022,Total
Total,Latvia,6.8,2023,Total
Total,Latvia,7.3,2024,Total
Foreign country,Lithuania,12.4,1998,Females
Foreign country,Lithuania,12.4,1999,Females
Foreign country,Lithuania,12.4,2000,Females
Foreign country,Lithuania,12.4,2001,Females
Foreign country,Lithuania,12.4,2002,Females
Foreign country,Lithuania,12.4,2003,Females
Foreign country,Lithuania,12.4,2004,Females
Foreign country,Lithuania,12.4,2005,Females
Foreign country,Lithuania,12.4,2006,Females
Foreign country,Lithuania,12.4,2007,Females
Foreign country,Lithuania,12.4,2008,Females
Foreign country,Lithuania,12.4,2009,Females
Foreign country,Lithuania,12.4,2010,Females
Foreign country,Lithuania,12.4,2011,Females
Foreign country,Lithuania,12.4,2012,Females
Foreign country,Lithuania,12.4,2013,Females
Foreign country,Lithuania,12.4,2014,Females
Foreign country,Lithuania,12.4,2015,Females
Foreign country,Lithuania,12.4,2016,Females
Foreign country,Lithuania,12.4,2017,Females
Foreign country,Lithuania,12.4,2018,Females
Foreign country,Lithuania,12.4,2019,Females
Foreign country,Lithuania,12.4,2020,Females
Foreign country,Lithuania,12.4,2021,Females
Foreign country,Lithuania,12.4,2022,Females
Foreign country,Lithuania,12.4,2023,Females
Foreign country,Lithuania,12.4,2024,Females
Foreign country,Lithuania,11.1,1998,Males
Foreign country,Lithuania,11.1,1999,Males
Foreign country,Lithuania,11.1,2000,Males
Foreign country,Lithuania,11.1,2001,Males
Foreign country,Lithuania,11.1,2002,Males
Foreign country,Lithuania,11.1,2003,Males
Foreign country,Lithuania,11.1,2004,Males
Foreign country,Lithuania,11.1,2005,Males
Foreign country,Lithuania,11.1,2006,Males
Foreign country,Lithuania,11.1,2007,Males
Foreign country,Lithuania,11.1,2008,Males
Foreign country,Lithuania,11.1,2009,Males
Foreign country,Lithuania,11.1,2010,Males
Foreign country,Lithuania,11.1,2011,Males
Foreign country,Lithuania,11.1,2012,Males
Foreign country,Lithuania,11.1,2013,Males
Foreign country,Lithuania,11.1,2014,Males
Foreign country,Lithuania,11.1,2015,Males
Foreign country,Lithuania,11.1,2016,Males
Foreign country,Lithuania,11.1,2017,Males
Foreign country,Lithuania,11.1,2018,Males
Foreign country,Lithuania,11.1,2019,Males
Foreign country,Lithuania,11.1,2020,Males
Foreign country,Lithuania,11.1,2021,Males
Foreign country,Lithuania,11.1,2022,Males
Foreign country,Lithuania,11.1,2023,Males
Foreign country,Lithuania,11.1,2024,Males
Foreign country,Lithuania,8.5,1998,Total
Foreign country,Lithuania,8.5,1999,Total
Foreign country,Lithuania,8.5,2000,Total
Foreign country,Lithuania,8.5,2001,Total
Foreign country,Lithuania,8.5,2002,Total
Foreign country,Lithuania,8.5,2003,Total
Foreign country,Lithuania,8.5,2004,Total
Foreign country,Lithuania,8.5,2005,Total
Foreign country,Lithuania,8.5,2006,Total
Foreign country,Lithuania,8.5,2007,Total
Foreign country,Lithuania,8.5,2008,Total
Foreign country,Lithuania,8.5,2009,Total
Foreign country,Lithuania,8.5,2010,Total
Foreign country,Lithuania,8.5,2011,Total
Foreign country,Lithuania,8.5,2012,Total
Foreign country,Lithuania,8.5,2013,Total
Foreign country,Lithuania,8.5,2014,Total
Foreign country,Lithuania,8.5,2015,Total
Foreign country,Lithuania,8.5,2016,Total
Foreign country,Lithuania,8.5,2017,Total
Foreign country,Lithuania,8.5,2018,Total
Foreign country,Lithuania,8.5,2019,Total
Foreign country,Lithuania,8.5,2020,Total
Foreign country,Lithuania,8.5,2021,Total
Foreign country,Lithuania,8.1,2022,Total
Foreign country,Lithuania,6.5,2023,Total
Foreign country,Lithuania,8.4,2024,Total
Reporting country,Lithuania,11.9,1998,Females
Reporting country,Lithuania,12.3,1999,Females
Reporting country,Lithuania,14.0,2000,Females
Reporting country,Lithuania,14.2,2001,Females
Reporting country,Lithuania,12.9,2002,Females
Reporting country,Lithuania,13.2,2003,Females
Reporting country,Lithuania,11.1,2004,Females
Reporting country,Lithuania,8.6,2005,Females
Reporting country,Lithuania,5.7,2006,Females
Reporting country,Lithuania,4.4,2007,Females
Reporting country,Lithuania,5.7,2008,Females
Reporting country,Lithuania,10.6,2009,Females
Reporting country,Lithuania,14.6,2010,Females
Reporting country,Lithuania,13.1,2011,Females
Reporting country,Lithuania,11.8,2012,Females
Reporting country,Lithuania,10.6,2013,Females
Reporting country,Lithuania,9.4,2014,Females
Reporting country,Lithuania,8.4,2015,Females
Reporting country,Lithuania,6.8,2016,Females
Reporting country,Lithuania,5.9,2017,Females
Reporting country,Lithuania,5.6,2018,Females
Reporting country,Lithuania,5.7,2019,Females
Reporting country,Lithuania,8.0,2020,Females
Reporting country,Lithuania,6.9,2021,Females
Reporting country,Lithuania,5.7,2022,Females
Reporting country,Lithuania,6.6,2023,Females
Reporting country,Lithuania,6.6,2024,Females
Reporting country,Lithuania,15.6,1998,Males
Reporting country,Lithuania,14.8,1999,Males
Reporting country,Lithuania,18.6,2000,Males
Reporting country,Lithuania,19.9,2001,Males
Reporting country,Lithuania,13.5,2002,Males
Reporting country,Lithuania,12.7,2003,Males
Reporting country,Lithuania,10.5,2004,Males
Reporting country,Lithuania,8.3,2005,Males
Reporting country,Lithuania,6.1,2006,Males
Reporting country,Lithuania,4.2,2007,Males
Reporting country,Lithuania,6.1,2008,Males
Reporting country,Lithuania,17.4,2009,Males
Reporting country,Lithuania,21.5,2010,Males
Reporting country,Lithuania,18.2,2011,Males
Reporting country,Lithuania,15.5,2012,Males
Reporting country,Lithuania,13.4,2013,Males
Reporting country,Lithuania,12.4,2014,Males
Reporting country,Lithuania,10.3,2015,Males
Reporting country,Lithuania,9.3,2016,Males
Reporting country,Lithuania,8.8,2017,Males
Reporting country,Lithuania,7.1,2018,Males
Reporting country,Lithuania,7.3,2019,Males
Reporting country,Lithuania,9.7,2020,Males
Reporting country,Lithuania,7.9,2021,Males
Reporting country,Lithuania,6.6,2022,Males
Reporting country,Lithuania,7.7,2023,Males
Reporting country,Lithuania,8.1,2024,Males
Reporting country,Lithuania,13.8,1998,Total
Reporting country,Lithuania,13.6,1999,Total
Reporting country,Lithuania,16.3,2000,Total
Reporting country,Lithuania,17.1,2001,Total
Reporting country,Lithuania,13.2,2002,Total
Reporting country,Lithuania,12.9,2003,Total
Reporting country,Lithuania,10.8,2004,Total
Reporting country,Lithuania,8.5,2005,Total
Reporting country,Lithuania,5.9,2006,Total
Reporting country,Lithuania,4.3,2007,Total
Reporting country,Lithuania,5.9,2008,Total
Reporting country,Lithuania,14.0,2009,Total
Reporting country,Lithuania,18.0,2010,Total
Reporting country,Lithuania,15.6,2011,Total
Reporting country,Lithuania,13.6,2012,Total
Reporting country,Lithuania,12.0,2013,Total
Reporting country,Lithuania,10.9,2014,Total
Reporting country,Lithuania,9.3,2015,Total
Reporting country,Lithuania,8.1,2016,Total
Reporting country,Lithuania,7.3,2017,Total
Reporting country,Lithuania,6.3,2018,Total
Reporting country,Lithuania,6.5,2019,Total
Reporting country,Lithuania,8.9,2020,Total
Reporting country,Lithuania,7.4,2021,Total
Reporting country,Lithuania,6.2,2022,Total
Reporting country,Lithuania,7.1,2023,Total
Reporting country,Lithuania,7.4,2024,Total
Total,Lithuania,12.0,1998,Females
Total,Lithuania,12.3,1999,Females
Total,Lithuania,14.0,2000,Females
Total,Lithuania,14.4,2001,Females
Total,Lithuania,13.0,2002,Females
Total,Lithuania,13.2,2003,Females
Total,Lithuania,11.1,2004,Females
Total,Lithuania,8.6,2005,Females
Total,Lithuania,5.7,2006,Females
Total,Lithuania,4.4,2007,Females
Total,Lithuania,5.7,2008,Females
Total,Lithuania,10.7,2009,Females
Total,Lithuania,14.7,2010,Females
Total,Lithuania,13.2,2011,Females
Total,Lithuania,11.8,2012,Females
Total,Lithuania,10.6,2013,Females
Total,Lithuania,9.4,2014,Females
Total,Lithuania,8.4,2015,Females
Total,Lithuania,6.8,2016,Females
Total,Lithuania,5.9,2017,Females
Total,Lithuania,5.6,2018,Females
Total,Lithuania,5.7,2019,Females
Total,Lithuania,8.0,2020,Females
Total,Lithuania,6.9,2021,Females
Total,Lithuania,5.7,2022,Females
Total,Lithuania,6.7,2023,Females
Total,Lithuania,6.8,2024,Females
Total,Lithuania,15.6,1998,Males
Total,Lithuania,14.9,1999,Males
Total,Lithuania,18.5,2000,Males
Total,Lithuania,19.8,2001,Males
Total,Lithuania,13.4,2002,Males
Total,Lithuania,12.7,2003,Males
Total,Lithuania,10.5,2004,Males
Total,Lithuania,8.2,2005,Males
Total,Lithuania,6.0,2006,Males
Total,Lithuania,4.3,2007,Males
Total,Lithuania,6.1,2008,Males
Total,Lithuania,17.4,2009,Males
Total,Lithuania,21.5,2010,Males
Total,Lithuania,18.2,2011,Males
Total,Lithuania,15.5,2012,Males
Total,Lithuania,13.4,2013,Males
Total,Lithuania,12.4,2014,Males
Total,Lithuania,10.3,2015,Males
Total,Lithuania,9.3,2016,Males
Total,Lithuania,8.8,2017,Males
Total,Lithuania,7.1,2018,Males
Total,Lithuania,7.3,2019,Males
Total,Lithuania,9.6,2020,Males
Total,Lithuania,7.9,2021,Males
Total,Lithuania,6.7,2022,Males
Total,Lithuania,7.6,2023,Males
Total,Lithuania,8.0,2024,Males
Total,Lithuania,13.9,1998,Total
Total,Lithuania,13.6,1999,Total
Total,Lithuania,16.3,2000,Total
Total,Lithuania,17.1,2001,Total
Total,Lithuania,13.2,2002,Total
Total,Lithuania,13.0,2003,Total
Total,Lithuania,10.8,2004,Total
Total,Lithuania,8.4,2005,Total
Total,Lithuania,5.8,2006,Total
Total,Lithuania,4.3,2007,Total
Total,Lithuania,5.9,2008,Total
Total,Lithuania,14.0,2009,Total
Total,Lithuania,18.1,2010,Total
Total,Lithuania,15.7,2011,Total
Total,Lithuania,13.6,2012,Total
Total,Lithuania,12.0,2013,Total
Total,Lithuania,10.9,2014,Total
Total,Lithuania,9.3,2015,Total
Total,Lithuania,8.1,2016,Total
Total,Lithuania,7.3,2017,Total
Total,Lithuania,6.3,2018,Total
Total,Lithuania,6.5,2019,Total
Total,Lithuania,8.8,2020,Total
Total,Lithuania,7.4,2021,Total
Total,Lithuania,6.2,2022,Total
Total,Lithuania,7.1,2023,Total
Total,Lithuania,7.4,2024,Total
Foreign country,Luxembourg,5.3,1995,Females
Foreign country,Luxembourg,5.6,1996,Females
Foreign country,Luxembourg,4.7,1997,Females
Foreign country,Luxembourg,6.0,1998,Females
Foreign country,Luxembourg,4.8,1999,Females
Foreign country,Luxembourg,3.9,2000,Females
Foreign country,Luxembourg,3.6,2001,Females
Foreign country,Luxembourg,4.7,2002,Females
Foreign country,Luxembourg,6.5,2003,Females
Foreign country,Luxembourg,10.5,2004,Females
Foreign country,Luxembourg,7.7,2005,Females
Foreign country,Luxembourg,9.0,2006,Females
Foreign country,Luxembourg,5.5,2007,Females
Foreign country,Luxembourg,8.0,2008,Females
Foreign country,Luxembourg,9.1,2009,Females
Foreign country,Luxembourg,6.9,2010,Females
Foreign country,Luxembourg,8.3,2011,Females
Foreign country,Luxembourg,8.2,2012,Females
Foreign country,Luxembourg,9.1,2013,Females
Foreign country,Luxembourg,8.2,2014,Females
Foreign country,Luxembourg,10.2,2015,Females
Foreign country,Luxembourg,9.2,2016,Females
Foreign country,Luxembourg,7.2,2017,Females
Foreign country,Luxembourg,7.2,2018,Females
Foreign country,Luxembourg,7.3,2019,Females
Foreign country,Luxembourg,9.9,2020,Females
Foreign country,Luxembourg,7.4,2021,Females
Foreign country,Luxembourg,5.2,2022,Females
Foreign country,Luxembourg,5.6,2023,Females
Foreign country,Luxembourg,7.4,2024,Females
Foreign country,Luxembourg,2.6,1995,Males
Foreign country,Luxembourg,3.9,1996,Males
Foreign country,Luxembourg,2.4,1997,Males
Foreign country,Luxembourg,2.6,1998,Males
Foreign country,Luxembourg,2.5,1999,Males
Foreign country,Luxembourg,3.0,2000,Males
Foreign country,Luxembourg,2.0,2001,Males
Foreign country,Luxembourg,2.9,2002,Males
Foreign country,Luxembourg,4.3,2003,Males
Foreign country,Luxembourg,5.5,2004,Males
Foreign country,Luxembourg,4.6,2005,Males
Foreign country,Luxembourg,5.0,2006,Males
Foreign country,Luxembourg,4.4,2007,Males
Foreign country,Luxembourg,6.7,2008,Males
Foreign country,Luxembourg,6.0,2009,Males
Foreign country,Luxembourg,5.4,2010,Males
Foreign country,Luxembourg,4.9,2011,Males
Foreign country,Luxembourg,6.0,2012,Males
Foreign country,Luxembourg,7.3,2013,Males
Foreign country,Luxembourg,7.6,2014,Males
Foreign country,Luxembourg,7.9,2015,Males
Foreign country,Luxembourg,7.4,2016,Males
Foreign country,Luxembourg,6.7,2017,Males
Foreign country,Luxembourg,6.1,2018,Males
Foreign country,Luxembourg,6.5,2019,Males
Foreign country,Luxembourg,7.4,2020,Males
Foreign country,Luxembourg,5.4,2021,Males
Foreign country,Luxembourg,4.3,2022,Males
Foreign country,Luxembourg,5.5,2023,Males
Foreign country,Luxembourg,6.9,2024,Males
Foreign country,Luxembourg,3.7,1995,Total
Foreign country,Luxembourg,4.6,1996,Total
Foreign country,Luxembourg,3.4,1997,Total
Foreign country,Luxembourg,4.0,1998,Total
Foreign country,Luxembourg,3.4,1999,Total
Foreign country,Luxembourg,3.4,2000,Total
Foreign country,Luxembourg,2.6,2001,Total
Foreign country,Luxembourg,3.7,2002,Total
Foreign country,Luxembourg,5.2,2003,Total
Foreign country,Luxembourg,7.6,2004,Total
Foreign country,Luxembourg,6.0,2005,Total
Foreign country,Luxembourg,6.8,2006,Total
Foreign country,Luxembourg,4.9,2007,Total
Foreign country,Luxembourg,7.3,2008,Total
Foreign country,Luxembourg,7.3,2009,Total
Foreign country,Luxembourg,6.1,2010,Total
Foreign country,Luxembourg,6.4,2011,Total
Foreign country,Luxembourg,7.0,2012,Total
Foreign country,Luxembourg,8.1,2013,Total
Foreign country,Luxembourg,7.8,2014,Total
Foreign country,Luxembourg,8.9,2015,Total
Foreign country,Luxembourg,8.2,2016,Total
Foreign country,Luxembourg,6.9,2017,Total
Foreign country,Luxembourg,6.6,2018,Total
Foreign country,Luxembourg,6.9,2019,Total
Foreign country,Luxembourg,8.6,2020,Total
Foreign country,Luxembourg,6.3,2021,Total
Foreign country,Luxembourg,4.7,2022,Total
Foreign country,Luxembourg,5.5,2023,Total
Foreign country,Luxembourg,7.2,2024,Total
Reporting country,Luxembourg,3.8,1995,Females
Reporting country,Luxembourg,4.0,1996,Females
Reporting country,Luxembourg,2.9,1997,Females
Reporting country,Luxembourg,2.8,1998,Females
Reporting country,Luxembourg,2.2,1999,Females
Reporting country,Luxembourg,2.4,2000,Females
Reporting country,Luxembourg,2.5999999999999996,2001,Females
Reporting country,Luxembourg,2.8,2002,Females
Reporting country,Luxembourg,3.2,2003,Females
Reporting country,Luxembourg,4.2,2004,Females
Reporting country,Luxembourg,4.2,2005,Females
Reporting country,Luxembourg,4.0,2006,Females
Reporting country,Luxembourg,4.0,2007,Females
Reporting country,Luxembourg,4.2,2008,Females
Reporting country,Luxembourg,3.1,2009,Females
Reporting country,Luxembourg,3.4,2010,Females
Reporting country,Luxembourg,4.3,2011,Females
Reporting country,Luxembourg,3.5,2012,Females
Reporting country,Luxembourg,3.7,2013,Females
Reporting country,Luxembourg,3.2,2014,Females
Reporting country,Luxembourg,4.4,2015,Females
Reporting country,Luxembourg,3.9,2016,Females
Reporting country,Luxembourg,3.6,2017,Females
Reporting country,Luxembourg,4.4,2018,Females
Reporting country,Luxembourg,3.6,2019,Females
Reporting country,Luxembourg,3.8,2020,Females
Reporting country,Luxembourg,3.8,2021,Females
Reporting country,Luxembourg,4.3,2022,Females
Reporting country,Luxembourg,5.3,2023,Females
Reporting country,Luxembourg,4.9,2024,Females
Reporting country,Luxembourg,1.8,1995,Males
Reporting country,Luxembourg,1.6,1996,Males
Reporting country,Luxembourg,1.5,1997,Males
Reporting country,Luxembourg,1.5,1998,Males
Reporting country,Luxembourg,1.2,1999,Males
Reporting country,Luxembourg,1.1,2000,Males
Reporting country,Luxembourg,1.2,2001,Males
Reporting country,Luxembourg,1.3,2002,Males
Reporting country,Luxembourg,1.9,2003,Males
Reporting country,Luxembourg,2.3,2004,Males
Reporting country,Luxembourg,2.6,2005,Males
Reporting country,Luxembourg,2.3,2006,Males
Reporting country,Luxembourg,2.7,2007,Males
Reporting country,Luxembourg,2.1,2008,Males
Reporting country,Luxembourg,2.9,2009,Males
Reporting country,Luxembourg,2.4,2010,Males
Reporting country,Luxembourg,2.8,2011,Males
Reporting country,Luxembourg,3.1,2012,Males
Reporting country,Luxembourg,3.5,2013,Males
Reporting country,Luxembourg,4.2,2014,Males
Reporting country,Luxembourg,4.1,2015,Males
Reporting country,Luxembourg,4.4,2016,Males
Reporting country,Luxembourg,4.1,2017,Males
Reporting country,Luxembourg,4.5,2018,Males
Reporting country,Luxembourg,4.6,2019,Males
Reporting country,Luxembourg,5.6,2020,Males
Reporting country,Luxembourg,4.5,2021,Males
Reporting country,Luxembourg,4.6,2022,Males
Reporting country,Luxembourg,4.3,2023,Males
Reporting country,Luxembourg,6.2,2024,Males
Reporting country,Luxembourg,2.5,1995,Total
Reporting country,Luxembourg,2.5,1996,Total
Reporting country,Luxembourg,2.0,1997,Total
Reporting country,Luxembourg,1.9,1998,Total
Reporting country,Luxembourg,1.6,1999,Total
Reporting country,Luxembourg,1.6,2000,Total
Reporting country,Luxembourg,1.2,2001,Total
Reporting country,Luxembourg,1.9,2002,Total
Reporting country,Luxembourg,2.4,2003,Total
Reporting country,Luxembourg,3.1,2004,Total
Reporting country,Luxembourg,3.3,2005,Total
Reporting country,Luxembourg,3.1,2006,Total
Reporting country,Luxembourg,3.3,2007,Total
Reporting country,Luxembourg,3.0,2008,Total
Reporting country,Luxembourg,3.0,2009,Total
Reporting country,Luxembourg,2.8,2010,Total
Reporting country,Luxembourg,3.5,2011,Total
Reporting country,Luxembourg,3.3,2012,Total
Reporting country,Luxembourg,3.6,2013,Total
Reporting country,Luxembourg,3.8,2014,Total
Reporting country,Luxembourg,4.3,2015,Total
Reporting country,Luxembourg,4.2,2016,Total
Reporting country,Luxembourg,3.9,2017,Total
Reporting country,Luxembourg,4.4,2018,Total
Reporting country,Luxembourg,4.1,2019,Total
Reporting country,Luxembourg,4.8,2020,Total
Reporting country,Luxembourg,4.2,2021,Total
Reporting country,Luxembourg,4.4,2022,Total
Reporting country,Luxembourg,4.8,2023,Total
Reporting country,Luxembourg,5.6,2024,Total
Total,Luxembourg,4.4,1995,Females
Total,Luxembourg,4.7,1996,Females
Total,Luxembourg,3.7,1997,Females
Total,Luxembourg,4.2,1998,Females
Total,Luxembourg,3.3,1999,Females
Total,Luxembourg,3.2,2000,Females
Total,Luxembourg,2.2,2001,Females
Total,Luxembourg,3.6,2002,Females
Total,Luxembourg,4.7,2003,Females
Total,Luxembourg,7.1,2004,Females
Total,Luxembourg,5.8,2005,Females
Total,Luxembourg,6.3,2006,Females
Total,Luxembourg,4.7,2007,Females
Total,Luxembourg,6.1,2008,Females
Total,Luxembourg,6.1,2009,Females
Total,Luxembourg,5.1,2010,Females
Total,Luxembourg,6.3,2011,Females
Total,Luxembourg,5.9,2012,Females
Total,Luxembourg,6.4,2013,Females
Total,Luxembourg,5.8,2014,Females
Total,Luxembourg,7.4,2015,Females
Total,Luxembourg,6.6,2016,Females
Total,Luxembourg,5.5,2017,Females
Total,Luxembourg,5.9,2018,Females
Total,Luxembourg,5.5,2019,Females
Total,Luxembourg,7.0,2020,Females
Total,Luxembourg,5.7,2021,Females
Total,Luxembourg,4.7,2022,Females
Total,Luxembourg,5.5,2023,Females
Total,Luxembourg,6.3,2024,Females
Total,Luxembourg,2.1,1995,Males
Total,Luxembourg,2.5,1996,Males
Total,Luxembourg,1.9,1997,Males
Total,Luxembourg,1.9,1998,Males
Total,Luxembourg,1.7,1999,Males
Total,Luxembourg,1.8,2000,Males
Total,Luxembourg,1.6,2001,Males
Total,Luxembourg,1.9,2002,Males
Total,Luxembourg,3.0,2003,Males
Total,Luxembourg,3.7,2004,Males
Total,Luxembourg,3.5,2005,Males
Total,Luxembourg,3.6,2006,Males
Total,Luxembourg,3.6,2007,Males
Total,Luxembourg,4.3,2008,Males
Total,Luxembourg,4.4,2009,Males
Total,Luxembourg,3.8,2010,Males
Total,Luxembourg,3.9,2011,Males
Total,Luxembourg,4.6,2012,Males
Total,Luxembourg,5.5,2013,Males
Total,Luxembourg,6.0,2014,Males
Total,Luxembourg,6.2,2015,Males
Total,Luxembourg,6.0,2016,Males
Total,Luxembourg,5.6,2017,Males
Total,Luxembourg,5.4,2018,Males
Total,Luxembourg,5.7,2019,Males
Total,Luxembourg,6.6,2020,Males
Total,Luxembourg,5.0,2021,Males
Total,Luxembourg,4.4,2022,Males
Total,Luxembourg,5.0,2023,Males
Total,Luxembourg,6.6,2024,Males
Total,Luxembourg,2.9,1995,Total
Total,Luxembourg,3.3,1996,Total
Total,Luxembourg,2.5,1997,Total
Total,Luxembourg,2.8,1998,Total
Total,Luxembourg,2.4,1999,Total
Total,Luxembourg,2.4,2000,Total
Total,Luxembourg,1.8,2001,Total
Total,Luxembourg,2.6,2002,Total
Total,Luxembourg,3.7,2003,Total
Total,Luxembourg,5.1,2004,Total
Total,Luxembourg,4.5,2005,Total
Total,Luxembourg,4.7,2006,Total
Total,Luxembourg,4.1,2007,Total
Total,Luxembourg,5.1,2008,Total
Total,Luxembourg,5.2,2009,Total
Total,Luxembourg,4.4,2010,Total
Total,Luxembourg,4.9,2011,Total
Total,Luxembourg,5.2,2012,Total
Total,Luxembourg,5.9,2013,Total
Total,Luxembourg,5.9,2014,Total
Total,Luxembourg,6.7,2015,Total
Total,Luxembourg,6.3,2016,Total
Total,Luxembourg,5.5,2017,Total
Total,Luxembourg,5.6,2018,Total
Total,Luxembourg,5.6,2019,Total
Total,Luxembourg,6.8,2020,Total
Total,Luxembourg,5.3,2021,Total
Total,Luxembourg,4.6,2022,Total
Total,Luxembourg,5.2,2023,Total
Total,Luxembourg,6.4,2024,Total
Foreign country,Malta,6.8,2005,Females
Foreign country,Malta,6.8,2006,Females
Foreign country,Malta,6.8,2007,Females
Foreign country,Malta,6.8,2008,Females
Foreign country,Malta,6.8,2009,Females
Foreign country,Malta,6.8,2010,Females
Foreign country,Malta,6.8,2011,Females
Foreign country,Malta,6.8,2012,Females
Foreign country,Malta,6.8,2013,Females
Foreign country,Malta,6.8,2014,Females
Foreign country,Malta,6.8,2015,Females
Foreign country,Malta,4.9,2016,Females
Foreign country,Malta,3.0,2017,Females
Foreign country,Malta,4.5,2018,Females
Foreign country,Malta,8.9,2019,Females
Foreign country,Malta,8.2,2020,Females
Foreign country,Malta,5.3,2021,Females
Foreign country,Malta,4.8,2022,Females
Foreign country,Malta,4.6,2023,Females
Foreign country,Malta,4.2,2024,Females
Foreign country,Malta,6.7,2005,Males
Foreign country,Malta,6.7,2006,Males
Foreign country,Malta,6.7,2007,Males
Foreign country,Malta,6.7,2008,Males
Foreign country,Malta,6.7,2009,Males
Foreign country,Malta,6.7,2010,Males
Foreign country,Malta,6.7,2011,Males
Foreign country,Malta,6.7,2012,Males
Foreign country,Malta,6.7,2013,Males
Foreign country,Malta,6.7,2014,Males
Foreign country,Malta,6.7,2015,Males
Foreign country,Malta,6.7,2016,Males
Foreign country,Malta,6.7,2017,Males
Foreign country,Malta,8.6,2018,Males
Foreign country,Malta,6.1,2019,Males
Foreign country,Malta,7.4,2020,Males
Foreign country,Malta,4.8,2021,Males
Foreign country,Malta,6.6,2022,Males
Foreign country,Malta,5.1,2023,Males
Foreign country,Malta,3.9,2024,Males
Foreign country,Malta,10.5,2005,Total
Foreign country,Malta,10.5,2006,Total
Foreign country,Malta,10.5,2007,Total
Foreign country,Malta,10.5,2008,Total
Foreign country,Malta,10.5,2009,Total
Foreign country,Malta,8.7,2010,Total
Foreign country,Malta,6.5,2011,Total
Foreign country,Malta,4.3,2012,Total
Foreign country,Malta,5.199999999999999,2013,Total
Foreign country,Malta,6.1,2014,Total
Foreign country,Malta,3.6,2015,Total
Foreign country,Malta,2.8,2016,Total
Foreign country,Malta,5.3,2017,Total
Foreign country,Malta,6.7,2018,Total
Foreign country,Malta,7.3,2019,Total
Foreign country,Malta,7.8,2020,Total
Foreign country,Malta,5.0,2021,Total
Foreign country,Malta,5.8,2022,Total
Foreign country,Malta,4.9,2023,Total
Foreign country,Malta,4.0,2024,Total
Reporting country,Malta,8.3,2005,Females
Reporting country,Malta,8.5,2006,Females
Reporting country,Malta,7.8,2007,Females
Reporting country,Malta,6.6,2008,Females
Reporting country,Malta,7.4,2009,Females
Reporting country,Malta,7.2,2010,Females
Reporting country,Malta,7.2,2011,Females
Reporting country,Malta,7.4,2012,Females
Reporting country,Malta,6.6,2013,Females
Reporting country,Malta,5.1,2014,Females
Reporting country,Malta,5.3,2015,Females
Reporting country,Malta,5.4,2016,Females
Reporting country,Malta,4.6,2017,Females
Reporting country,Malta,3.5,2018,Females
Reporting country,Malta,3.1,2019,Females
Reporting country,Malta,3.9,2020,Females
Reporting country,Malta,2.7,2021,Females
Reporting country,Malta,2.3,2022,Females
Reporting country,Malta,2.5,2023,Females
Reporting country,Malta,2.3,2024,Females
Reporting country,Malta,6.4,2005,Males
Reporting country,Malta,6.1,2006,Males
Reporting country,Malta,5.7,2007,Males
Reporting country,Malta,5.7,2008,Males
Reporting country,Malta,6.4,2009,Males
Reporting country,Malta,6.7,2010,Males
Reporting country,Malta,6.0,2011,Males
Reporting country,Malta,5.8,2012,Males
Reporting country,Malta,6.3,2013,Males
Reporting country,Malta,6.3,2014,Males
Reporting country,Malta,5.7,2015,Males
Reporting country,Malta,4.6,2016,Males
Reporting country,Malta,3.3,2017,Males
Reporting country,Malta,3.1,2018,Males
Reporting country,Malta,3.0,2019,Males
Reporting country,Malta,3.7,2020,Males
Reporting country,Malta,3.7,2021,Males
Reporting country,Malta,2.5,2022,Males
Reporting country,Malta,2.9,2023,Males
Reporting country,Malta,2.9,2024,Males
Reporting country,Malta,7.0,2005,Total
Reporting country,Malta,6.8,2006,Total
Reporting country,Malta,6.4,2007,Total
Reporting country,Malta,6.0,2008,Total
Reporting country,Malta,6.7,2009,Total
Reporting country,Malta,6.9,2010,Total
Reporting country,Malta,6.4,2011,Total
Reporting country,Malta,6.4,2012,Total
Reporting country,Malta,6.5,2013,Total
Reporting country,Malta,5.9,2014,Total
Reporting country,Malta,5.6,2015,Total
Reporting country,Malta,4.9,2016,Total
Reporting country,Malta,3.8,2017,Total
Reporting country,Malta,3.3,2018,Total
Reporting country,Malta,3.0,2019,Total
Reporting country,Malta,3.8,2020,Total
Reporting country,Malta,3.3,2021,Total
