sex,citizen,geo,year,OBS_VALUE
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2014,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2015,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2016,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2017,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2018,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2019,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2020,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2021,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2022,
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2023,27.5
Females,Non-EU27 countries (from 2020) nor reporting country,Serbia,2024,
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2008,23.0
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2009,24.7
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2010,30.8
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2011,31.4
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2012,28.6
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2013,30.2
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2014,29.1
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,29.5
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,30.0
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,31.7
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,32.1
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,32.2
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,39.1
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,40.7
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,31.0
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,32.1
Females,Non-EU27 countries (from 2020) nor reporting country,Sweden,2024,29.7
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2008,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2009,29.8
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2010,21.1
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2011,26.9
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2012,37.5
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2013,45.8
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2014,39.5
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,29.2
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,26.6
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,18.2
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,15.0
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,13.6
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,14.6
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2021,15.7
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,11.7
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,8.6
Females,Non-EU27 countries (from 2020) nor reporting country,Slovenia,2024,11.6
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2008,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2009,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2010,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2011,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2012,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2013,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2014,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2015,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2016,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2017,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2018,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2019,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2020,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2021,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2022,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2023,
Females,Non-EU27 countries (from 2020) nor reporting country,Slovakia,2024,
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2008,9.8
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2009,11.7
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2010,12.2
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2011,13.1
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2012,12.7
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2013,12.5
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2014,12.5
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,10.2
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,9.5
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,9.6
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,8.8
Females,Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2019,8.1
Males,EU27 countries (from 2020) except reporting country,Austria,2008,4.6
Males,EU27 countries (from 2020) except reporting country,Austria,2009,6.3
Males,EU27 countries (from 2020) except reporting country,Austria,2010,6.3
Males,EU27 countries (from 2020) except reporting country,Austria,2011,6.6
Males,EU27 countries (from 2020) except reporting country,Austria,2012,6.9
Males,EU27 countries (from 2020) except reporting country,Austria,2013,7.4
Males,EU27 countries (from 2020) except reporting country,Austria,2014,8.9
Males,EU27 countries (from 2020) except reporting country,Austria,2015,8.5
Males,EU27 countries (from 2020) except reporting country,Austria,2016,8.4
Males,EU27 countries (from 2020) except reporting country,Austria,2017,6.5
Males,EU27 countries (from 2020) except reporting country,Austria,2018,5.9
Males,EU27 countries (from 2020) except reporting country,Austria,2019,5.6
Males,EU27 countries (from 2020) except reporting country,Austria,2020,8.6
Males,EU27 countries (from 2020) except reporting country,Austria,2021,8.9
Males,EU27 countries (from 2020) except reporting country,Austria,2022,7.1
Males,EU27 countries (from 2020) except reporting country,Austria,2023,7.2
Males,EU27 countries (from 2020) except reporting country,Austria,2024,7.9
Males,EU27 countries (from 2020) except reporting country,Bosnia and Herzegovina,2021,
Males,EU27 countries (from 2020) except reporting country,Bosnia and Herzegovina,2022,
Males,EU27 countries (from 2020) except reporting country,Bosnia and Herzegovina,2023,
Males,EU27 countries (from 2020) except reporting country,Bosnia and Herzegovina,2024,
Males,EU27 countries (from 2020) except reporting country,Belgium,2008,8.0
Males,EU27 countries (from 2020) except reporting country,Belgium,2009,10.2
Males,EU27 countries (from 2020) except reporting country,Belgium,2010,10.8
Males,EU27 countries (from 2020) except reporting country,Belgium,2011,9.9
Males,EU27 countries (from 2020) except reporting country,Belgium,2012,12.0
Males,EU27 countries (from 2020) except reporting country,Belgium,2013,12.9
Males,EU27 countries (from 2020) except reporting country,Belgium,2014,11.9
Males,EU27 countries (from 2020) except reporting country,Belgium,2015,11.2
Males,EU27 countries (from 2020) except reporting country,Belgium,2016,10.0
Males,EU27 countries (from 2020) except reporting country,Belgium,2017,9.4
Males,EU27 countries (from 2020) except reporting country,Belgium,2018,8.7
Males,EU27 countries (from 2020) except reporting country,Belgium,2019,6.6
Males,EU27 countries (from 2020) except reporting country,Belgium,2020,6.8
Males,EU27 countries (from 2020) except reporting country,Belgium,2021,6.7
Males,EU27 countries (from 2020) except reporting country,Belgium,2022,6.8
Males,EU27 countries (from 2020) except reporting country,Belgium,2023,7.7
Males,EU27 countries (from 2020) except reporting country,Belgium,2024,7.0
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2008,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2009,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2010,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2011,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2012,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2013,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2014,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2015,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2016,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2017,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2018,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2019,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2020,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2021,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2022,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2023,
Males,EU27 countries (from 2020) except reporting country,Bulgaria,2024,
Males,EU27 countries (from 2020) except reporting country,Switzerland,2008,3.7
Males,EU27 countries (from 2020) except reporting country,Switzerland,2009,4.6
Males,EU27 countries (from 2020) except reporting country,Switzerland,2010,5.7
Males,EU27 countries (from 2020) except reporting country,Switzerland,2011,4.7
Males,EU27 countries (from 2020) except reporting country,Switzerland,2012,5.2
Males,EU27 countries (from 2020) except reporting country,Switzerland,2013,6.3
Males,EU27 countries (from 2020) except reporting country,Switzerland,2014,6.1
Males,EU27 countries (from 2020) except reporting country,Switzerland,2015,6.2
Males,EU27 countries (from 2020) except reporting country,Switzerland,2016,6.9
Males,EU27 countries (from 2020) except reporting country,Switzerland,2017,5.5
Males,EU27 countries (from 2020) except reporting country,Switzerland,2018,5.7
Males,EU27 countries (from 2020) except reporting country,Switzerland,2019,5.0
Males,EU27 countries (from 2020) except reporting country,Switzerland,2020,5.5
Males,EU27 countries (from 2020) except reporting country,Switzerland,2021,5.8
Males,EU27 countries (from 2020) except reporting country,Switzerland,2022,4.7
Males,EU27 countries (from 2020) except reporting country,Switzerland,2023,4.6
Males,EU27 countries (from 2020) except reporting country,Switzerland,2024,5.3
Males,EU27 countries (from 2020) except reporting country,Cyprus,2008,5.8
Males,EU27 countries (from 2020) except reporting country,Cyprus,2009,8.7
Males,EU27 countries (from 2020) except reporting country,Cyprus,2010,8.4
Males,EU27 countries (from 2020) except reporting country,Cyprus,2011,12.3
Males,EU27 countries (from 2020) except reporting country,Cyprus,2012,17.1
Males,EU27 countries (from 2020) except reporting country,Cyprus,2013,22.1
Males,EU27 countries (from 2020) except reporting country,Cyprus,2014,18.9
Males,EU27 countries (from 2020) except reporting country,Cyprus,2015,17.4
Males,EU27 countries (from 2020) except reporting country,Cyprus,2016,14.7
Males,EU27 countries (from 2020) except reporting country,Cyprus,2017,10.2
Males,EU27 countries (from 2020) except reporting country,Cyprus,2018,8.6
Males,EU27 countries (from 2020) except reporting country,Cyprus,2019,6.8
Males,EU27 countries (from 2020) except reporting country,Cyprus,2020,8.4
Males,EU27 countries (from 2020) except reporting country,Cyprus,2021,6.9
Males,EU27 countries (from 2020) except reporting country,Cyprus,2022,4.5
Males,EU27 countries (from 2020) except reporting country,Cyprus,2023,5.7
Males,EU27 countries (from 2020) except reporting country,Cyprus,2024,4.1
Males,EU27 countries (from 2020) except reporting country,Czechia,2008,
Males,EU27 countries (from 2020) except reporting country,Czechia,2009,4.5
Males,EU27 countries (from 2020) except reporting country,Czechia,2010,3.5
Males,EU27 countries (from 2020) except reporting country,Czechia,2011,5.3
Males,EU27 countries (from 2020) except reporting country,Czechia,2012,4.5
Males,EU27 countries (from 2020) except reporting country,Czechia,2013,6.9
Males,EU27 countries (from 2020) except reporting country,Czechia,2014,6.8
Males,EU27 countries (from 2020) except reporting country,Czechia,2015,4.2
Males,EU27 countries (from 2020) except reporting country,Czechia,2016,2.6
Males,EU27 countries (from 2020) except reporting country,Czechia,2017,
Males,EU27 countries (from 2020) except reporting country,Czechia,2018,
Males,EU27 countries (from 2020) except reporting country,Czechia,2019,
Males,EU27 countries (from 2020) except reporting country,Czechia,2020,1.7
Males,EU27 countries (from 2020) except reporting country,Czechia,2021,1.8
Males,EU27 countries (from 2020) except reporting country,Czechia,2022,1.9
Males,EU27 countries (from 2020) except reporting country,Czechia,2023,3.3
Males,EU27 countries (from 2020) except reporting country,Czechia,2024,2.8
Males,EU27 countries (from 2020) except reporting country,Germany,2008,8.4
Males,EU27 countries (from 2020) except reporting country,Germany,2009,9.5
Males,EU27 countries (from 2020) except reporting country,Germany,2010,8.9
Males,EU27 countries (from 2020) except reporting country,Germany,2011,7.0
Males,EU27 countries (from 2020) except reporting country,Germany,2012,6.4
Males,EU27 countries (from 2020) except reporting country,Germany,2013,6.2
Males,EU27 countries (from 2020) except reporting country,Germany,2014,6.4
Males,EU27 countries (from 2020) except reporting country,Germany,2015,5.9
Males,EU27 countries (from 2020) except reporting country,Germany,2016,5.3
Males,EU27 countries (from 2020) except reporting country,Germany,2017,4.6
Males,EU27 countries (from 2020) except reporting country,Germany,2018,4.2
Males,EU27 countries (from 2020) except reporting country,Germany,2019,3.9
Males,EU27 countries (from 2020) except reporting country,Germany,2020,5.5
Males,EU27 countries (from 2020) except reporting country,Germany,2021,4.8
Males,EU27 countries (from 2020) except reporting country,Germany,2022,4.0
Males,EU27 countries (from 2020) except reporting country,Germany,2023,3.6
Males,EU27 countries (from 2020) except reporting country,Germany,2024,4.2
Males,EU27 countries (from 2020) except reporting country,Denmark,2008,
Males,EU27 countries (from 2020) except reporting country,Denmark,2009,
Males,EU27 countries (from 2020) except reporting country,Denmark,2010,11.3
Males,EU27 countries (from 2020) except reporting country,Denmark,2011,
Males,EU27 countries (from 2020) except reporting country,Denmark,2012,9.7
Males,EU27 countries (from 2020) except reporting country,Denmark,2013,11.0
Males,EU27 countries (from 2020) except reporting country,Denmark,2014,10.2
Males,EU27 countries (from 2020) except reporting country,Denmark,2015,9.4
Males,EU27 countries (from 2020) except reporting country,Denmark,2016,9.2
Males,EU27 countries (from 2020) except reporting country,Denmark,2017,8.5
Males,EU27 countries (from 2020) except reporting country,Denmark,2018,9.0
Males,EU27 countries (from 2020) except reporting country,Denmark,2019,7.4
Males,EU27 countries (from 2020) except reporting country,Denmark,2020,5.0
Males,EU27 countries (from 2020) except reporting country,Denmark,2021,7.8
Males,EU27 countries (from 2020) except reporting country,Denmark,2022,7.0
Males,EU27 countries (from 2020) except reporting country,Denmark,2023,9.6
Males,EU27 countries (from 2020) except reporting country,Denmark,2024,9.6
Males,EU27 countries (from 2020) except reporting country,Estonia,2008,
Males,EU27 countries (from 2020) except reporting country,Estonia,2009,
Males,EU27 countries (from 2020) except reporting country,Estonia,2010,
Males,EU27 countries (from 2020) except reporting country,Estonia,2011,
Males,EU27 countries (from 2020) except reporting country,Estonia,2012,
Males,EU27 countries (from 2020) except reporting country,Estonia,2013,
Males,EU27 countries (from 2020) except reporting country,Estonia,2014,
Males,EU27 countries (from 2020) except reporting country,Estonia,2015,
Males,EU27 countries (from 2020) except reporting country,Estonia,2016,
Males,EU27 countries (from 2020) except reporting country,Estonia,2017,
Males,EU27 countries (from 2020) except reporting country,Estonia,2018,
Males,EU27 countries (from 2020) except reporting country,Estonia,2019,
Males,EU27 countries (from 2020) except reporting country,Estonia,2020,
Males,EU27 countries (from 2020) except reporting country,Estonia,2021,
Males,EU27 countries (from 2020) except reporting country,Estonia,2022,
Males,EU27 countries (from 2020) except reporting country,Estonia,2023,
Males,EU27 countries (from 2020) except reporting country,Estonia,2024,
Males,EU27 countries (from 2020) except reporting country,Greece,2008,
Males,EU27 countries (from 2020) except reporting country,Greece,2009,8.2
Males,EU27 countries (from 2020) except reporting country,Greece,2010,9.2
Males,EU27 countries (from 2020) except reporting country,Greece,2011,13.4
Males,EU27 countries (from 2020) except reporting country,Greece,2012,27.6
Males,EU27 countries (from 2020) except reporting country,Greece,2013,36.7
Males,EU27 countries (from 2020) except reporting country,Greece,2014,29.7
Males,EU27 countries (from 2020) except reporting country,Greece,2015,21.7
Males,EU27 countries (from 2020) except reporting country,Greece,2016,20.5
Males,EU27 countries (from 2020) except reporting country,Greece,2017,21.3
Males,EU27 countries (from 2020) except reporting country,Greece,2018,23.1
Males,EU27 countries (from 2020) except reporting country,Greece,2019,21.2
Males,EU27 countries (from 2020) except reporting country,Greece,2020,19.8
Males,EU27 countries (from 2020) except reporting country,Greece,2021,14.1
Males,EU27 countries (from 2020) except reporting country,Greece,2022,17.4
Males,EU27 countries (from 2020) except reporting country,Greece,2023,
Males,EU27 countries (from 2020) except reporting country,Greece,2024,
Males,EU27 countries (from 2020) except reporting country,Spain,2008,14.0
Males,EU27 countries (from 2020) except reporting country,Spain,2009,26.2
Males,EU27 countries (from 2020) except reporting country,Spain,2010,27.8
Males,EU27 countries (from 2020) except reporting country,Spain,2011,28.8
Males,EU27 countries (from 2020) except reporting country,Spain,2012,32.2
Males,EU27 countries (from 2020) except reporting country,Spain,2013,31.8
Males,EU27 countries (from 2020) except reporting country,Spain,2014,30.3
Males,EU27 countries (from 2020) except reporting country,Spain,2015,24.3
Males,EU27 countries (from 2020) except reporting country,Spain,2016,21.5
Males,EU27 countries (from 2020) except reporting country,Spain,2017,18.8
Males,EU27 countries (from 2020) except reporting country,Spain,2018,15.6
Males,EU27 countries (from 2020) except reporting country,Spain,2019,13.3
Males,EU27 countries (from 2020) except reporting country,Spain,2020,17.1
Males,EU27 countries (from 2020) except reporting country,Spain,2021,14.8
Males,EU27 countries (from 2020) except reporting country,Spain,2022,11.5
Males,EU27 countries (from 2020) except reporting country,Spain,2023,12.3
Males,EU27 countries (from 2020) except reporting country,Spain,2024,11.4
Males,EU27 countries (from 2020) except reporting country,Finland,2008,
Males,EU27 countries (from 2020) except reporting country,Finland,2009,
Males,EU27 countries (from 2020) except reporting country,Finland,2010,
Males,EU27 countries (from 2020) except reporting country,Finland,2011,
Males,EU27 countries (from 2020) except reporting country,Finland,2012,
Males,EU27 countries (from 2020) except reporting country,Finland,2013,
Males,EU27 countries (from 2020) except reporting country,Finland,2014,12.7
Males,EU27 countries (from 2020) except reporting country,Finland,2015,12.0
Males,EU27 countries (from 2020) except reporting country,Finland,2016,
Males,EU27 countries (from 2020) except reporting country,Finland,2017,10.2
Males,EU27 countries (from 2020) except reporting country,Finland,2018,8.6
Males,EU27 countries (from 2020) except reporting country,Finland,2019,
Males,EU27 countries (from 2020) except reporting country,Finland,2020,10.2
Males,EU27 countries (from 2020) except reporting country,Finland,2021,8.5
Males,EU27 countries (from 2020) except reporting country,Finland,2022,7.9
Males,EU27 countries (from 2020) except reporting country,Finland,2023,11.4
Males,EU27 countries (from 2020) except reporting country,Finland,2024,12.2
Males,EU27 countries (from 2020) except reporting country,France,2008,5.6
Males,EU27 countries (from 2020) except reporting country,France,2009,8.8
Males,EU27 countries (from 2020) except reporting country,France,2010,6.6
Males,EU27 countries (from 2020) except reporting country,France,2011,6.9
Males,EU27 countries (from 2020) except reporting country,France,2012,9.5
Males,EU27 countries (from 2020) except reporting country,France,2013,8.3
Males,EU27 countries (from 2020) except reporting country,France,2014,10.9
Males,EU27 countries (from 2020) except reporting country,France,2015,12.7
Males,EU27 countries (from 2020) except reporting country,France,2016,11.1
Males,EU27 countries (from 2020) except reporting country,France,2017,9.3
Males,EU27 countries (from 2020) except reporting country,France,2018,8.0
Males,EU27 countries (from 2020) except reporting country,France,2019,8.5
Males,EU27 countries (from 2020) except reporting country,France,2020,6.2
Males,EU27 countries (from 2020) except reporting country,France,2021,7.3
Males,EU27 countries (from 2020) except reporting country,France,2022,6.9
Males,EU27 countries (from 2020) except reporting country,France,2023,7.3
Males,EU27 countries (from 2020) except reporting country,France,2024,9.2
Males,EU27 countries (from 2020) except reporting country,Croatia,2008,
Males,EU27 countries (from 2020) except reporting country,Croatia,2009,
Males,EU27 countries (from 2020) except reporting country,Croatia,2010,
Males,EU27 countries (from 2020) except reporting country,Croatia,2011,
Males,EU27 countries (from 2020) except reporting country,Croatia,2012,
Males,EU27 countries (from 2020) except reporting country,Croatia,2013,
Males,EU27 countries (from 2020) except reporting country,Croatia,2014,
Males,EU27 countries (from 2020) except reporting country,Croatia,2015,
Males,EU27 countries (from 2020) except reporting country,Croatia,2016,
Males,EU27 countries (from 2020) except reporting country,Croatia,2017,
Males,EU27 countries (from 2020) except reporting country,Croatia,2018,
Males,EU27 countries (from 2020) except reporting country,Croatia,2019,
Males,EU27 countries (from 2020) except reporting country,Croatia,2020,
Males,EU27 countries (from 2020) except reporting country,Croatia,2021,
Males,EU27 countries (from 2020) except reporting country,Croatia,2022,
Males,EU27 countries (from 2020) except reporting country,Croatia,2023,
Males,EU27 countries (from 2020) except reporting country,Croatia,2024,
Males,EU27 countries (from 2020) except reporting country,Hungary,2008,
Males,EU27 countries (from 2020) except reporting country,Hungary,2009,
Males,EU27 countries (from 2020) except reporting country,Hungary,2010,
Males,EU27 countries (from 2020) except reporting country,Hungary,2011,
Males,EU27 countries (from 2020) except reporting country,Hungary,2012,
Males,EU27 countries (from 2020) except reporting country,Hungary,2013,
Males,EU27 countries (from 2020) except reporting country,Hungary,2014,
Males,EU27 countries (from 2020) except reporting country,Hungary,2015,
Males,EU27 countries (from 2020) except reporting country,Hungary,2016,
Males,EU27 countries (from 2020) except reporting country,Hungary,2017,
Males,EU27 countries (from 2020) except reporting country,Hungary,2018,
Males,EU27 countries (from 2020) except reporting country,Hungary,2019,
Males,EU27 countries (from 2020) except reporting country,Hungary,2020,
Males,EU27 countries (from 2020) except reporting country,Hungary,2021,
Males,EU27 countries (from 2020) except reporting country,Hungary,2022,
Males,EU27 countries (from 2020) except reporting country,Hungary,2023,
Males,EU27 countries (from 2020) except reporting country,Hungary,2024,
Males,EU27 countries (from 2020) except reporting country,Ireland,2008,9.0
Males,EU27 countries (from 2020) except reporting country,Ireland,2009,19.8
Males,EU27 countries (from 2020) except reporting country,Ireland,2010,20.5
Males,EU27 countries (from 2020) except reporting country,Ireland,2011,19.4
Males,EU27 countries (from 2020) except reporting country,Ireland,2012,18.5
Males,EU27 countries (from 2020) except reporting country,Ireland,2013,15.8
Males,EU27 countries (from 2020) except reporting country,Ireland,2014,12.6
Males,EU27 countries (from 2020) except reporting country,Ireland,2015,10.5
Males,EU27 countries (from 2020) except reporting country,Ireland,2016,7.2
Males,EU27 countries (from 2020) except reporting country,Ireland,2017,6.3
Males,EU27 countries (from 2020) except reporting country,Ireland,2018,4.7
Males,EU27 countries (from 2020) except reporting country,Ireland,2019,4.4
Males,EU27 countries (from 2020) except reporting country,Ireland,2020,6.2
Males,EU27 countries (from 2020) except reporting country,Ireland,2021,7.0
Males,EU27 countries (from 2020) except reporting country,Ireland,2022,4.1
Males,EU27 countries (from 2020) except reporting country,Ireland,2023,4.3
Males,EU27 countries (from 2020) except reporting country,Ireland,2024,5.0
Males,EU27 countries (from 2020) except reporting country,Iceland,2008,
Males,EU27 countries (from 2020) except reporting country,Iceland,2009,17.4
Males,EU27 countries (from 2020) except reporting country,Iceland,2010,25.0
Males,EU27 countries (from 2020) except reporting country,Iceland,2011,
Males,EU27 countries (from 2020) except reporting country,Iceland,2012,12.0
Males,EU27 countries (from 2020) except reporting country,Iceland,2013,
Males,EU27 countries (from 2020) except reporting country,Iceland,2014,
Males,EU27 countries (from 2020) except reporting country,Iceland,2015,
Males,EU27 countries (from 2020) except reporting country,Iceland,2016,
Males,EU27 countries (from 2020) except reporting country,Iceland,2017,
Males,EU27 countries (from 2020) except reporting country,Iceland,2018,
Males,EU27 countries (from 2020) except reporting country,Iceland,2019,
Males,EU27 countries (from 2020) except reporting country,Iceland,2020,14.3
Males,EU27 countries (from 2020) except reporting country,Iceland,2021,9.3
Males,EU27 countries (from 2020) except reporting country,Iceland,2022,8.4
Males,EU27 countries (from 2020) except reporting country,Iceland,2023,5.5
Males,EU27 countries (from 2020) except reporting country,Iceland,2024,7.7
Males,EU27 countries (from 2020) except reporting country,Italy,2008,4.5
Males,EU27 countries (from 2020) except reporting country,Italy,2009,7.9
Males,EU27 countries (from 2020) except reporting country,Italy,2010,8.4
Males,EU27 countries (from 2020) except reporting country,Italy,2011,10.1
Males,EU27 countries (from 2020) except reporting country,Italy,2012,12.2
Males,EU27 countries (from 2020) except reporting country,Italy,2013,15.1
Males,EU27 countries (from 2020) except reporting country,Italy,2014,15.5
Males,EU27 countries (from 2020) except reporting country,Italy,2015,14.5
Males,EU27 countries (from 2020) except reporting country,Italy,2016,13.8
Males,EU27 countries (from 2020) except reporting country,Italy,2017,12.5
Males,EU27 countries (from 2020) except reporting country,Italy,2018,11.5
Males,EU27 countries (from 2020) except reporting country,Italy,2019,12.1
Males,EU27 countries (from 2020) except reporting country,Italy,2020,11.5
Males,EU27 countries (from 2020) except reporting country,Italy,2021,10.7
Males,EU27 countries (from 2020) except reporting country,Italy,2022,8.2
Males,EU27 countries (from 2020) except reporting country,Italy,2023,8.0
Males,EU27 countries (from 2020) except reporting country,Italy,2024,7.7
Males,EU27 countries (from 2020) except reporting country,Lithuania,2008,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2009,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2010,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2011,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2012,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2013,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2014,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2015,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2016,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2017,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2018,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2019,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2020,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2021,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2022,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2023,
Males,EU27 countries (from 2020) except reporting country,Lithuania,2024,
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2008,4.5
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2009,5.3
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2010,4.8
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2011,4.6
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2012,5.6
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2013,6.8
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2014,6.4
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2015,7.0
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2016,5.8
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2017,5.7
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2018,5.0
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2019,6.2
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2020,6.8
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2021,4.8
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2022,3.3
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2023,4.6
Males,EU27 countries (from 2020) except reporting country,Luxembourg,2024,6.1
Males,EU27 countries (from 2020) except reporting country,Latvia,2008,
Males,EU27 countries (from 2020) except reporting country,Latvia,2009,
Males,EU27 countries (from 2020) except reporting country,Latvia,2010,
Males,EU27 countries (from 2020) except reporting country,Latvia,2011,
Males,EU27 countries (from 2020) except reporting country,Latvia,2012,
Males,EU27 countries (from 2020) except reporting country,Latvia,2013,
Males,EU27 countries (from 2020) except reporting country,Latvia,2014,
Males,EU27 countries (from 2020) except reporting country,Latvia,2015,
