Sex,geo,Age class,year,Country of citizenship,Number
Females,Croatia,From 60 to 64 years,2019,Foreign country and stateless,619
Females,Croatia,From 60 to 64 years,2020,Foreign country and stateless,589
Females,Croatia,From 60 to 64 years,2021,Foreign country and stateless,697
Females,Croatia,From 60 to 64 years,2022,Foreign country and stateless,858
Females,Croatia,From 60 to 64 years,2023,Foreign country and stateless,1356
Females,Croatia,From 60 to 64 years,2024,Foreign country and stateless,1993
Females,Hungary,From 60 to 64 years,2012,Foreign country and stateless,3227
Females,Hungary,From 60 to 64 years,2013,Foreign country and stateless,3301
Females,Hungary,From 60 to 64 years,2014,Foreign country and stateless,3305
Females,Hungary,From 60 to 64 years,2015,Foreign country and stateless,3294
Females,Hungary,From 60 to 64 years,2016,Foreign country and stateless,3417
Females,Hungary,From 60 to 64 years,2017,Foreign country and stateless,3381
Females,Hungary,From 60 to 64 years,2018,Foreign country and stateless,3115
Females,Hungary,From 60 to 64 years,2019,Foreign country and stateless,3167
Females,Hungary,From 60 to 64 years,2020,Foreign country and stateless,3359
Females,Hungary,From 60 to 64 years,2021,Foreign country and stateless,3755
Females,Hungary,From 60 to 64 years,2022,Foreign country and stateless,3986
Females,Hungary,From 60 to 64 years,2023,Foreign country and stateless,4502
Females,Hungary,From 60 to 64 years,2024,Foreign country and stateless,4758
Females,Ireland,From 60 to 64 years,2012,Foreign country and stateless,6089
Females,Ireland,From 60 to 64 years,2013,Foreign country and stateless,6116
Females,Ireland,From 60 to 64 years,2014,Foreign country and stateless,6340
Females,Ireland,From 60 to 64 years,2015,Foreign country and stateless,6557
Females,Ireland,From 60 to 64 years,2016,Foreign country and stateless,6934
Females,Ireland,From 60 to 64 years,2017,Foreign country and stateless,7450
Females,Ireland,From 60 to 64 years,2018,Foreign country and stateless,8220
Females,Ireland,From 60 to 64 years,2019,Foreign country and stateless,8917
Females,Ireland,From 60 to 64 years,2020,Foreign country and stateless,10203
Females,Ireland,From 60 to 64 years,2021,Foreign country and stateless,10942
Females,Ireland,From 60 to 64 years,2022,Foreign country and stateless,11043
Females,Ireland,From 60 to 64 years,2023,Foreign country and stateless,13565
Females,Ireland,From 60 to 64 years,2024,Foreign country and stateless,15609
Females,Iceland,From 60 to 64 years,2012,Foreign country and stateless,146
Females,Iceland,From 60 to 64 years,2013,Foreign country and stateless,175
Females,Iceland,From 60 to 64 years,2014,Foreign country and stateless,188
Females,Iceland,From 60 to 64 years,2015,Foreign country and stateless,218
Females,Iceland,From 60 to 64 years,2016,Foreign country and stateless,257
Females,Iceland,From 60 to 64 years,2017,Foreign country and stateless,286
Females,Iceland,From 60 to 64 years,2018,Foreign country and stateless,342
Females,Iceland,From 60 to 64 years,2019,Foreign country and stateless,411
Females,Iceland,From 60 to 64 years,2020,Foreign country and stateless,454
Females,Iceland,From 60 to 64 years,2021,Foreign country and stateless,498
Females,Iceland,From 60 to 64 years,2022,Foreign country and stateless,536
Females,Iceland,From 60 to 64 years,2023,Foreign country and stateless,666
Females,Iceland,From 60 to 64 years,2024,Foreign country and stateless,673
Females,Italy,From 60 to 64 years,2012,Foreign country and stateless,54002
Females,Italy,From 60 to 64 years,2013,Foreign country and stateless,63955
Females,Italy,From 60 to 64 years,2014,Foreign country and stateless,73955
Females,Italy,From 60 to 64 years,2015,Foreign country and stateless,82651
Females,Italy,From 60 to 64 years,2016,Foreign country and stateless,91481
Females,Italy,From 60 to 64 years,2017,Foreign country and stateless,101370
Females,Italy,From 60 to 64 years,2018,Foreign country and stateless,111014
Females,Italy,From 60 to 64 years,2019,Foreign country and stateless,122118
Females,Italy,From 60 to 64 years,2020,Foreign country and stateless,131398
Females,Italy,From 60 to 64 years,2021,Foreign country and stateless,136798
Females,Italy,From 60 to 64 years,2022,Foreign country and stateless,135583
Females,Italy,From 60 to 64 years,2023,Foreign country and stateless,146231
Females,Italy,From 60 to 64 years,2024,Foreign country and stateless,150885
Females,Liechtenstein,From 60 to 64 years,2012,Foreign country and stateless,298
Females,Liechtenstein,From 60 to 64 years,2013,Foreign country and stateless,324
Females,Liechtenstein,From 60 to 64 years,2014,Foreign country and stateless,327
Females,Liechtenstein,From 60 to 64 years,2015,Foreign country and stateless,361
Females,Liechtenstein,From 60 to 64 years,2016,Foreign country and stateless,378
Females,Liechtenstein,From 60 to 64 years,2017,Foreign country and stateless,394
Females,Liechtenstein,From 60 to 64 years,2018,Foreign country and stateless,422
Females,Liechtenstein,From 60 to 64 years,2019,Foreign country and stateless,442
Females,Liechtenstein,From 60 to 64 years,2020,Foreign country and stateless,464
Females,Liechtenstein,From 60 to 64 years,2021,Foreign country and stateless,501
Females,Liechtenstein,From 60 to 64 years,2022,Foreign country and stateless,543
Females,Liechtenstein,From 60 to 64 years,2023,Foreign country and stateless,568
Females,Liechtenstein,From 60 to 64 years,2024,Foreign country and stateless,595
Females,Lithuania,From 60 to 64 years,2012,Foreign country and stateless,583
Females,Lithuania,From 60 to 64 years,2013,Foreign country and stateless,470
Females,Lithuania,From 60 to 64 years,2014,Foreign country and stateless,373
Females,Lithuania,From 60 to 64 years,2015,Foreign country and stateless,324
Females,Lithuania,From 60 to 64 years,2016,Foreign country and stateless,447
Females,Lithuania,From 60 to 64 years,2017,Foreign country and stateless,401
Females,Lithuania,From 60 to 64 years,2018,Foreign country and stateless,525
Females,Lithuania,From 60 to 64 years,2019,Foreign country and stateless,545
Females,Lithuania,From 60 to 64 years,2020,Foreign country and stateless,601
Females,Lithuania,From 60 to 64 years,2021,Foreign country and stateless,597
Females,Lithuania,From 60 to 64 years,2022,Foreign country and stateless,676
Females,Lithuania,From 60 to 64 years,2023,Foreign country and stateless,1581
Females,Lithuania,From 60 to 64 years,2024,Foreign country and stateless,1791
Females,Latvia,From 60 to 64 years,2012,Foreign country and stateless,19764
Females,Latvia,From 60 to 64 years,2013,Foreign country and stateless,19490
Females,Latvia,From 60 to 64 years,2014,Foreign country and stateless,18915
Females,Latvia,From 60 to 64 years,2015,Foreign country and stateless,18210
Females,Latvia,From 60 to 64 years,2016,Foreign country and stateless,17904
Females,Latvia,From 60 to 64 years,2017,Foreign country and stateless,17558
Females,Latvia,From 60 to 64 years,2018,Foreign country and stateless,17270
Females,Latvia,From 60 to 64 years,2019,Foreign country and stateless,17129
Females,Latvia,From 60 to 64 years,2020,Foreign country and stateless,16674
Females,Latvia,From 60 to 64 years,2021,Foreign country and stateless,16234
Females,Latvia,From 60 to 64 years,2022,Foreign country and stateless,15754
Females,Latvia,From 60 to 64 years,2023,Foreign country and stateless,15665
Females,Latvia,From 60 to 64 years,2024,Foreign country and stateless,14870
Females,Malta,From 60 to 64 years,2012,Foreign country and stateless,629
Females,Malta,From 60 to 64 years,2013,Foreign country and stateless,585
Females,Malta,From 60 to 64 years,2014,Foreign country and stateless,553
Females,Malta,From 60 to 64 years,2015,Foreign country and stateless,618
Females,Malta,From 60 to 64 years,2016,Foreign country and stateless,708
Females,Malta,From 60 to 64 years,2017,Foreign country and stateless,860
Females,Malta,From 60 to 64 years,2018,Foreign country and stateless,915
Females,Malta,From 60 to 64 years,2019,Foreign country and stateless,994
Females,Malta,From 60 to 64 years,2020,Foreign country and stateless,1105
Females,Malta,From 60 to 64 years,2021,Foreign country and stateless,1112
Females,Malta,From 60 to 64 years,2022,Foreign country and stateless,1125
Females,Malta,From 60 to 64 years,2023,Foreign country and stateless,1258
Females,Malta,From 60 to 64 years,2024,Foreign country and stateless,1346
Females,Netherlands,From 60 to 64 years,2012,Foreign country and stateless,10325
Females,Netherlands,From 60 to 64 years,2013,Foreign country and stateless,10504
Females,Netherlands,From 60 to 64 years,2014,Foreign country and stateless,10620
Females,Netherlands,From 60 to 64 years,2015,Foreign country and stateless,10851
Females,Netherlands,From 60 to 64 years,2016,Foreign country and stateless,11099
Females,Netherlands,From 60 to 64 years,2017,Foreign country and stateless,11843
Females,Netherlands,From 60 to 64 years,2018,Foreign country and stateless,12437
Females,Netherlands,From 60 to 64 years,2019,Foreign country and stateless,13261
Females,Netherlands,From 60 to 64 years,2020,Foreign country and stateless,14007
Females,Netherlands,From 60 to 64 years,2021,Foreign country and stateless,15070
Females,Netherlands,From 60 to 64 years,2022,Foreign country and stateless,16040
Females,Netherlands,From 60 to 64 years,2023,Foreign country and stateless,19200
Females,Netherlands,From 60 to 64 years,2024,Foreign country and stateless,20708
Females,Norway,From 60 to 64 years,2012,Foreign country and stateless,3871
Females,Norway,From 60 to 64 years,2013,Foreign country and stateless,4102
Females,Norway,From 60 to 64 years,2014,Foreign country and stateless,4362
Females,Norway,From 60 to 64 years,2015,Foreign country and stateless,4669
Females,Norway,From 60 to 64 years,2016,Foreign country and stateless,4990
Females,Norway,From 60 to 64 years,2017,Foreign country and stateless,5437
Females,Norway,From 60 to 64 years,2018,Foreign country and stateless,5654
Females,Norway,From 60 to 64 years,2019,Foreign country and stateless,6185
Females,Norway,From 60 to 64 years,2020,Foreign country and stateless,6686
Females,Norway,From 60 to 64 years,2021,Foreign country and stateless,7138
Females,Norway,From 60 to 64 years,2022,Foreign country and stateless,7067
Females,Norway,From 60 to 64 years,2023,Foreign country and stateless,8265
Females,Norway,From 60 to 64 years,2024,Foreign country and stateless,9230
Females,Poland,From 60 to 64 years,2012,Foreign country and stateless,1167
Females,Poland,From 60 to 64 years,2013,Foreign country and stateless,1353
Females,Poland,From 60 to 64 years,2014,Foreign country and stateless,1616
Females,Poland,From 60 to 64 years,2015,Foreign country and stateless,1819
Females,Poland,From 60 to 64 years,2016,Foreign country and stateless,1765
Females,Poland,From 60 to 64 years,2017,Foreign country and stateless,2291
Females,Poland,From 60 to 64 years,2018,Foreign country and stateless,2643
Females,Poland,From 60 to 64 years,2019,Foreign country and stateless,2960
Females,Poland,From 60 to 64 years,2020,Foreign country and stateless,3482
Females,Poland,From 60 to 64 years,2021,Foreign country and stateless,3771
Females,Poland,From 60 to 64 years,2022,Foreign country and stateless,3606
Females,Poland,From 60 to 64 years,2023,Foreign country and stateless,3433
Females,Poland,From 60 to 64 years,2024,Foreign country and stateless,3287
Females,Portugal,From 60 to 64 years,2012,Foreign country and stateless,5545
Females,Portugal,From 60 to 64 years,2013,Foreign country and stateless,5814
Females,Portugal,From 60 to 64 years,2014,Foreign country and stateless,6183
Females,Portugal,From 60 to 64 years,2015,Foreign country and stateless,6769
Females,Portugal,From 60 to 64 years,2016,Foreign country and stateless,7290
Females,Portugal,From 60 to 64 years,2017,Foreign country and stateless,8302
Females,Portugal,From 60 to 64 years,2018,Foreign country and stateless,9250
Females,Portugal,From 60 to 64 years,2019,Foreign country and stateless,10639
Females,Portugal,From 60 to 64 years,2020,Foreign country and stateless,12294
Females,Portugal,From 60 to 64 years,2021,Foreign country and stateless,13873
Females,Portugal,From 60 to 64 years,2022,Foreign country and stateless,14440
Females,Portugal,From 60 to 64 years,2023,Foreign country and stateless,16975
Females,Portugal,From 60 to 64 years,2024,Foreign country and stateless,20194
Females,Romania,From 60 to 64 years,2012,Foreign country and stateless,547
Females,Romania,From 60 to 64 years,2013,Foreign country and stateless,523
Females,Romania,From 60 to 64 years,2014,Foreign country and stateless,639
Females,Romania,From 60 to 64 years,2015,Foreign country and stateless,724
Females,Romania,From 60 to 64 years,2016,Foreign country and stateless,827
Females,Romania,From 60 to 64 years,2017,Foreign country and stateless,898
Females,Romania,From 60 to 64 years,2018,Foreign country and stateless,956
Females,Romania,From 60 to 64 years,2019,Foreign country and stateless,974
Females,Romania,From 60 to 64 years,2020,Foreign country and stateless,1071
Females,Romania,From 60 to 64 years,2021,Foreign country and stateless,1151
Females,Romania,From 60 to 64 years,2023,Foreign country and stateless,1873
Females,Romania,From 60 to 64 years,2024,Foreign country and stateless,2066
Females,Sweden,From 60 to 64 years,2012,Foreign country and stateless,12197
Females,Sweden,From 60 to 64 years,2013,Foreign country and stateless,11829
Females,Sweden,From 60 to 64 years,2014,Foreign country and stateless,11505
Females,Sweden,From 60 to 64 years,2015,Foreign country and stateless,11278
Females,Sweden,From 60 to 64 years,2016,Foreign country and stateless,11134
Females,Sweden,From 60 to 64 years,2017,Foreign country and stateless,11387
Females,Sweden,From 60 to 64 years,2018,Foreign country and stateless,11584
Females,Sweden,From 60 to 64 years,2019,Foreign country and stateless,11715
Females,Sweden,From 60 to 64 years,2020,Foreign country and stateless,11617
Females,Sweden,From 60 to 64 years,2021,Foreign country and stateless,11568
Females,Sweden,From 60 to 64 years,2022,Foreign country and stateless,11140
Females,Sweden,From 60 to 64 years,2023,Foreign country and stateless,10807
Females,Sweden,From 60 to 64 years,2024,Foreign country and stateless,10777
Females,Slovenia,From 60 to 64 years,2012,Foreign country and stateless,764
Females,Slovenia,From 60 to 64 years,2013,Foreign country and stateless,843
Females,Slovenia,From 60 to 64 years,2014,Foreign country and stateless,890
Females,Slovenia,From 60 to 64 years,2015,Foreign country and stateless,965
Females,Slovenia,From 60 to 64 years,2016,Foreign country and stateless,1046
Females,Slovenia,From 60 to 64 years,2017,Foreign country and stateless,1148
Females,Slovenia,From 60 to 64 years,2018,Foreign country and stateless,1230
Females,Slovenia,From 60 to 64 years,2019,Foreign country and stateless,1374
Females,Slovenia,From 60 to 64 years,2020,Foreign country and stateless,1503
Females,Slovenia,From 60 to 64 years,2021,Foreign country and stateless,1635
Females,Slovenia,From 60 to 64 years,2022,Foreign country and stateless,1737
Females,Slovenia,From 60 to 64 years,2023,Foreign country and stateless,2154
Females,Slovenia,From 60 to 64 years,2024,Foreign country and stateless,2338
Females,Slovakia,From 60 to 64 years,2012,Foreign country and stateless,1938
Females,Slovakia,From 60 to 64 years,2013,Foreign country and stateless,2028
Females,Slovakia,From 60 to 64 years,2014,Foreign country and stateless,1407
Females,Slovakia,From 60 to 64 years,2015,Foreign country and stateless,1419
Females,Slovakia,From 60 to 64 years,2016,Foreign country and stateless,1413
Females,Slovakia,From 60 to 64 years,2017,Foreign country and stateless,1411
Females,Slovakia,From 60 to 64 years,2018,Foreign country and stateless,1380
Females,Slovakia,From 60 to 64 years,2019,Foreign country and stateless,1374
Females,Slovakia,From 60 to 64 years,2020,Foreign country and stateless,1377
Females,Slovakia,From 60 to 64 years,2021,Foreign country and stateless,1408
Females,Slovakia,From 60 to 64 years,2022,Foreign country and stateless,924
Females,Slovakia,From 60 to 64 years,2023,Foreign country and stateless,983
Females,Slovakia,From 60 to 64 years,2024,Foreign country and stateless,1077
Males,Austria,From 60 to 64 years,2012,Foreign country and stateless,21984
Males,Austria,From 60 to 64 years,2013,Foreign country and stateless,23451
Males,Austria,From 60 to 64 years,2014,Foreign country and stateless,24000
Males,Austria,From 60 to 64 years,2015,Foreign country and stateless,24586
Males,Austria,From 60 to 64 years,2016,Foreign country and stateless,24938
Males,Austria,From 60 to 64 years,2017,Foreign country and stateless,25727
Males,Austria,From 60 to 64 years,2018,Foreign country and stateless,25951
Males,Austria,From 60 to 64 years,2019,Foreign country and stateless,26710
Males,Austria,From 60 to 64 years,2020,Foreign country and stateless,27726
Males,Austria,From 60 to 64 years,2021,Foreign country and stateless,29453
Males,Austria,From 60 to 64 years,2022,Foreign country and stateless,31051
Males,Austria,From 60 to 64 years,2023,Foreign country and stateless,34590
Males,Austria,From 60 to 64 years,2024,Foreign country and stateless,37057
Males,Belgium,From 60 to 64 years,2012,Foreign country and stateless,27901
Males,Belgium,From 60 to 64 years,2013,Foreign country and stateless,27922
Males,Belgium,From 60 to 64 years,2014,Foreign country and stateless,27964
Males,Belgium,From 60 to 64 years,2015,Foreign country and stateless,28483
Males,Belgium,From 60 to 64 years,2016,Foreign country and stateless,29377
Males,Belgium,From 60 to 64 years,2017,Foreign country and stateless,30498
Males,Belgium,From 60 to 64 years,2018,Foreign country and stateless,31088
Males,Belgium,From 60 to 64 years,2019,Foreign country and stateless,32274
Males,Belgium,From 60 to 64 years,2020,Foreign country and stateless,33106
Males,Belgium,From 60 to 64 years,2021,Foreign country and stateless,34322
Males,Belgium,From 60 to 64 years,2022,Foreign country and stateless,35311
Males,Belgium,From 60 to 64 years,2023,Foreign country and stateless,37291
Males,Belgium,From 60 to 64 years,2024,Foreign country and stateless,38485
Males,Bulgaria,From 60 to 64 years,2012,Foreign country and stateless,957
Males,Bulgaria,From 60 to 64 years,2013,Foreign country and stateless,1306
Males,Bulgaria,From 60 to 64 years,2014,Foreign country and stateless,1657
Males,Bulgaria,From 60 to 64 years,2015,Foreign country and stateless,1995
Males,Bulgaria,From 60 to 64 years,2016,Foreign country and stateless,2238
Males,Bulgaria,From 60 to 64 years,2017,Foreign country and stateless,2539
Males,Bulgaria,From 60 to 64 years,2018,Foreign country and stateless,2640
Males,Bulgaria,From 60 to 64 years,2019,Foreign country and stateless,3067
Males,Bulgaria,From 60 to 64 years,2020,Foreign country and stateless,3541
Males,Bulgaria,From 60 to 64 years,2021,Foreign country and stateless,3885
Males,Bulgaria,From 60 to 64 years,2022,Foreign country and stateless,2227
Males,Bulgaria,From 60 to 64 years,2023,Foreign country and stateless,3069
Males,Bulgaria,From 60 to 64 years,2024,Foreign country and stateless,4331
Males,Switzerland,From 60 to 64 years,2012,Foreign country and stateless,37269
Males,Switzerland,From 60 to 64 years,2013,Foreign country and stateless,37961
Males,Switzerland,From 60 to 64 years,2014,Foreign country and stateless,38625
Males,Switzerland,From 60 to 64 years,2015,Foreign country and stateless,39968
Males,Switzerland,From 60 to 64 years,2016,Foreign country and stateless,41211
Males,Switzerland,From 60 to 64 years,2017,Foreign country and stateless,43375
Males,Switzerland,From 60 to 64 years,2018,Foreign country and stateless,44858
Males,Switzerland,From 60 to 64 years,2019,Foreign country and stateless,46680
Males,Switzerland,From 60 to 64 years,2020,Foreign country and stateless,48681
Males,Switzerland,From 60 to 64 years,2021,Foreign country and stateless,51560
Males,Switzerland,From 60 to 64 years,2022,Foreign country and stateless,53666
Males,Switzerland,From 60 to 64 years,2023,Foreign country and stateless,56565
Males,Switzerland,From 60 to 64 years,2024,Foreign country and stateless,60269
Males,Cyprus,From 60 to 64 years,2012,Foreign country and stateless,2898
Males,Cyprus,From 60 to 64 years,2013,Foreign country and stateless,2855
Males,Cyprus,From 60 to 64 years,2014,Foreign country and stateless,2626
Males,Cyprus,From 60 to 64 years,2015,Foreign country and stateless,2523
Males,Cyprus,From 60 to 64 years,2016,Foreign country and stateless,2477
Males,Cyprus,From 60 to 64 years,2017,Foreign country and stateless,2563
Males,Cyprus,From 60 to 64 years,2018,Foreign country and stateless,2715
Males,Cyprus,From 60 to 64 years,2019,Foreign country and stateless,3109
Males,Cyprus,From 60 to 64 years,2020,Foreign country and stateless,3449
Males,Cyprus,From 60 to 64 years,2021,Foreign country and stateless,3206
Males,Cyprus,From 60 to 64 years,2022,Foreign country and stateless,3502
Males,Cyprus,From 60 to 64 years,2023,Foreign country and stateless,3929
Males,Cyprus,From 60 to 64 years,2024,Foreign country and stateless,4306
Males,Czechia,From 60 to 64 years,2012,Foreign country and stateless,7068
Males,Czechia,From 60 to 64 years,2013,Foreign country and stateless,7694
Males,Czechia,From 60 to 64 years,2014,Foreign country and stateless,8469
Males,Czechia,From 60 to 64 years,2015,Foreign country and stateless,9618
Males,Czechia,From 60 to 64 years,2016,Foreign country and stateless,10696
Males,Czechia,From 60 to 64 years,2017,Foreign country and stateless,12000
Males,Czechia,From 60 to 64 years,2018,Foreign country and stateless,12606
Males,Czechia,From 60 to 64 years,2019,Foreign country and stateless,14036
Males,Czechia,From 60 to 64 years,2020,Foreign country and stateless,15383
Males,Czechia,From 60 to 64 years,2021,Foreign country and stateless,10209
Males,Czechia,From 60 to 64 years,2022,Foreign country and stateless,11359
Males,Czechia,From 60 to 64 years,2023,Foreign country and stateless,16153
Males,Czechia,From 60 to 64 years,2024,Foreign country and stateless,19151
Males,Germany,From 60 to 64 years,2012,Foreign country and stateless,164684
Males,Germany,From 60 to 64 years,2013,Foreign country and stateless,157340
Males,Germany,From 60 to 64 years,2014,Foreign country and stateless,149869
Males,Germany,From 60 to 64 years,2015,Foreign country and stateless,147323
Males,Germany,From 60 to 64 years,2016,Foreign country and stateless,151375
Males,Germany,From 60 to 64 years,2017,Foreign country and stateless,161679
Males,Germany,From 60 to 64 years,2018,Foreign country and stateless,171486
Males,Germany,From 60 to 64 years,2019,Foreign country and stateless,183221
Males,Germany,From 60 to 64 years,2020,Foreign country and stateless,191637
Males,Germany,From 60 to 64 years,2021,Foreign country and stateless,201348
Males,Germany,From 60 to 64 years,2022,Foreign country and stateless,206998
Males,Germany,From 60 to 64 years,2023,Foreign country and stateless,229005
Males,Germany,From 60 to 64 years,2024,Foreign country and stateless,247909
Males,Denmark,From 60 to 64 years,2012,Foreign country and stateless,5147
Males,Denmark,From 60 to 64 years,2013,Foreign country and stateless,5367
Males,Denmark,From 60 to 64 years,2014,Foreign country and stateless,5650
Males,Denmark,From 60 to 64 years,2015,Foreign country and stateless,5919
Males,Denmark,From 60 to 64 years,2016,Foreign country and stateless,6349
Males,Denmark,From 60 to 64 years,2017,Foreign country and stateless,6646
Males,Denmark,From 60 to 64 years,2018,Foreign country and stateless,6899
Males,Denmark,From 60 to 64 years,2019,Foreign country and stateless,7365
Males,Denmark,From 60 to 64 years,2020,Foreign country and stateless,7789
Males,Denmark,From 60 to 64 years,2021,Foreign country and stateless,8246
Males,Denmark,From 60 to 64 years,2022,Foreign country and stateless,8730
Males,Denmark,From 60 to 64 years,2023,Foreign country and stateless,9888
Males,Denmark,From 60 to 64 years,2024,Foreign country and stateless,10617
Males,Estonia,From 60 to 64 years,2012,Foreign country and stateless,8686
Males,Estonia,From 60 to 64 years,2013,Foreign country and stateless,9134
Males,Estonia,From 60 to 64 years,2014,Foreign country and stateless,9426
Males,Estonia,From 60 to 64 years,2015,Foreign country and stateless,9692
Males,Estonia,From 60 to 64 years,2016,Foreign country and stateless,9890
Males,Estonia,From 60 to 64 years,2017,Foreign country and stateless,9996
Males,Estonia,From 60 to 64 years,2018,Foreign country and stateless,10064
Males,Estonia,From 60 to 64 years,2019,Foreign country and stateless,10147
Males,Estonia,From 60 to 64 years,2020,Foreign country and stateless,10185
Males,Estonia,From 60 to 64 years,2021,Foreign country and stateless,10165
Males,Estonia,From 60 to 64 years,2022,Foreign country and stateless,10192
Males,Estonia,From 60 to 64 years,2023,Foreign country and stateless,10445
Males,Estonia,From 60 to 64 years,2024,Foreign country and stateless,10296
Males,Greece,From 60 to 64 years,2012,Foreign country and stateless,9882
Males,Greece,From 60 to 64 years,2013,Foreign country and stateless,9924
Males,Greece,From 60 to 64 years,2014,Foreign country and stateless,10052
Males,Greece,From 60 to 64 years,2015,Foreign country and stateless,10040
Males,Greece,From 60 to 64 years,2016,Foreign country and stateless,9974
Males,Greece,From 60 to 64 years,2017,Foreign country and stateless,9994
Males,Greece,From 60 to 64 years,2018,Foreign country and stateless,10116
Males,Greece,From 60 to 64 years,2019,Foreign country and stateless,10315
Males,Greece,From 60 to 64 years,2020,Foreign country and stateless,10757
Males,Greece,From 60 to 64 years,2021,Foreign country and stateless,11197
Males,Greece,From 60 to 64 years,2022,Foreign country and stateless,16451
Males,Greece,From 60 to 64 years,2023,Foreign country and stateless,17154
Males,Greece,From 60 to 64 years,2024,Foreign country and stateless,17010
Males,Spain,From 60 to 64 years,2012,Foreign country and stateless,66725
Males,Spain,From 60 to 64 years,2013,Foreign country and stateless,66807
Males,Spain,From 60 to 64 years,2014,Foreign country and stateless,65174
Males,Spain,From 60 to 64 years,2015,Foreign country and stateless,65927
Males,Spain,From 60 to 64 years,2016,Foreign country and stateless,67817
Males,Spain,From 60 to 64 years,2017,Foreign country and stateless,71035
Males,Spain,From 60 to 64 years,2018,Foreign country and stateless,74335
Males,Spain,From 60 to 64 years,2019,Foreign country and stateless,80034
Males,Spain,From 60 to 64 years,2020,Foreign country and stateless,87280
Males,Spain,From 60 to 64 years,2021,Foreign country and stateless,94478
Males,Spain,From 60 to 64 years,2022,Foreign country and stateless,100745
Males,Spain,From 60 to 64 years,2023,Foreign country and stateless,111510
Males,Spain,From 60 to 64 years,2024,Foreign country and stateless,120576
Males,Finland,From 60 to 64 years,2012,Foreign country and stateless,2565
Males,Finland,From 60 to 64 years,2013,Foreign country and stateless,2763
Males,Finland,From 60 to 64 years,2014,Foreign country and stateless,2932
Males,Finland,From 60 to 64 years,2015,Foreign country and stateless,3061
Males,Finland,From 60 to 64 years,2016,Foreign country and stateless,3274
Males,Finland,From 60 to 64 years,2017,Foreign country and stateless,3449
Males,Finland,From 60 to 64 years,2018,Foreign country and stateless,3587
Males,Finland,From 60 to 64 years,2019,Foreign country and stateless,3905
Males,Finland,From 60 to 64 years,2020,Foreign country and stateless,4261
Males,Finland,From 60 to 64 years,2021,Foreign country and stateless,4506
Males,Finland,From 60 to 64 years,2022,Foreign country and stateless,4862
Males,Finland,From 60 to 64 years,2023,Foreign country and stateless,5259
Males,Finland,From 60 to 64 years,2024,Foreign country and stateless,5854
Males,France,From 60 to 64 years,2012,Foreign country and stateless,124150
Males,France,From 60 to 64 years,2013,Foreign country and stateless,117056
Males,France,From 60 to 64 years,2014,Foreign country and stateless,117893
Males,France,From 60 to 64 years,2015,Foreign country and stateless,115663
Males,France,From 60 to 64 years,2016,Foreign country and stateless,113805
Males,France,From 60 to 64 years,2017,Foreign country and stateless,112094
Males,France,From 60 to 64 years,2018,Foreign country and stateless,114123
Males,France,From 60 to 64 years,2019,Foreign country and stateless,115718
Males,France,From 60 to 64 years,2020,Foreign country and stateless,118019
Males,France,From 60 to 64 years,2021,Foreign country and stateless,121688
Males,France,From 60 to 64 years,2022,Foreign country and stateless,126389
Males,France,From 60 to 64 years,2023,Foreign country and stateless,132848
Males,France,From 60 to 64 years,2024,Foreign country and stateless,140955
Males,Croatia,From 60 to 64 years,2013,Foreign country and stateless,686
Males,Croatia,From 60 to 64 years,2014,Foreign country and stateless,639
Males,Croatia,From 60 to 64 years,2015,Foreign country and stateless,670
Males,Croatia,From 60 to 64 years,2016,Foreign country and stateless,684
Males,Croatia,From 60 to 64 years,2017,Foreign country and stateless,656
Males,Croatia,From 60 to 64 years,2018,Foreign country and stateless,618
Males,Croatia,From 60 to 64 years,2019,Foreign country and stateless,592
Males,Croatia,From 60 to 64 years,2020,Foreign country and stateless,611
Males,Croatia,From 60 to 64 years,2021,Foreign country and stateless,707
Males,Croatia,From 60 to 64 years,2022,Foreign country and stateless,827
Males,Croatia,From 60 to 64 years,2023,Foreign country and stateless,1251
Males,Croatia,From 60 to 64 years,2024,Foreign country and stateless,1853
Males,Hungary,From 60 to 64 years,2012,Foreign country and stateless,3197
Males,Hungary,From 60 to 64 years,2013,Foreign country and stateless,3330
Males,Hungary,From 60 to 64 years,2014,Foreign country and stateless,3408
Males,Hungary,From 60 to 64 years,2015,Foreign country and stateless,3439
Males,Hungary,From 60 to 64 years,2016,Foreign country and stateless,3667
Males,Hungary,From 60 to 64 years,2017,Foreign country and stateless,3670
Males,Hungary,From 60 to 64 years,2018,Foreign country and stateless,3728
Males,Hungary,From 60 to 64 years,2019,Foreign country and stateless,3907
Males,Hungary,From 60 to 64 years,2020,Foreign country and stateless,4263
Males,Hungary,From 60 to 64 years,2021,Foreign country and stateless,4614
Males,Hungary,From 60 to 64 years,2022,Foreign country and stateless,5003
Males,Hungary,From 60 to 64 years,2023,Foreign country and stateless,5602
Males,Hungary,From 60 to 64 years,2024,Foreign country and stateless,6006
Males,Ireland,From 60 to 64 years,2012,Foreign country and stateless,5954
Males,Ireland,From 60 to 64 years,2013,Foreign country and stateless,6052
Males,Ireland,From 60 to 64 years,2014,Foreign country and stateless,6325
Males,Ireland,From 60 to 64 years,2015,Foreign country and stateless,6684
Males,Ireland,From 60 to 64 years,2016,Foreign country and stateless,7242
Males,Ireland,From 60 to 64 years,2017,Foreign country and stateless,7487
