iccs,geo,TIME_PERIOD,OBS_VALUE
Burglary,Liechtenstein,2015,449.61
Burglary,Liechtenstein,2016,374.78
Burglary,Liechtenstein,2017,335.89
Burglary,Liechtenstein,2018,367.32
Burglary,Liechtenstein,2019,278.81
Burglary,Liechtenstein,2020,152.27
Burglary,Liechtenstein,2021,284.21
Burglary,Liechtenstein,2022,351.07
Burglary,Lithuania,2013,109.86
Burglary,Lithuania,2014,113.54
Burglary,Lithuania,2015,102.66
Burglary,Lithuania,2016,91.98
Burglary,Lithuania,2017,90.94
Burglary,Lithuania,2018,70.6
Burglary,Lithuania,2019,58.73
Burglary,Lithuania,2020,43.81
Burglary,Lithuania,2021,29.4
Burglary,Lithuania,2022,28.94
Burglary,Luxembourg,2008,576.48
Burglary,Luxembourg,2009,597.97
Burglary,Luxembourg,2010,480.61
Burglary,Luxembourg,2011,699.24
Burglary,Luxembourg,2012,602.64
Burglary,Luxembourg,2013,632.91
Burglary,Luxembourg,2014,794.64
Burglary,Luxembourg,2015,374.98
Burglary,Luxembourg,2016,328.33
Burglary,Luxembourg,2017,342.66
Burglary,Luxembourg,2018,609.13
Burglary,Luxembourg,2019,575.18
Burglary,Luxembourg,2020,476.6
Burglary,Luxembourg,2021,489.34
Burglary,Luxembourg,2022,633.72
Burglary,Latvia,2008,128.52
Burglary,Latvia,2009,132.97
Burglary,Latvia,2010,72.39
Burglary,Latvia,2012,47.78
Burglary,Latvia,2013,47.19
Burglary,Latvia,2014,30.58
Burglary,Latvia,2015,25.23
Burglary,Latvia,2016,323.27
Burglary,Latvia,2017,268.24
Burglary,Latvia,2018,252.12
Burglary,Latvia,2019,219.27
Burglary,Latvia,2020,199.35
Burglary,Latvia,2021,146.79
Burglary,Latvia,2022,147.25
Burglary,Montenegro,2008,265.29
Burglary,Montenegro,2009,271.08
Burglary,Montenegro,2010,223.1
Burglary,Montenegro,2011,199.08
Burglary,Montenegro,2012,222.95
Burglary,Montenegro,2013,190.21
Burglary,Montenegro,2014,153.01
Burglary,Montenegro,2015,150.94
Burglary,Montenegro,2016,136.13
Burglary,Montenegro,2017,145.09
Burglary,Montenegro,2018,109.42
Burglary,Montenegro,2019,100.29
Burglary,Montenegro,2020,70.59
Burglary,Montenegro,2021,74.11
Burglary,Montenegro,2022,74.8
Burglary,North Macedonia,2008,568.51
Burglary,North Macedonia,2009,561.35
Burglary,North Macedonia,2010,652.74
Burglary,North Macedonia,2011,703.11
Burglary,North Macedonia,2012,727.5
Burglary,North Macedonia,2013,732.63
Burglary,North Macedonia,2014,634.53
Burglary,Malta,2008,327.1
Burglary,Malta,2009,282.53
Burglary,Malta,2010,291.77
Burglary,Malta,2011,314.71
Burglary,Malta,2012,307.75
Burglary,Malta,2013,280.47
Burglary,Malta,2014,289.92
Burglary,Malta,2015,236.76
Burglary,Malta,2016,239.33
Burglary,Malta,2017,275.26
Burglary,Malta,2018,254.57
Burglary,Malta,2019,257.31
Burglary,Malta,2020,201.34
Burglary,Malta,2021,169.15
Burglary,Malta,2022,171.99
Burglary,Netherlands,2008,1753.36
Burglary,Netherlands,2009,1721.39
Burglary,Netherlands,2010,744.22
Burglary,Netherlands,2011,747.31
Burglary,Netherlands,2012,723.57
Burglary,Netherlands,2013,717.96
Burglary,Netherlands,2014,614.2
Burglary,Netherlands,2015,571.51
Burglary,Netherlands,2016,498.29
Burglary,Netherlands,2017,437.29
Burglary,Netherlands,2018,367.26
Burglary,Netherlands,2019,341.1
Burglary,Netherlands,2020,286.34
Burglary,Netherlands,2021,212.78
Burglary,Netherlands,2022,212.13
Burglary,Norway,2008,464.71
Burglary,Norway,2009,493.33
Burglary,Norway,2010,438.39
Burglary,Norway,2011,365.49
Burglary,Norway,2012,348.81
Burglary,Norway,2013,311.6
Burglary,Norway,2014,291.51
Burglary,Poland,2008,325.5
Burglary,Poland,2009,355.0
Burglary,Poland,2010,368.42
Burglary,Poland,2011,356.28
Burglary,Poland,2012,336.18
Burglary,Poland,2013,311.42
Burglary,Poland,2014,281.17
Burglary,Poland,2015,249.12
Burglary,Poland,2016,210.52
Burglary,Poland,2017,178.32
Burglary,Poland,2018,182.08
Burglary,Poland,2019,188.01
Burglary,Poland,2020,196.27
Burglary,Poland,2021,194.17
Burglary,Poland,2022,186.58
Burglary,Portugal,2008,509.33
Burglary,Portugal,2009,466.88
Burglary,Portugal,2010,479.03
Burglary,Portugal,2011,492.65
Burglary,Portugal,2012,415.87
Burglary,Portugal,2013,366.06
Burglary,Portugal,2014,331.94
Burglary,Portugal,2015,283.24
Burglary,Portugal,2016,253.28
Burglary,Portugal,2017,221.86
Burglary,Portugal,2018,221.86
Burglary,Portugal,2019,208.55
Burglary,Portugal,2020,185.83
Burglary,Portugal,2021,159.31
Burglary,Portugal,2022,163.65
Burglary,Romania,2008,49.84
Burglary,Romania,2009,56.62
Burglary,Romania,2010,66.15
Burglary,Romania,2011,76.17
Burglary,Romania,2012,97.16
Burglary,Romania,2013,97.77
Burglary,Romania,2014,256.26
Burglary,Romania,2015,148.77
Burglary,Romania,2016,138.32
Burglary,Romania,2017,138.35
Burglary,Romania,2018,155.96
Burglary,Romania,2019,150.11
Burglary,Romania,2020,133.17
Burglary,Romania,2021,135.49
Burglary,Romania,2022,133.64
Burglary,Serbia,2008,190.62
Burglary,Serbia,2009,193.61
Burglary,Serbia,2010,207.71
Burglary,Serbia,2011,240.36
Burglary,Serbia,2012,243.96
Burglary,Serbia,2013,441.33
Burglary,Serbia,2014,374.83
Burglary,Serbia,2015,316.27
Burglary,Serbia,2016,278.14
Burglary,Serbia,2017,239.25
Burglary,Serbia,2018,206.43
Burglary,Serbia,2019,171.04
Burglary,Serbia,2020,137.14
Burglary,Serbia,2021,142.98
Burglary,Serbia,2022,139.63
Burglary,Sweden,2008,1026.67
Burglary,Sweden,2009,1035.22
Burglary,Sweden,2010,992.67
Burglary,Sweden,2011,1001.7
Burglary,Sweden,2012,928.69
Burglary,Sweden,2013,894.24
Burglary,Sweden,2014,865.92
Burglary,Sweden,2015,923.93
Burglary,Sweden,2016,904.02
Burglary,Sweden,2017,900.25
Burglary,Sweden,2018,769.88
Burglary,Sweden,2019,737.52
Burglary,Sweden,2020,785.66
Burglary,Sweden,2021,703.48
Burglary,Sweden,2022,663.27
Burglary,Slovenia,2008,761.59
Burglary,Slovenia,2009,763.15
Burglary,Slovenia,2010,656.09
Burglary,Slovenia,2011,668.04
Burglary,Slovenia,2012,686.26
Burglary,Slovenia,2013,746.54
Burglary,Slovenia,2014,659.99
Burglary,Slovenia,2015,496.93
Burglary,Slovenia,2016,518.7
Burglary,Slovenia,2017,423.64
Burglary,Slovenia,2018,406.26
Burglary,Slovenia,2019,400.64
Burglary,Slovenia,2020,395.11
Burglary,Slovenia,2021,224.94
Burglary,Slovenia,2022,266.0
Burglary,Slovakia,2008,281.97
Burglary,Slovakia,2009,286.01
Burglary,Slovakia,2010,274.25
Burglary,Slovakia,2011,238.93
Burglary,Slovakia,2012,219.36
Burglary,Slovakia,2013,206.38
Burglary,Slovakia,2014,174.06
Burglary,Slovakia,2015,126.57
Burglary,Slovakia,2016,115.37
Burglary,Slovakia,2017,105.24
Burglary,Slovakia,2018,83.19
Burglary,Slovakia,2019,67.79
Burglary,Slovakia,2020,68.25
Burglary,Slovakia,2021,59.47
Burglary,Slovakia,2022,64.79
Burglary,Türkiye,2009,118.92
Burglary,Türkiye,2010,129.94
Burglary,Türkiye,2011,136.52
Burglary,Türkiye,2012,159.97
Burglary,Türkiye,2018,148.99
Burglary,Türkiye,2019,126.41
Burglary,Türkiye,2020,115.17
Burglary,Türkiye,2021,114.18
Burglary,Türkiye,2022,127.01
Burglary,England and Wales,2008,1064.87
Burglary,England and Wales,2009,982.29
Burglary,England and Wales,2010,942.37
Burglary,England and Wales,2011,895.81
Burglary,England and Wales,2012,815.67
Burglary,England and Wales,2013,780.87
Burglary,England and Wales,2014,718.55
Burglary,England and Wales,2015,695.62
Burglary,England and Wales,2016,708.87
Burglary,England and Wales,2017,747.32
Burglary,England and Wales,2018,717.21
Burglary,Scotland (NUTS 2021),2008,491.63
Burglary,Scotland (NUTS 2021),2009,455.71
Burglary,Scotland (NUTS 2021),2010,476.83
Burglary,Scotland (NUTS 2021),2011,458.7
Burglary,Scotland (NUTS 2021),2012,405.46
Burglary,Scotland (NUTS 2021),2013,418.64
Burglary,Scotland (NUTS 2021),2014,386.08
Burglary,Scotland (NUTS 2021),2015,329.26
Burglary,Scotland (NUTS 2021),2016,303.15
Burglary,Scotland (NUTS 2021),2017,279.42
Burglary,Scotland (NUTS 2021),2018,253.4
Burglary,Northern Ireland (UK) (NUTS 2021),2008,680.09
Burglary,Northern Ireland (UK) (NUTS 2021),2009,710.96
Burglary,Northern Ireland (UK) (NUTS 2021),2010,658.8
Burglary,Northern Ireland (UK) (NUTS 2021),2011,621.26
Burglary,Northern Ireland (UK) (NUTS 2021),2012,523.44
Burglary,Northern Ireland (UK) (NUTS 2021),2013,499.55
Burglary,Northern Ireland (UK) (NUTS 2021),2014,483.81
Burglary,Northern Ireland (UK) (NUTS 2021),2015,496.24
Burglary,Northern Ireland (UK) (NUTS 2021),2016,397.84
Burglary,Northern Ireland (UK) (NUTS 2021),2017,365.36
Burglary,Northern Ireland (UK) (NUTS 2021),2018,340.52
Burglary,Kosovo*,2008,285.86
Burglary,Kosovo*,2009,270.24
Burglary,Kosovo*,2010,317.87
Burglary,Kosovo*,2011,423.81
Burglary,Kosovo*,2016,336.08
Burglary,Kosovo*,2017,289.99
Burglary,Kosovo*,2018,289.24
Burglary,Kosovo*,2019,231.5
Burglary,Kosovo*,2020,215.42
Burglary of private residential premises,Albania,2008,21.99
Burglary of private residential premises,Albania,2009,23.77
Burglary of private residential premises,Albania,2011,34.57
Burglary of private residential premises,Albania,2014,57.21
Burglary of private residential premises,Albania,2015,47.95
Burglary of private residential premises,Albania,2016,42.13
Burglary of private residential premises,Albania,2017,39.8
Burglary of private residential premises,Albania,2018,42.43
Burglary of private residential premises,Albania,2019,40.42
Burglary of private residential premises,Albania,2020,31.41
Burglary of private residential premises,Albania,2021,26.29
Burglary of private residential premises,Albania,2022,21.51
Burglary of private residential premises,Austria,2008,206.79
Burglary of private residential premises,Austria,2009,236.57
Burglary of private residential premises,Austria,2010,175.37
Burglary of private residential premises,Austria,2011,186.46
Burglary of private residential premises,Austria,2012,184.1
Burglary of private residential premises,Austria,2013,195.79
Burglary of private residential premises,Austria,2014,201.13
Burglary of private residential premises,Austria,2015,180.92
Burglary of private residential premises,Austria,2016,149.31
Burglary of private residential premises,Austria,2017,133.94
Burglary of private residential premises,Austria,2018,110.53
Burglary of private residential premises,Austria,2019,99.31
Burglary of private residential premises,Austria,2020,73.26
Burglary of private residential premises,Austria,2021,51.13
Burglary of private residential premises,Austria,2022,67.0
Burglary of private residential premises,Bosnia and Herzegovina,2009,95.55
Burglary of private residential premises,Belgium,2008,600.56
Burglary of private residential premises,Belgium,2009,645.92
Burglary of private residential premises,Belgium,2010,586.7
Burglary of private residential premises,Belgium,2011,636.66
Burglary of private residential premises,Belgium,2012,681.76
Burglary of private residential premises,Belgium,2013,676.25
Burglary of private residential premises,Belgium,2014,650.0
Burglary of private residential premises,Belgium,2015,584.8
Burglary of private residential premises,Belgium,2016,489.49
Burglary of private residential premises,Belgium,2017,461.0
Burglary of private residential premises,Belgium,2018,450.38
Burglary of private residential premises,Belgium,2019,417.84
Burglary of private residential premises,Belgium,2020,294.78
Burglary of private residential premises,Belgium,2021,292.37
Burglary of private residential premises,Belgium,2022,336.8
Burglary of private residential premises,Bulgaria,2008,89.72
Burglary of private residential premises,Bulgaria,2009,106.64
Burglary of private residential premises,Bulgaria,2010,112.35
Burglary of private residential premises,Bulgaria,2011,88.99
Burglary of private residential premises,Bulgaria,2012,88.11
Burglary of private residential premises,Bulgaria,2013,87.8
Burglary of private residential premises,Bulgaria,2014,73.77
Burglary of private residential premises,Bulgaria,2015,61.55
Burglary of private residential premises,Bulgaria,2018,93.55
Burglary of private residential premises,Bulgaria,2019,79.81
Burglary of private residential premises,Bulgaria,2020,68.13
Burglary of private residential premises,Bulgaria,2021,57.04
Burglary of private residential premises,Bulgaria,2022,63.61
Burglary of private residential premises,Switzerland,2009,338.89
Burglary of private residential premises,Switzerland,2010,322.05
Burglary of private residential premises,Switzerland,2011,361.94
Burglary of private residential premises,Switzerland,2012,450.06
Burglary of private residential premises,Switzerland,2013,493.49
Burglary of private residential premises,Switzerland,2014,450.84
Burglary of private residential premises,Switzerland,2015,372.24
Burglary of private residential premises,Switzerland,2016,312.8
Burglary of private residential premises,Switzerland,2017,286.01
Burglary of private residential premises,Switzerland,2018,276.12
Burglary of private residential premises,Switzerland,2019,249.88
Burglary of private residential premises,Switzerland,2020,213.86
Burglary of private residential premises,Switzerland,2021,210.3
Burglary of private residential premises,Switzerland,2022,237.88
Burglary of private residential premises,Cyprus,2011,233.52
Burglary of private residential premises,Cyprus,2012,233.18
Burglary of private residential premises,Cyprus,2013,206.15
Burglary of private residential premises,Cyprus,2014,189.39
Burglary of private residential premises,Cyprus,2015,160.8
Burglary of private residential premises,Cyprus,2016,128.25
Burglary of private residential premises,Cyprus,2017,107.98
Burglary of private residential premises,Czechia,2008,44.8
Burglary of private residential premises,Czechia,2009,45.94
Burglary of private residential premises,Czechia,2010,51.36
Burglary of private residential premises,Czechia,2011,50.13
Burglary of private residential premises,Czechia,2012,52.15
Burglary of private residential premises,Czechia,2013,151.75
Burglary of private residential premises,Czechia,2014,122.07
Burglary of private residential premises,Czechia,2015,89.65
Burglary of private residential premises,Czechia,2016,76.05
Burglary of private residential premises,Czechia,2017,68.37
Burglary of private residential premises,Czechia,2018,56.82
Burglary of private residential premises,Czechia,2019,61.27
Burglary of private residential premises,Czechia,2020,51.54
Burglary of private residential premises,Czechia,2021,48.79
Burglary of private residential premises,Czechia,2022,56.03
Burglary of private residential premises,Germany,2008,131.7
Burglary of private residential premises,Germany,2009,138.78
Burglary of private residential premises,Germany,2010,148.34
Burglary of private residential premises,Germany,2011,165.28
Burglary of private residential premises,Germany,2012,179.41
Burglary of private residential premises,Germany,2013,185.66
Burglary of private residential premises,Germany,2014,188.35
Burglary of private residential premises,Germany,2015,205.84
Burglary of private residential premises,Germany,2016,184.08
Burglary of private residential premises,Germany,2017,141.22
Burglary of private residential premises,Germany,2018,117.77
Burglary of private residential premises,Germany,2019,104.97
Burglary of private residential premises,Germany,2020,90.21
Burglary of private residential premises,Germany,2021,65.22
Burglary of private residential premises,Germany,2022,79.18
Burglary of private residential premises,Denmark,2008,1073.63
Burglary of private residential premises,Denmark,2009,1213.49
Burglary of private residential premises,Denmark,2010,1128.33
Burglary of private residential premises,Denmark,2011,1139.98
Burglary of private residential premises,Denmark,2012,1038.02
Burglary of private residential premises,Denmark,2013,1008.92
Burglary of private residential premises,Denmark,2014,900.02
Burglary of private residential premises,Denmark,2015,807.92
Burglary of private residential premises,Denmark,2016,777.59
Burglary of private residential premises,Denmark,2017,702.6
Burglary of private residential premises,Denmark,2018,688.8
Burglary of private residential premises,Denmark,2019,601.89
Burglary of private residential premises,Denmark,2020,466.08
Burglary of private residential premises,Denmark,2021,394.26
Burglary of private residential premises,Denmark,2022,390.44
Burglary of private residential premises,Estonia,2008,248.12
Burglary of private residential premises,Estonia,2009,226.62
Burglary of private residential premises,Estonia,2010,239.71
Burglary of private residential premises,Estonia,2011,209.98
Burglary of private residential premises,Estonia,2012,205.1
Burglary of private residential premises,Estonia,2013,161.49
Burglary of private residential premises,Estonia,2014,157.47
Burglary of private residential premises,Estonia,2015,126.4
Burglary of private residential premises,Estonia,2016,100.92
Burglary of private residential premises,Estonia,2017,73.35
Burglary of private residential premises,Estonia,2018,57.23
Burglary of private residential premises,Estonia,2019,45.29
Burglary of private residential premises,Estonia,2020,43.79
Burglary of private residential premises,Estonia,2021,36.92
Burglary of private residential premises,Estonia,2022,39.65
Burglary of private residential premises,Greece,2008,160.55
Burglary of private residential premises,Greece,2009,169.89
Burglary of private residential premises,Greece,2010,221.26
Burglary of private residential premises,Greece,2011,247.85
Burglary of private residential premises,Greece,2012,254.3
Burglary of private residential premises,Greece,2013,232.19
Burglary of private residential premises,Greece,2014,209.4
Burglary of private residential premises,Greece,2015,221.24
Burglary of private residential premises,Greece,2016,217.18
Burglary of private residential premises,Greece,2017,91.88
Burglary of private residential premises,Greece,2018,79.39
Burglary of private residential premises,Greece,2019,85.92
Burglary of private residential premises,Greece,2020,59.94
Burglary of private residential premises,Greece,2021,55.39
Burglary of private residential premises,Greece,2022,60.96
Burglary of private residential premises,Spain,2008,205.65
Burglary of private residential premises,Spain,2009,211.62
Burglary of private residential premises,Spain,2010,237.12
Burglary of private residential premises,Spain,2011,215.95
Burglary of private residential premises,Spain,2012,270.03
Burglary of private residential premises,Spain,2013,272.74
Burglary of private residential premises,Spain,2014,261.82
Burglary of private residential premises,Spain,2015,248.23
Burglary of private residential premises,Spain,2016,243.97
Burglary of private residential premises,Spain,2017,225.87
Burglary of private residential premises,Spain,2018,229.68
Burglary of private residential premises,Spain,2019,209.48
Burglary of private residential premises,Spain,2020,152.92
Burglary of private residential premises,Spain,2021,159.29
Burglary of private residential premises,Spain,2022,182.39
Burglary of private residential premises,Finland,2008,112.78
Burglary of private residential premises,Finland,2009,121.98
Burglary of private residential premises,Finland,2010,120.58
Burglary of private residential premises,Finland,2011,124.12
Burglary of private residential premises,Finland,2012,116.29
Burglary of private residential premises,Finland,2013,105.92
Burglary of private residential premises,Finland,2014,116.76
Burglary of private residential premises,Finland,2015,109.11
Burglary of private residential premises,Finland,2016,96.57
Burglary of private residential premises,Finland,2017,86.69
Burglary of private residential premises,Finland,2018,89.35
Burglary of private residential premises,Finland,2019,82.2
Burglary of private residential premises,Finland,2020,85.5
Burglary of private residential premises,Finland,2021,70.44
Burglary of private residential premises,Finland,2022,64.72
Burglary of private residential premises,France,2008,259.74
Burglary of private residential premises,France,2009,278.8
Burglary of private residential premises,France,2010,293.77
Burglary of private residential premises,France,2011,338.65
Burglary of private residential premises,France,2012,364.73
Burglary of private residential premises,France,2013,381.75
Burglary of private residential premises,France,2014,357.31
Burglary of private residential premises,France,2015,348.61
Burglary of private residential premises,France,2016,361.29
Burglary of private residential premises,Croatia,2008,62.94
Burglary of private residential premises,Croatia,2009,64.43
Burglary of private residential premises,Croatia,2010,95.47
Burglary of private residential premises,Croatia,2011,107.6
Burglary of private residential premises,Croatia,2012,132.46
Burglary of private residential premises,Croatia,2013,140.68
Burglary of private residential premises,Croatia,2014,116.42
Burglary of private residential premises,Croatia,2015,116.18
Burglary of private residential premises,Croatia,2016,105.21
Burglary of private residential premises,Croatia,2017,109.14
Burglary of private residential premises,Croatia,2018,109.95
Burglary of private residential premises,Croatia,2019,94.6
Burglary of private residential premises,Croatia,2020,79.77
Burglary of private residential premises,Croatia,2021,63.6
Burglary of private residential premises,Croatia,2022,57.92
Burglary of private residential premises,Hungary,2008,191.52
Burglary of private residential premises,Hungary,2009,175.71
Burglary of private residential premises,Hungary,2010,219.48
Burglary of private residential premises,Hungary,2011,225.66
Burglary of private residential premises,Hungary,2012,239.02
Burglary of private residential premises,Hungary,2013,218.05
Burglary of private residential premises,Hungary,2014,244.26
Burglary of private residential premises,Hungary,2015,205.88
Burglary of private residential premises,Iceland,2009,303.1
Burglary of private residential premises,Iceland,2010,296.26
Burglary of private residential premises,Iceland,2011,192.49
Burglary of private residential premises,Iceland,2012,141.75
Burglary of private residential premises,Iceland,2013,118.69
Burglary of private residential premises,Iceland,2014,119.45
Burglary of private residential premises,Iceland,2015,122.15
Burglary of private residential premises,Iceland,2016,92.92
Burglary of private residential premises,Iceland,2017,113.2
Burglary of private residential premises,Iceland,2018,145.79
Burglary of private residential premises,Iceland,2020,106.55
Burglary of private residential premises,Iceland,2021,132.87
Burglary of private residential premises,Italy,2008,257.04
Burglary of private residential premises,Italy,2009,255.66
Burglary of private residential premises,Italy,2010,285.8
Burglary of private residential premises,Italy,2011,345.14
Burglary of private residential premises,Italy,2012,399.63
Burglary of private residential premises,Italy,2013,421.25
Burglary of private residential premises,Italy,2014,420.99
Burglary of private residential premises,Italy,2015,386.09
Burglary of private residential premises,Italy,2016,352.84
Burglary of private residential premises,Italy,2017,323.2
Burglary of private residential premises,Italy,2018,316.4
Burglary of private residential premises,Italy,2019,276.39
Burglary of private residential premises,Italy,2020,183.6
Burglary of private residential premises,Italy,2021,210.54
Burglary of private residential premises,Italy,2022,226.67
Burglary of private residential premises,Liechtenstein,2008,296.98
Burglary of private residential premises,Liechtenstein,2009,542.3
Burglary of private residential premises,Liechtenstein,2011,248.97
Burglary of private residential premises,Liechtenstein,2012,139.82
Burglary of private residential premises,Liechtenstein,2013,249.74
Burglary of private residential premises,Liechtenstein,2014,312.42
Burglary of private residential premises,Liechtenstein,2015,272.98
Burglary of private residential premises,Liechtenstein,2016,204.67
Burglary of private residential premises,Lithuania,2008,189.13
Burglary of private residential premises,Lithuania,2009,182.14
Burglary of private residential premises,Lithuania,2010,156.11
Burglary of private residential premises,Lithuania,2011,133.69
Burglary of private residential premises,Lithuania,2012,117.39
Burglary of private residential premises,Lithuania,2013,109.86
Burglary of private residential premises,Lithuania,2014,113.54
Burglary of private residential premises,Lithuania,2015,102.66
Burglary of private residential premises,Lithuania,2016,91.98
Burglary of private residential premises,Lithuania,2017,90.94
Burglary of private residential premises,Lithuania,2018,70.6
Burglary of private residential premises,Lithuania,2019,58.73
Burglary of private residential premises,Lithuania,2020,43.81
Burglary of private residential premises,Lithuania,2021,29.4
Burglary of private residential premises,Lithuania,2022,28.94
Burglary of private residential premises,Luxembourg,2008,308.39
Burglary of private residential premises,Luxembourg,2009,332.12
Burglary of private residential premises,Luxembourg,2010,269.29
Burglary of private residential premises,Luxembourg,2011,420.83
Burglary of private residential premises,Luxembourg,2012,354.77
Burglary of private residential premises,Luxembourg,2013,414.87
Burglary of private residential premises,Luxembourg,2014,603.08
Burglary of private residential premises,Luxembourg,2015,478.9
Burglary of private residential premises,Luxembourg,2016,368.42
Burglary of private residential premises,Luxembourg,2020,171.86
Burglary of private residential premises,Luxembourg,2021,180.71
Burglary of private residential premises,Latvia,2008,78.34
Burglary of private residential premises,Latvia,2009,83.64
Burglary of private residential premises,Latvia,2010,37.73
Burglary of private residential premises,Latvia,2012,35.75
Burglary of private residential premises,Latvia,2013,34.74
Burglary of private residential premises,Latvia,2014,21.58
Burglary of private residential premises,Latvia,2015,12.84
Burglary of private residential premises,Latvia,2016,88.02
Burglary of private residential premises,Latvia,2017,73.28
Burglary of private residential premises,Latvia,2018,66.33
Burglary of private residential premises,Latvia,2019,53.54
Burglary of private residential premises,Latvia,2020,43.67
Burglary of private residential premises,Latvia,2021,27.57
Burglary of private residential premises,Latvia,2022,25.32
Burglary of private residential premises,North Macedonia,2008,65.81
Burglary of private residential premises,North Macedonia,2009,78.69
Burglary of private residential premises,North Macedonia,2010,78.43
Burglary of private residential premises,North Macedonia,2011,104.99
Burglary of private residential premises,North Macedonia,2012,96.47
Burglary of private residential premises,North Macedonia,2013,127.96
Burglary of private residential premises,North Macedonia,2014,139.46
Burglary of private residential premises,Malta,2008,165.26
Burglary of private residential premises,Malta,2009,162.32
Burglary of private residential premises,Malta,2010,169.8
Burglary of private residential premises,Malta,2011,176.87
Burglary of private residential premises,Malta,2012,193.75
Burglary of private residential premises,Malta,2013,150.53
Burglary of private residential premises,Malta,2014,176.05
Burglary of private residential premises,Malta,2015,133.96
Burglary of private residential premises,Malta,2016,141.65
Burglary of private residential premises,Malta,2017,153.6
Burglary of private residential premises,Malta,2018,154.93
Burglary of private residential premises,Malta,2019,147.3
Burglary of private residential premises,Malta,2020,100.86
Burglary of private residential premises,Malta,2021,89.71
Burglary of private residential premises,Malta,2022,74.86
Burglary of private residential premises,Netherlands,2008,556.19
Burglary of private residential premises,Netherlands,2009,573.71
Burglary of private residential premises,Netherlands,2010,475.6
Burglary of private residential premises,Netherlands,2011,497.66
Burglary of private residential premises,Netherlands,2012,512.9
Burglary of private residential premises,Netherlands,2013,509.4
Burglary of private residential premises,Netherlands,2014,423.28
Burglary of private residential premises,Netherlands,2015,392.44
Burglary of private residential premises,Netherlands,2016,334.09
Burglary of private residential premises,Netherlands,2017,288.79
Burglary of private residential premises,Netherlands,2018,245.27
Burglary of private residential premises,Netherlands,2019,227.49
Burglary of private residential premises,Netherlands,2020,182.31
Burglary of private residential premises,Netherlands,2021,137.91
Burglary of private residential premises,Netherlands,2022,134.7
Burglary of private residential premises,Norway,2008,171.52
Burglary of private residential premises,Norway,2009,188.26
Burglary of private residential premises,Norway,2010,149.93
Burglary of private residential premises,Norway,2011,117.68
Burglary of private residential premises,Norway,2012,120.08
Burglary of private residential premises,Norway,2013,108.05
Burglary of private residential premises,Norway,2014,98.57
Burglary of private residential premises,Poland,2008,54.81
Burglary of private residential premises,Poland,2009,58.2
Burglary of private residential premises,Poland,2010,63.44
Burglary of private residential premises,Poland,2011,67.11
Burglary of private residential premises,Poland,2012,70.47
Burglary of private residential premises,Poland,2013,60.11
Burglary of private residential premises,Poland,2014,33.04
Burglary of private residential premises,Poland,2015,30.04
Burglary of private residential premises,Poland,2017,55.62
Burglary of private residential premises,Poland,2018,51.06
Burglary of private residential premises,Poland,2019,49.56
Burglary of private residential premises,Poland,2020,48.12
Burglary of private residential premises,Poland,2021,47.31
Burglary of private residential premises,Portugal,2008,281.08
Burglary of private residential premises,Portugal,2009,246.57
Burglary of private residential premises,Portugal,2010,252.07
Burglary of private residential premises,Portugal,2011,267.74
Burglary of private residential premises,Portugal,2012,238.57
Burglary of private residential premises,Portugal,2013,211.74
Burglary of private residential premises,Portugal,2014,185.21
Burglary of private residential premises,Portugal,2015,156.01
Burglary of private residential premises,Portugal,2016,138.95
Burglary of private residential premises,Portugal,2017,119.31
Burglary of private residential premises,Portugal,2018,118.17
Burglary of private residential premises,Portugal,2019,106.66
Burglary of private residential premises,Portugal,2020,89.05
Burglary of private residential premises,Portugal,2021,81.76
Burglary of private residential premises,Portugal,2022,89.61
Burglary of private residential premises,Romania,2008,49.84
Burglary of private residential premises,Romania,2009,56.62
Burglary of private residential premises,Romania,2010,66.15
Burglary of private residential premises,Romania,2011,76.17
Burglary of private residential premises,Romania,2012,76.09
Burglary of private residential premises,Romania,2013,75.35
Burglary of private residential premises,Romania,2014,128.3
Burglary of private residential premises,Romania,2015,76.07
Burglary of private residential premises,Romania,2016,75.07
Burglary of private residential premises,Romania,2017,73.7
Burglary of private residential premises,Romania,2018,84.91
Burglary of private residential premises,Romania,2019,85.42
Burglary of private residential premises,Romania,2020,78.94
Burglary of private residential premises,Romania,2021,78.34
Burglary of private residential premises,Romania,2022,78.09
Burglary of private residential premises,Serbia,2008,81.58
Burglary of private residential premises,Serbia,2009,83.45
Burglary of private residential premises,Serbia,2010,81.38
Burglary of private residential premises,Serbia,2011,95.5
Burglary of private residential premises,Serbia,2012,93.37
Burglary of private residential premises,Serbia,2013,94.63
Burglary of private residential premises,Serbia,2014,85.45
Burglary of private residential premises,Serbia,2015,77.46
Burglary of private residential premises,Serbia,2016,111.6
Burglary of private residential premises,Serbia,2017,92.55
Burglary of private residential premises,Serbia,2018,84.68
Burglary of private residential premises,Serbia,2019,71.0
Burglary of private residential premises,Serbia,2020,53.84
Burglary of private residential premises,Serbia,2021,54.11
Burglary of private residential premises,Serbia,2022,50.98
Burglary of private residential premises,Sweden,2008,412.4
Burglary of private residential premises,Sweden,2009,428.89
Burglary of private residential premises,Sweden,2010,434.25
Burglary of private residential premises,Sweden,2011,455.07
Burglary of private residential premises,Sweden,2012,417.09
Burglary of private residential premises,Sweden,2013,425.43
Burglary of private residential premises,Sweden,2014,393.76
