citizen,lev_perc,geo,TIME_PERIOD,OBS_VALUE
Foreign country,Very bad,Czechia,2021,1.3
Foreign country,Very bad,Czechia,2022,1.5
Foreign country,Very bad,Czechia,2023,0.6
Foreign country,Very bad,Czechia,2024,1.4
Foreign country,Very bad,Germany,2015,1.3
Foreign country,Very bad,Germany,2016,1.0
Foreign country,Very bad,Germany,2017,1.8
Foreign country,Very bad,Germany,2018,1.3
Foreign country,Very bad,Germany,2019,1.8
Foreign country,Very bad,Germany,2020,4.6
Foreign country,Very bad,Germany,2021,2.4
Foreign country,Very bad,Germany,2022,2.0
Foreign country,Very bad,Germany,2023,2.0
Foreign country,Very bad,Germany,2024,2.3
Foreign country,Very bad,Denmark,2015,2.9
Foreign country,Very bad,Denmark,2016,2.2
Foreign country,Very bad,Denmark,2017,2.6
Foreign country,Very bad,Denmark,2018,4.4
Foreign country,Very bad,Denmark,2019,4.0
Foreign country,Very bad,Denmark,2020,1.5
Foreign country,Very bad,Denmark,2021,1.3
Foreign country,Very bad,Denmark,2022,1.5
Foreign country,Very bad,Denmark,2023,1.6
Foreign country,Very bad,Denmark,2024,2.5
Foreign country,Very bad,Estonia,2015,3.3
Foreign country,Very bad,Estonia,2016,3.4
Foreign country,Very bad,Estonia,2017,3.6
Foreign country,Very bad,Estonia,2018,4.4
Foreign country,Very bad,Estonia,2019,3.3
Foreign country,Very bad,Estonia,2020,2.4
Foreign country,Very bad,Estonia,2021,2.0
Foreign country,Very bad,Estonia,2022,2.3
Foreign country,Very bad,Estonia,2023,2.5
Foreign country,Very bad,Estonia,2024,1.7
Foreign country,Very bad,Greece,2015,1.1
Foreign country,Very bad,Greece,2016,1.2
Foreign country,Very bad,Greece,2017,1.2
Foreign country,Very bad,Greece,2018,0.9
Foreign country,Very bad,Greece,2019,0.8
Foreign country,Very bad,Greece,2020,0.6
Foreign country,Very bad,Greece,2021,0.7
Foreign country,Very bad,Greece,2022,1.2
Foreign country,Very bad,Greece,2023,1.1
Foreign country,Very bad,Spain,2015,0.5
Foreign country,Very bad,Spain,2016,0.7
Foreign country,Very bad,Spain,2017,0.7
Foreign country,Very bad,Spain,2018,0.8
Foreign country,Very bad,Spain,2019,0.5
Foreign country,Very bad,Spain,2020,1.2
Foreign country,Very bad,Spain,2021,1.3
Foreign country,Very bad,Spain,2022,1.2
Foreign country,Very bad,Spain,2023,1.4
Foreign country,Very bad,Spain,2024,1.2
Foreign country,Very bad,Finland,2015,1.6
Foreign country,Very bad,Finland,2016,1.6
Foreign country,Very bad,Finland,2017,0.0
Foreign country,Very bad,Finland,2018,1.1
Foreign country,Very bad,Finland,2019,1.6
Foreign country,Very bad,Finland,2020,0.0
Foreign country,Very bad,Finland,2021,2.2
Foreign country,Very bad,Finland,2022,1.5
Foreign country,Very bad,Finland,2023,1.4
Foreign country,Very bad,Finland,2024,0.0
Foreign country,Very bad,France,2015,2.1
Foreign country,Very bad,France,2016,2.0
Foreign country,Very bad,France,2017,1.6
Foreign country,Very bad,France,2018,1.5
Foreign country,Very bad,France,2019,2.0
Foreign country,Very bad,France,2020,0.8
Foreign country,Very bad,France,2021,1.5
Foreign country,Very bad,France,2022,2.6
Foreign country,Very bad,France,2023,2.6
Foreign country,Very bad,Croatia,2015,1.0
Foreign country,Very bad,Croatia,2016,3.1
Foreign country,Very bad,Croatia,2017,3.2
Foreign country,Very bad,Croatia,2018,7.2
Foreign country,Very bad,Croatia,2019,9.8
Foreign country,Very bad,Croatia,2020,2.6
Foreign country,Very bad,Croatia,2021,2.7
Foreign country,Very bad,Croatia,2022,1.6
Foreign country,Very bad,Croatia,2023,0.0
Foreign country,Very bad,Hungary,2015,0.5
Foreign country,Very bad,Hungary,2016,0.0
Foreign country,Very bad,Hungary,2017,5.0
Foreign country,Very bad,Hungary,2018,1.3
Foreign country,Very bad,Hungary,2019,0.0
Foreign country,Very bad,Hungary,2020,4.6
Foreign country,Very bad,Hungary,2021,0.0
Foreign country,Very bad,Hungary,2022,0.0
Foreign country,Very bad,Hungary,2023,0.0
Foreign country,Very bad,Hungary,2024,1.4
Foreign country,Very bad,Ireland,2015,0.4
Foreign country,Very bad,Ireland,2016,0.6
Foreign country,Very bad,Ireland,2017,0.9
Foreign country,Very bad,Ireland,2018,0.3
Foreign country,Very bad,Ireland,2019,0.3
Foreign country,Very bad,Ireland,2020,0.4
Foreign country,Very bad,Ireland,2021,0.9
Foreign country,Very bad,Ireland,2022,0.8
Foreign country,Very bad,Ireland,2023,2.1
Foreign country,Very bad,Iceland,2015,2.6
Foreign country,Very bad,Iceland,2016,0.0
Foreign country,Very bad,Iceland,2017,0.0
Foreign country,Very bad,Iceland,2018,0.5
Foreign country,Very bad,Iceland,2019,0.0
Foreign country,Very bad,Iceland,2020,0.7
Foreign country,Very bad,Italy,2015,1.0
Foreign country,Very bad,Italy,2016,0.3
Foreign country,Very bad,Italy,2017,0.1
Foreign country,Very bad,Italy,2018,0.3
Foreign country,Very bad,Italy,2019,0.3
Foreign country,Very bad,Italy,2021,0.7
Foreign country,Very bad,Italy,2022,0.5
Foreign country,Very bad,Italy,2023,0.2
Foreign country,Very bad,Italy,2024,0.2
Foreign country,Very bad,Lithuania,2015,0.8
Foreign country,Very bad,Lithuania,2016,10.0
Foreign country,Very bad,Lithuania,2017,6.0
Foreign country,Very bad,Lithuania,2018,3.7
Foreign country,Very bad,Lithuania,2019,2.2
Foreign country,Very bad,Lithuania,2020,0.0
Foreign country,Very bad,Lithuania,2021,2.9
Foreign country,Very bad,Lithuania,2022,0.6
Foreign country,Very bad,Lithuania,2023,1.7
Foreign country,Very bad,Luxembourg,2015,1.6
Foreign country,Very bad,Luxembourg,2016,2.2
Foreign country,Very bad,Luxembourg,2017,1.8
Foreign country,Very bad,Luxembourg,2018,2.1
Foreign country,Very bad,Luxembourg,2019,1.4
Foreign country,Very bad,Luxembourg,2020,1.9
Foreign country,Very bad,Luxembourg,2021,1.0
Foreign country,Very bad,Luxembourg,2022,0.9
Foreign country,Very bad,Luxembourg,2023,1.0
Foreign country,Very bad,Luxembourg,2024,0.6
Foreign country,Very bad,Latvia,2015,4.8
Foreign country,Very bad,Latvia,2016,4.7
Foreign country,Very bad,Latvia,2017,4.2
Foreign country,Very bad,Latvia,2018,4.2
Foreign country,Very bad,Latvia,2019,4.3
Foreign country,Very bad,Latvia,2020,3.9
Foreign country,Very bad,Latvia,2021,3.9
Foreign country,Very bad,Latvia,2022,4.5
Foreign country,Very bad,Latvia,2023,5.6
Foreign country,Very bad,Latvia,2024,7.0
Foreign country,Very bad,Montenegro,2015,2.7
Foreign country,Very bad,Montenegro,2016,2.8
Foreign country,Very bad,Montenegro,2017,3.2
Foreign country,Very bad,Montenegro,2018,1.9
Foreign country,Very bad,Montenegro,2019,2.1
Foreign country,Very bad,Montenegro,2020,2.5
Foreign country,Very bad,Montenegro,2021,3.3
Foreign country,Very bad,Montenegro,2022,2.4
Foreign country,Very bad,North Macedonia,2015,1.6
Foreign country,Very bad,North Macedonia,2016,3.7
Foreign country,Very bad,North Macedonia,2017,13.8
Foreign country,Very bad,North Macedonia,2018,16.9
Foreign country,Very bad,North Macedonia,2019,6.9
Foreign country,Very bad,North Macedonia,2020,2.7
Foreign country,Very bad,Malta,2015,0.0
Foreign country,Very bad,Malta,2016,0.0
Foreign country,Very bad,Malta,2017,0.0
Foreign country,Very bad,Malta,2018,0.1
Foreign country,Very bad,Malta,2019,0.3
Foreign country,Very bad,Malta,2020,0.3
Foreign country,Very bad,Malta,2021,0.6
Foreign country,Very bad,Malta,2022,0.0
Foreign country,Very bad,Malta,2023,0.5
Foreign country,Very bad,Netherlands,2015,3.6
Foreign country,Very bad,Netherlands,2016,0.0
Foreign country,Very bad,Netherlands,2017,0.7
Foreign country,Very bad,Netherlands,2018,0.7
Foreign country,Very bad,Netherlands,2019,1.6
Foreign country,Very bad,Netherlands,2020,0.5
Foreign country,Very bad,Netherlands,2021,0.9
Foreign country,Very bad,Netherlands,2022,3.2
Foreign country,Very bad,Netherlands,2023,0.3
Foreign country,Very bad,Netherlands,2024,2.6
Foreign country,Very bad,Norway,2015,1.2
Foreign country,Very bad,Norway,2016,0.2
Foreign country,Very bad,Norway,2017,0.7
Foreign country,Very bad,Norway,2018,0.9
Foreign country,Very bad,Norway,2019,0.8
Foreign country,Very bad,Norway,2020,0.2
Foreign country,Very bad,Norway,2021,0.7
Foreign country,Very bad,Norway,2022,1.3
Foreign country,Very bad,Norway,2023,0.7
Foreign country,Very bad,Norway,2024,0.4
Foreign country,Very bad,Poland,2015,3.1
Foreign country,Very bad,Poland,2016,0.0
Foreign country,Very bad,Poland,2017,0.0
Foreign country,Very bad,Poland,2018,0.0
Foreign country,Very bad,Poland,2019,1.4
Foreign country,Very bad,Poland,2020,0.0
Foreign country,Very bad,Poland,2021,0.5
Foreign country,Very bad,Poland,2022,1.4
Foreign country,Very bad,Poland,2023,2.9
Foreign country,Very bad,Portugal,2015,3.5
Foreign country,Very bad,Portugal,2016,0.5
Foreign country,Very bad,Portugal,2017,1.5
Foreign country,Very bad,Portugal,2018,0.9
Foreign country,Very bad,Portugal,2019,1.4
Foreign country,Very bad,Portugal,2020,1.2
Foreign country,Very bad,Portugal,2021,1.2
Foreign country,Very bad,Portugal,2022,0.9
Foreign country,Very bad,Portugal,2023,1.3
Foreign country,Very bad,Romania,2024,1.1
Foreign country,Very bad,Serbia,2015,5.1
Foreign country,Very bad,Serbia,2016,1.3
Foreign country,Very bad,Serbia,2017,2.6
Foreign country,Very bad,Serbia,2018,2.4
Foreign country,Very bad,Serbia,2019,2.8
Foreign country,Very bad,Serbia,2020,0.0
Foreign country,Very bad,Serbia,2021,3.8
Foreign country,Very bad,Serbia,2022,8.0
Foreign country,Very bad,Serbia,2023,4.3
Foreign country,Very bad,Sweden,2015,1.2
Foreign country,Very bad,Sweden,2016,0.7
Foreign country,Very bad,Sweden,2017,1.3
Foreign country,Very bad,Sweden,2018,1.1
Foreign country,Very bad,Sweden,2019,0.4
Foreign country,Very bad,Sweden,2020,1.5
Foreign country,Very bad,Sweden,2021,1.4
Foreign country,Very bad,Sweden,2022,1.3
Foreign country,Very bad,Sweden,2023,2.2
Foreign country,Very bad,Sweden,2024,2.7
Foreign country,Very bad,Slovenia,2015,0.5
Foreign country,Very bad,Slovenia,2016,1.2
Foreign country,Very bad,Slovenia,2017,1.0
Foreign country,Very bad,Slovenia,2018,1.9
Foreign country,Very bad,Slovenia,2019,1.9
Foreign country,Very bad,Slovenia,2020,0.8
Foreign country,Very bad,Slovenia,2021,0.7
Foreign country,Very bad,Slovenia,2022,2.0
Foreign country,Very bad,Slovenia,2023,1.6
Foreign country,Very bad,Slovenia,2024,0.5
Foreign country,Very bad,Slovakia,2015,0.0
Foreign country,Very bad,Slovakia,2016,0.0
Foreign country,Very bad,Slovakia,2017,0.0
Foreign country,Very bad,Slovakia,2018,5.2
Foreign country,Very bad,Slovakia,2019,5.8
Foreign country,Very bad,Slovakia,2020,4.5
Foreign country,Very bad,Slovakia,2021,2.8
Foreign country,Very bad,Slovakia,2022,2.5
Foreign country,Very bad,Slovakia,2023,1.8
Foreign country,Very bad,Türkiye,2015,0.9
Foreign country,Very bad,Türkiye,2016,0.7
Foreign country,Very bad,Türkiye,2017,0.8
Foreign country,Very bad,Türkiye,2018,0.0
Foreign country,Very bad,Türkiye,2019,0.6
Foreign country,Very bad,Türkiye,2020,0.0
Foreign country,Very bad,Türkiye,2021,0.5
Foreign country,Very bad,Türkiye,2022,0.3
Foreign country,Very bad,Türkiye,2023,1.2
Foreign country,Very bad,United Kingdom,2015,1.0
Foreign country,Very bad,United Kingdom,2016,0.8
Foreign country,Very bad,United Kingdom,2017,1.4
Foreign country,Very bad,United Kingdom,2018,1.2
Foreign country,Very bad,Kosovo*,2018,1.0
Foreign country,Very good,Albania,2018,97.4
Foreign country,Very good,Albania,2019,54.3
Foreign country,Very good,Albania,2021,56.8
Foreign country,Very good,Austria,2015,33.0
Foreign country,Very good,Austria,2016,35.1
Foreign country,Very good,Austria,2017,32.5
Foreign country,Very good,Austria,2018,33.3
Foreign country,Very good,Austria,2019,33.6
Foreign country,Very good,Austria,2020,36.4
Foreign country,Very good,Austria,2021,31.3
Foreign country,Very good,Austria,2022,32.6
Foreign country,Very good,Austria,2023,29.5
Foreign country,Very good,Belgium,2015,32.1
Foreign country,Very good,Belgium,2016,31.7
Foreign country,Very good,Belgium,2017,30.9
Foreign country,Very good,Belgium,2018,28.6
Foreign country,Very good,Belgium,2019,30.2
Foreign country,Very good,Belgium,2020,33.5
Foreign country,Very good,Belgium,2021,34.0
Foreign country,Very good,Belgium,2022,34.4
Foreign country,Very good,Belgium,2023,32.9
Foreign country,Very good,Belgium,2024,35.8
Foreign country,Very good,Bulgaria,2015,31.7
Foreign country,Very good,Bulgaria,2016,28.9
Foreign country,Very good,Bulgaria,2017,26.3
Foreign country,Very good,Bulgaria,2018,19.1
Foreign country,Very good,Bulgaria,2019,10.7
Foreign country,Very good,Bulgaria,2020,6.9
Foreign country,Very good,Bulgaria,2021,13.5
Foreign country,Very good,Bulgaria,2022,9.3
Foreign country,Very good,Bulgaria,2023,13.2
Foreign country,Very good,Bulgaria,2024,16.6
Foreign country,Very good,Switzerland,2015,34.4
Foreign country,Very good,Switzerland,2016,32.5
Foreign country,Very good,Switzerland,2017,36.0
Foreign country,Very good,Switzerland,2018,35.5
Foreign country,Very good,Switzerland,2019,35.1
Foreign country,Very good,Switzerland,2020,40.4
Foreign country,Very good,Switzerland,2021,39.4
Foreign country,Very good,Switzerland,2022,34.1
Foreign country,Very good,Switzerland,2023,33.0
Foreign country,Very good,Cyprus,2015,67.1
Foreign country,Very good,Cyprus,2016,49.4
Foreign country,Very good,Cyprus,2017,56.3
Foreign country,Very good,Cyprus,2018,54.8
Foreign country,Very good,Cyprus,2019,53.8
Foreign country,Very good,Cyprus,2020,51.3
Foreign country,Very good,Cyprus,2021,56.8
Foreign country,Very good,Cyprus,2022,59.9
Foreign country,Very good,Cyprus,2023,54.1
Foreign country,Very good,Cyprus,2024,55.7
Foreign country,Very good,Czechia,2015,29.2
Foreign country,Very good,Czechia,2016,26.1
Foreign country,Very good,Czechia,2017,23.7
Foreign country,Very good,Czechia,2018,28.1
Foreign country,Very good,Czechia,2019,28.7
Foreign country,Very good,Czechia,2020,29.5
Foreign country,Very good,Czechia,2021,28.6
Foreign country,Very good,Czechia,2022,26.8
Foreign country,Very good,Czechia,2023,29.4
Foreign country,Very good,Czechia,2024,29.6
Foreign country,Very good,Germany,2015,23.9
Foreign country,Very good,Germany,2016,25.1
Foreign country,Very good,Germany,2017,24.0
Foreign country,Very good,Germany,2018,22.2
Foreign country,Very good,Germany,2019,21.2
Foreign country,Very good,Germany,2020,24.7
Foreign country,Very good,Germany,2021,29.4
Foreign country,Very good,Germany,2022,27.8
Foreign country,Very good,Germany,2023,25.4
Foreign country,Very good,Germany,2024,23.9
Foreign country,Very good,Denmark,2015,32.3
Foreign country,Very good,Denmark,2016,35.9
Foreign country,Very good,Denmark,2017,26.9
Foreign country,Very good,Denmark,2018,28.2
Foreign country,Very good,Denmark,2019,25.8
Foreign country,Very good,Denmark,2020,37.7
Foreign country,Very good,Denmark,2021,31.5
Foreign country,Very good,Denmark,2022,19.4
Foreign country,Very good,Denmark,2023,24.9
Foreign country,Very good,Denmark,2024,30.5
Foreign country,Very good,Estonia,2015,2.6
Foreign country,Very good,Estonia,2016,2.1
Foreign country,Very good,Estonia,2017,4.5
Foreign country,Very good,Estonia,2018,2.5
Foreign country,Very good,Estonia,2019,3.9
Foreign country,Very good,Estonia,2020,5.8
Foreign country,Very good,Estonia,2021,5.1
Foreign country,Very good,Estonia,2022,6.7
Foreign country,Very good,Estonia,2023,5.9
Foreign country,Very good,Estonia,2024,10.4
Foreign country,Very good,Greece,2015,59.4
Foreign country,Very good,Greece,2016,61.4
Foreign country,Very good,Greece,2017,58.7
Foreign country,Very good,Greece,2018,57.5
Foreign country,Very good,Greece,2019,57.0
Foreign country,Very good,Greece,2020,56.5
Foreign country,Very good,Greece,2021,57.1
Foreign country,Very good,Greece,2022,57.6
Foreign country,Very good,Greece,2023,57.1
Foreign country,Very good,Spain,2015,16.3
Foreign country,Very good,Spain,2016,20.4
Foreign country,Very good,Spain,2017,23.7
Foreign country,Very good,Spain,2018,27.0
Foreign country,Very good,Spain,2019,22.9
Foreign country,Very good,Spain,2020,27.9
Foreign country,Very good,Spain,2021,23.8
Foreign country,Very good,Spain,2022,24.2
Foreign country,Very good,Spain,2023,19.5
Foreign country,Very good,Spain,2024,22.9
Foreign country,Very good,Finland,2015,21.8
Foreign country,Very good,Finland,2016,27.1
Foreign country,Very good,Finland,2017,25.9
Foreign country,Very good,Finland,2018,26.8
Foreign country,Very good,Finland,2019,21.8
Foreign country,Very good,Finland,2020,23.0
Foreign country,Very good,Finland,2021,29.8
Foreign country,Very good,Finland,2022,18.8
Foreign country,Very good,Finland,2023,22.7
Foreign country,Very good,Finland,2024,26.4
Foreign country,Very good,France,2015,19.9
Foreign country,Very good,France,2016,18.2
Foreign country,Very good,France,2017,23.6
Foreign country,Very good,France,2018,22.7
Foreign country,Very good,France,2019,19.7
Foreign country,Very good,France,2020,22.1
Foreign country,Very good,France,2021,25.2
Foreign country,Very good,France,2022,24.7
Foreign country,Very good,France,2023,24.1
Foreign country,Very good,Croatia,2015,28.0
Foreign country,Very good,Croatia,2016,23.9
Foreign country,Very good,Croatia,2017,37.1
Foreign country,Very good,Croatia,2018,27.4
Foreign country,Very good,Croatia,2019,24.9
Foreign country,Very good,Croatia,2020,29.3
Foreign country,Very good,Croatia,2021,35.7
Foreign country,Very good,Croatia,2022,40.1
Foreign country,Very good,Croatia,2023,51.1
Foreign country,Very good,Hungary,2015,24.6
Foreign country,Very good,Hungary,2016,26.7
Foreign country,Very good,Hungary,2017,21.9
Foreign country,Very good,Hungary,2018,28.8
Foreign country,Very good,Hungary,2019,20.5
Foreign country,Very good,Hungary,2020,9.3
Foreign country,Very good,Hungary,2021,9.7
Foreign country,Very good,Hungary,2022,22.7
Foreign country,Very good,Hungary,2023,14.5
Foreign country,Very good,Hungary,2024,8.4
Foreign country,Very good,Ireland,2015,45.2
Foreign country,Very good,Ireland,2016,46.7
Foreign country,Very good,Ireland,2017,46.2
Foreign country,Very good,Ireland,2018,51.6
Foreign country,Very good,Ireland,2019,49.3
Foreign country,Very good,Ireland,2020,53.3
Foreign country,Very good,Ireland,2021,47.8
Foreign country,Very good,Ireland,2022,45.3
Foreign country,Very good,Ireland,2023,41.4
Foreign country,Very good,Iceland,2015,42.7
Foreign country,Very good,Iceland,2016,37.6
Foreign country,Very good,Iceland,2017,40.0
Foreign country,Very good,Iceland,2018,34.9
Foreign country,Very good,Iceland,2019,38.6
Foreign country,Very good,Iceland,2020,35.3
Foreign country,Very good,Italy,2015,13.1
Foreign country,Very good,Italy,2016,16.0
Foreign country,Very good,Italy,2017,20.8
Foreign country,Very good,Italy,2018,22.6
Foreign country,Very good,Italy,2019,27.0
Foreign country,Very good,Italy,2021,26.9
Foreign country,Very good,Italy,2022,23.9
Foreign country,Very good,Italy,2023,20.9
Foreign country,Very good,Italy,2024,28.8
Foreign country,Very good,Lithuania,2015,1.8
Foreign country,Very good,Lithuania,2016,7.3
Foreign country,Very good,Lithuania,2017,7.6
Foreign country,Very good,Lithuania,2018,2.9
Foreign country,Very good,Lithuania,2019,1.7
Foreign country,Very good,Lithuania,2020,30.7
Foreign country,Very good,Lithuania,2021,0.0
Foreign country,Very good,Lithuania,2022,21.3
Foreign country,Very good,Lithuania,2023,14.5
Foreign country,Very good,Luxembourg,2015,24.9
Foreign country,Very good,Luxembourg,2016,24.6
Foreign country,Very good,Luxembourg,2017,25.8
Foreign country,Very good,Luxembourg,2018,25.0
Foreign country,Very good,Luxembourg,2019,25.6
Foreign country,Very good,Luxembourg,2020,26.2
Foreign country,Very good,Luxembourg,2021,24.9
Foreign country,Very good,Luxembourg,2022,30.5
Foreign country,Very good,Luxembourg,2023,19.6
Foreign country,Very good,Luxembourg,2024,20.9
Foreign country,Very good,Latvia,2015,1.0
Foreign country,Very good,Latvia,2016,1.9
Foreign country,Very good,Latvia,2017,1.2
Foreign country,Very good,Latvia,2018,1.9
Foreign country,Very good,Latvia,2019,1.4
Foreign country,Very good,Latvia,2020,2.7
Foreign country,Very good,Latvia,2021,0.6
Foreign country,Very good,Latvia,2022,0.7
Foreign country,Very good,Latvia,2023,1.4
Foreign country,Very good,Latvia,2024,1.6
Foreign country,Very good,Montenegro,2015,33.8
Foreign country,Very good,Montenegro,2016,28.7
Foreign country,Very good,Montenegro,2017,27.9
Foreign country,Very good,Montenegro,2018,26.9
Foreign country,Very good,Montenegro,2019,14.4
Foreign country,Very good,Montenegro,2020,26.6
Foreign country,Very good,Montenegro,2021,23.4
Foreign country,Very good,Montenegro,2022,26.8
Foreign country,Very good,North Macedonia,2015,23.3
Foreign country,Very good,North Macedonia,2016,15.9
Foreign country,Very good,North Macedonia,2017,12.2
Foreign country,Very good,North Macedonia,2018,16.8
Foreign country,Very good,North Macedonia,2019,24.8
Foreign country,Very good,North Macedonia,2020,18.4
Foreign country,Very good,Malta,2015,30.8
Foreign country,Very good,Malta,2016,39.5
Foreign country,Very good,Malta,2017,45.3
Foreign country,Very good,Malta,2018,32.9
Foreign country,Very good,Malta,2019,32.6
Foreign country,Very good,Malta,2020,40.9
Foreign country,Very good,Malta,2021,38.0
Foreign country,Very good,Malta,2022,33.3
Foreign country,Very good,Malta,2023,43.6
Foreign country,Very good,Netherlands,2015,22.1
Foreign country,Very good,Netherlands,2016,23.8
Foreign country,Very good,Netherlands,2017,27.9
Foreign country,Very good,Netherlands,2018,29.5
Foreign country,Very good,Netherlands,2019,26.1
Foreign country,Very good,Netherlands,2020,37.4
Foreign country,Very good,Netherlands,2021,26.5
Foreign country,Very good,Netherlands,2022,13.9
Foreign country,Very good,Netherlands,2023,19.3
Foreign country,Very good,Netherlands,2024,12.5
Foreign country,Very good,Norway,2015,31.3
Foreign country,Very good,Norway,2016,29.7
Foreign country,Very good,Norway,2017,34.3
Foreign country,Very good,Norway,2018,26.3
Foreign country,Very good,Norway,2019,24.9
Foreign country,Very good,Norway,2020,30.3
Foreign country,Very good,Norway,2021,26.5
Foreign country,Very good,Norway,2022,24.9
Foreign country,Very good,Norway,2023,27.0
Foreign country,Very good,Norway,2024,21.4
Foreign country,Very good,Poland,2015,19.4
Foreign country,Very good,Poland,2016,37.4
Foreign country,Very good,Poland,2017,27.5
Foreign country,Very good,Poland,2018,25.0
Foreign country,Very good,Poland,2019,27.2
Foreign country,Very good,Poland,2020,15.7
Foreign country,Very good,Poland,2021,25.8
Foreign country,Very good,Poland,2022,20.8
Foreign country,Very good,Poland,2023,23.5
Foreign country,Very good,Portugal,2015,21.9
Foreign country,Very good,Portugal,2016,17.7
Foreign country,Very good,Portugal,2017,21.1
Foreign country,Very good,Portugal,2018,18.3
Foreign country,Very good,Portugal,2019,19.8
Foreign country,Very good,Portugal,2020,24.0
Foreign country,Very good,Portugal,2021,21.8
Foreign country,Very good,Portugal,2022,22.2
Foreign country,Very good,Portugal,2023,27.5
Foreign country,Very good,Romania,2024,57.9
Foreign country,Very good,Serbia,2015,22.0
Foreign country,Very good,Serbia,2016,17.9
Foreign country,Very good,Serbia,2017,15.4
Foreign country,Very good,Serbia,2018,16.1
Foreign country,Very good,Serbia,2019,13.9
Foreign country,Very good,Serbia,2020,17.1
Foreign country,Very good,Serbia,2021,25.4
Foreign country,Very good,Serbia,2022,12.7
Foreign country,Very good,Serbia,2023,42.6
Foreign country,Very good,Sweden,2015,32.4
Foreign country,Very good,Sweden,2016,32.6
Foreign country,Very good,Sweden,2017,35.9
Foreign country,Very good,Sweden,2018,40.7
Foreign country,Very good,Sweden,2019,29.9
Foreign country,Very good,Sweden,2020,30.2
Foreign country,Very good,Sweden,2021,30.8
Foreign country,Very good,Sweden,2022,26.4
Foreign country,Very good,Sweden,2023,24.7
Foreign country,Very good,Sweden,2024,27.6
Foreign country,Very good,Slovenia,2015,29.0
Foreign country,Very good,Slovenia,2016,26.0
Foreign country,Very good,Slovenia,2017,28.3
Foreign country,Very good,Slovenia,2018,29.4
Foreign country,Very good,Slovenia,2019,27.4
Foreign country,Very good,Slovenia,2020,29.0
Foreign country,Very good,Slovenia,2021,39.6
Foreign country,Very good,Slovenia,2022,34.3
Foreign country,Very good,Slovenia,2023,28.4
Foreign country,Very good,Slovenia,2024,28.7
Foreign country,Very good,Slovakia,2015,14.6
Foreign country,Very good,Slovakia,2016,27.4
Foreign country,Very good,Slovakia,2017,56.6
Foreign country,Very good,Slovakia,2018,31.8
Foreign country,Very good,Slovakia,2019,22.7
Foreign country,Very good,Slovakia,2020,16.0
Foreign country,Very good,Slovakia,2021,18.4
Foreign country,Very good,Slovakia,2022,12.9
Foreign country,Very good,Slovakia,2023,13.2
Foreign country,Very good,Türkiye,2015,12.1
Foreign country,Very good,Türkiye,2016,5.7
Foreign country,Very good,Türkiye,2017,7.5
Foreign country,Very good,Türkiye,2018,10.1
Foreign country,Very good,Türkiye,2019,10.0
Foreign country,Very good,Türkiye,2020,9.6
Foreign country,Very good,Türkiye,2021,17.7
Foreign country,Very good,Türkiye,2022,10.1
Foreign country,Very good,Türkiye,2023,7.6
Foreign country,Very good,United Kingdom,2015,38.7
Foreign country,Very good,United Kingdom,2016,45.1
Foreign country,Very good,United Kingdom,2017,38.9
Foreign country,Very good,United Kingdom,2018,38.1
Foreign country,Very good,Kosovo*,2018,18.7
Foreign country,Very good or good,Albania,2018,100.0
Foreign country,Very good or good,Albania,2019,60.3
Foreign country,Very good or good,Albania,2021,88.8
Foreign country,Very good or good,Austria,2015,69.7
Foreign country,Very good or good,Austria,2016,73.5
Foreign country,Very good or good,Austria,2017,74.2
Foreign country,Very good or good,Austria,2018,73.4
Foreign country,Very good or good,Austria,2019,72.3
Foreign country,Very good or good,Austria,2020,74.7
Foreign country,Very good or good,Austria,2021,73.4
Foreign country,Very good or good,Austria,2022,71.9
Foreign country,Very good or good,Austria,2023,71.8
Foreign country,Very good or good,Belgium,2015,72.5
Foreign country,Very good or good,Belgium,2016,73.6
Foreign country,Very good or good,Belgium,2017,74.0
Foreign country,Very good or good,Belgium,2018,76.5
Foreign country,Very good or good,Belgium,2019,74.6
Foreign country,Very good or good,Belgium,2020,77.8
Foreign country,Very good or good,Belgium,2021,77.9
Foreign country,Very good or good,Belgium,2022,76.0
Foreign country,Very good or good,Belgium,2023,78.3
Foreign country,Very good or good,Belgium,2024,77.1
Foreign country,Very good or good,Bulgaria,2015,62.3
Foreign country,Very good or good,Bulgaria,2016,62.8
Foreign country,Very good or good,Bulgaria,2017,77.1
Foreign country,Very good or good,Bulgaria,2018,74.4
Foreign country,Very good or good,Bulgaria,2019,79.4
Foreign country,Very good or good,Bulgaria,2020,84.7
Foreign country,Very good or good,Bulgaria,2021,61.8
Foreign country,Very good or good,Bulgaria,2022,62.7
Foreign country,Very good or good,Bulgaria,2023,60.8
Foreign country,Very good or good,Bulgaria,2024,73.6
Foreign country,Very good or good,Switzerland,2015,78.7
Foreign country,Very good or good,Switzerland,2016,74.3
Foreign country,Very good or good,Switzerland,2017,77.8
Foreign country,Very good or good,Switzerland,2018,78.5
Foreign country,Very good or good,Switzerland,2019,78.8
Foreign country,Very good or good,Switzerland,2020,81.4
Foreign country,Very good or good,Switzerland,2021,80.1
Foreign country,Very good or good,Switzerland,2022,80.0
Foreign country,Very good or good,Switzerland,2023,77.9
Foreign country,Very good or good,Cyprus,2015,89.4
Foreign country,Very good or good,Cyprus,2016,88.8
Foreign country,Very good or good,Cyprus,2017,86.5
