citizen,geo,TIME_PERIOD,OBS_VALUE
Non-EU27 countries (from 2020) nor reporting country,Austria,2018,18492.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2019,19090.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2020,18261.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2021,19093.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2022,19311.0
Non-EU27 countries (from 2020) nor reporting country,Austria,2023,20724.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,12590.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,13253.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,13204.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,14326.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,16700.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,16361.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,17600.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,19181.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,19363.0
Non-EU27 countries (from 2020) nor reporting country,Belgium,2024,21032.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2015,4362.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2016,4042.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2017,4497.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2018,3709.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2019,4899.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2020,4131.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2021,3195.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2022,3829.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2023,4775.0
Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2024,5288.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,31585.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,34604.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,34956.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,32631.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,31725.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,32627.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,33476.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,34568.0
Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,37345.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,11827.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,12574.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,12457.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,12064.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,12626.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,12902.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,12657.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,13345.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,14227.0
Non-EU27 countries (from 2020) nor reporting country,Cyprus,2024,15921.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,7172.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,8152.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,7761.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,9015.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,11376.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,11726.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,11504.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,12058.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,11393.0
Non-EU27 countries (from 2020) nor reporting country,Czechia,2024,13954.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2015,16206.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2016,15878.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2017,16159.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2018,18880.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2019,19317.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2020,19443.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2021,18113.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2022,18762.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2023,19385.0
Non-EU27 countries (from 2020) nor reporting country,Germany,2024,20446.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2015,21365.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2016,24311.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2017,23409.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2018,23212.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2019,24186.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2020,21625.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2021,25112.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2022,25484.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2023,25078.0
Non-EU27 countries (from 2020) nor reporting country,Denmark,2024,29822.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2015,6152.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2016,6539.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2017,7038.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2018,8155.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2019,8815.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2020,9923.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2021,9915.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2022,10954.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2023,11263.0
Non-EU27 countries (from 2020) nor reporting country,Estonia,2024,12080.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2015,4615.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2016,4871.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2017,5200.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2018,5450.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2019,5860.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2020,6505.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2021,6318.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2022,6833.0
Non-EU27 countries (from 2020) nor reporting country,Greece,2023,8056.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2015,7500.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2016,8134.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2017,8289.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2018,8870.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2019,8882.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2020,9821.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2021,8394.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2022,9637.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2023,11780.0
Non-EU27 countries (from 2020) nor reporting country,Spain,2024,12990.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2015,16397.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2016,17767.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2017,18219.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2018,18038.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2019,19501.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2020,19240.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2021,20562.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2022,22373.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2023,21821.0
Non-EU27 countries (from 2020) nor reporting country,Finland,2024,22284.0
Non-EU27 countries (from 2020) nor reporting country,France,2015,14823.0
Non-EU27 countries (from 2020) nor reporting country,France,2016,15330.0
Non-EU27 countries (from 2020) nor reporting country,France,2017,14774.0
Non-EU27 countries (from 2020) nor reporting country,France,2018,15207.0
Non-EU27 countries (from 2020) nor reporting country,France,2019,13933.0
Non-EU27 countries (from 2020) nor reporting country,France,2020,13626.0
Non-EU27 countries (from 2020) nor reporting country,France,2021,15079.0
Non-EU27 countries (from 2020) nor reporting country,France,2022,14762.0
Non-EU27 countries (from 2020) nor reporting country,France,2023,15634.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2015,3753.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2016,4587.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2017,3814.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2018,4266.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2019,5282.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2020,6373.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2021,6543.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2022,6719.0
Non-EU27 countries (from 2020) nor reporting country,Croatia,2023,8880.0
Non-EU27 countries (from 2020) nor reporting country,Hungary,2017,5938.0
Non-EU27 countries (from 2020) nor reporting country,Hungary,2018,4692.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2015,17498.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2016,18802.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2017,19709.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2018,22370.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2019,24723.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2020,25912.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2021,27730.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2022,24828.0
Non-EU27 countries (from 2020) nor reporting country,Ireland,2023,29505.0
Non-EU27 countries (from 2020) nor reporting country,Iceland,2015,21016.0
Non-EU27 countries (from 2020) nor reporting country,Iceland,2016,24972.0
Non-EU27 countries (from 2020) nor reporting country,Iceland,2017,31488.0
Non-EU27 countries (from 2020) nor reporting country,Iceland,2018,35984.0
Non-EU27 countries (from 2020) nor reporting country,Iceland,2019,32774.0
Non-EU27 countries (from 2020) nor reporting country,Iceland,2020,32097.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2015,11480.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2016,10962.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2017,11321.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2018,11464.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2019,12363.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2020,13177.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2021,12167.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2022,13389.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2023,13583.0
Non-EU27 countries (from 2020) nor reporting country,Italy,2024,15162.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2015,5321.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2016,4449.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2017,4989.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2018,5727.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2019,6221.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2020,8146.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2021,7892.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2022,8393.0
Non-EU27 countries (from 2020) nor reporting country,Lithuania,2023,11634.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2015,22222.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2016,22725.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2017,25836.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2018,26471.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2019,27917.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2020,28903.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2021,31371.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2022,34907.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2023,37279.0
Non-EU27 countries (from 2020) nor reporting country,Luxembourg,2024,41956.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2015,5190.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2016,5243.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2017,5495.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2018,6024.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2019,6710.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2020,7674.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2021,7415.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2022,8176.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2023,8592.0
Non-EU27 countries (from 2020) nor reporting country,Latvia,2024,9802.0
Non-EU27 countries (from 2020) nor reporting country,Montenegro,2017,3097.0
Non-EU27 countries (from 2020) nor reporting country,Montenegro,2018,3120.0
Non-EU27 countries (from 2020) nor reporting country,Montenegro,2019,3100.0
Non-EU27 countries (from 2020) nor reporting country,Montenegro,2020,3385.0
Non-EU27 countries (from 2020) nor reporting country,Montenegro,2021,2857.0
Non-EU27 countries (from 2020) nor reporting country,Montenegro,2022,3584.0
Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2015,1793.0
Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2016,1563.0
Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2017,1419.0
Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2018,1386.0
Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2019,2137.0
Non-EU27 countries (from 2020) nor reporting country,North Macedonia,2020,2384.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2015,12677.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2016,13450.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2017,13420.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2018,13485.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2019,13231.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2020,13314.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2021,15524.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2022,15923.0
Non-EU27 countries (from 2020) nor reporting country,Malta,2023,16375.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2015,18904.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2016,15223.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2017,17855.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2018,17161.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2019,16765.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2020,18459.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2021,19108.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2022,21597.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2023,19204.0
Non-EU27 countries (from 2020) nor reporting country,Netherlands,2024,27337.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2015,34160.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2016,26897.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2017,28579.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2018,29291.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2019,28970.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2020,31247.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2021,27914.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2022,31907.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2023,34683.0
Non-EU27 countries (from 2020) nor reporting country,Norway,2024,29952.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2015,4968.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2016,4241.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2017,6392.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2018,7518.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2019,8181.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2020,9217.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2021,9569.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2022,10009.0
Non-EU27 countries (from 2020) nor reporting country,Poland,2023,11523.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2015,6317.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2016,6637.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2017,7446.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2018,8297.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2019,8759.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2020,9600.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2021,10080.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2022,8908.0
Non-EU27 countries (from 2020) nor reporting country,Portugal,2023,10289.0
Non-EU27 countries (from 2020) nor reporting country,Romania,2024,8822.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2015,2448.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2016,2385.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2017,2388.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2018,2314.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2019,3121.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2020,2602.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2021,5061.0
Non-EU27 countries (from 2020) nor reporting country,Serbia,2023,6989.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2015,14414.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2016,14506.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2017,15400.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2018,14799.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2019,14123.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2020,15932.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2021,17110.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2022,18171.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2023,19438.0
Non-EU27 countries (from 2020) nor reporting country,Sweden,2024,20034.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2015,8441.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2016,8180.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2017,8786.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2018,9438.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2019,10763.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2020,11154.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2021,12902.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2022,13012.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2023,14622.0
Non-EU27 countries (from 2020) nor reporting country,Slovenia,2024,15618.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2015,4567.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2016,4886.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2017,4195.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2018,3980.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2019,3451.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2020,3041.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2021,2548.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2022,2614.0
Non-EU27 countries (from 2020) nor reporting country,Türkiye,2023,2970.0
Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2015,21079.0
Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2016,20842.0
Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2017,20934.0
Non-EU27 countries (from 2020) nor reporting country,United Kingdom,2018,19947.0
Non-EU27 countries (from 2020) nor reporting country,Kosovo*,2018,3347.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2015,16402.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2016,15206.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2017,16747.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2018,18407.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2019,19090.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2020,18163.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2021,19004.0
Non-EU28 countries (2013-2020) nor reporting country,Austria,2022,19289.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2015,12420.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2016,12755.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2017,12917.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2018,14326.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2019,16367.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2020,16327.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2021,17399.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2022,19028.0
Non-EU28 countries (2013-2020) nor reporting country,Belgium,2023,19308.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2015,4386.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2016,4042.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2017,4237.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2018,3709.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2019,4899.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2020,4131.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2021,3195.0
Non-EU28 countries (2013-2020) nor reporting country,Bulgaria,2022,3829.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2015,31122.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2016,34316.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2017,34668.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2018,32428.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2019,31706.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2020,32175.0
Non-EU28 countries (2013-2020) nor reporting country,Switzerland,2021,32665.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2015,9700.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2016,9953.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2017,10533.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2018,11000.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2019,11440.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2020,12152.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2021,11749.0
Non-EU28 countries (2013-2020) nor reporting country,Cyprus,2022,12894.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2015,7181.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2016,8152.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2017,7761.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2018,9188.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2019,11515.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2020,11662.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2021,11373.0
Non-EU28 countries (2013-2020) nor reporting country,Czechia,2022,11822.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2015,15019.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2016,15599.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2017,15835.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2018,18488.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2019,19293.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2020,19443.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2021,18067.0
Non-EU28 countries (2013-2020) nor reporting country,Germany,2022,18699.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2015,21288.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2016,23911.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2017,22745.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2018,23036.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2019,23360.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2020,20972.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2021,24481.0
Non-EU28 countries (2013-2020) nor reporting country,Denmark,2022,25250.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2015,6152.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2016,6568.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2017,7038.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2018,8079.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2019,8809.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2020,9884.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2021,9838.0
Non-EU28 countries (2013-2020) nor reporting country,Estonia,2022,11041.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2015,4596.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2016,4838.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2017,5156.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2018,5416.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2019,5860.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2020,6471.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2021,6242.0
Non-EU28 countries (2013-2020) nor reporting country,Greece,2022,6800.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2015,7359.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2016,7933.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2017,8336.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2018,8826.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2019,8954.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2020,9503.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2021,8420.0
Non-EU28 countries (2013-2020) nor reporting country,Spain,2022,9707.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2015,15887.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2016,17512.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2017,18089.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2018,17622.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2019,18882.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2020,18219.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2021,20390.0
Non-EU28 countries (2013-2020) nor reporting country,Finland,2022,22373.0
Non-EU28 countries (2013-2020) nor reporting country,France,2015,14734.0
Non-EU28 countries (2013-2020) nor reporting country,France,2016,14856.0
Non-EU28 countries (2013-2020) nor reporting country,France,2017,14542.0
Non-EU28 countries (2013-2020) nor reporting country,France,2018,15164.0
Non-EU28 countries (2013-2020) nor reporting country,France,2019,13854.0
Non-EU28 countries (2013-2020) nor reporting country,France,2020,13462.0
Non-EU28 countries (2013-2020) nor reporting country,France,2021,14810.0
Non-EU28 countries (2013-2020) nor reporting country,France,2022,14754.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2015,3704.0
Non-EU28 countries (2013-2020) nor reporting country,Croatia,2016,4514.0
