iccs,unit,geo,TIME_PERIOD,OBS_VALUE
Burglary,Number,Türkiye,2018,120400.0
Burglary,Number,Türkiye,2019,103663.0
Burglary,Number,Türkiye,2020,95767.0
Burglary,Number,Türkiye,2021,95471.0
Burglary,Number,Türkiye,2022,107549.0
Burglary,Number,England and Wales,2008,581584.0
Burglary,Number,England and Wales,2009,540645.0
Burglary,Number,England and Wales,2010,522683.0
Burglary,Number,England and Wales,2011,501048.0
Burglary,Number,England and Wales,2012,459795.0
Burglary,Number,England and Wales,2013,443212.0
Burglary,Number,England and Wales,2014,410857.0
Burglary,Number,England and Wales,2015,401002.0
Burglary,Number,England and Wales,2016,412086.0
Burglary,Number,England and Wales,2017,437650.0
Burglary,Number,England and Wales,2018,422870.0
Burglary,Number,Scotland (NUTS 2021),2008,25496.0
Burglary,Number,Scotland (NUTS 2021),2009,23774.0
Burglary,Number,Scotland (NUTS 2021),2010,25017.0
Burglary,Number,Scotland (NUTS 2021),2011,24222.0
Burglary,Number,Scotland (NUTS 2021),2012,21515.0
Burglary,Number,Scotland (NUTS 2021),2013,22272.0
Burglary,Number,Scotland (NUTS 2021),2014,20607.0
Burglary,Number,Scotland (NUTS 2021),2015,17637.0
Burglary,Number,Scotland (NUTS 2021),2016,16299.0
Burglary,Number,Scotland (NUTS 2021),2017,15130.0
Burglary,Number,Scotland (NUTS 2021),2018,13777.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2008,12040.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2009,12699.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2010,11852.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2011,11242.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2012,9521.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2013,9125.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2014,8889.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2015,9166.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2016,7394.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2017,6820.0
Burglary,Number,Northern Ireland (UK) (NUTS 2021),2018,6388.0
Burglary,Number,Kosovo*,2008,6155.0
Burglary,Number,Kosovo*,2009,5893.0
Burglary,Number,Kosovo*,2010,7019.0
Burglary,Number,Kosovo*,2011,7604.0
Burglary,Number,Kosovo*,2012,6989.0
Burglary,Number,Kosovo*,2013,7655.0
Burglary,Number,Kosovo*,2014,7379.0
Burglary,Number,Kosovo*,2015,5681.0
Burglary,Number,Kosovo*,2016,5954.0
Burglary,Number,Kosovo*,2017,5172.0
Burglary,Number,Kosovo*,2018,5202.0
Burglary,Number,Kosovo*,2019,4157.0
Burglary,Number,Kosovo*,2020,3839.0
Burglary,Number,Kosovo*,2021,3584.0
Burglary,Per hundred thousand inhabitants,Albania,2008,4.54
Burglary,Per hundred thousand inhabitants,Albania,2009,5.31
Burglary,Per hundred thousand inhabitants,Albania,2011,9.36
Burglary,Per hundred thousand inhabitants,Albania,2014,10.18
Burglary,Per hundred thousand inhabitants,Albania,2015,7.98
Burglary,Per hundred thousand inhabitants,Albania,2016,5.23
Burglary,Per hundred thousand inhabitants,Albania,2021,26.36
Burglary,Per hundred thousand inhabitants,Albania,2022,21.73
Burglary,Per hundred thousand inhabitants,Austria,2008,1255.37
Burglary,Per hundred thousand inhabitants,Austria,2009,1288.63
Burglary,Per hundred thousand inhabitants,Austria,2010,1059.77
Burglary,Per hundred thousand inhabitants,Austria,2011,1006.27
Burglary,Per hundred thousand inhabitants,Austria,2012,1013.76
Burglary,Per hundred thousand inhabitants,Austria,2013,1049.51
Burglary,Per hundred thousand inhabitants,Austria,2014,1004.91
Burglary,Per hundred thousand inhabitants,Austria,2015,922.92
Burglary,Per hundred thousand inhabitants,Austria,2016,926.38
Burglary,Per hundred thousand inhabitants,Austria,2017,789.47
Burglary,Per hundred thousand inhabitants,Austria,2018,664.65
Burglary,Per hundred thousand inhabitants,Austria,2019,613.22
Burglary,Per hundred thousand inhabitants,Austria,2020,544.17
Burglary,Per hundred thousand inhabitants,Austria,2021,452.1
Burglary,Per hundred thousand inhabitants,Austria,2022,552.32
Burglary,Per hundred thousand inhabitants,Bosnia and Herzegovina,2008,100.06
Burglary,Per hundred thousand inhabitants,Bosnia and Herzegovina,2009,328.23
Burglary,Per hundred thousand inhabitants,Bosnia and Herzegovina,2010,90.37
Burglary,Per hundred thousand inhabitants,Bosnia and Herzegovina,2011,380.39
Burglary,Per hundred thousand inhabitants,Bosnia and Herzegovina,2012,340.69
Burglary,Per hundred thousand inhabitants,Belgium,2008,875.26
Burglary,Per hundred thousand inhabitants,Belgium,2009,903.19
Burglary,Per hundred thousand inhabitants,Belgium,2010,843.13
Burglary,Per hundred thousand inhabitants,Belgium,2011,887.4
Burglary,Per hundred thousand inhabitants,Belgium,2012,923.41
Burglary,Per hundred thousand inhabitants,Belgium,2013,895.33
Burglary,Per hundred thousand inhabitants,Belgium,2014,862.36
Burglary,Per hundred thousand inhabitants,Belgium,2015,816.58
Burglary,Per hundred thousand inhabitants,Belgium,2016,698.01
Burglary,Per hundred thousand inhabitants,Belgium,2017,662.02
Burglary,Per hundred thousand inhabitants,Belgium,2018,624.43
Burglary,Per hundred thousand inhabitants,Belgium,2019,576.53
Burglary,Per hundred thousand inhabitants,Belgium,2020,413.69
Burglary,Per hundred thousand inhabitants,Belgium,2021,397.58
Burglary,Per hundred thousand inhabitants,Belgium,2022,445.0
Burglary,Per hundred thousand inhabitants,Bulgaria,2008,265.76
Burglary,Per hundred thousand inhabitants,Bulgaria,2009,317.15
Burglary,Per hundred thousand inhabitants,Bulgaria,2010,323.44
Burglary,Per hundred thousand inhabitants,Bulgaria,2011,275.08
Burglary,Per hundred thousand inhabitants,Bulgaria,2012,229.02
Burglary,Per hundred thousand inhabitants,Bulgaria,2013,235.61
Burglary,Per hundred thousand inhabitants,Bulgaria,2014,211.53
Burglary,Per hundred thousand inhabitants,Bulgaria,2015,167.1
Burglary,Per hundred thousand inhabitants,Bulgaria,2016,142.04
Burglary,Per hundred thousand inhabitants,Bulgaria,2017,124.57
Burglary,Per hundred thousand inhabitants,Bulgaria,2018,108.71
Burglary,Per hundred thousand inhabitants,Bulgaria,2019,88.94
Burglary,Per hundred thousand inhabitants,Bulgaria,2020,76.88
Burglary,Per hundred thousand inhabitants,Bulgaria,2021,59.77
Burglary,Per hundred thousand inhabitants,Bulgaria,2022,63.46
Burglary,Per hundred thousand inhabitants,Switzerland,2008,750.87
Burglary,Per hundred thousand inhabitants,Switzerland,2009,834.44
Burglary,Per hundred thousand inhabitants,Switzerland,2010,799.44
Burglary,Per hundred thousand inhabitants,Switzerland,2011,828.09
Burglary,Per hundred thousand inhabitants,Switzerland,2012,926.67
Burglary,Per hundred thousand inhabitants,Switzerland,2013,854.95
Burglary,Per hundred thousand inhabitants,Switzerland,2014,782.66
Burglary,Per hundred thousand inhabitants,Switzerland,2015,638.15
Burglary,Per hundred thousand inhabitants,Switzerland,2016,558.88
Burglary,Per hundred thousand inhabitants,Switzerland,2017,491.13
Burglary,Per hundred thousand inhabitants,Switzerland,2018,458.16
Burglary,Per hundred thousand inhabitants,Switzerland,2019,426.23
Burglary,Per hundred thousand inhabitants,Switzerland,2020,381.35
Burglary,Per hundred thousand inhabitants,Switzerland,2021,359.69
Burglary,Per hundred thousand inhabitants,Switzerland,2022,408.89
Burglary,Per hundred thousand inhabitants,Cyprus,2008,333.23
Burglary,Per hundred thousand inhabitants,Cyprus,2009,314.21
Burglary,Per hundred thousand inhabitants,Cyprus,2010,394.56
Burglary,Per hundred thousand inhabitants,Cyprus,2011,407.5
Burglary,Per hundred thousand inhabitants,Cyprus,2012,348.02
Burglary,Per hundred thousand inhabitants,Cyprus,2013,312.63
Burglary,Per hundred thousand inhabitants,Cyprus,2014,275.76
Burglary,Per hundred thousand inhabitants,Cyprus,2015,233.65
Burglary,Per hundred thousand inhabitants,Cyprus,2016,202.87
Burglary,Per hundred thousand inhabitants,Cyprus,2017,171.97
Burglary,Per hundred thousand inhabitants,Cyprus,2018,144.64
Burglary,Per hundred thousand inhabitants,Cyprus,2019,135.86
Burglary,Per hundred thousand inhabitants,Cyprus,2020,98.2
Burglary,Per hundred thousand inhabitants,Cyprus,2021,96.43
Burglary,Per hundred thousand inhabitants,Cyprus,2022,124.68
Burglary,Per hundred thousand inhabitants,Czechia,2008,516.09
Burglary,Per hundred thousand inhabitants,Czechia,2009,526.08
Burglary,Per hundred thousand inhabitants,Czechia,2010,561.63
Burglary,Per hundred thousand inhabitants,Czechia,2011,569.02
Burglary,Per hundred thousand inhabitants,Czechia,2012,528.81
Burglary,Per hundred thousand inhabitants,Czechia,2013,593.22
Burglary,Per hundred thousand inhabitants,Czechia,2014,469.01
Burglary,Per hundred thousand inhabitants,Czechia,2015,327.15
Burglary,Per hundred thousand inhabitants,Czechia,2016,267.39
Burglary,Per hundred thousand inhabitants,Czechia,2017,228.07
Burglary,Per hundred thousand inhabitants,Czechia,2018,199.35
Burglary,Per hundred thousand inhabitants,Czechia,2019,208.09
Burglary,Per hundred thousand inhabitants,Czechia,2020,193.2
Burglary,Per hundred thousand inhabitants,Czechia,2021,292.98
Burglary,Per hundred thousand inhabitants,Czechia,2022,320.92
Burglary,Per hundred thousand inhabitants,Germany,2008,474.8
Burglary,Per hundred thousand inhabitants,Germany,2009,471.51
Burglary,Per hundred thousand inhabitants,Germany,2010,485.73
Burglary,Per hundred thousand inhabitants,Germany,2011,525.1
Burglary,Per hundred thousand inhabitants,Germany,2012,535.57
Burglary,Per hundred thousand inhabitants,Germany,2013,543.34
Burglary,Per hundred thousand inhabitants,Germany,2014,552.29
Burglary,Per hundred thousand inhabitants,Germany,2015,571.36
Burglary,Per hundred thousand inhabitants,Germany,2016,526.59
Burglary,Per hundred thousand inhabitants,Germany,2017,442.53
Burglary,Per hundred thousand inhabitants,Germany,2018,394.25
Burglary,Per hundred thousand inhabitants,Germany,2019,374.89
Burglary,Per hundred thousand inhabitants,Germany,2020,358.75
Burglary,Per hundred thousand inhabitants,Germany,2021,292.43
Burglary,Per hundred thousand inhabitants,Germany,2022,313.09
Burglary,Per hundred thousand inhabitants,Denmark,2008,1708.94
Burglary,Per hundred thousand inhabitants,Denmark,2009,1940.9
Burglary,Per hundred thousand inhabitants,Denmark,2010,1746.84
Burglary,Per hundred thousand inhabitants,Denmark,2011,1649.67
Burglary,Per hundred thousand inhabitants,Denmark,2012,1450.22
Burglary,Per hundred thousand inhabitants,Denmark,2013,1409.25
Burglary,Per hundred thousand inhabitants,Denmark,2014,1237.5
Burglary,Per hundred thousand inhabitants,Denmark,2015,1119.19
Burglary,Per hundred thousand inhabitants,Denmark,2016,1053.68
Burglary,Per hundred thousand inhabitants,Denmark,2017,955.37
Burglary,Per hundred thousand inhabitants,Denmark,2018,949.08
Burglary,Per hundred thousand inhabitants,Denmark,2019,831.15
Burglary,Per hundred thousand inhabitants,Denmark,2020,661.08
Burglary,Per hundred thousand inhabitants,Denmark,2021,521.11
Burglary,Per hundred thousand inhabitants,Denmark,2022,537.83
Burglary,Per hundred thousand inhabitants,Greece,2008,334.56
Burglary,Per hundred thousand inhabitants,Greece,2009,359.02
Burglary,Per hundred thousand inhabitants,Greece,2010,471.35
Burglary,Per hundred thousand inhabitants,Greece,2011,536.02
Burglary,Per hundred thousand inhabitants,Greece,2012,518.44
Burglary,Per hundred thousand inhabitants,Greece,2013,446.74
Burglary,Per hundred thousand inhabitants,Greece,2014,399.45
Burglary,Per hundred thousand inhabitants,Greece,2015,421.76
Burglary,Per hundred thousand inhabitants,Greece,2016,414.35
Burglary,Per hundred thousand inhabitants,Greece,2017,181.95
Burglary,Per hundred thousand inhabitants,Greece,2018,164.1
Burglary,Per hundred thousand inhabitants,Greece,2019,181.8
Burglary,Per hundred thousand inhabitants,Greece,2020,129.61
Burglary,Per hundred thousand inhabitants,Greece,2021,125.14
Burglary,Per hundred thousand inhabitants,Greece,2022,135.99
Burglary,Per hundred thousand inhabitants,Spain,2008,382.67
Burglary,Per hundred thousand inhabitants,Spain,2009,414.91
Burglary,Per hundred thousand inhabitants,Spain,2010,431.07
Burglary,Per hundred thousand inhabitants,Spain,2011,419.43
Burglary,Per hundred thousand inhabitants,Spain,2012,475.67
Burglary,Per hundred thousand inhabitants,Spain,2013,475.24
Burglary,Per hundred thousand inhabitants,Spain,2014,445.31
Burglary,Per hundred thousand inhabitants,Spain,2015,413.87
Burglary,Per hundred thousand inhabitants,Spain,2016,404.26
Burglary,Per hundred thousand inhabitants,Spain,2017,373.72
Burglary,Per hundred thousand inhabitants,Spain,2018,374.78
Burglary,Per hundred thousand inhabitants,Spain,2019,352.04
Burglary,Per hundred thousand inhabitants,Spain,2020,282.48
Burglary,Per hundred thousand inhabitants,Spain,2021,269.15
Burglary,Per hundred thousand inhabitants,Spain,2022,313.52
Burglary,Per hundred thousand inhabitants,Finland,2008,464.75
Burglary,Per hundred thousand inhabitants,Finland,2009,482.19
Burglary,Per hundred thousand inhabitants,Finland,2010,467.7
Burglary,Per hundred thousand inhabitants,Finland,2011,480.92
Burglary,Per hundred thousand inhabitants,Finland,2012,450.04
Burglary,Per hundred thousand inhabitants,Finland,2013,176.77
Burglary,Per hundred thousand inhabitants,Finland,2014,190.98
Burglary,Per hundred thousand inhabitants,Finland,2015,183.69
Burglary,Per hundred thousand inhabitants,Finland,2016,157.25
Burglary,Per hundred thousand inhabitants,Finland,2017,141.86
Burglary,Per hundred thousand inhabitants,Finland,2018,142.46
Burglary,Per hundred thousand inhabitants,Finland,2019,135.94
Burglary,Per hundred thousand inhabitants,Finland,2020,140.99
Burglary,Per hundred thousand inhabitants,Finland,2021,114.66
Burglary,Per hundred thousand inhabitants,Finland,2022,104.72
Burglary,Per hundred thousand inhabitants,France,2008,480.8
Burglary,Per hundred thousand inhabitants,France,2009,497.93
Burglary,Per hundred thousand inhabitants,France,2010,506.24
Burglary,Per hundred thousand inhabitants,France,2011,531.71
Burglary,Per hundred thousand inhabitants,France,2012,558.33
Burglary,Per hundred thousand inhabitants,France,2013,587.67
Burglary,Per hundred thousand inhabitants,France,2014,574.98
Burglary,Per hundred thousand inhabitants,France,2015,570.41
Burglary,Per hundred thousand inhabitants,France,2016,549.95
Burglary,Per hundred thousand inhabitants,France,2017,547.42
Burglary,Per hundred thousand inhabitants,France,2018,506.27
Burglary,Per hundred thousand inhabitants,France,2019,497.96
Burglary,Per hundred thousand inhabitants,France,2020,415.09
Burglary,Per hundred thousand inhabitants,France,2021,398.23
Burglary,Per hundred thousand inhabitants,France,2022,436.44
Burglary,Per hundred thousand inhabitants,Croatia,2008,405.17
Burglary,Per hundred thousand inhabitants,Croatia,2009,396.31
Burglary,Per hundred thousand inhabitants,Croatia,2010,428.83
Burglary,Per hundred thousand inhabitants,Croatia,2011,448.43
Burglary,Per hundred thousand inhabitants,Croatia,2012,449.46
Burglary,Per hundred thousand inhabitants,Croatia,2013,433.66
Burglary,Per hundred thousand inhabitants,Croatia,2014,360.32
Burglary,Per hundred thousand inhabitants,Croatia,2015,354.25
Burglary,Per hundred thousand inhabitants,Croatia,2016,295.97
Burglary,Per hundred thousand inhabitants,Croatia,2017,308.63
Burglary,Per hundred thousand inhabitants,Croatia,2018,265.64
Burglary,Per hundred thousand inhabitants,Croatia,2019,265.73
Burglary,Per hundred thousand inhabitants,Croatia,2020,220.2
Burglary,Per hundred thousand inhabitants,Croatia,2021,188.14
Burglary,Per hundred thousand inhabitants,Croatia,2022,185.28
Burglary,Per hundred thousand inhabitants,Hungary,2008,428.08
Burglary,Per hundred thousand inhabitants,Hungary,2009,375.82
Burglary,Per hundred thousand inhabitants,Hungary,2010,441.87
Burglary,Per hundred thousand inhabitants,Hungary,2011,453.38
Burglary,Per hundred thousand inhabitants,Hungary,2012,471.78
Burglary,Per hundred thousand inhabitants,Hungary,2013,380.35
Burglary,Per hundred thousand inhabitants,Hungary,2014,302.54
Burglary,Per hundred thousand inhabitants,Hungary,2015,290.14
Burglary,Per hundred thousand inhabitants,Ireland,2008,566.69
Burglary,Per hundred thousand inhabitants,Ireland,2009,608.27
Burglary,Per hundred thousand inhabitants,Ireland,2010,573.58
Burglary,Per hundred thousand inhabitants,Ireland,2011,616.73
Burglary,Per hundred thousand inhabitants,Ireland,2012,620.57
Burglary,Per hundred thousand inhabitants,Ireland,2013,572.65
Burglary,Per hundred thousand inhabitants,Ireland,2014,596.81
Burglary,Per hundred thousand inhabitants,Ireland,2015,549.68
Burglary,Per hundred thousand inhabitants,Ireland,2016,382.58
Burglary,Per hundred thousand inhabitants,Ireland,2017,392.21
Burglary,Per hundred thousand inhabitants,Ireland,2018,344.09
Burglary,Per hundred thousand inhabitants,Ireland,2019,334.71
Burglary,Per hundred thousand inhabitants,Ireland,2020,213.01
Burglary,Per hundred thousand inhabitants,Ireland,2021,167.45
Burglary,Per hundred thousand inhabitants,Ireland,2022,181.46
Burglary,Per hundred thousand inhabitants,Iceland,2008,865.72
Burglary,Per hundred thousand inhabitants,Iceland,2009,1103.43
Burglary,Per hundred thousand inhabitants,Iceland,2010,902.31
Burglary,Per hundred thousand inhabitants,Iceland,2011,596.64
Burglary,Per hundred thousand inhabitants,Iceland,2012,429.95
Burglary,Per hundred thousand inhabitants,Iceland,2013,339.28
Burglary,Per hundred thousand inhabitants,Iceland,2014,350.97
Burglary,Per hundred thousand inhabitants,Iceland,2015,386.81
Burglary,Per hundred thousand inhabitants,Iceland,2016,312.15
Burglary,Per hundred thousand inhabitants,Iceland,2017,313.29
Burglary,Per hundred thousand inhabitants,Iceland,2018,369.06
Burglary,Per hundred thousand inhabitants,Iceland,2019,325.22
Burglary,Per hundred thousand inhabitants,Iceland,2020,290.83
Burglary,Per hundred thousand inhabitants,Iceland,2021,284.17
Burglary,Per hundred thousand inhabitants,Iceland,2022,288.64
Burglary,Per hundred thousand inhabitants,Liechtenstein,2008,302.64
Burglary,Per hundred thousand inhabitants,Liechtenstein,2009,547.92
Burglary,Per hundred thousand inhabitants,Liechtenstein,2010,284.17
Burglary,Per hundred thousand inhabitants,Liechtenstein,2011,271.1
Burglary,Per hundred thousand inhabitants,Liechtenstein,2012,383.82
Burglary,Per hundred thousand inhabitants,Liechtenstein,2013,339.32
Burglary,Per hundred thousand inhabitants,Liechtenstein,2014,597.92
Burglary,Per hundred thousand inhabitants,Liechtenstein,2015,449.61
Burglary,Per hundred thousand inhabitants,Liechtenstein,2016,374.78
Burglary,Per hundred thousand inhabitants,Liechtenstein,2017,335.89
Burglary,Per hundred thousand inhabitants,Liechtenstein,2018,367.32
Burglary,Per hundred thousand inhabitants,Liechtenstein,2019,278.81
Burglary,Per hundred thousand inhabitants,Liechtenstein,2020,152.27
Burglary,Per hundred thousand inhabitants,Liechtenstein,2021,284.21
Burglary,Per hundred thousand inhabitants,Liechtenstein,2022,351.07
Burglary,Per hundred thousand inhabitants,Lithuania,2013,109.86
Burglary,Per hundred thousand inhabitants,Lithuania,2014,113.54
Burglary,Per hundred thousand inhabitants,Lithuania,2015,102.66
Burglary,Per hundred thousand inhabitants,Lithuania,2016,91.98
Burglary,Per hundred thousand inhabitants,Lithuania,2017,90.94
Burglary,Per hundred thousand inhabitants,Lithuania,2018,70.6
Burglary,Per hundred thousand inhabitants,Lithuania,2019,58.73
Burglary,Per hundred thousand inhabitants,Lithuania,2020,43.81
Burglary,Per hundred thousand inhabitants,Lithuania,2021,29.4
Burglary,Per hundred thousand inhabitants,Lithuania,2022,28.94
Burglary,Per hundred thousand inhabitants,Luxembourg,2008,576.48
Burglary,Per hundred thousand inhabitants,Luxembourg,2009,597.97
Burglary,Per hundred thousand inhabitants,Luxembourg,2010,480.61
Burglary,Per hundred thousand inhabitants,Luxembourg,2011,699.24
Burglary,Per hundred thousand inhabitants,Luxembourg,2012,602.64
Burglary,Per hundred thousand inhabitants,Luxembourg,2013,632.91
Burglary,Per hundred thousand inhabitants,Luxembourg,2014,794.64
Burglary,Per hundred thousand inhabitants,Luxembourg,2015,374.98
Burglary,Per hundred thousand inhabitants,Luxembourg,2016,328.33
Burglary,Per hundred thousand inhabitants,Luxembourg,2017,342.66
Burglary,Per hundred thousand inhabitants,Luxembourg,2018,609.13
Burglary,Per hundred thousand inhabitants,Luxembourg,2019,575.18
Burglary,Per hundred thousand inhabitants,Luxembourg,2020,476.6
Burglary,Per hundred thousand inhabitants,Luxembourg,2021,489.34
Burglary,Per hundred thousand inhabitants,Luxembourg,2022,633.72
Burglary,Per hundred thousand inhabitants,Latvia,2008,128.52
Burglary,Per hundred thousand inhabitants,Latvia,2009,132.97
Burglary,Per hundred thousand inhabitants,Latvia,2010,72.39
Burglary,Per hundred thousand inhabitants,Latvia,2012,47.78
Burglary,Per hundred thousand inhabitants,Latvia,2013,47.19
Burglary,Per hundred thousand inhabitants,Latvia,2014,30.58
Burglary,Per hundred thousand inhabitants,Latvia,2015,25.23
Burglary,Per hundred thousand inhabitants,Latvia,2016,323.27
Burglary,Per hundred thousand inhabitants,Latvia,2017,268.24
Burglary,Per hundred thousand inhabitants,Latvia,2018,252.12
Burglary,Per hundred thousand inhabitants,Latvia,2019,219.27
Burglary,Per hundred thousand inhabitants,Latvia,2020,199.35
Burglary,Per hundred thousand inhabitants,Latvia,2021,146.79
Burglary,Per hundred thousand inhabitants,Latvia,2022,147.25
Burglary,Per hundred thousand inhabitants,Montenegro,2008,265.29
Burglary,Per hundred thousand inhabitants,Montenegro,2009,271.08
Burglary,Per hundred thousand inhabitants,Montenegro,2010,223.1
Burglary,Per hundred thousand inhabitants,Montenegro,2011,199.08
Burglary,Per hundred thousand inhabitants,Montenegro,2012,222.95
Burglary,Per hundred thousand inhabitants,Montenegro,2013,190.21
Burglary,Per hundred thousand inhabitants,Montenegro,2014,153.01
Burglary,Per hundred thousand inhabitants,Montenegro,2015,150.94
Burglary,Per hundred thousand inhabitants,Montenegro,2016,136.13
Burglary,Per hundred thousand inhabitants,Montenegro,2017,145.09
Burglary,Per hundred thousand inhabitants,Montenegro,2018,109.42
Burglary,Per hundred thousand inhabitants,Montenegro,2019,100.29
Burglary,Per hundred thousand inhabitants,Montenegro,2020,70.59
Burglary,Per hundred thousand inhabitants,Montenegro,2021,74.11
Burglary,Per hundred thousand inhabitants,Montenegro,2022,74.8
Burglary,Per hundred thousand inhabitants,North Macedonia,2008,568.51
Burglary,Per hundred thousand inhabitants,North Macedonia,2009,561.35
Burglary,Per hundred thousand inhabitants,North Macedonia,2010,652.74
Burglary,Per hundred thousand inhabitants,North Macedonia,2011,703.11
Burglary,Per hundred thousand inhabitants,North Macedonia,2012,727.5
Burglary,Per hundred thousand inhabitants,North Macedonia,2013,732.63
Burglary,Per hundred thousand inhabitants,North Macedonia,2014,634.53
Burglary,Per hundred thousand inhabitants,Malta,2008,327.1
Burglary,Per hundred thousand inhabitants,Malta,2009,282.53
Burglary,Per hundred thousand inhabitants,Malta,2010,291.77
Burglary,Per hundred thousand inhabitants,Malta,2011,314.71
Burglary,Per hundred thousand inhabitants,Malta,2012,307.75
Burglary,Per hundred thousand inhabitants,Malta,2013,280.47
Burglary,Per hundred thousand inhabitants,Malta,2014,289.92
Burglary,Per hundred thousand inhabitants,Malta,2015,236.76
Burglary,Per hundred thousand inhabitants,Malta,2016,239.33
Burglary,Per hundred thousand inhabitants,Malta,2017,275.26
Burglary,Per hundred thousand inhabitants,Malta,2018,254.57
Burglary,Per hundred thousand inhabitants,Malta,2019,257.31
Burglary,Per hundred thousand inhabitants,Malta,2020,201.34
Burglary,Per hundred thousand inhabitants,Malta,2021,169.15
Burglary,Per hundred thousand inhabitants,Malta,2022,171.99
Burglary,Per hundred thousand inhabitants,Netherlands,2008,1753.36
Burglary,Per hundred thousand inhabitants,Netherlands,2009,1721.39
Burglary,Per hundred thousand inhabitants,Netherlands,2010,744.22
Burglary,Per hundred thousand inhabitants,Netherlands,2011,747.31
Burglary,Per hundred thousand inhabitants,Netherlands,2012,723.57
Burglary,Per hundred thousand inhabitants,Netherlands,2013,717.96
Burglary,Per hundred thousand inhabitants,Netherlands,2014,614.2
Burglary,Per hundred thousand inhabitants,Netherlands,2015,571.51
Burglary,Per hundred thousand inhabitants,Netherlands,2016,498.29
Burglary,Per hundred thousand inhabitants,Netherlands,2017,437.29
Burglary,Per hundred thousand inhabitants,Netherlands,2018,367.26
Burglary,Per hundred thousand inhabitants,Netherlands,2019,341.1
Burglary,Per hundred thousand inhabitants,Netherlands,2020,286.34
Burglary,Per hundred thousand inhabitants,Netherlands,2021,212.78
Burglary,Per hundred thousand inhabitants,Netherlands,2022,212.13
Burglary,Per hundred thousand inhabitants,Norway,2008,464.71
Burglary,Per hundred thousand inhabitants,Norway,2009,493.33
Burglary,Per hundred thousand inhabitants,Norway,2010,438.39
Burglary,Per hundred thousand inhabitants,Norway,2011,365.49
Burglary,Per hundred thousand inhabitants,Norway,2012,348.81
Burglary,Per hundred thousand inhabitants,Norway,2013,311.6
Burglary,Per hundred thousand inhabitants,Norway,2014,291.51
Burglary,Per hundred thousand inhabitants,Poland,2008,325.5
Burglary,Per hundred thousand inhabitants,Poland,2009,355.0
Burglary,Per hundred thousand inhabitants,Poland,2010,368.42
Burglary,Per hundred thousand inhabitants,Poland,2011,356.28
Burglary,Per hundred thousand inhabitants,Poland,2012,336.18
Burglary,Per hundred thousand inhabitants,Poland,2013,311.42
Burglary,Per hundred thousand inhabitants,Poland,2014,281.17
Burglary,Per hundred thousand inhabitants,Poland,2015,249.12
Burglary,Per hundred thousand inhabitants,Poland,2016,210.52
Burglary,Per hundred thousand inhabitants,Poland,2017,178.32
Burglary,Per hundred thousand inhabitants,Poland,2018,182.08
Burglary,Per hundred thousand inhabitants,Poland,2019,188.01
Burglary,Per hundred thousand inhabitants,Poland,2020,196.27
Burglary,Per hundred thousand inhabitants,Poland,2021,194.17
Burglary,Per hundred thousand inhabitants,Poland,2022,186.58
Burglary,Per hundred thousand inhabitants,Portugal,2008,509.33
Burglary,Per hundred thousand inhabitants,Portugal,2009,466.88
Burglary,Per hundred thousand inhabitants,Portugal,2010,479.03
Burglary,Per hundred thousand inhabitants,Portugal,2011,492.65
Burglary,Per hundred thousand inhabitants,Portugal,2012,415.87
Burglary,Per hundred thousand inhabitants,Portugal,2013,366.06
Burglary,Per hundred thousand inhabitants,Portugal,2014,331.94
Burglary,Per hundred thousand inhabitants,Portugal,2015,283.24
Burglary,Per hundred thousand inhabitants,Portugal,2016,253.28
Burglary,Per hundred thousand inhabitants,Portugal,2017,221.86
Burglary,Per hundred thousand inhabitants,Portugal,2018,221.86
Burglary,Per hundred thousand inhabitants,Portugal,2019,208.55
Burglary,Per hundred thousand inhabitants,Portugal,2020,185.83
Burglary,Per hundred thousand inhabitants,Portugal,2021,159.31
Burglary,Per hundred thousand inhabitants,Portugal,2022,163.65
Burglary,Per hundred thousand inhabitants,Romania,2008,49.84
Burglary,Per hundred thousand inhabitants,Romania,2009,56.62
Burglary,Per hundred thousand inhabitants,Romania,2010,66.15
Burglary,Per hundred thousand inhabitants,Romania,2011,76.17
Burglary,Per hundred thousand inhabitants,Romania,2012,97.16
Burglary,Per hundred thousand inhabitants,Romania,2013,97.77
Burglary,Per hundred thousand inhabitants,Romania,2014,256.26
Burglary,Per hundred thousand inhabitants,Romania,2015,148.77
Burglary,Per hundred thousand inhabitants,Romania,2016,138.32
Burglary,Per hundred thousand inhabitants,Romania,2017,138.35
Burglary,Per hundred thousand inhabitants,Romania,2018,155.96
Burglary,Per hundred thousand inhabitants,Romania,2019,150.11
Burglary,Per hundred thousand inhabitants,Romania,2020,133.17
Burglary,Per hundred thousand inhabitants,Romania,2021,135.49
