citizen,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE
Foreign country and stateless,Total,Percentage,Males,Luxembourg,2023,51.5
Foreign country and stateless,Total,Percentage,Males,Luxembourg,2024,51.5
Foreign country and stateless,Total,Percentage,Males,Latvia,2022,48.0
Foreign country and stateless,Total,Percentage,Males,Latvia,2023,47.4
Foreign country and stateless,Total,Percentage,Males,Latvia,2024,47.7
Foreign country and stateless,Total,Percentage,Males,Malta,2022,60.2
Foreign country and stateless,Total,Percentage,Males,Malta,2023,60.5
Foreign country and stateless,Total,Percentage,Males,Malta,2024,61.1
Foreign country and stateless,Total,Percentage,Males,Netherlands,2022,49.8
Foreign country and stateless,Total,Percentage,Males,Netherlands,2023,49.4
Foreign country and stateless,Total,Percentage,Males,Netherlands,2024,49.8
Foreign country and stateless,Total,Percentage,Males,Norway,2022,54.6
Foreign country and stateless,Total,Percentage,Males,Norway,2023,53.7
Foreign country and stateless,Total,Percentage,Males,Norway,2024,53.4
Foreign country and stateless,Total,Percentage,Males,Poland,2022,53.4
Foreign country and stateless,Total,Percentage,Males,Poland,2023,53.3
Foreign country and stateless,Total,Percentage,Males,Poland,2024,53.3
Foreign country and stateless,Total,Percentage,Males,Portugal,2022,51.5
Foreign country and stateless,Total,Percentage,Males,Portugal,2023,51.8
Foreign country and stateless,Total,Percentage,Males,Portugal,2024,52.6
Foreign country and stateless,Total,Percentage,Males,Romania,2022,59.9
Foreign country and stateless,Total,Percentage,Males,Romania,2023,61.5
Foreign country and stateless,Total,Percentage,Males,Romania,2024,62.9
Foreign country and stateless,Total,Percentage,Males,Sweden,2022,54.0
Foreign country and stateless,Total,Percentage,Males,Sweden,2023,54.4
Foreign country and stateless,Total,Percentage,Males,Sweden,2024,54.2
Foreign country and stateless,Total,Percentage,Males,Slovenia,2022,64.5
Foreign country and stateless,Total,Percentage,Males,Slovenia,2023,63.3
Foreign country and stateless,Total,Percentage,Males,Slovenia,2024,63.2
Foreign country and stateless,Total,Percentage,Males,Slovakia,2022,60.4
Foreign country and stateless,Total,Percentage,Males,Slovakia,2023,60.3
Foreign country and stateless,Total,Percentage,Males,Slovakia,2024,60.3
Foreign country and stateless,Total,Percentage,Total,Austria,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Austria,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Austria,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Belgium,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Belgium,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Belgium,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Bulgaria,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Bulgaria,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Bulgaria,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Switzerland,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Switzerland,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Switzerland,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Cyprus,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Cyprus,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Cyprus,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Czechia,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Czechia,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Czechia,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Germany,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Germany,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Germany,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Denmark,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Denmark,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Denmark,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Estonia,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Estonia,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Estonia,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Greece,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Greece,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Greece,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Spain,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Spain,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Spain,2024,100.0
Foreign country and stateless,Total,Percentage,Total,European Union - 27 countries (from 2020),2022,100.0
Foreign country and stateless,Total,Percentage,Total,European Union - 27 countries (from 2020),2023,100.0
Foreign country and stateless,Total,Percentage,Total,European Union - 27 countries (from 2020),2024,100.0
Foreign country and stateless,Total,Percentage,Total,Finland,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Finland,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Finland,2024,100.0
Foreign country and stateless,Total,Percentage,Total,France,2021,100.0
Foreign country and stateless,Total,Percentage,Total,France,2022,100.0
Foreign country and stateless,Total,Percentage,Total,France,2023,100.0
Foreign country and stateless,Total,Percentage,Total,France,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Croatia,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Croatia,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Croatia,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Hungary,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Hungary,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Hungary,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Ireland,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Ireland,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Ireland,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Iceland,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Iceland,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Iceland,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Italy,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Italy,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Italy,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Liechtenstein,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Liechtenstein,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Liechtenstein,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Lithuania,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Lithuania,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Lithuania,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Luxembourg,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Luxembourg,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Luxembourg,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Latvia,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Latvia,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Latvia,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Malta,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Malta,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Malta,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Netherlands,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Netherlands,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Netherlands,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Norway,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Norway,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Norway,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Poland,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Poland,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Poland,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Portugal,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Portugal,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Portugal,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Romania,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Romania,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Romania,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Sweden,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Sweden,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Sweden,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Slovenia,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Slovenia,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Slovenia,2024,100.0
Foreign country and stateless,Total,Percentage,Total,Slovakia,2022,100.0
Foreign country and stateless,Total,Percentage,Total,Slovakia,2023,100.0
Foreign country and stateless,Total,Percentage,Total,Slovakia,2024,100.0
Reporting country,Total,Percentage,Females,Austria,2022,51.1
Reporting country,Total,Percentage,Females,Austria,2023,51.1
Reporting country,Total,Percentage,Females,Austria,2024,51.1
Reporting country,Total,Percentage,Females,Belgium,2022,50.9
Reporting country,Total,Percentage,Females,Belgium,2023,50.9
Reporting country,Total,Percentage,Females,Belgium,2024,50.8
Reporting country,Total,Percentage,Females,Bulgaria,2022,51.6
Reporting country,Total,Percentage,Females,Bulgaria,2023,52.0
Reporting country,Total,Percentage,Females,Bulgaria,2024,52.0
Reporting country,Total,Percentage,Females,Switzerland,2022,51.4
Reporting country,Total,Percentage,Females,Switzerland,2023,51.4
Reporting country,Total,Percentage,Females,Switzerland,2024,51.4
Reporting country,Total,Percentage,Females,Cyprus,2022,50.5
Reporting country,Total,Percentage,Females,Cyprus,2023,50.4
Reporting country,Total,Percentage,Females,Cyprus,2024,50.6
Reporting country,Total,Percentage,Females,Czechia,2022,51.0
Reporting country,Total,Percentage,Females,Czechia,2023,51.0
Reporting country,Total,Percentage,Females,Czechia,2024,51.0
Reporting country,Total,Percentage,Females,Germany,2022,51.1
Reporting country,Total,Percentage,Females,Germany,2023,51.1
Reporting country,Total,Percentage,Females,Germany,2024,51.2
Reporting country,Total,Percentage,Females,Denmark,2022,50.3
Reporting country,Total,Percentage,Females,Denmark,2023,50.3
Reporting country,Total,Percentage,Females,Denmark,2024,50.3
Reporting country,Total,Percentage,Females,Estonia,2022,53.4
Reporting country,Total,Percentage,Females,Estonia,2023,53.4
Reporting country,Total,Percentage,Females,Estonia,2024,53.4
Reporting country,Total,Percentage,Females,Greece,2022,51.2
Reporting country,Total,Percentage,Females,Greece,2023,51.2
Reporting country,Total,Percentage,Females,Greece,2024,51.1
Reporting country,Total,Percentage,Females,Spain,2022,51.0
Reporting country,Total,Percentage,Females,Spain,2023,51.1
Reporting country,Total,Percentage,Females,Spain,2024,51.2
Reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2022,51.3
Reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2023,51.3
Reporting country,Total,Percentage,Females,European Union - 27 countries (from 2020),2024,51.3
Reporting country,Total,Percentage,Females,Finland,2022,50.9
Reporting country,Total,Percentage,Females,Finland,2023,50.9
Reporting country,Total,Percentage,Females,Finland,2024,50.9
Reporting country,Total,Percentage,Females,France,2021,51.7
Reporting country,Total,Percentage,Females,France,2022,51.7
Reporting country,Total,Percentage,Females,France,2023,51.7
Reporting country,Total,Percentage,Females,France,2024,51.6
Reporting country,Total,Percentage,Females,Croatia,2022,51.9
Reporting country,Total,Percentage,Females,Croatia,2023,51.8
Reporting country,Total,Percentage,Females,Croatia,2024,51.8
Reporting country,Total,Percentage,Females,Hungary,2022,52.3
Reporting country,Total,Percentage,Females,Hungary,2023,52.0
Reporting country,Total,Percentage,Females,Hungary,2024,52.0
Reporting country,Total,Percentage,Females,Ireland,2022,50.6
Reporting country,Total,Percentage,Females,Ireland,2023,50.5
Reporting country,Total,Percentage,Females,Ireland,2024,50.5
Reporting country,Total,Percentage,Females,Iceland,2022,49.8
Reporting country,Total,Percentage,Females,Iceland,2023,49.7
Reporting country,Total,Percentage,Females,Iceland,2024,49.8
Reporting country,Total,Percentage,Females,Italy,2022,51.2
Reporting country,Total,Percentage,Females,Italy,2023,51.2
Reporting country,Total,Percentage,Females,Italy,2024,51.1
Reporting country,Total,Percentage,Females,Liechtenstein,2022,50.7
Reporting country,Total,Percentage,Females,Liechtenstein,2023,50.6
Reporting country,Total,Percentage,Females,Liechtenstein,2024,50.5
Reporting country,Total,Percentage,Females,Lithuania,2022,53.7
Reporting country,Total,Percentage,Females,Lithuania,2023,53.7
Reporting country,Total,Percentage,Females,Lithuania,2024,53.6
Reporting country,Total,Percentage,Females,Luxembourg,2022,50.8
Reporting country,Total,Percentage,Females,Luxembourg,2023,50.7
Reporting country,Total,Percentage,Females,Luxembourg,2024,50.7
Reporting country,Total,Percentage,Females,Latvia,2022,53.9
Reporting country,Total,Percentage,Females,Latvia,2023,53.9
Reporting country,Total,Percentage,Females,Latvia,2024,53.8
Reporting country,Total,Percentage,Females,Malta,2022,50.3
Reporting country,Total,Percentage,Females,Malta,2023,50.2
Reporting country,Total,Percentage,Females,Malta,2024,50.2
Reporting country,Total,Percentage,Females,Netherlands,2022,50.3
Reporting country,Total,Percentage,Females,Netherlands,2023,50.3
Reporting country,Total,Percentage,Females,Netherlands,2024,50.3
Reporting country,Total,Percentage,Females,Norway,2022,50.0
Reporting country,Total,Percentage,Females,Norway,2023,50.0
Reporting country,Total,Percentage,Females,Norway,2024,50.0
Reporting country,Total,Percentage,Females,Poland,2022,51.7
Reporting country,Total,Percentage,Females,Poland,2023,51.7
Reporting country,Total,Percentage,Females,Poland,2024,51.7
Reporting country,Total,Percentage,Females,Portugal,2022,52.7
Reporting country,Total,Percentage,Females,Portugal,2023,52.6
Reporting country,Total,Percentage,Females,Portugal,2024,52.7
Reporting country,Total,Percentage,Females,Romania,2022,51.5
Reporting country,Total,Percentage,Females,Romania,2023,51.5
Reporting country,Total,Percentage,Females,Romania,2024,51.6
Reporting country,Total,Percentage,Females,Sweden,2022,50.0
Reporting country,Total,Percentage,Females,Sweden,2023,50.0
Reporting country,Total,Percentage,Females,Sweden,2024,50.0
Reporting country,Total,Percentage,Females,Slovenia,2022,51.1
Reporting country,Total,Percentage,Females,Slovenia,2023,51.1
Reporting country,Total,Percentage,Females,Slovenia,2024,51.1
Reporting country,Total,Percentage,Females,Slovakia,2022,51.2
Reporting country,Total,Percentage,Females,Slovakia,2023,51.2
Reporting country,Total,Percentage,Females,Slovakia,2024,51.2
Reporting country,Total,Percentage,Males,Austria,2022,48.9
Reporting country,Total,Percentage,Males,Austria,2023,48.9
Reporting country,Total,Percentage,Males,Austria,2024,48.9
Reporting country,Total,Percentage,Males,Belgium,2022,49.1
Reporting country,Total,Percentage,Males,Belgium,2023,49.1
Reporting country,Total,Percentage,Males,Belgium,2024,49.2
Reporting country,Total,Percentage,Males,Bulgaria,2022,48.4
Reporting country,Total,Percentage,Males,Bulgaria,2023,48.0
Reporting country,Total,Percentage,Males,Bulgaria,2024,48.0
Reporting country,Total,Percentage,Males,Switzerland,2022,48.6
Reporting country,Total,Percentage,Males,Switzerland,2023,48.6
Reporting country,Total,Percentage,Males,Switzerland,2024,48.6
Reporting country,Total,Percentage,Males,Cyprus,2022,49.5
Reporting country,Total,Percentage,Males,Cyprus,2023,49.6
Reporting country,Total,Percentage,Males,Cyprus,2024,49.4
Reporting country,Total,Percentage,Males,Czechia,2022,49.0
Reporting country,Total,Percentage,Males,Czechia,2023,49.0
Reporting country,Total,Percentage,Males,Czechia,2024,49.0
Reporting country,Total,Percentage,Males,Germany,2022,48.9
Reporting country,Total,Percentage,Males,Germany,2023,48.9
Reporting country,Total,Percentage,Males,Germany,2024,48.8
Reporting country,Total,Percentage,Males,Denmark,2022,49.7
Reporting country,Total,Percentage,Males,Denmark,2023,49.7
Reporting country,Total,Percentage,Males,Denmark,2024,49.7
Reporting country,Total,Percentage,Males,Estonia,2022,46.6
Reporting country,Total,Percentage,Males,Estonia,2023,46.6
Reporting country,Total,Percentage,Males,Estonia,2024,46.6
Reporting country,Total,Percentage,Males,Greece,2022,48.8
Reporting country,Total,Percentage,Males,Greece,2023,48.8
Reporting country,Total,Percentage,Males,Greece,2024,48.9
Reporting country,Total,Percentage,Males,Spain,2022,49.0
Reporting country,Total,Percentage,Males,Spain,2023,48.9
Reporting country,Total,Percentage,Males,Spain,2024,48.8
Reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2022,48.7
Reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2023,48.7
Reporting country,Total,Percentage,Males,European Union - 27 countries (from 2020),2024,48.7
Reporting country,Total,Percentage,Males,Finland,2022,49.1
Reporting country,Total,Percentage,Males,Finland,2023,49.1
Reporting country,Total,Percentage,Males,Finland,2024,49.1
Reporting country,Total,Percentage,Males,France,2021,48.3
Reporting country,Total,Percentage,Males,France,2022,48.3
Reporting country,Total,Percentage,Males,France,2023,48.3
Reporting country,Total,Percentage,Males,France,2024,48.4
Reporting country,Total,Percentage,Males,Croatia,2022,48.1
Reporting country,Total,Percentage,Males,Croatia,2023,48.2
Reporting country,Total,Percentage,Males,Croatia,2024,48.2
Reporting country,Total,Percentage,Males,Hungary,2022,47.7
Reporting country,Total,Percentage,Males,Hungary,2023,48.0
Reporting country,Total,Percentage,Males,Hungary,2024,48.0
Reporting country,Total,Percentage,Males,Ireland,2022,49.4
Reporting country,Total,Percentage,Males,Ireland,2023,49.5
Reporting country,Total,Percentage,Males,Ireland,2024,49.5
Reporting country,Total,Percentage,Males,Iceland,2022,50.2
Reporting country,Total,Percentage,Males,Iceland,2023,50.3
Reporting country,Total,Percentage,Males,Iceland,2024,50.2
Reporting country,Total,Percentage,Males,Italy,2022,48.8
Reporting country,Total,Percentage,Males,Italy,2023,48.8
Reporting country,Total,Percentage,Males,Italy,2024,48.9
Reporting country,Total,Percentage,Males,Liechtenstein,2022,49.3
Reporting country,Total,Percentage,Males,Liechtenstein,2023,49.4
Reporting country,Total,Percentage,Males,Liechtenstein,2024,49.5
Reporting country,Total,Percentage,Males,Lithuania,2022,46.3
Reporting country,Total,Percentage,Males,Lithuania,2023,46.3
Reporting country,Total,Percentage,Males,Lithuania,2024,46.4
Reporting country,Total,Percentage,Males,Luxembourg,2022,49.2
Reporting country,Total,Percentage,Males,Luxembourg,2023,49.3
Reporting country,Total,Percentage,Males,Luxembourg,2024,49.3
Reporting country,Total,Percentage,Males,Latvia,2022,46.1
Reporting country,Total,Percentage,Males,Latvia,2023,46.1
Reporting country,Total,Percentage,Males,Latvia,2024,46.2
Reporting country,Total,Percentage,Males,Malta,2022,49.7
Reporting country,Total,Percentage,Males,Malta,2023,49.8
Reporting country,Total,Percentage,Males,Malta,2024,49.8
Reporting country,Total,Percentage,Males,Netherlands,2022,49.7
Reporting country,Total,Percentage,Males,Netherlands,2023,49.7
Reporting country,Total,Percentage,Males,Netherlands,2024,49.7
Reporting country,Total,Percentage,Males,Norway,2022,50.0
Reporting country,Total,Percentage,Males,Norway,2023,50.0
Reporting country,Total,Percentage,Males,Norway,2024,50.0
Reporting country,Total,Percentage,Males,Poland,2022,48.3
Reporting country,Total,Percentage,Males,Poland,2023,48.3
Reporting country,Total,Percentage,Males,Poland,2024,48.3
Reporting country,Total,Percentage,Males,Portugal,2022,47.3
Reporting country,Total,Percentage,Males,Portugal,2023,47.4
Reporting country,Total,Percentage,Males,Portugal,2024,47.3
Reporting country,Total,Percentage,Males,Romania,2022,48.5
Reporting country,Total,Percentage,Males,Romania,2023,48.5
Reporting country,Total,Percentage,Males,Romania,2024,48.4
Reporting country,Total,Percentage,Males,Sweden,2022,50.0
Reporting country,Total,Percentage,Males,Sweden,2023,50.0
Reporting country,Total,Percentage,Males,Sweden,2024,50.0
Reporting country,Total,Percentage,Males,Slovenia,2022,48.9
Reporting country,Total,Percentage,Males,Slovenia,2023,48.9
Reporting country,Total,Percentage,Males,Slovenia,2024,48.9
Reporting country,Total,Percentage,Males,Slovakia,2022,48.8
Reporting country,Total,Percentage,Males,Slovakia,2023,48.8
Reporting country,Total,Percentage,Males,Slovakia,2024,48.8
Reporting country,Total,Percentage,Total,Austria,2022,100.0
Reporting country,Total,Percentage,Total,Austria,2023,100.0
Reporting country,Total,Percentage,Total,Austria,2024,100.0
Reporting country,Total,Percentage,Total,Belgium,2022,100.0
Reporting country,Total,Percentage,Total,Belgium,2023,100.0
Reporting country,Total,Percentage,Total,Belgium,2024,100.0
Reporting country,Total,Percentage,Total,Bulgaria,2022,100.0
Reporting country,Total,Percentage,Total,Bulgaria,2023,100.0
Reporting country,Total,Percentage,Total,Bulgaria,2024,100.0
Reporting country,Total,Percentage,Total,Switzerland,2022,100.0
Reporting country,Total,Percentage,Total,Switzerland,2023,100.0
Reporting country,Total,Percentage,Total,Switzerland,2024,100.0
Reporting country,Total,Percentage,Total,Cyprus,2022,100.0
Reporting country,Total,Percentage,Total,Cyprus,2023,100.0
Reporting country,Total,Percentage,Total,Cyprus,2024,100.0
Reporting country,Total,Percentage,Total,Czechia,2022,100.0
Reporting country,Total,Percentage,Total,Czechia,2023,100.0
Reporting country,Total,Percentage,Total,Czechia,2024,100.0
Reporting country,Total,Percentage,Total,Germany,2022,100.0
Reporting country,Total,Percentage,Total,Germany,2023,100.0
Reporting country,Total,Percentage,Total,Germany,2024,100.0
Reporting country,Total,Percentage,Total,Denmark,2022,100.0
Reporting country,Total,Percentage,Total,Denmark,2023,100.0
Reporting country,Total,Percentage,Total,Denmark,2024,100.0
Reporting country,Total,Percentage,Total,Estonia,2022,100.0
Reporting country,Total,Percentage,Total,Estonia,2023,100.0
Reporting country,Total,Percentage,Total,Estonia,2024,100.0
Reporting country,Total,Percentage,Total,Greece,2022,100.0
Reporting country,Total,Percentage,Total,Greece,2023,100.0
Reporting country,Total,Percentage,Total,Greece,2024,100.0
Reporting country,Total,Percentage,Total,Spain,2022,100.0
Reporting country,Total,Percentage,Total,Spain,2023,100.0
Reporting country,Total,Percentage,Total,Spain,2024,100.0
Reporting country,Total,Percentage,Total,European Union - 27 countries (from 2020),2022,100.0
Reporting country,Total,Percentage,Total,European Union - 27 countries (from 2020),2023,100.0
Reporting country,Total,Percentage,Total,European Union - 27 countries (from 2020),2024,100.0
Reporting country,Total,Percentage,Total,Finland,2022,100.0
Reporting country,Total,Percentage,Total,Finland,2023,100.0
Reporting country,Total,Percentage,Total,Finland,2024,100.0
Reporting country,Total,Percentage,Total,France,2021,100.0
Reporting country,Total,Percentage,Total,France,2022,100.0
Reporting country,Total,Percentage,Total,France,2023,100.0
Reporting country,Total,Percentage,Total,France,2024,100.0
Reporting country,Total,Percentage,Total,Croatia,2022,100.0
Reporting country,Total,Percentage,Total,Croatia,2023,100.0
Reporting country,Total,Percentage,Total,Croatia,2024,100.0
Reporting country,Total,Percentage,Total,Hungary,2022,100.0
Reporting country,Total,Percentage,Total,Hungary,2023,100.0
Reporting country,Total,Percentage,Total,Hungary,2024,100.0
Reporting country,Total,Percentage,Total,Ireland,2022,100.0
Reporting country,Total,Percentage,Total,Ireland,2023,100.0
Reporting country,Total,Percentage,Total,Ireland,2024,100.0
Reporting country,Total,Percentage,Total,Iceland,2022,100.0
Reporting country,Total,Percentage,Total,Iceland,2023,100.0
Reporting country,Total,Percentage,Total,Iceland,2024,100.0
Reporting country,Total,Percentage,Total,Italy,2022,100.0
Reporting country,Total,Percentage,Total,Italy,2023,100.0
Reporting country,Total,Percentage,Total,Italy,2024,100.0
Reporting country,Total,Percentage,Total,Liechtenstein,2022,100.0
Reporting country,Total,Percentage,Total,Liechtenstein,2023,100.0
Reporting country,Total,Percentage,Total,Liechtenstein,2024,100.0
Reporting country,Total,Percentage,Total,Lithuania,2022,100.0
Reporting country,Total,Percentage,Total,Lithuania,2023,100.0
Reporting country,Total,Percentage,Total,Lithuania,2024,100.0
Reporting country,Total,Percentage,Total,Luxembourg,2022,100.0
Reporting country,Total,Percentage,Total,Luxembourg,2023,100.0
Reporting country,Total,Percentage,Total,Luxembourg,2024,100.0
Reporting country,Total,Percentage,Total,Latvia,2022,100.0
Reporting country,Total,Percentage,Total,Latvia,2023,100.0
Reporting country,Total,Percentage,Total,Latvia,2024,100.0
Reporting country,Total,Percentage,Total,Malta,2022,100.0
Reporting country,Total,Percentage,Total,Malta,2023,100.0
Reporting country,Total,Percentage,Total,Malta,2024,100.0
Reporting country,Total,Percentage,Total,Netherlands,2022,100.0
Reporting country,Total,Percentage,Total,Netherlands,2023,100.0
Reporting country,Total,Percentage,Total,Netherlands,2024,100.0
Reporting country,Total,Percentage,Total,Norway,2022,100.0
Reporting country,Total,Percentage,Total,Norway,2023,100.0
Reporting country,Total,Percentage,Total,Norway,2024,100.0
Reporting country,Total,Percentage,Total,Poland,2022,100.0
Reporting country,Total,Percentage,Total,Poland,2023,100.0
Reporting country,Total,Percentage,Total,Poland,2024,100.0
Reporting country,Total,Percentage,Total,Portugal,2022,100.0
Reporting country,Total,Percentage,Total,Portugal,2023,100.0
Reporting country,Total,Percentage,Total,Portugal,2024,100.0
Reporting country,Total,Percentage,Total,Romania,2022,100.0
Reporting country,Total,Percentage,Total,Romania,2023,100.0
Reporting country,Total,Percentage,Total,Romania,2024,100.0
Reporting country,Total,Percentage,Total,Sweden,2022,100.0
Reporting country,Total,Percentage,Total,Sweden,2023,100.0
Reporting country,Total,Percentage,Total,Sweden,2024,100.0
Reporting country,Total,Percentage,Total,Slovenia,2022,100.0
Reporting country,Total,Percentage,Total,Slovenia,2023,100.0
Reporting country,Total,Percentage,Total,Slovenia,2024,100.0
Reporting country,Total,Percentage,Total,Slovakia,2022,100.0
Reporting country,Total,Percentage,Total,Slovakia,2023,100.0
Reporting country,Total,Percentage,Total,Slovakia,2024,100.0
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Austria,2022,47.6
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Austria,2023,48.7
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Austria,2024,48.5
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Belgium,2022,49.5
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Belgium,2023,50.0
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Belgium,2024,49.8
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Bulgaria,2022,50.3
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Bulgaria,2023,50.3
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Bulgaria,2024,49.9
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Switzerland,2022,50.8
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Switzerland,2023,51.0
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Switzerland,2024,51.6
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Cyprus,2022,56.6
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Cyprus,2023,56.2
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Cyprus,2024,53.0
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Czechia,2022,44.4
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Czechia,2023,51.6
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Czechia,2024,51.9
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Germany,2022,48.0
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Germany,2023,49.5
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Germany,2024,48.2
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Denmark,2022,51.5
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Denmark,2023,52.7
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Denmark,2024,52.4
Non-EU27 countries (from 2020) nor reporting country,Total,Percentage,Females,Estonia,2022,48.1
