hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE
One adult 65 years or over,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,41.0
One adult 65 years or over,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,38.0
One adult 65 years or over,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,37.7
One adult 65 years or over,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,37.5
One adult 65 years or over,Total,Percentage,European Union - 15 countries (1995-2004),2015,36.6
One adult 65 years or over,Total,Percentage,European Union - 27 countries (2007-2013),2015,41.2
One adult 65 years or over,Total,Percentage,European Union - 27 countries (2007-2013),2016,40.7
One adult 65 years or over,Total,Percentage,European Union - 27 countries (2007-2013),2017,37.7
One adult 65 years or over,Total,Percentage,European Union - 27 countries (2007-2013),2018,37.4
One adult 65 years or over,Total,Percentage,European Union - 27 countries (2007-2013),2019,37.3
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2015,42.6
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2016,42.3
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2017,40.3
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2018,39.5
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2019,39.4
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2020,38.4
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2021,36.5
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2022,37.9
One adult 65 years or over,Total,Percentage,European Union - 27 countries (from 2020),2023,37.0
One adult 65 years or over,Total,Percentage,European Union - 28 countries (2013-2020),2015,41.4
One adult 65 years or over,Total,Percentage,European Union - 28 countries (2013-2020),2016,41.0
One adult 65 years or over,Total,Percentage,European Union - 28 countries (2013-2020),2017,38.0
One adult 65 years or over,Total,Percentage,European Union - 28 countries (2013-2020),2018,37.7
One adult 65 years or over,Total,Percentage,European Union - 28 countries (2013-2020),2019,37.5
One adult 65 years or over,Total,Percentage,Finland,2015,30.3
One adult 65 years or over,Total,Percentage,Finland,2016,30.7
One adult 65 years or over,Total,Percentage,Finland,2017,27.6
One adult 65 years or over,Total,Percentage,Finland,2018,25.7
One adult 65 years or over,Total,Percentage,Finland,2019,24.2
One adult 65 years or over,Total,Percentage,Finland,2020,26.4
One adult 65 years or over,Total,Percentage,Finland,2021,24.0
One adult 65 years or over,Total,Percentage,Finland,2022,22.8
One adult 65 years or over,Total,Percentage,Finland,2023,24.9
One adult 65 years or over,Total,Percentage,Finland,2024,24.3
One adult 65 years or over,Total,Percentage,France,2015,31.3
One adult 65 years or over,Total,Percentage,France,2016,28.2
One adult 65 years or over,Total,Percentage,France,2017,27.2
One adult 65 years or over,Total,Percentage,France,2018,28.3
One adult 65 years or over,Total,Percentage,France,2019,30.3
One adult 65 years or over,Total,Percentage,France,2020,25.9
One adult 65 years or over,Total,Percentage,France,2021,27.6
One adult 65 years or over,Total,Percentage,France,2022,30.1
One adult 65 years or over,Total,Percentage,France,2023,26.3
One adult 65 years or over,Total,Percentage,Croatia,2015,76.8
One adult 65 years or over,Total,Percentage,Croatia,2016,75.6
One adult 65 years or over,Total,Percentage,Croatia,2017,75.6
One adult 65 years or over,Total,Percentage,Croatia,2018,75.5
One adult 65 years or over,Total,Percentage,Croatia,2019,75.3
One adult 65 years or over,Total,Percentage,Croatia,2020,75.9
One adult 65 years or over,Total,Percentage,Croatia,2021,72.2
One adult 65 years or over,Total,Percentage,Croatia,2022,72.9
One adult 65 years or over,Total,Percentage,Croatia,2023,71.4
One adult 65 years or over,Total,Percentage,Hungary,2015,70.3
One adult 65 years or over,Total,Percentage,Hungary,2016,46.9
One adult 65 years or over,Total,Percentage,Hungary,2017,31.7
One adult 65 years or over,Total,Percentage,Hungary,2018,31.4
One adult 65 years or over,Total,Percentage,Hungary,2019,32.7
One adult 65 years or over,Total,Percentage,Hungary,2020,46.5
One adult 65 years or over,Total,Percentage,Hungary,2021,43.4
One adult 65 years or over,Total,Percentage,Hungary,2022,41.8
One adult 65 years or over,Total,Percentage,Hungary,2023,44.0
One adult 65 years or over,Total,Percentage,Hungary,2024,38.7
One adult 65 years or over,Total,Percentage,Ireland,2015,37.9
One adult 65 years or over,Total,Percentage,Ireland,2016,40.9
One adult 65 years or over,Total,Percentage,Ireland,2017,42.2
One adult 65 years or over,Total,Percentage,Ireland,2018,34.2
One adult 65 years or over,Total,Percentage,Ireland,2019,34.8
One adult 65 years or over,Total,Percentage,Ireland,2020,29.3
One adult 65 years or over,Total,Percentage,Ireland,2021,28.4
One adult 65 years or over,Total,Percentage,Ireland,2022,40.3
One adult 65 years or over,Total,Percentage,Ireland,2023,38.8
One adult 65 years or over,Total,Percentage,Iceland,2015,37.7
One adult 65 years or over,Total,Percentage,Iceland,2016,33.8
One adult 65 years or over,Total,Percentage,Iceland,2017,41.8
One adult 65 years or over,Total,Percentage,Iceland,2018,34.4
One adult 65 years or over,Total,Percentage,Iceland,2019,30.8
One adult 65 years or over,Total,Percentage,Iceland,2020,27.7
One adult 65 years or over,Total,Percentage,Italy,2015,47.1
One adult 65 years or over,Total,Percentage,Italy,2016,52.0
One adult 65 years or over,Total,Percentage,Italy,2017,48.5
One adult 65 years or over,Total,Percentage,Italy,2018,44.9
One adult 65 years or over,Total,Percentage,Italy,2019,45.0
One adult 65 years or over,Total,Percentage,Italy,2020,40.0
One adult 65 years or over,Total,Percentage,Italy,2021,39.1
One adult 65 years or over,Total,Percentage,Italy,2022,42.0
One adult 65 years or over,Total,Percentage,Italy,2023,39.2
One adult 65 years or over,Total,Percentage,Italy,2024,34.5
One adult 65 years or over,Total,Percentage,Lithuania,2015,74.3
One adult 65 years or over,Total,Percentage,Lithuania,2016,76.6
One adult 65 years or over,Total,Percentage,Lithuania,2017,79.1
One adult 65 years or over,Total,Percentage,Lithuania,2018,73.1
One adult 65 years or over,Total,Percentage,Lithuania,2019,67.3
One adult 65 years or over,Total,Percentage,Lithuania,2020,66.4
One adult 65 years or over,Total,Percentage,Lithuania,2021,60.4
One adult 65 years or over,Total,Percentage,Lithuania,2022,59.8
One adult 65 years or over,Total,Percentage,Lithuania,2023,59.2
One adult 65 years or over,Total,Percentage,Luxembourg,2015,17.4
One adult 65 years or over,Total,Percentage,Luxembourg,2016,12.7
One adult 65 years or over,Total,Percentage,Luxembourg,2017,18.2
One adult 65 years or over,Total,Percentage,Luxembourg,2018,13.2
One adult 65 years or over,Total,Percentage,Luxembourg,2019,8.8
One adult 65 years or over,Total,Percentage,Luxembourg,2020,10.9
One adult 65 years or over,Total,Percentage,Luxembourg,2021,4.8
One adult 65 years or over,Total,Percentage,Luxembourg,2022,8.1
One adult 65 years or over,Total,Percentage,Luxembourg,2023,12.4
One adult 65 years or over,Total,Percentage,Luxembourg,2024,14.3
One adult 65 years or over,Total,Percentage,Latvia,2015,81.8
One adult 65 years or over,Total,Percentage,Latvia,2016,82.1
One adult 65 years or over,Total,Percentage,Latvia,2017,79.7
One adult 65 years or over,Total,Percentage,Latvia,2018,76.2
One adult 65 years or over,Total,Percentage,Latvia,2019,74.4
One adult 65 years or over,Total,Percentage,Latvia,2020,68.1
One adult 65 years or over,Total,Percentage,Latvia,2021,62.6
One adult 65 years or over,Total,Percentage,Latvia,2022,66.0
One adult 65 years or over,Total,Percentage,Latvia,2023,67.7
One adult 65 years or over,Total,Percentage,Latvia,2024,66.6
One adult 65 years or over,Total,Percentage,Montenegro,2015,82.9
One adult 65 years or over,Total,Percentage,Montenegro,2016,81.1
One adult 65 years or over,Total,Percentage,Montenegro,2017,83.8
One adult 65 years or over,Total,Percentage,Montenegro,2018,83.4
One adult 65 years or over,Total,Percentage,Montenegro,2019,73.0
One adult 65 years or over,Total,Percentage,Montenegro,2020,73.2
One adult 65 years or over,Total,Percentage,Montenegro,2021,72.4
One adult 65 years or over,Total,Percentage,Montenegro,2022,75.6
One adult 65 years or over,Total,Percentage,North Macedonia,2015,79.7
One adult 65 years or over,Total,Percentage,North Macedonia,2016,76.2
One adult 65 years or over,Total,Percentage,North Macedonia,2017,80.4
One adult 65 years or over,Total,Percentage,North Macedonia,2018,77.5
One adult 65 years or over,Total,Percentage,North Macedonia,2019,77.9
One adult 65 years or over,Total,Percentage,North Macedonia,2020,77.3
One adult 65 years or over,Total,Percentage,Malta,2015,20.8
One adult 65 years or over,Total,Percentage,Malta,2016,22.3
One adult 65 years or over,Total,Percentage,Malta,2017,19.2
One adult 65 years or over,Total,Percentage,Malta,2018,20.4
One adult 65 years or over,Total,Percentage,Malta,2019,16.7
One adult 65 years or over,Total,Percentage,Malta,2020,20.8
One adult 65 years or over,Total,Percentage,Malta,2021,19.6
One adult 65 years or over,Total,Percentage,Malta,2022,25.2
One adult 65 years or over,Total,Percentage,Malta,2023,22.6
One adult 65 years or over,Total,Percentage,Netherlands,2015,22.2
One adult 65 years or over,Total,Percentage,Netherlands,2016,26.0
One adult 65 years or over,Total,Percentage,Netherlands,2017,23.8
One adult 65 years or over,Total,Percentage,Netherlands,2018,28.5
One adult 65 years or over,Total,Percentage,Netherlands,2019,27.6
One adult 65 years or over,Total,Percentage,Netherlands,2020,24.1
One adult 65 years or over,Total,Percentage,Netherlands,2021,21.7
One adult 65 years or over,Total,Percentage,Netherlands,2022,21.0
One adult 65 years or over,Total,Percentage,Netherlands,2023,19.4
One adult 65 years or over,Total,Percentage,Netherlands,2024,17.4
One adult 65 years or over,Total,Percentage,Norway,2015,12.6
One adult 65 years or over,Total,Percentage,Norway,2016,16.5
One adult 65 years or over,Total,Percentage,Norway,2017,13.3
One adult 65 years or over,Total,Percentage,Norway,2018,13.7
One adult 65 years or over,Total,Percentage,Norway,2019,22.9
One adult 65 years or over,Total,Percentage,Norway,2020,18.0
One adult 65 years or over,Total,Percentage,Norway,2021,17.0
One adult 65 years or over,Total,Percentage,Norway,2022,16.9
One adult 65 years or over,Total,Percentage,Norway,2023,16.6
One adult 65 years or over,Total,Percentage,Norway,2024,14.0
One adult 65 years or over,Total,Percentage,Poland,2015,62.1
One adult 65 years or over,Total,Percentage,Poland,2016,60.2
One adult 65 years or over,Total,Percentage,Poland,2017,58.9
One adult 65 years or over,Total,Percentage,Poland,2018,59.5
One adult 65 years or over,Total,Percentage,Poland,2019,56.9
One adult 65 years or over,Total,Percentage,Poland,2020,52.6
One adult 65 years or over,Total,Percentage,Poland,2021,52.7
One adult 65 years or over,Total,Percentage,Poland,2022,51.2
One adult 65 years or over,Total,Percentage,Poland,2023,49.6
One adult 65 years or over,Total,Percentage,Portugal,2015,49.0
One adult 65 years or over,Total,Percentage,Portugal,2016,48.0
One adult 65 years or over,Total,Percentage,Portugal,2017,46.4
One adult 65 years or over,Total,Percentage,Portugal,2018,46.0
One adult 65 years or over,Total,Percentage,Portugal,2019,45.1
One adult 65 years or over,Total,Percentage,Portugal,2020,44.4
One adult 65 years or over,Total,Percentage,Portugal,2021,42.5
One adult 65 years or over,Total,Percentage,Portugal,2022,39.9
One adult 65 years or over,Total,Percentage,Portugal,2023,39.2
One adult 65 years or over,Total,Percentage,Romania,2015,72.7
One adult 65 years or over,Total,Percentage,Romania,2016,73.8
One adult 65 years or over,Total,Percentage,Romania,2017,70.2
One adult 65 years or over,Total,Percentage,Romania,2018,66.3
One adult 65 years or over,Total,Percentage,Romania,2019,67.2
One adult 65 years or over,Total,Percentage,Romania,2020,68.6
One adult 65 years or over,Total,Percentage,Romania,2021,72.3
One adult 65 years or over,Total,Percentage,Romania,2022,71.9
One adult 65 years or over,Total,Percentage,Romania,2023,74.6
One adult 65 years or over,Total,Percentage,Romania,2024,66.8
One adult 65 years or over,Total,Percentage,Serbia,2015,69.5
One adult 65 years or over,Total,Percentage,Serbia,2016,66.9
One adult 65 years or over,Total,Percentage,Serbia,2017,68.2
One adult 65 years or over,Total,Percentage,Serbia,2018,66.0
One adult 65 years or over,Total,Percentage,Serbia,2019,59.8
One adult 65 years or over,Total,Percentage,Serbia,2020,57.6
One adult 65 years or over,Total,Percentage,Serbia,2021,58.4
One adult 65 years or over,Total,Percentage,Serbia,2022,62.2
One adult 65 years or over,Total,Percentage,Serbia,2023,64.4
One adult 65 years or over,Total,Percentage,Sweden,2015,24.9
One adult 65 years or over,Total,Percentage,Sweden,2016,21.9
One adult 65 years or over,Total,Percentage,Sweden,2017,21.3
One adult 65 years or over,Total,Percentage,Sweden,2018,21.0
One adult 65 years or over,Total,Percentage,Sweden,2019,18.9
One adult 65 years or over,Total,Percentage,Sweden,2020,20.4
One adult 65 years or over,Total,Percentage,Sweden,2021,15.2
One adult 65 years or over,Total,Percentage,Sweden,2022,17.9
One adult 65 years or over,Total,Percentage,Sweden,2023,14.1
One adult 65 years or over,Total,Percentage,Sweden,2024,16.5
One adult 65 years or over,Total,Percentage,Slovenia,2015,58.0
One adult 65 years or over,Total,Percentage,Slovenia,2016,58.1
One adult 65 years or over,Total,Percentage,Slovenia,2017,55.1
One adult 65 years or over,Total,Percentage,Slovenia,2018,55.9
One adult 65 years or over,Total,Percentage,Slovenia,2019,51.2
One adult 65 years or over,Total,Percentage,Slovenia,2020,49.5
One adult 65 years or over,Total,Percentage,Slovenia,2021,44.5
One adult 65 years or over,Total,Percentage,Slovenia,2022,43.6
One adult 65 years or over,Total,Percentage,Slovenia,2023,42.0
One adult 65 years or over,Total,Percentage,Slovenia,2024,44.2
One adult 65 years or over,Total,Percentage,Slovakia,2015,49.4
One adult 65 years or over,Total,Percentage,Slovakia,2016,51.1
One adult 65 years or over,Total,Percentage,Slovakia,2017,50.5
One adult 65 years or over,Total,Percentage,Slovakia,2018,50.1
One adult 65 years or over,Total,Percentage,Slovakia,2019,52.5
One adult 65 years or over,Total,Percentage,Slovakia,2020,49.6
One adult 65 years or over,Total,Percentage,Slovakia,2021,47.0
One adult 65 years or over,Total,Percentage,Slovakia,2022,48.0
One adult 65 years or over,Total,Percentage,Slovakia,2023,51.8
One adult 65 years or over,Total,Percentage,Türkiye,2015,56.0
One adult 65 years or over,Total,Percentage,Türkiye,2016,46.8
One adult 65 years or over,Total,Percentage,Türkiye,2017,43.7
One adult 65 years or over,Total,Percentage,Türkiye,2018,39.2
One adult 65 years or over,Total,Percentage,Türkiye,2019,39.5
One adult 65 years or over,Total,Percentage,Türkiye,2020,35.2
One adult 65 years or over,Total,Percentage,Türkiye,2021,37.0
One adult 65 years or over,Total,Percentage,Türkiye,2022,37.5
One adult 65 years or over,Total,Percentage,Türkiye,2023,38.4
One adult 65 years or over,Total,Percentage,United Kingdom,2015,33.0
One adult 65 years or over,Total,Percentage,United Kingdom,2016,31.6
One adult 65 years or over,Total,Percentage,United Kingdom,2017,23.2
One adult 65 years or over,Total,Percentage,United Kingdom,2018,25.3
One adult 65 years or over,Total,Percentage,Kosovo*,2018,64.9
One adult younger than 65 years,Total,Percentage,Albania,2017,69.5
One adult younger than 65 years,Total,Percentage,Albania,2018,68.1
One adult younger than 65 years,Total,Percentage,Albania,2019,53.2
One adult younger than 65 years,Total,Percentage,Albania,2020,47.2
One adult younger than 65 years,Total,Percentage,Albania,2021,42.2
One adult younger than 65 years,Total,Percentage,Austria,2015,33.2
One adult younger than 65 years,Total,Percentage,Austria,2016,34.7
One adult younger than 65 years,Total,Percentage,Austria,2017,34.2
One adult younger than 65 years,Total,Percentage,Austria,2018,31.4
One adult younger than 65 years,Total,Percentage,Austria,2019,27.7
One adult younger than 65 years,Total,Percentage,Austria,2020,26.0
One adult younger than 65 years,Total,Percentage,Austria,2021,24.5
One adult younger than 65 years,Total,Percentage,Austria,2022,28.2
One adult younger than 65 years,Total,Percentage,Austria,2023,32.5
One adult younger than 65 years,Total,Percentage,Belgium,2015,38.6
One adult younger than 65 years,Total,Percentage,Belgium,2016,39.3
One adult younger than 65 years,Total,Percentage,Belgium,2017,39.1
One adult younger than 65 years,Total,Percentage,Belgium,2018,39.8
One adult younger than 65 years,Total,Percentage,Belgium,2019,39.7
One adult younger than 65 years,Total,Percentage,Belgium,2020,37.8
One adult younger than 65 years,Total,Percentage,Belgium,2021,37.7
One adult younger than 65 years,Total,Percentage,Belgium,2022,35.8
One adult younger than 65 years,Total,Percentage,Belgium,2023,34.2
One adult younger than 65 years,Total,Percentage,Belgium,2024,35.0
One adult younger than 65 years,Total,Percentage,Bulgaria,2015,70.8
One adult younger than 65 years,Total,Percentage,Bulgaria,2016,67.7
One adult younger than 65 years,Total,Percentage,Bulgaria,2017,66.1
One adult younger than 65 years,Total,Percentage,Bulgaria,2018,57.8
One adult younger than 65 years,Total,Percentage,Bulgaria,2019,56.5
One adult younger than 65 years,Total,Percentage,Bulgaria,2020,54.6
One adult younger than 65 years,Total,Percentage,Bulgaria,2021,47.4
One adult younger than 65 years,Total,Percentage,Bulgaria,2022,47.3
One adult younger than 65 years,Total,Percentage,Bulgaria,2023,49.9
One adult younger than 65 years,Total,Percentage,Bulgaria,2024,47.2
One adult younger than 65 years,Total,Percentage,Switzerland,2015,27.3
One adult younger than 65 years,Total,Percentage,Switzerland,2016,27.3
One adult younger than 65 years,Total,Percentage,Switzerland,2017,25.4
One adult younger than 65 years,Total,Percentage,Switzerland,2018,26.3
One adult younger than 65 years,Total,Percentage,Switzerland,2019,26.4
One adult younger than 65 years,Total,Percentage,Switzerland,2020,26.5
One adult younger than 65 years,Total,Percentage,Switzerland,2021,25.2
One adult younger than 65 years,Total,Percentage,Switzerland,2022,24.0
One adult younger than 65 years,Total,Percentage,Switzerland,2023,23.5
One adult younger than 65 years,Total,Percentage,Cyprus,2015,62.1
One adult younger than 65 years,Total,Percentage,Cyprus,2016,61.1
One adult younger than 65 years,Total,Percentage,Cyprus,2017,51.5
One adult younger than 65 years,Total,Percentage,Cyprus,2018,48.1
One adult younger than 65 years,Total,Percentage,Cyprus,2019,46.1
One adult younger than 65 years,Total,Percentage,Cyprus,2020,39.8
One adult younger than 65 years,Total,Percentage,Cyprus,2021,39.7
One adult younger than 65 years,Total,Percentage,Cyprus,2022,41.7
One adult younger than 65 years,Total,Percentage,Cyprus,2023,40.5
One adult younger than 65 years,Total,Percentage,Cyprus,2024,39.5
One adult younger than 65 years,Total,Percentage,Czechia,2015,48.8
One adult younger than 65 years,Total,Percentage,Czechia,2016,44.8
One adult younger than 65 years,Total,Percentage,Czechia,2017,40.2
One adult younger than 65 years,Total,Percentage,Czechia,2018,33.4
One adult younger than 65 years,Total,Percentage,Czechia,2019,28.7
One adult younger than 65 years,Total,Percentage,Czechia,2020,27.7
One adult younger than 65 years,Total,Percentage,Czechia,2021,26.7
One adult younger than 65 years,Total,Percentage,Czechia,2022,27.1
One adult younger than 65 years,Total,Percentage,Czechia,2023,27.1
One adult younger than 65 years,Total,Percentage,Czechia,2024,23.6
One adult younger than 65 years,Total,Percentage,Germany,2015,48.9
One adult younger than 65 years,Total,Percentage,Germany,2016,46.9
One adult younger than 65 years,Total,Percentage,Germany,2017,45.4
One adult younger than 65 years,Total,Percentage,Germany,2018,43.7
One adult younger than 65 years,Total,Percentage,Germany,2019,40.5
One adult younger than 65 years,Total,Percentage,Germany,2020,50.5
One adult younger than 65 years,Total,Percentage,Germany,2021,45.0
One adult younger than 65 years,Total,Percentage,Germany,2022,45.4
One adult younger than 65 years,Total,Percentage,Germany,2023,46.7
One adult younger than 65 years,Total,Percentage,Germany,2024,44.7
One adult younger than 65 years,Total,Percentage,Denmark,2015,39.5
One adult younger than 65 years,Total,Percentage,Denmark,2016,37.2
One adult younger than 65 years,Total,Percentage,Denmark,2017,41.7
One adult younger than 65 years,Total,Percentage,Denmark,2018,39.4
One adult younger than 65 years,Total,Percentage,Denmark,2019,42.8
One adult younger than 65 years,Total,Percentage,Denmark,2020,38.8
One adult younger than 65 years,Total,Percentage,Denmark,2021,38.5
One adult younger than 65 years,Total,Percentage,Denmark,2022,38.3
One adult younger than 65 years,Total,Percentage,Denmark,2023,40.5
One adult younger than 65 years,Total,Percentage,Denmark,2024,37.2
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,45.0
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,44.2
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,43.3
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,41.8
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,38.9
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,43.2
One adult younger than 65 years,Total,Percentage,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,40.3
One adult younger than 65 years,Total,Percentage,Euro area - 17 countries (2011-2013),2015,42.2
One adult younger than 65 years,Total,Percentage,Euro area - 18 countries (2014),2015,44.8
One adult younger than 65 years,Total,Percentage,Euro area - 18 countries (2014),2016,44.0
One adult younger than 65 years,Total,Percentage,Euro area - 18 countries (2014),2017,43.1
One adult younger than 65 years,Total,Percentage,Euro area - 18 countries (2014),2018,41.6
One adult younger than 65 years,Total,Percentage,Euro area - 18 countries (2014),2019,38.7
One adult younger than 65 years,Total,Percentage,Euro area - 18 countries (2014),2020,43.1
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2015,45.0
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2016,44.2
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2017,43.3
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2018,41.8
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2019,38.9
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2020,43.2
One adult younger than 65 years,Total,Percentage,Euro area - 19 countries  (2015-2022),2021,40.3
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2015,45.1
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2016,44.3
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2017,43.4
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2018,41.9
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2019,39.0
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2020,43.3
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2021,40.6
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2022,40.5
One adult younger than 65 years,Total,Percentage,Euro area – 20 countries (from 2023),2023,40.4
One adult younger than 65 years,Total,Percentage,Estonia,2015,43.4
One adult younger than 65 years,Total,Percentage,Estonia,2016,42.9
One adult younger than 65 years,Total,Percentage,Estonia,2017,47.8
One adult younger than 65 years,Total,Percentage,Estonia,2018,42.0
One adult younger than 65 years,Total,Percentage,Estonia,2019,40.0
One adult younger than 65 years,Total,Percentage,Estonia,2020,39.5
One adult younger than 65 years,Total,Percentage,Estonia,2021,38.7
One adult younger than 65 years,Total,Percentage,Estonia,2022,37.4
One adult younger than 65 years,Total,Percentage,Estonia,2023,38.3
One adult younger than 65 years,Total,Percentage,Estonia,2024,39.6
One adult younger than 65 years,Total,Percentage,Greece,2015,56.4
One adult younger than 65 years,Total,Percentage,Greece,2016,53.5
One adult younger than 65 years,Total,Percentage,Greece,2017,54.4
One adult younger than 65 years,Total,Percentage,Greece,2018,54.3
One adult younger than 65 years,Total,Percentage,Greece,2019,51.6
One adult younger than 65 years,Total,Percentage,Greece,2020,61.4
One adult younger than 65 years,Total,Percentage,Greece,2021,54.2
One adult younger than 65 years,Total,Percentage,Greece,2022,59.7
One adult younger than 65 years,Total,Percentage,Greece,2023,50.4
One adult younger than 65 years,Total,Percentage,Spain,2015,44.8
One adult younger than 65 years,Total,Percentage,Spain,2016,41.2
One adult younger than 65 years,Total,Percentage,Spain,2017,42.9
One adult younger than 65 years,Total,Percentage,Spain,2018,38.6
One adult younger than 65 years,Total,Percentage,Spain,2019,36.4
One adult younger than 65 years,Total,Percentage,Spain,2020,39.3
One adult younger than 65 years,Total,Percentage,Spain,2021,39.5
One adult younger than 65 years,Total,Percentage,Spain,2022,40.2
One adult younger than 65 years,Total,Percentage,Spain,2023,42.8
One adult younger than 65 years,Total,Percentage,Spain,2024,42.5
One adult younger than 65 years,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,46.6
One adult younger than 65 years,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,45.4
One adult younger than 65 years,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,43.7
One adult younger than 65 years,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,42.2
One adult younger than 65 years,Total,Percentage,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,39.6
One adult younger than 65 years,Total,Percentage,European Union - 15 countries (1995-2004),2015,43.5
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (2007-2013),2015,46.5
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (2007-2013),2016,45.4
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (2007-2013),2017,43.7
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (2007-2013),2018,42.1
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (2007-2013),2019,39.5
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2015,46.2
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2016,45.1
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2017,44.0
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2018,42.0
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2019,39.2
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2020,42.8
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2021,40.3
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2022,40.1
One adult younger than 65 years,Total,Percentage,European Union - 27 countries (from 2020),2023,40.4
One adult younger than 65 years,Total,Percentage,European Union - 28 countries (2013-2020),2015,46.6
One adult younger than 65 years,Total,Percentage,European Union - 28 countries (2013-2020),2016,45.4
