citizen,unit,geo,TIME_PERIOD,OBS_VALUE
Reporting country,Per hundred thousand inhabitants,Albania,2020,158.29
Reporting country,Per hundred thousand inhabitants,Albania,2021,171.11
Reporting country,Per hundred thousand inhabitants,Albania,2022,176.73
Reporting country,Per hundred thousand inhabitants,Austria,2013,53.11
Reporting country,Per hundred thousand inhabitants,Austria,2014,49.88
Reporting country,Per hundred thousand inhabitants,Austria,2015,46.21
Reporting country,Per hundred thousand inhabitants,Austria,2016,45.26
Reporting country,Per hundred thousand inhabitants,Austria,2017,45.83
Reporting country,Per hundred thousand inhabitants,Austria,2018,46.86
Reporting country,Per hundred thousand inhabitants,Austria,2019,48.29
Reporting country,Per hundred thousand inhabitants,Austria,2020,47.07
Reporting country,Per hundred thousand inhabitants,Austria,2021,47.91
Reporting country,Per hundred thousand inhabitants,Austria,2022,48.44
Reporting country,Per hundred thousand inhabitants,Belgium,2013,58.51
Reporting country,Per hundred thousand inhabitants,Belgium,2015,54.31
Reporting country,Per hundred thousand inhabitants,Belgium,2017,51.48
Reporting country,Per hundred thousand inhabitants,Belgium,2018,50.06
Reporting country,Per hundred thousand inhabitants,Belgium,2019,52.58
Reporting country,Per hundred thousand inhabitants,Belgium,2020,50.02
Reporting country,Per hundred thousand inhabitants,Belgium,2021,52.47
Reporting country,Per hundred thousand inhabitants,Belgium,2022,54.4
Reporting country,Per hundred thousand inhabitants,Bulgaria,2013,117.8
Reporting country,Per hundred thousand inhabitants,Bulgaria,2014,105.41
Reporting country,Per hundred thousand inhabitants,Bulgaria,2015,99.5
Reporting country,Per hundred thousand inhabitants,Bulgaria,2016,99.67
Reporting country,Per hundred thousand inhabitants,Bulgaria,2017,95.78
Reporting country,Per hundred thousand inhabitants,Bulgaria,2018,92.06
Reporting country,Per hundred thousand inhabitants,Bulgaria,2019,90.16
Reporting country,Per hundred thousand inhabitants,Bulgaria,2020,87.71
Reporting country,Per hundred thousand inhabitants,Bulgaria,2021,82.61
Reporting country,Per hundred thousand inhabitants,Bulgaria,2022,79.59
Reporting country,Per hundred thousand inhabitants,Switzerland,2013,22.33
Reporting country,Per hundred thousand inhabitants,Switzerland,2014,22.68
Reporting country,Per hundred thousand inhabitants,Switzerland,2015,24.08
Reporting country,Per hundred thousand inhabitants,Switzerland,2016,22.91
Reporting country,Per hundred thousand inhabitants,Switzerland,2017,23.15
Reporting country,Per hundred thousand inhabitants,Switzerland,2018,22.67
Reporting country,Per hundred thousand inhabitants,Switzerland,2019,24.46
Reporting country,Per hundred thousand inhabitants,Switzerland,2020,21.42
Reporting country,Per hundred thousand inhabitants,Switzerland,2021,21.72
Reporting country,Per hundred thousand inhabitants,Switzerland,2022,21.24
Reporting country,Per hundred thousand inhabitants,Cyprus,2013,28.53
Reporting country,Per hundred thousand inhabitants,Cyprus,2014,34.15
Reporting country,Per hundred thousand inhabitants,Cyprus,2015,39.31
Reporting country,Per hundred thousand inhabitants,Cyprus,2016,41.14
Reporting country,Per hundred thousand inhabitants,Cyprus,2017,51.59
Reporting country,Per hundred thousand inhabitants,Cyprus,2018,39.69
Reporting country,Per hundred thousand inhabitants,Cyprus,2019,44.18
Reporting country,Per hundred thousand inhabitants,Cyprus,2020,38.4
Reporting country,Per hundred thousand inhabitants,Cyprus,2021,42.19
Reporting country,Per hundred thousand inhabitants,Cyprus,2022,47.2
Reporting country,Per hundred thousand inhabitants,Czechia,2013,143.8
Reporting country,Per hundred thousand inhabitants,Czechia,2014,162.75
Reporting country,Per hundred thousand inhabitants,Czechia,2015,182.16
Reporting country,Per hundred thousand inhabitants,Czechia,2016,195.89
Reporting country,Per hundred thousand inhabitants,Czechia,2017,192.32
Reporting country,Per hundred thousand inhabitants,Czechia,2018,186.7
Reporting country,Per hundred thousand inhabitants,Czechia,2019,180.79
Reporting country,Per hundred thousand inhabitants,Czechia,2020,166.0
Reporting country,Per hundred thousand inhabitants,Czechia,2021,162.14
Reporting country,Per hundred thousand inhabitants,Czechia,2022,167.29
Reporting country,Per hundred thousand inhabitants,Denmark,2013,53.42
Reporting country,Per hundred thousand inhabitants,Denmark,2014,45.87
Reporting country,Per hundred thousand inhabitants,Denmark,2015,41.31
Reporting country,Per hundred thousand inhabitants,Denmark,2016,43.0
Reporting country,Per hundred thousand inhabitants,Denmark,2017,42.62
Reporting country,Per hundred thousand inhabitants,Denmark,2018,44.9
Reporting country,Per hundred thousand inhabitants,Denmark,2019,47.93
Reporting country,Per hundred thousand inhabitants,Denmark,2020,51.44
Reporting country,Per hundred thousand inhabitants,Denmark,2021,53.9
Reporting country,Per hundred thousand inhabitants,Denmark,2022,52.15
Reporting country,Per hundred thousand inhabitants,Estonia,2013,146.27
Reporting country,Per hundred thousand inhabitants,Estonia,2014,137.4
Reporting country,Per hundred thousand inhabitants,Estonia,2015,131.34
Reporting country,Per hundred thousand inhabitants,Estonia,2016,137.09
Reporting country,Per hundred thousand inhabitants,Estonia,2017,131.27
Reporting country,Per hundred thousand inhabitants,Estonia,2018,126.45
Reporting country,Per hundred thousand inhabitants,Estonia,2019,124.55
Reporting country,Per hundred thousand inhabitants,Estonia,2020,117.91
Reporting country,Per hundred thousand inhabitants,Estonia,2021,110.07
Reporting country,Per hundred thousand inhabitants,Estonia,2022,104.15
Reporting country,Per hundred thousand inhabitants,Greece,2013,46.08
Reporting country,Per hundred thousand inhabitants,Greece,2014,44.99
Reporting country,Per hundred thousand inhabitants,Greece,2015,39.8
Reporting country,Per hundred thousand inhabitants,Greece,2016,40.48
Reporting country,Per hundred thousand inhabitants,Greece,2017,43.83
Reporting country,Per hundred thousand inhabitants,Greece,2018,44.99
Reporting country,Per hundred thousand inhabitants,Greece,2019,42.68
Reporting country,Per hundred thousand inhabitants,Greece,2020,42.73
Reporting country,Per hundred thousand inhabitants,Greece,2021,42.43
Reporting country,Per hundred thousand inhabitants,Greece,2022,43.06
Reporting country,Per hundred thousand inhabitants,Spain,2013,97.69
Reporting country,Per hundred thousand inhabitants,Spain,2014,97.44
Reporting country,Per hundred thousand inhabitants,Spain,2015,94.18
Reporting country,Per hundred thousand inhabitants,Spain,2016,91.43
Reporting country,Per hundred thousand inhabitants,Spain,2017,90.84
Reporting country,Per hundred thousand inhabitants,Spain,2018,90.76
Reporting country,Per hundred thousand inhabitants,Spain,2019,89.58
Reporting country,Per hundred thousand inhabitants,Spain,2020,82.95
Reporting country,Per hundred thousand inhabitants,Spain,2021,81.91
Reporting country,Per hundred thousand inhabitants,Spain,2022,82.21
Reporting country,Per hundred thousand inhabitants,Finland,2013,52.28
Reporting country,Per hundred thousand inhabitants,Finland,2014,48.89
Reporting country,Per hundred thousand inhabitants,Finland,2015,48.36
Reporting country,Per hundred thousand inhabitants,Finland,2016,47.84
Reporting country,Per hundred thousand inhabitants,Finland,2017,45.92
Reporting country,Per hundred thousand inhabitants,Finland,2018,44.49
Reporting country,Per hundred thousand inhabitants,Finland,2019,44.27
Reporting country,Per hundred thousand inhabitants,Finland,2020,41.21
Reporting country,Per hundred thousand inhabitants,Finland,2021,43.19
Reporting country,Per hundred thousand inhabitants,Finland,2022,43.26
Reporting country,Per hundred thousand inhabitants,France,2013,81.15
Reporting country,Per hundred thousand inhabitants,France,2014,79.55
Reporting country,Per hundred thousand inhabitants,France,2015,79.09
Reporting country,Per hundred thousand inhabitants,France,2016,80.09
Reporting country,Per hundred thousand inhabitants,France,2017,80.17
Reporting country,Per hundred thousand inhabitants,France,2018,80.56
Reporting country,Per hundred thousand inhabitants,France,2019,80.87
Reporting country,Per hundred thousand inhabitants,France,2020,70.09
Reporting country,Per hundred thousand inhabitants,France,2021,76.86
Reporting country,Per hundred thousand inhabitants,France,2022,79.72
Reporting country,Per hundred thousand inhabitants,Croatia,2014,83.17
Reporting country,Per hundred thousand inhabitants,Croatia,2015,74.41
Reporting country,Per hundred thousand inhabitants,Croatia,2016,68.72
Reporting country,Per hundred thousand inhabitants,Croatia,2017,70.1
Reporting country,Per hundred thousand inhabitants,Croatia,2018,70.73
Reporting country,Per hundred thousand inhabitants,Croatia,2019,74.87
Reporting country,Per hundred thousand inhabitants,Croatia,2020,77.62
Reporting country,Per hundred thousand inhabitants,Croatia,2021,85.18
Reporting country,Per hundred thousand inhabitants,Croatia,2022,94.97
Reporting country,Per hundred thousand inhabitants,Hungary,2013,173.46
Reporting country,Per hundred thousand inhabitants,Hungary,2014,174.03
Reporting country,Per hundred thousand inhabitants,Hungary,2015,167.85
Reporting country,Per hundred thousand inhabitants,Hungary,2016,170.69
Reporting country,Per hundred thousand inhabitants,Hungary,2017,168.23
Reporting country,Per hundred thousand inhabitants,Hungary,2018,159.02
Reporting country,Per hundred thousand inhabitants,Hungary,2019,158.9
Reporting country,Per hundred thousand inhabitants,Hungary,2020,161.26
Reporting country,Per hundred thousand inhabitants,Hungary,2021,172.07
Reporting country,Per hundred thousand inhabitants,Hungary,2022,169.82
Reporting country,Per hundred thousand inhabitants,Ireland,2013,66.52
Reporting country,Per hundred thousand inhabitants,Ireland,2014,61.51
Reporting country,Per hundred thousand inhabitants,Ireland,2015,73.73
Reporting country,Per hundred thousand inhabitants,Ireland,2018,71.26
Reporting country,Per hundred thousand inhabitants,Ireland,2019,69.37
Reporting country,Per hundred thousand inhabitants,Ireland,2020,64.82
Reporting country,Per hundred thousand inhabitants,Ireland,2021,64.54
Reporting country,Per hundred thousand inhabitants,Ireland,2022,73.48
Reporting country,Per hundred thousand inhabitants,Iceland,2013,37.91
Reporting country,Per hundred thousand inhabitants,Iceland,2014,40.53
Reporting country,Per hundred thousand inhabitants,Iceland,2015,33.42
Reporting country,Per hundred thousand inhabitants,Iceland,2016,27.07
Reporting country,Per hundred thousand inhabitants,Iceland,2017,31.33
Reporting country,Per hundred thousand inhabitants,Iceland,2018,30.13
Reporting country,Per hundred thousand inhabitants,Iceland,2019,35.3
Reporting country,Per hundred thousand inhabitants,Iceland,2020,29.38
Reporting country,Per hundred thousand inhabitants,Iceland,2021,29.83
Reporting country,Per hundred thousand inhabitants,Iceland,2022,26.31
Reporting country,Per hundred thousand inhabitants,Italy,2013,69.54
Reporting country,Per hundred thousand inhabitants,Italy,2014,60.69
Reporting country,Per hundred thousand inhabitants,Italy,2015,58.57
Reporting country,Per hundred thousand inhabitants,Italy,2016,60.71
Reporting country,Per hundred thousand inhabitants,Italy,2017,63.92
Reporting country,Per hundred thousand inhabitants,Italy,2018,66.72
Reporting country,Per hundred thousand inhabitants,Italy,2019,70.01
Reporting country,Per hundred thousand inhabitants,Italy,2020,61.81
Reporting country,Per hundred thousand inhabitants,Italy,2021,64.01
Reporting country,Per hundred thousand inhabitants,Italy,2022,66.6
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2013,46.15
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2014,32.32
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2015,29.44
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2016,26.58
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2017,31.74
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2018,23.61
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2019,18.24
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2020,49.04
Reporting country,Per hundred thousand inhabitants,Liechtenstein,2022,12.72
Reporting country,Per hundred thousand inhabitants,Lithuania,2013,306.6
Reporting country,Per hundred thousand inhabitants,Lithuania,2014,287.99
Reporting country,Per hundred thousand inhabitants,Lithuania,2015,247.39
Reporting country,Per hundred thousand inhabitants,Lithuania,2016,232.09
Reporting country,Per hundred thousand inhabitants,Lithuania,2017,227.71
Reporting country,Per hundred thousand inhabitants,Lithuania,2018,226.42
Reporting country,Per hundred thousand inhabitants,Lithuania,2019,215.09
Reporting country,Per hundred thousand inhabitants,Lithuania,2020,186.75
Reporting country,Per hundred thousand inhabitants,Lithuania,2021,175.95
Reporting country,Per hundred thousand inhabitants,Lithuania,2022,171.31
Reporting country,Per hundred thousand inhabitants,Luxembourg,2013,37.61
Reporting country,Per hundred thousand inhabitants,Luxembourg,2014,29.29
Reporting country,Per hundred thousand inhabitants,Luxembourg,2015,31.09
Reporting country,Per hundred thousand inhabitants,Luxembourg,2016,31.41
Reporting country,Per hundred thousand inhabitants,Luxembourg,2017,32.34
Reporting country,Per hundred thousand inhabitants,Luxembourg,2018,27.41
Reporting country,Per hundred thousand inhabitants,Luxembourg,2019,25.25
Reporting country,Per hundred thousand inhabitants,Luxembourg,2020,23.96
Reporting country,Per hundred thousand inhabitants,Luxembourg,2021,26.78
Reporting country,Per hundred thousand inhabitants,Luxembourg,2022,24.17
Reporting country,Per hundred thousand inhabitants,Latvia,2013,250.42
Reporting country,Per hundred thousand inhabitants,Latvia,2014,232.73
Reporting country,Per hundred thousand inhabitants,Latvia,2015,216.66
Reporting country,Per hundred thousand inhabitants,Latvia,2016,208.28
Reporting country,Per hundred thousand inhabitants,Latvia,2017,188.25
Reporting country,Per hundred thousand inhabitants,Latvia,2018,177.73
Reporting country,Per hundred thousand inhabitants,Latvia,2019,174.43
Reporting country,Per hundred thousand inhabitants,Latvia,2020,160.35
Reporting country,Per hundred thousand inhabitants,Latvia,2021,165.06
Reporting country,Per hundred thousand inhabitants,Latvia,2022,167.93
Reporting country,Per hundred thousand inhabitants,Montenegro,2013,133.68
Reporting country,Per hundred thousand inhabitants,Montenegro,2014,120.51
Reporting country,Per hundred thousand inhabitants,Montenegro,2015,154.32
Reporting country,Per hundred thousand inhabitants,Montenegro,2016,134.84
Reporting country,Per hundred thousand inhabitants,Montenegro,2017,149.75
Reporting country,Per hundred thousand inhabitants,Montenegro,2018,152.81
Reporting country,Per hundred thousand inhabitants,Montenegro,2019,144.33
Reporting country,Per hundred thousand inhabitants,Montenegro,2020,109.03
Reporting country,Per hundred thousand inhabitants,Montenegro,2021,123.56
Reporting country,Per hundred thousand inhabitants,Montenegro,2022,142.79
Reporting country,Per hundred thousand inhabitants,North Macedonia,2016,141.36
Reporting country,Per hundred thousand inhabitants,North Macedonia,2017,139.75
Reporting country,Per hundred thousand inhabitants,Malta,2015,1.4
Reporting country,Per hundred thousand inhabitants,Malta,2016,70.16
Reporting country,Per hundred thousand inhabitants,Malta,2017,74.3
Reporting country,Per hundred thousand inhabitants,Malta,2018,79.46
Reporting country,Per hundred thousand inhabitants,Malta,2019,73.75
Reporting country,Per hundred thousand inhabitants,Malta,2020,65.3
Reporting country,Per hundred thousand inhabitants,Malta,2021,58.71
Reporting country,Per hundred thousand inhabitants,Malta,2022,56.63
Reporting country,Per hundred thousand inhabitants,Netherlands,2013,61.46
Reporting country,Per hundred thousand inhabitants,Netherlands,2014,58.02
Reporting country,Per hundred thousand inhabitants,Netherlands,2015,53.0
Reporting country,Per hundred thousand inhabitants,Netherlands,2016,51.65
Reporting country,Per hundred thousand inhabitants,Netherlands,2017,51.62
Reporting country,Per hundred thousand inhabitants,Netherlands,2018,52.77
Reporting country,Per hundred thousand inhabitants,Netherlands,2019,54.38
Reporting country,Per hundred thousand inhabitants,Netherlands,2020,50.11
Reporting country,Per hundred thousand inhabitants,Netherlands,2021,51.67
Reporting country,Per hundred thousand inhabitants,Netherlands,2022,49.92
Reporting country,Per hundred thousand inhabitants,Norway,2013,51.95
Reporting country,Per hundred thousand inhabitants,Norway,2014,54.27
Reporting country,Per hundred thousand inhabitants,Norway,2015,50.94
Reporting country,Per hundred thousand inhabitants,Norway,2016,53.56
Reporting country,Per hundred thousand inhabitants,Norway,2017,52.7
Reporting country,Per hundred thousand inhabitants,Norway,2018,47.79
Reporting country,Per hundred thousand inhabitants,Norway,2019,46.02
Reporting country,Per hundred thousand inhabitants,Norway,2020,47.06
Reporting country,Per hundred thousand inhabitants,Norway,2021,50.73
Reporting country,Per hundred thousand inhabitants,Norway,2022,51.54
Reporting country,Per hundred thousand inhabitants,Poland,2013,209.25
Reporting country,Per hundred thousand inhabitants,Poland,2014,207.28
Reporting country,Per hundred thousand inhabitants,Poland,2015,189.9
Reporting country,Per hundred thousand inhabitants,Poland,2016,188.44
Reporting country,Per hundred thousand inhabitants,Poland,2017,193.92
Reporting country,Per hundred thousand inhabitants,Poland,2018,189.0
Reporting country,Per hundred thousand inhabitants,Poland,2019,193.04
Reporting country,Per hundred thousand inhabitants,Poland,2020,176.74
Reporting country,Per hundred thousand inhabitants,Poland,2021,186.38
Reporting country,Per hundred thousand inhabitants,Poland,2022,185.62
Reporting country,Per hundred thousand inhabitants,Portugal,2013,110.96
Reporting country,Per hundred thousand inhabitants,Portugal,2014,112.26
Reporting country,Per hundred thousand inhabitants,Portugal,2015,114.42
Reporting country,Per hundred thousand inhabitants,Portugal,2016,112.27
Reporting country,Per hundred thousand inhabitants,Portugal,2017,110.8
Reporting country,Per hundred thousand inhabitants,Portugal,2018,107.4
Reporting country,Per hundred thousand inhabitants,Portugal,2019,106.67
Reporting country,Per hundred thousand inhabitants,Portugal,2020,94.53
Reporting country,Per hundred thousand inhabitants,Portugal,2021,97.41
Reporting country,Per hundred thousand inhabitants,Portugal,2022,102.28
Reporting country,Per hundred thousand inhabitants,Romania,2013,166.03
Reporting country,Per hundred thousand inhabitants,Romania,2014,149.91
Reporting country,Per hundred thousand inhabitants,Romania,2015,141.24
Reporting country,Per hundred thousand inhabitants,Romania,2016,137.41
Reporting country,Per hundred thousand inhabitants,Romania,2017,117.92
Reporting country,Per hundred thousand inhabitants,Romania,2018,105.16
Reporting country,Per hundred thousand inhabitants,Romania,2019,104.78
Reporting country,Per hundred thousand inhabitants,Romania,2020,111.37
Reporting country,Per hundred thousand inhabitants,Romania,2021,118.55
Reporting country,Per hundred thousand inhabitants,Romania,2022,119.91
Reporting country,Per hundred thousand inhabitants,Serbia,2013,134.78
Reporting country,Per hundred thousand inhabitants,Serbia,2014,139.73
Reporting country,Per hundred thousand inhabitants,Serbia,2015,136.5
Reporting country,Per hundred thousand inhabitants,Serbia,2016,145.75
Reporting country,Per hundred thousand inhabitants,Serbia,2017,148.53
Reporting country,Per hundred thousand inhabitants,Serbia,2018,150.74
Reporting country,Per hundred thousand inhabitants,Serbia,2019,154.07
Reporting country,Per hundred thousand inhabitants,Serbia,2020,146.59
Reporting country,Per hundred thousand inhabitants,Serbia,2021,147.48
Reporting country,Per hundred thousand inhabitants,Serbia,2022,152.9
Reporting country,Per hundred thousand inhabitants,Sweden,2013,40.5
Reporting country,Per hundred thousand inhabitants,Sweden,2014,31.05
Reporting country,Per hundred thousand inhabitants,Sweden,2015,30.44
Reporting country,Per hundred thousand inhabitants,Sweden,2016,30.02
Reporting country,Per hundred thousand inhabitants,Sweden,2017,29.09
Reporting country,Per hundred thousand inhabitants,Sweden,2018,30.37
Reporting country,Per hundred thousand inhabitants,Sweden,2019,33.43
Reporting country,Per hundred thousand inhabitants,Sweden,2020,36.89
Reporting country,Per hundred thousand inhabitants,Sweden,2021,41.02
Reporting country,Per hundred thousand inhabitants,Sweden,2022,44.58
Reporting country,Per hundred thousand inhabitants,Slovenia,2013,59.01
Reporting country,Per hundred thousand inhabitants,Slovenia,2014,66.57
Reporting country,Per hundred thousand inhabitants,Slovenia,2015,61.47
Reporting country,Per hundred thousand inhabitants,Slovenia,2016,57.65
Reporting country,Per hundred thousand inhabitants,Slovenia,2018,55.98
Reporting country,Per hundred thousand inhabitants,Slovenia,2019,53.58
Reporting country,Per hundred thousand inhabitants,Slovenia,2020,49.29
Reporting country,Per hundred thousand inhabitants,Slovenia,2021,36.84
Reporting country,Per hundred thousand inhabitants,Slovenia,2022,46.32
Reporting country,Per hundred thousand inhabitants,Slovakia,2013,176.77
Reporting country,Per hundred thousand inhabitants,Slovakia,2014,181.74
Reporting country,Per hundred thousand inhabitants,Slovakia,2015,179.51
Reporting country,Per hundred thousand inhabitants,Slovakia,2016,180.31
Reporting country,Per hundred thousand inhabitants,Slovakia,2017,180.47
Reporting country,Per hundred thousand inhabitants,Slovakia,2018,185.28
Reporting country,Per hundred thousand inhabitants,Slovakia,2019,188.96
Reporting country,Per hundred thousand inhabitants,Slovakia,2020,188.72
Reporting country,Per hundred thousand inhabitants,Slovakia,2021,180.28
Reporting country,Per hundred thousand inhabitants,Slovakia,2022,175.39
Reporting country,Per hundred thousand inhabitants,Türkiye,2013,191.73
Reporting country,Per hundred thousand inhabitants,Türkiye,2014,204.07
Reporting country,Per hundred thousand inhabitants,Türkiye,2015,224.53
Reporting country,Per hundred thousand inhabitants,Türkiye,2016,249.28
Reporting country,Per hundred thousand inhabitants,Türkiye,2017,284.32
Reporting country,Per hundred thousand inhabitants,Türkiye,2018,317.12
Reporting country,Per hundred thousand inhabitants,Türkiye,2019,343.33
Reporting country,Per hundred thousand inhabitants,Türkiye,2020,309.72
Reporting country,Per hundred thousand inhabitants,Türkiye,2021,341.78
Reporting country,Per hundred thousand inhabitants,Türkiye,2022,385.29
Reporting country,Per hundred thousand inhabitants,England and Wales,2013,127.08
Reporting country,Per hundred thousand inhabitants,England and Wales,2014,129.35
Reporting country,Per hundred thousand inhabitants,England and Wales,2015,130.25
Reporting country,Per hundred thousand inhabitants,England and Wales,2016,128.89
Reporting country,Per hundred thousand inhabitants,England and Wales,2017,129.29
Reporting country,Per hundred thousand inhabitants,England and Wales,2018,124.43
Reporting country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,143.34
Reporting country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,142.22
Reporting country,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,139.06
Reporting country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,90.44
Reporting country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,85.78
Reporting country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,71.73
Reporting country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,69.41
Reporting country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,68.89
Reporting country,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,67.49
Reporting country,Per hundred thousand inhabitants,Kosovo*,2016,87.94
Reporting country,Per hundred thousand inhabitants,Kosovo*,2017,83.77
Reporting country,Per hundred thousand inhabitants,Kosovo*,2018,82.57
Reporting country,Per hundred thousand inhabitants,Kosovo*,2019,94.95
Reporting country,Per hundred thousand inhabitants,Kosovo*,2020,72.61
Total,Number,Albania,2013,4998.0
Total,Number,Albania,2014,5689.0
Total,Number,Albania,2015,5981.0
Total,Number,Albania,2016,6031.0
Total,Number,Albania,2017,5674.0
Total,Number,Albania,2018,5316.0
Total,Number,Albania,2019,5045.0
Total,Number,Albania,2020,4614.0
Total,Number,Albania,2021,4956.0
Total,Number,Albania,2022,5060.0
Total,Number,Austria,2013,8862.0
Total,Number,Austria,2014,8692.0
Total,Number,Austria,2015,8665.0
Total,Number,Austria,2016,8619.0
Total,Number,Austria,2017,8852.0
Total,Number,Austria,2018,9163.0
Total,Number,Austria,2019,9072.0
Total,Number,Austria,2020,8488.0
Total,Number,Austria,2021,8436.0
Total,Number,Austria,2022,8993.0
Total,Number,Bosnia and Herzegovina,2013,2898.0
Total,Number,Bosnia and Herzegovina,2014,2825.0
Total,Number,Bosnia and Herzegovina,2015,2730.0
Total,Number,Bosnia and Herzegovina,2016,2832.0
Total,Number,Bosnia and Herzegovina,2017,2820.0
Total,Number,Bosnia and Herzegovina,2018,4377.0
Total,Number,Bosnia and Herzegovina,2019,4482.0
Total,Number,Bosnia and Herzegovina,2020,4097.0
Total,Number,Bosnia and Herzegovina,2021,4108.0
Total,Number,Bosnia and Herzegovina,2022,4081.0
Total,Number,Belgium,2013,11818.0
Total,Number,Belgium,2015,10994.0
Total,Number,Belgium,2017,10471.0
Total,Number,Belgium,2018,10261.0
Total,Number,Belgium,2019,10794.0
Total,Number,Belgium,2020,10357.0
Total,Number,Belgium,2021,10769.0
Total,Number,Belgium,2022,11050.0
Total,Number,Bulgaria,2013,8834.0
Total,Number,Bulgaria,2014,7870.0
Total,Number,Bulgaria,2015,7408.0
Total,Number,Bulgaria,2016,7345.0
Total,Number,Bulgaria,2017,6988.0
Total,Number,Bulgaria,2018,6651.0
Total,Number,Bulgaria,2019,6448.0
Total,Number,Bulgaria,2020,6251.0
Total,Number,Bulgaria,2021,5873.0
Total,Number,Bulgaria,2022,5577.0
Total,Number,Switzerland,2013,6652.0
Total,Number,Switzerland,2014,6519.0
Total,Number,Switzerland,2015,6498.0
Total,Number,Switzerland,2016,6507.0
Total,Number,Switzerland,2017,6564.0
Total,Number,Switzerland,2018,6602.0
Total,Number,Switzerland,2019,6568.0
Total,Number,Switzerland,2020,6183.0
Total,Number,Switzerland,2021,6113.0
Total,Number,Switzerland,2022,6252.0
Total,Number,Cyprus,2013,553.0
Total,Number,Cyprus,2014,532.0
Total,Number,Cyprus,2015,547.0
Total,Number,Cyprus,2016,586.0
Total,Number,Cyprus,2017,592.0
Total,Number,Cyprus,2018,619.0
Total,Number,Cyprus,2019,759.0
Total,Number,Cyprus,2020,601.0
Total,Number,Cyprus,2021,795.0
Total,Number,Cyprus,2022,958.0
Total,Number,Czechia,2013,16645.0
Total,Number,Czechia,2014,18658.0
Total,Number,Czechia,2015,20866.0
Total,Number,Czechia,2016,22481.0
Total,Number,Czechia,2017,22159.0
Total,Number,Czechia,2018,21577.0
Total,Number,Czechia,2019,21048.0
Total,Number,Czechia,2020,19286.0
Total,Number,Czechia,2021,18748.0
Total,Number,Czechia,2022,19052.0
Total,Number,Germany,2013,66221.0
Total,Number,Germany,2014,63228.0
Total,Number,Germany,2015,63020.0
Total,Number,Germany,2016,64291.0
Total,Number,Germany,2017,65841.0
Total,Number,Germany,2018,65762.0
Total,Number,Germany,2019,63146.0
Total,Number,Germany,2020,59585.0
Total,Number,Germany,2021,57525.0
Total,Number,Germany,2022,57465.0
Total,Number,Denmark,2013,4091.0
Total,Number,Denmark,2014,3583.0
Total,Number,Denmark,2015,3203.0
Total,Number,Denmark,2016,3408.0
Total,Number,Denmark,2017,3418.0
Total,Number,Denmark,2018,3635.0
Total,Number,Denmark,2019,3920.0
Total,Number,Denmark,2020,4166.0
Total,Number,Denmark,2021,4222.0
Total,Number,Denmark,2022,4208.0
Total,Number,Estonia,2013,3023.0
Total,Number,Estonia,2014,3034.0
Total,Number,Estonia,2015,2823.0
Total,Number,Estonia,2016,2864.0
Total,Number,Estonia,2017,2723.0
Total,Number,Estonia,2018,2584.0
Total,Number,Estonia,2019,2487.0
Total,Number,Estonia,2020,2348.0
Total,Number,Estonia,2021,2189.0
Total,Number,Estonia,2022,2073.0
Total,Number,Greece,2013,12693.0
Total,Number,Greece,2014,11798.0
Total,Number,Greece,2015,9611.0
Total,Number,Greece,2016,9560.0
Total,Number,Greece,2017,10011.0
Total,Number,Greece,2018,10654.0
Total,Number,Greece,2019,10891.0
Total,Number,Greece,2020,11379.0
Total,Number,Greece,2021,11030.0
Total,Number,Greece,2022,10526.0
Total,Number,Spain,2013,66765.0
Total,Number,Spain,2014,65017.0
Total,Number,Spain,2015,61614.0
Total,Number,Spain,2016,59589.0
Total,Number,Spain,2017,58812.0
Total,Number,Spain,2018,58883.0
Total,Number,Spain,2019,58517.0
Total,Number,Spain,2020,55180.0
Total,Number,Spain,2021,55097.0
Total,Number,Spain,2022,55751.0
Total,Number,Finland,2013,3295.0
Total,Number,Finland,2014,3148.0
Total,Number,Finland,2015,3135.0
Total,Number,Finland,2016,3156.0
Total,Number,Finland,2017,3082.0
Total,Number,Finland,2018,2956.0
Total,Number,Finland,2019,2945.0
Total,Number,Finland,2020,2751.0
Total,Number,Finland,2021,2811.0
Total,Number,Finland,2022,2861.0
Total,Number,France,2013,67075.0
Total,Number,France,2014,66270.0
Total,Number,France,2015,66678.0
Total,Number,France,2016,68432.0
