unit,indic_il,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE
Euro,Median equivalised net income,Reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,16565.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,16946.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,16935.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,17701.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,18140.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2015,16665.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2016,17046.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2017,17038.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2018,17802.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (2007-2013),2019,18240.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2015,15813.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2016,16267.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2017,16724.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2018,17295.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2019,17775.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2020,18822.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2021,18805.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2022,19506.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 27 countries (from 2020),2023,20807.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2015,16565.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2016,16946.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2017,16935.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2018,17701.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,European Union - 28 countries (2013-2020),2019,18140.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2015,23935.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2016,23976.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2017,24293.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2018,24805.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2019,25187.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2020,25877.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2021,25806.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2022,26917.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2023,27676.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Finland,2024,29162.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2015,22071.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2016,22413.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2017,22774.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2018,23059.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2019,23334.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2020,23166.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2021,23535.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2022,24080.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,France,2023,25313.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2015,5603.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2016,5853.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2017,6278.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2018,6685.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2019,7217.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2020,7797.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2021,8125.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2022,8781.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Croatia,2023,9852.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2015,4656.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2016,4893.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2017,5126.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2018,5530.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2019,5967.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2020,6602.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2021,6763.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2022,7063.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2023,7579.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Hungary,2024,8879.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2015,22864.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2016,23586.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2017,23659.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2018,25859.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2019,26273.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2020,28182.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2021,29940.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2022,31797.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Ireland,2023,32270.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2015,25599.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2016,29837.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2017,35489.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2018,41942.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2019,38295.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Iceland,2020,36816.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2015,16750.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2016,17380.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2017,17567.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2018,17867.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2019,18098.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2020,18858.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2021,18763.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2022,19478.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2023,21105.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Italy,2024,21652.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2015,5242.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2016,5732.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2017,6225.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2018,6942.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2019,7745.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2020,8637.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2021,9617.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2022,10118.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Lithuania,2023,11158.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2015,40483.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2016,38554.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2017,41614.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2018,40809.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2019,41486.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2020,42004.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2021,47604.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2022,47678.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2023,54263.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Luxembourg,2024,57130.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2015,5915.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2016,6494.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2017,6751.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2018,7481.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2019,8317.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2020,8906.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2021,9642.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2022,10501.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2023,11436.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Latvia,2024,12994.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2015,3327.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2016,3400.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2017,3648.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2018,3932.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2019,4030.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2020,4122.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2021,4062.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Montenegro,2022,4500.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2015,2204.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2016,2339.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2017,2571.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2018,2720.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2019,2845.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,North Macedonia,2020,3142.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2015,13867.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2016,13825.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2017,14675.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2018,14970.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2019,15569.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2020,16515.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2021,17173.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2022,18305.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Malta,2023,19860.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2015,21571.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2016,23025.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2017,23729.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2018,24104.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2019,24747.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2020,26133.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2021,28418.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2022,29270.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2023,29418.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Netherlands,2024,32334.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2015,42535.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2016,40584.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2017,39466.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2018,40635.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2019,40511.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2020,41357.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2021,37114.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2022,40312.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2023,43116.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Norway,2024,41524.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2015,5637.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2016,5935.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2017,5951.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2018,6557.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2019,7102.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2020,7918.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2021,8283.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2022,9033.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Poland,2023,10109.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2015,8541.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2016,8895.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2017,9167.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2018,9413.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2019,10156.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2020,10910.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2021,11138.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2022,11200.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Portugal,2023,11999.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2015,2410.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2016,2533.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2017,2845.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2018,3404.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2019,3965.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2020,4394.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2021,4924.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2022,5638.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2023,6662.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Romania,2024,7972.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2015,2436.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2016,2475.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2017,2564.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2018,2777.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2019,3289.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2020,3712.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2021,4033.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2022,4426.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Serbia,2023,4988.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2015,26066.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2016,26039.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2017,26543.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2018,26798.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2019,25962.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2020,25925.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2021,26758.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2022,27928.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2023,28272.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Sweden,2024,28163.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2015,12475.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2016,12465.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2017,12891.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2018,13378.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2019,14243.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2020,15067.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2021,15520.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2022,16755.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2023,18211.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovenia,2024,19856.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2015,7120.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2016,7167.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2017,7355.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2018,7799.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2019,8381.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2020,8952.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2021,8744.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2022,9095.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Slovakia,2023,9522.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2015,3693.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2016,4085.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2017,4207.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2018,3813.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2019,3285.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2020,3418.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2021,3021.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2022,3059.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Türkiye,2023,3193.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2015,21999.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2016,21854.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2017,21421.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,United Kingdom,2018,21924.0
Euro,Median equivalised net income,Reporting country,Total,18 years or over,Kosovo*,2018,2100.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Albania,2017,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Albania,2018,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Albania,2019,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Albania,2020,
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Albania,2021,2150.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2015,16402.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2016,15206.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2017,16781.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2018,18492.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2019,19090.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2020,18261.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2021,19093.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2022,19311.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Austria,2023,20724.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2015,12590.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2016,13253.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2017,13204.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2018,14326.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2019,16700.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2020,16361.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2021,17600.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2022,19181.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2023,19363.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Belgium,2024,21032.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2015,4362.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2016,4042.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2017,4497.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2018,3709.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2019,4899.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2020,4131.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2021,3195.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2022,3829.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2023,4775.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Bulgaria,2024,5288.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2015,31585.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2016,34604.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2017,34956.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2018,32631.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2019,31725.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2020,32627.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2021,33476.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2022,34568.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Switzerland,2023,37345.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2015,11827.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2016,12574.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2017,12457.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2018,12064.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2019,12626.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2020,12902.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2021,12657.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2022,13345.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2023,14227.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Cyprus,2024,15921.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2015,7172.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2016,8152.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2017,7761.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2018,9015.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2019,11376.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2020,11726.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2021,11504.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2022,12058.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2023,11393.0
Euro,Median equivalised net income,Non-EU27 countries (from 2020) nor reporting country,Total,18 years or over,Czechia,2024,13954.0
