unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Males,From 15 to 64 years,Reporting country,European Union - 27 countries (from 2020),2019,95999.9
Thousand persons,Males,From 15 to 64 years,Reporting country,European Union - 27 countries (from 2020),2020,94665.7
Thousand persons,Males,From 15 to 64 years,Reporting country,European Union - 27 countries (from 2020),2021,94751.5
Thousand persons,Males,From 15 to 64 years,Reporting country,European Union - 27 countries (from 2020),2022,95941.1
Thousand persons,Males,From 15 to 64 years,Reporting country,European Union - 27 countries (from 2020),2023,96145.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2014,1169.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2015,1162.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2016,1180.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2017,1189.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2018,1221.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2019,1224.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2020,1206.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2021,1190.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2022,1200.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Finland,2023,1189.5
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2014,12732.6
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2015,12685.9
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2016,12704.4
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2017,12808.1
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2018,12794.8
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2019,12730.5
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2020,12651.8
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2021,12892.9
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2022,13092.8
Thousand persons,Males,From 15 to 64 years,Reporting country,France,2023,13184.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2014,813.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2015,816.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2016,813.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2017,822.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2018,825.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2019,833.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2020,825.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2021,831.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2022,837.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Croatia,2023,832.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2014,2186.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2015,2249.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2016,2319.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2017,2376.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2018,2402.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2019,2416.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2020,2388.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2021,2398.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2022,2409.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Hungary,2023,2415.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2014,882.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2015,910.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2016,931.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2017,947.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2018,964.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2019,983.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2020,969.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2021,1012.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2022,1066.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Ireland,2023,1074.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2014,82.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2015,85.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2016,89.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2017,91.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2018,94.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2019,95.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2020,92.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2021,90.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2022,94.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Iceland,2023,97.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2014,11359.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2015,11436.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2016,11534.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2017,11601.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2018,11574.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2019,11569.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2020,11380.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2021,11264.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2022,11510.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Italy,2023,11733.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2014,628.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2015,632.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2016,639.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2017,631.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2018,648.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2019,648.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2020,640.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2021,652.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2022,654.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Lithuania,2023,675.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2014,65.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2015,66.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2016,66.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2017,65.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2018,67.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2019,69.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2020,69.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2021,73.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2022,74.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Luxembourg,2023,75.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2014,369.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2015,373.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2016,369.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2017,372.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2018,379.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2019,380.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2020,367.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2021,357.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2022,364.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Latvia,2023,364.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2014,113.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2015,113.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2016,116.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2017,121.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2018,124.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2019,127.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Montenegro,2020,115.9
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2014,416.3
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2015,418.3
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2016,433.2
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2017,445.1
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2018,451.0
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2019,471.4
Thousand persons,Males,From 15 to 64 years,Reporting country,North Macedonia,2020,463.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2014,102.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2015,104.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2016,104.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2017,107.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2018,110.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2019,112.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2020,112.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2021,112.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2022,112.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Malta,2023,107.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2014,4094.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2015,4116.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2016,4161.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2017,4210.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2018,4262.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2019,4300.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2020,4304.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2021,4433.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2022,4573.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Netherlands,2023,4613.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2014,1200.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2015,1201.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2016,1200.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2017,1205.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2018,1192.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2019,1200.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2020,1195.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2021,1212.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2022,1239.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Norway,2023,1255.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2014,8583.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2015,8662.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2016,8709.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2017,8801.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2018,8792.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2019,9059.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2020,9091.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2021,9103.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2022,9048.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Poland,2023,8941.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2014,2117.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2015,2135.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2016,2168.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2017,2246.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2018,2279.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2019,2276.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2020,2217.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2021,2287.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2022,2312.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Portugal,2023,2286.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2014,4673.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2015,4700.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2016,4663.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2017,4738.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2018,4784.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2019,4821.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2020,4765.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2021,4457.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2022,4438.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Romania,2023,4348.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2014,1382.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2015,1396.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2016,1440.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2017,1469.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2018,1493.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2019,1508.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2020,1503.9
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2021,1464.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2022,1486.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Serbia,2023,1465.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2014,2245.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2015,2270.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2016,2289.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2017,2328.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2018,2349.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2019,2339.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2020,2320.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2021,2321.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2022,2388.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Sweden,2023,2404.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2014,466.8
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2015,468.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2016,457.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2017,479.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2018,489.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2019,490.3
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2020,481.2
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2021,482.1
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2022,482.4
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovenia,2023,469.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2014,1303.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2015,1333.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2016,1362.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2017,1365.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2018,1390.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2019,1390.0
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2020,1360.6
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2021,1331.7
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2022,1349.5
Thousand persons,Males,From 15 to 64 years,Reporting country,Slovakia,2023,1347.4
Thousand persons,Males,From 15 to 64 years,Reporting country,United Kingdom,2014,14092.5
Thousand persons,Males,From 15 to 64 years,Reporting country,United Kingdom,2015,14198.9
Thousand persons,Males,From 15 to 64 years,Reporting country,United Kingdom,2016,14267.6
Thousand persons,Males,From 15 to 64 years,Reporting country,United Kingdom,2017,14346.8
Thousand persons,Males,From 15 to 64 years,Reporting country,United Kingdom,2018,14514.5
Thousand persons,Males,From 15 to 64 years,Reporting country,United Kingdom,2019,14563.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,127.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,132.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,148.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,158.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,165.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,166.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,165.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,186.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,212.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,214.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2021,1.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2022,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bosnia and Herzegovina,2023,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,69.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,78.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,76.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,81.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,78.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,82.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,73.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,82.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,94.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,97.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2014,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2015,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2016,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2017,3.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2018,2.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2019,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2020,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2021,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2022,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Bulgaria,2023,
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,181.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,185.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,188.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,194.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,198.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,197.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,202.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,195.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,201.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,209.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,9.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,9.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,10.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,12.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,14.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,16.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,22.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,21.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,25.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,33.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,32.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,35.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,28.1
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,33.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,38.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,39.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,44.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,48.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,53.0
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,80.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,1088.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,1149.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,1242.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,1378.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,1501.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,1601.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,1606.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,1705.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2022,1933.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Germany,2023,2108.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2014,50.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2015,54.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2016,46.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2017,56.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2018,61.2
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2019,63.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2020,67.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2021,69.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2022,69.4
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Denmark,2023,65.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2014,3730.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2015,3937.6
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2016,4155.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2017,4389.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2018,4620.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2019,4926.8
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2020,4890.9
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2021,5088.3
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2022,5726.5
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Euro area – 20 countries (from 2023),2023,6129.7
Thousand persons,Males,From 15 to 64 years,Non-EU27 countries (from 2020) nor reporting country,Estonia,2014,48.5
